subj_id,gender,age_group,age,age_centered,trial_nr,symmetric_position,magnet_bin,magnet_center_x,magnet_center_y,magnet_centrality_x,click_scaled_x,click_dist_from_magnet_center_x,click_dist_magnets
z4pU6iqC,m,4,4.31,0.32,18,4,9,1556.47,126.66,596.47,1306.67,-249.8,1.56
z4pU6iqC,m,4,4.31,0.32,19,4,2,349.06,126.66,610.94,853.33,504.27,3.15
ZT7Ri8Co,m,4,4.48,0.49,5,4,2,393.12,126.66,566.88,1141.33,748.22,4.68
ZT7Ri8Co,m,4,4.48,0.49,6,1,5,844.78,126.66,115.22,1114.67,269.88,1.69
ZT7Ri8Co,m,4,4.48,0.49,7,1,6,995.83,126.66,35.83,1241.33,245.5,1.53
ZT7Ri8Co,m,4,4.48,0.49,8,5,1,255.8,126.66,704.2,1217.33,961.53,6.01
ZT7Ri8Co,m,4,4.48,0.49,9,2,7,1140.88,126.66,180.88,1269.33,128.45,0.8
ZT7Ri8Co,m,4,4.48,0.49,10,5,10,1782.26,126.66,822.26,1768,-14.26,0.09
ZT7Ri8Co,m,4,4.48,0.49,11,4,9,1595.96,126.66,635.96,1332,-263.96,1.65
ZT7Ri8Co,m,4,4.48,0.49,12,3,8,1462.98,126.66,502.98,1288,-174.98,1.09
ZT7Ri8Co,m,4,4.48,0.49,13,2,4,777.88,126.66,182.12,974.67,196.78,1.23
ZT7Ri8Co,m,4,4.48,0.49,14,5,10,1782.26,126.66,822.26,1301.33,-480.93,3.01
ZT7Ri8Co,m,4,4.48,0.49,15,4,9,1595.96,126.66,635.96,1322.67,-273.29,1.71
ZT7Ri8Co,m,4,4.48,0.49,16,4,2,393.12,126.66,566.88,520,126.88,0.79
ZT7Ri8Co,m,4,4.48,0.49,17,1,6,995.83,126.66,35.83,957.33,-38.5,0.24
ZT7Ri8Co,m,4,4.48,0.49,18,2,4,777.88,126.66,182.12,1149.33,371.45,2.32
ZT7Ri8Co,m,4,4.48,0.49,19,5,1,255.8,126.66,704.2,266.67,10.87,0.07
zYBpahVP,f,4,4.02,0.03,5,5,1,218.81,126.66,741.19,1232,1013.19,6.33
zYBpahVP,f,4,4.02,0.03,6,3,8,1416.37,126.66,456.37,709.33,-707.04,4.42
zYBpahVP,f,4,4.02,0.03,7,1,6,1103.45,126.66,143.45,1244,140.55,0.88
zYBpahVP,f,4,4.02,0.03,8,5,10,1685.22,126.66,725.22,1224,-461.22,2.88
zYBpahVP,f,4,4.02,0.03,9,2,4,781.15,126.66,178.85,1236,454.85,2.84
zYBpahVP,f,4,4.02,0.03,10,2,7,1246.34,126.66,286.34,1262.67,16.33,0.1
zYBpahVP,f,4,4.02,0.03,11,3,3,549.73,126.66,410.27,1242.67,692.94,4.33
zYBpahVP,f,4,4.02,0.03,12,4,9,1507.52,126.66,547.52,1256,-251.52,1.57
zYBpahVP,f,4,4.02,0.03,13,1,5,854.49,126.66,105.51,696,-158.49,0.99
zYBpahVP,f,4,4.02,0.03,14,3,3,549.73,126.66,410.27,328,-221.73,1.39
zYBpahVP,f,4,4.02,0.03,15,3,8,1416.37,126.66,456.37,1248,-168.37,1.05
zYBpahVP,f,4,4.02,0.03,16,5,10,1685.22,126.66,725.22,1266.67,-418.55,2.62
zYBpahVP,f,4,4.02,0.03,17,1,5,854.49,126.66,105.51,708,-146.49,0.92
zYBpahVP,f,4,4.02,0.03,18,4,2,394.87,126.66,565.13,336,-58.87,0.37
zYBpahVP,f,4,4.02,0.03,19,4,9,1507.52,126.66,547.52,1230.67,-276.85,1.73
