subj_id,gender,age_group,age,age_centered,trial_nr,symmetric_position,target_position,eye_radius,eye_center_left_x,eye_center_right_x,eye_center_left_y,eye_center_right_y,pupil_final_left_x,pupil_final_right_x,pupil_final_left_y,pupil_final_right_y,target_center_x,target_center_y,click_scaled_x,click_dist_from_target_center_x,click_dist_balloons
gp1-12,f,30,33,15,9,3,3,45.1,882.92,1041.46,871.69,871.69,866.69,1020.74,840.85,843.66,490.86,126.67,726.01,235.14,1.47
gp1-12,f,30,33,15,10,2,4,42.48,854.99,1059.5,923.25,923.25,846.77,1044.46,891.45,894.05,649.16,126.67,694.51,45.35,0.28
gp1-12,f,30,33,15,11,1,5,37.28,872.12,1045.89,937.8,937.8,870.7,1038.57,909.11,910.02,831.99,126.67,846.01,14.01,0.09
gp1-12,f,30,33,15,12,5,10,45.1,882.92,1041.46,871.69,871.69,908.72,1064.6,848.25,845.62,1702.86,126.67,1344.01,-358.85,2.24
gp1-12,f,30,33,15,13,3,8,42.48,854.99,1059.5,923.25,923.25,875.31,1074.9,897.45,894.24,1482.21,126.67,1323.01,-159.19,0.99
gp1-12,f,30,33,15,14,3,8,45.1,882.92,1041.46,871.69,871.69,904.77,1059.21,844.53,841.69,1482.21,126.67,1239.01,-243.2,1.52
gp1-12,f,30,33,15,15,5,1,37.28,872.12,1045.89,937.8,937.8,852.74,1024.4,916.59,918.74,130.98,126.67,498,367.02,2.29
gp1-12,f,30,33,15,16,4,2,37.28,872.12,1045.89,937.8,937.8,857.89,1028.16,912.85,915.2,409.58,126.67,309,-100.58,0.63
gp1-12,f,30,33,15,17,1,6,42.48,854.99,1059.5,923.25,923.25,862.02,1058.26,891.17,890.43,1029.47,126.67,958.51,-70.96,0.44
gp1-12,f,30,33,15,18,4,9,45.1,882.92,1041.46,871.69,871.69,906.6,1061.69,846.11,843.31,1572.59,126.67,1327.51,-245.08,1.53
gp1-12,f,30,33,15,19,1,5,45.1,882.92,1041.46,871.69,871.69,880.54,1032.03,836.92,838.14,831.99,126.67,819.01,-12.99,0.08
gp1-13,m,30,37,19,5,3,3,42.48,854.99,1059.5,923.25,923.25,844.71,1042.89,892.06,894.92,592.38,126.67,568.5,-23.88,0.15
gp1-13,m,30,37,19,6,4,9,45.1,882.92,1041.46,871.69,871.69,905.06,1059.6,844.77,841.93,1495.44,126.67,1416,-79.44,0.5
gp1-13,m,30,37,19,7,3,8,45.1,882.92,1041.46,871.69,871.69,904.63,1059.02,844.42,841.58,1476.1,126.67,1450.5,-25.6,0.16
gp1-13,m,30,37,19,8,5,10,42.48,854.99,1059.5,923.25,923.25,880.18,1081.97,902.17,899.3,1806.68,126.67,1783.5,-23.18,0.14
gp1-13,m,30,37,19,9,5,1,37.28,872.12,1045.89,937.8,937.8,853.93,1025.26,915.56,917.81,208.75,126.67,69,-139.75,0.87
gp1-13,m,30,37,19,10,4,2,45.1,882.92,1041.46,871.69,871.69,860.71,1016.34,844.83,847.53,266.84,126.67,123,-143.84,0.9
gp1-13,m,30,37,19,11,2,7,42.48,854.99,1059.5,923.25,923.25,866.03,1062.77,892.32,890.57,1139.26,126.67,1128,-11.26,0.07
gp1-13,m,30,37,19,12,2,4,37.28,872.12,1045.89,937.8,937.8,866.61,1035,909.61,911.22,713.47,126.67,667.5,-45.97,0.29
gp1-13,m,30,37,19,13,1,5,45.1,882.92,1041.46,871.69,871.69,878.85,1030.53,837.07,838.59,795.34,126.67,699,-96.34,0.6
gp1-13,m,30,37,19,14,2,7,37.28,872.12,1045.89,937.8,937.8,881.11,1049.17,910.52,909.26,1139.26,126.67,1090.5,-48.76,0.3
gp1-13,m,30,37,19,15,3,3,42.48,854.99,1059.5,923.25,923.25,844.71,1042.89,892.06,894.92,592.38,126.67,634.5,42.12,0.26
gp1-13,m,30,37,19,16,4,2,42.48,854.99,1059.5,923.25,923.25,835.48,1036.33,896.83,899.97,266.84,126.67,369,102.16,0.64
gp1-13,m,30,37,19,17,5,1,37.28,872.12,1045.89,937.8,937.8,853.93,1025.26,915.56,917.81,208.75,126.67,99,-109.75,0.69
gp1-13,m,30,37,19,18,1,6,45.1,882.92,1041.46,871.69,871.69,888.36,1039.55,837.26,836.89,1000.55,126.67,1005,4.45,0.03
gp1-13,m,30,37,19,19,1,5,45.1,882.92,1041.46,871.69,871.69,878.85,1030.53,837.07,838.59,795.34,126.67,807,11.66,0.07
gp1-14,f,50,52,34,5,3,8,45.1,882.92,1041.46,871.69,871.69,904.06,1058.26,843.98,841.15,1451.33,126.67,1455.54,4.21,0.03
gp1-14,f,50,52,34,6,1,5,42.48,854.99,1059.5,923.25,923.25,857.58,1053.75,890.51,890.91,917.95,126.67,968.63,50.68,0.32
gp1-14,f,50,52,34,7,3,3,37.28,872.12,1045.89,937.8,937.8,859.17,1029.12,912.16,914.48,462.57,126.67,281.44,-181.13,1.13
gp1-14,f,50,52,34,8,2,4,42.48,854.99,1059.5,923.25,923.25,846.73,1044.43,891.46,894.07,647.99,126.67,549.06,-98.93,0.62
gp1-14,f,50,52,34,9,4,9,45.1,882.92,1041.46,871.69,871.69,905.54,1060.26,845.18,842.34,1518.64,126.67,1384.75,-133.89,0.84
gp1-14,f,50,52,34,10,5,1,42.48,854.99,1059.5,923.25,923.25,833.77,1035.16,898.18,901.19,180.6,126.67,215.83,35.23,0.22
gp1-14,f,50,52,34,11,1,6,37.28,872.12,1045.89,937.8,937.8,877.53,1045.24,909.59,909.08,1027.55,126.67,978.99,-48.56,0.3
gp1-14,f,50,52,34,12,4,2,45.1,882.92,1041.46,871.69,871.69,860.53,1016.21,844.98,847.66,258.41,126.67,145.04,-113.38,0.71
gp1-14,f,50,52,34,13,2,7,45.1,882.92,1041.46,871.69,871.69,896.51,1048.65,839.59,837.58,1198.42,126.67,1301.87,103.45,0.65
gp1-14,f,50,52,34,14,2,7,42.48,854.99,1059.5,923.25,923.25,867.99,1065.14,893.09,890.89,1198.42,126.67,1187.91,-10.5,0.07
gp1-14,f,50,52,34,15,4,2,37.28,872.12,1045.89,937.8,937.8,854.79,1025.88,914.89,917.19,258.41,126.67,136.4,-122.01,0.76
gp1-14,f,50,52,34,16,4,9,42.48,854.99,1059.5,923.25,923.25,876.01,1075.9,898.02,894.79,1518.64,126.67,1552.23,33.59,0.21
gp1-14,f,50,52,34,17,5,10,45.1,882.92,1041.46,871.69,871.69,909.85,1066.15,849.56,847.09,1789.3,126.67,1842.3,53.01,0.33
gp1-14,f,50,52,34,18,3,3,37.28,872.12,1045.89,937.8,937.8,859.17,1029.12,912.16,914.48,462.57,126.67,257.27,-205.3,1.28
gp1-14,f,50,52,34,19,1,5,42.48,854.99,1059.5,923.25,923.25,857.58,1053.75,890.51,890.91,917.95,126.67,946.19,28.23,0.18
gp1-15,f,60,61,43,5,1,6,37.28,872.12,1045.89,937.8,937.8,878.8,1046.6,909.86,909.08,1066.02,126.67,903.76,-162.26,1.01
gp1-15,f,60,61,43,6,5,10,45.1,882.92,1041.46,871.69,871.69,909.2,1065.27,848.8,846.23,1738.14,126.67,1560.48,-177.66,1.11
gp1-15,f,60,61,43,7,1,5,42.48,854.99,1059.5,923.25,923.25,858.19,1054.35,890.56,890.81,932.94,126.67,927.67,-5.27,0.03
gp1-15,f,60,61,43,8,3,8,37.28,872.12,1045.89,937.8,937.8,887.8,1057.4,913.73,911.48,1400.63,126.67,1473.29,72.66,0.45
gp1-15,f,60,61,43,9,4,9,45.1,882.92,1041.46,871.69,871.69,907.81,1063.36,847.29,844.57,1643.17,126.67,1497.2,-145.97,0.91
gp1-15,f,60,61,43,10,5,1,42.48,854.99,1059.5,923.25,923.25,833.24,1034.8,898.64,901.6,150.71,126.67,234.38,83.68,0.52
gp1-15,f,60,61,43,11,3,3,45.1,882.92,1041.46,871.69,871.69,866.34,1020.49,841.03,843.85,480.12,126.67,365.16,-114.95,0.72
gp1-15,f,60,61,43,12,4,2,37.28,872.12,1045.89,937.8,937.8,856.21,1026.92,913.88,916.23,332.47,126.67,294.85,-37.61,0.24
gp1-15,f,60,61,43,13,2,7,42.48,854.99,1059.5,923.25,923.25,868.92,1066.3,893.51,891.12,1228.14,126.67,1322.82,94.68,0.59
gp1-15,f,60,61,43,14,2,4,37.28,872.12,1045.89,937.8,937.8,863.59,1032.54,910.37,912.37,620,126.67,460.79,-159.21,1
gp1-15,f,60,61,43,15,5,1,45.1,882.92,1041.46,871.69,871.69,858.49,1014.72,846.83,849.33,150.71,126.67,294.85,144.15,0.9
gp1-15,f,60,61,43,16,1,5,37.28,872.12,1045.89,937.8,937.8,874.27,1041.93,909.15,909.35,932.94,126.67,933.29,0.36,0
gp1-15,f,60,61,43,17,3,3,42.48,854.99,1059.5,923.25,923.25,841,1040.18,893.53,896.69,480.12,126.67,442.51,-37.61,0.24
gp1-15,f,60,61,43,18,2,7,45.1,882.92,1041.46,871.69,871.69,897.57,1049.93,840.07,837.88,1228.14,126.67,1244.07,15.93,0.1
gp1-15,f,60,61,43,19,3,8,45.1,882.92,1041.46,871.69,871.69,902.81,1056.6,843.07,840.29,1400.63,126.67,1187.82,-212.81,1.33
gp1-16,m,20,24,6,5,3,8,42.48,854.99,1059.5,923.25,923.25,873.62,1072.52,896.2,893.1,1403.49,126.67,1180.57,-222.92,1.39
gp1-16,m,20,24,6,6,2,4,45.1,882.92,1041.46,871.69,871.69,872.39,1025.15,838.46,840.89,646.87,126.67,900.57,253.7,1.59
gp1-16,m,20,24,6,7,5,1,42.48,854.99,1059.5,923.25,923.25,834.81,1035.88,897.33,900.43,234.83,126.67,608,373.17,2.33
gp1-16,m,20,24,6,8,1,6,37.28,872.12,1045.89,937.8,937.8,876.1,1043.76,909.35,909.15,985.55,126.67,963.43,-22.12,0.14
gp1-16,m,20,24,6,9,2,7,45.1,882.92,1041.46,871.69,871.69,898.93,1051.61,840.73,838.35,1268.22,126.67,1149.71,-118.51,0.74
gp1-16,m,20,24,6,10,1,5,45.1,882.92,1041.46,871.69,871.69,883.5,1034.75,836.84,837.49,895.39,126.67,980.57,85.18,0.53
gp1-16,m,20,24,6,11,3,3,37.28,872.12,1045.89,937.8,937.8,859.43,1029.31,912.03,914.34,472.64,126.67,708.57,235.93,1.47
gp1-16,m,20,24,6,12,4,2,42.48,854.99,1059.5,923.25,923.25,837.48,1037.71,895.46,898.68,353.21,126.67,547.43,194.22,1.21
gp1-16,m,20,24,6,13,4,9,37.28,872.12,1045.89,937.8,937.8,890.78,1061.38,915.96,913.61,1565.18,126.67,1313.14,-252.03,1.58
gp1-16,m,20,24,6,14,4,2,42.48,854.99,1059.5,923.25,923.25,837.48,1037.71,895.46,898.68,353.21,126.67,453.71,100.5,0.63
gp1-16,m,20,24,6,15,2,4,45.1,882.92,1041.46,871.69,871.69,872.39,1025.15,838.46,840.89,646.87,126.67,740.57,93.7,0.59
gp1-16,m,20,24,6,16,3,8,42.48,854.99,1059.5,923.25,923.25,873.62,1072.52,896.2,893.1,1403.49,126.67,1268.57,-134.92,0.84
gp1-16,m,20,24,6,17,1,6,45.1,882.92,1041.46,871.69,871.69,887.68,1038.85,837.16,836.93,985.55,126.67,988.57,3.02,0.02
gp1-16,m,20,24,6,18,5,1,37.28,872.12,1045.89,937.8,937.8,854.37,1025.58,915.21,917.49,234.83,126.67,555.43,320.6,2
gp1-16,m,20,24,6,19,5,10,45.1,882.92,1041.46,871.69,871.69,909.06,1065.07,848.63,846.05,1727.39,126.67,1466.29,-261.11,1.63
gp1-17,m,30,39,21,5,4,9,42.48,854.99,1059.5,923.25,923.25,877.87,1078.59,899.69,896.52,1628.5,126.67,1860.02,231.52,1.45
gp1-17,m,30,39,21,6,1,5,37.28,872.12,1045.89,937.8,937.8,873.56,1041.24,909.11,909.45,912.94,126.67,772.98,-139.96,0.87
gp1-17,m,30,39,21,7,5,10,45.1,882.92,1041.46,871.69,871.69,909.74,1066,849.42,846.94,1780.18,126.67,1691.27,-88.91,0.56
gp1-17,m,30,39,21,8,2,7,42.48,854.99,1059.5,923.25,923.25,866.65,1063.51,892.55,890.65,1157.55,126.67,1145.64,-11.91,0.07
gp1-17,m,30,39,21,9,2,4,37.28,872.12,1045.89,937.8,937.8,865.51,1034.08,909.85,911.61,680.18,126.67,608.44,-71.74,0.45
gp1-17,m,30,39,21,10,3,3,42.48,854.99,1059.5,923.25,923.25,840.29,1039.67,893.88,897.07,456.26,126.67,480.47,24.21,0.15
gp1-17,m,30,39,21,11,5,1,45.1,882.92,1041.46,871.69,871.69,858.87,1015,846.46,849,172.71,126.67,51.56,-121.15,0.76
gp1-17,m,30,39,21,12,1,6,37.28,872.12,1045.89,937.8,937.8,880.73,1048.75,910.4,909.22,1127.1,126.67,1071.11,-55.99,0.35
gp1-17,m,30,39,21,13,4,2,37.28,872.12,1045.89,937.8,937.8,856.2,1026.91,913.89,916.24,332.08,126.67,397.5,65.42,0.41
gp1-17,m,30,39,21,14,1,5,42.48,854.99,1059.5,923.25,923.25,857.37,1053.56,890.49,890.95,912.94,126.67,701.26,-211.68,1.32
gp1-17,m,30,39,21,15,3,8,45.1,882.92,1041.46,871.69,871.69,903.87,1058,843.83,841.01,1443.08,126.67,1287.67,-155.41,0.97
gp1-17,m,30,39,21,16,4,9,42.48,854.99,1059.5,923.25,923.25,877.87,1078.59,899.69,896.52,1628.5,126.67,1526.74,-101.76,0.64
gp1-17,m,30,39,21,17,2,7,45.1,882.92,1041.46,871.69,871.69,894.98,1046.83,838.99,837.25,1157.55,126.67,1172.36,14.81,0.09
gp1-17,m,30,39,21,18,2,4,37.28,872.12,1045.89,937.8,937.8,865.51,1034.08,909.85,911.61,680.18,126.67,514.23,-165.96,1.04
gp1-17,m,30,39,21,19,1,6,37.28,872.12,1045.89,937.8,937.8,880.73,1048.75,910.4,909.22,1127.1,126.67,1128.76,1.67,0.01
gp1-18,f,40,47,29,5,3,3,42.48,854.99,1059.5,923.25,923.25,844.54,1042.76,892.11,894.99,587.67,126.67,761.26,173.58,1.08
gp1-18,f,40,47,29,6,1,6,45.1,882.92,1041.46,871.69,871.69,893.75,1045.41,838.56,837.06,1126.41,126.67,1080.01,-46.4,0.29
gp1-18,f,40,47,29,7,5,10,42.48,854.99,1059.5,923.25,923.25,878.55,1079.59,900.37,897.26,1675.19,126.67,1202.51,-472.68,2.95
gp1-18,f,40,47,29,8,4,2,45.1,882.92,1041.46,871.69,871.69,862.12,1017.37,843.72,846.5,329.02,126.67,480,150.98,0.94
gp1-18,f,40,47,29,9,1,5,37.28,872.12,1045.89,937.8,937.8,869.56,1037.54,909.19,910.31,799.52,126.67,760.01,-39.51,0.25
gp1-18,f,40,47,29,10,2,4,42.48,854.99,1059.5,923.25,923.25,848.57,1045.88,891.04,893.37,696.34,126.67,815.01,118.67,0.74
gp1-18,f,40,47,29,11,4,9,37.28,872.12,1045.89,937.8,937.8,891.06,1061.76,916.2,913.85,1583.27,126.67,1263.76,-319.51,2
gp1-18,f,40,47,29,12,5,1,45.1,882.92,1041.46,871.69,871.69,859.94,1015.78,845.48,848.12,229.68,126.67,505,275.32,1.72
gp1-18,f,40,47,29,13,3,8,45.1,882.92,1041.46,871.69,871.69,902.76,1056.53,843.03,840.26,1398.6,126.67,1337.51,-61.09,0.38
gp1-18,f,40,47,29,14,3,3,37.28,872.12,1045.89,937.8,937.8,862.61,1031.76,910.69,912.79,587.67,126.67,563.75,-23.92,0.15
gp1-18,f,40,47,29,15,4,9,42.48,854.99,1059.5,923.25,923.25,877.15,1077.54,899.01,895.81,1583.27,126.67,1280.01,-303.26,1.9
gp1-18,f,40,47,29,16,2,4,45.1,882.92,1041.46,871.69,871.69,874.45,1026.81,837.88,840.06,696.34,126.67,573.75,-122.59,0.77
gp1-18,f,40,47,29,17,5,10,42.48,854.99,1059.5,923.25,923.25,878.55,1079.59,900.37,897.26,1675.19,126.67,1602.51,-72.68,0.45
gp1-18,f,40,47,29,18,1,5,37.28,872.12,1045.89,937.8,937.8,869.56,1037.54,909.19,910.31,799.52,126.67,750.01,-49.51,0.31
gp1-18,f,40,47,29,19,1,6,37.28,872.12,1045.89,937.8,937.8,880.71,1048.73,910.39,909.22,1126.41,126.67,1148.76,22.35,0.14
gp1-19,f,40,41,23,5,5,10,37.28,872.12,1045.89,937.8,937.8,892.32,1063.49,917.38,915.09,1674.49,126.67,1729.86,55.37,0.35
gp1-19,f,40,41,23,6,4,2,42.48,854.99,1059.5,923.25,923.25,835.61,1036.42,896.73,899.88,272.72,126.67,482.32,209.6,1.31
gp1-19,f,40,41,23,7,1,5,37.28,872.12,1045.89,937.8,937.8,873.45,1041.14,909.11,909.47,909.83,126.67,1015.65,105.83,0.66
gp1-19,f,40,41,23,8,1,6,45.1,882.92,1041.46,871.69,871.69,892.1,1043.56,838.07,836.9,1086.35,126.67,1205.8,119.45,0.75
gp1-19,f,40,41,23,9,2,4,42.48,854.99,1059.5,923.25,923.25,848.1,1045.5,891.14,893.54,684.06,126.67,793.04,108.98,0.68
gp1-19,f,40,41,23,10,5,1,42.48,854.99,1059.5,923.25,923.25,834.9,1035.94,897.27,900.37,239.06,126.67,612.17,373.11,2.33
gp1-19,f,40,41,23,11,3,8,45.1,882.92,1041.46,871.69,871.69,904.32,1058.6,844.17,841.34,1462.24,126.67,1354.2,-108.03,0.68
gp1-19,f,40,41,23,12,2,7,37.28,872.12,1045.89,937.8,937.8,883.46,1051.93,911.41,909.72,1220.48,126.67,1256.81,36.33,0.23
gp1-19,f,40,41,23,13,4,9,37.28,872.12,1045.89,937.8,937.8,890.09,1060.44,915.39,913.03,1522.28,126.67,1344.93,-177.35,1.11
gp1-19,f,40,41,23,14,2,7,42.48,854.99,1059.5,923.25,923.25,868.69,1066.01,893.4,891.06,1220.48,126.67,1228.99,8.51,0.05
gp1-19,f,40,41,23,15,5,1,45.1,882.92,1041.46,871.69,871.69,860.13,1015.92,845.32,847.97,239.06,126.67,635.36,396.3,2.48
gp1-19,f,40,41,23,16,2,4,45.1,882.92,1041.46,871.69,871.69,873.93,1026.38,838.01,840.26,684.06,126.67,746.67,62.6,0.39
gp1-19,f,40,41,23,17,5,10,37.28,872.12,1045.89,937.8,937.8,892.32,1063.49,917.38,915.09,1674.49,126.67,1312.46,-362.03,2.26
gp1-19,f,40,41,23,18,3,3,42.48,854.99,1059.5,923.25,923.25,844.48,1042.71,892.13,895.02,585.86,126.67,621.45,35.59,0.22
gp1-19,f,40,41,23,19,1,5,37.28,872.12,1045.89,937.8,937.8,873.45,1041.14,909.11,909.47,909.83,126.67,1001.74,91.91,0.57
gp1-20,f,30,31,13,5,2,7,37.28,872.12,1045.89,937.8,937.8,885,1053.83,912.13,910.19,1279.15,126.67,1351.01,71.87,0.45
gp1-20,f,30,31,13,6,4,2,45.1,882.92,1041.46,871.69,871.69,861.57,1016.97,844.14,846.89,305.59,126.67,367,61.41,0.38
gp1-20,f,30,31,13,7,3,3,42.48,854.99,1059.5,923.25,923.25,841.79,1040.74,893.18,896.29,505.33,126.67,597.01,91.68,0.57
gp1-20,f,30,31,13,8,4,9,37.28,872.12,1045.89,937.8,937.8,890.78,1061.38,915.96,913.61,1565.46,126.67,1732.02,166.55,1.04
gp1-20,f,30,31,13,9,1,5,45.1,882.92,1041.46,871.69,871.69,883.13,1034.4,836.84,837.56,887.41,126.67,948.01,60.6,0.38
gp1-20,f,30,31,13,10,2,4,37.28,872.12,1045.89,937.8,937.8,863.68,1032.6,910.34,912.33,622.73,126.67,484,-138.73,0.87
gp1-20,f,30,31,13,11,3,8,45.1,882.92,1041.46,871.69,871.69,901.7,1055.15,842.33,839.64,1359.57,126.67,1347.01,-12.56,0.08
gp1-20,f,30,31,13,12,5,1,42.48,854.99,1059.5,923.25,923.25,833.83,1035.21,898.13,901.15,184.03,126.67,228,43.97,0.27
gp1-20,f,30,31,13,13,1,6,42.48,854.99,1059.5,923.25,923.25,864.22,1060.68,891.73,890.43,1088.21,126.67,1149.01,60.8,0.38
gp1-20,f,30,31,13,14,3,8,45.1,882.92,1041.46,871.69,871.69,901.7,1055.15,842.33,839.64,1359.57,126.67,1406.01,46.44,0.29
gp1-20,f,30,31,13,15,5,1,37.28,872.12,1045.89,937.8,937.8,853.54,1024.97,915.89,918.11,184.03,126.67,190,5.97,0.04
gp1-20,f,30,31,13,16,1,5,42.48,854.99,1059.5,923.25,923.25,856.33,1052.56,890.43,891.15,887.41,126.67,946.01,58.6,0.37
gp1-20,f,30,31,13,17,4,9,45.1,882.92,1041.46,871.69,871.69,906.46,1061.51,845.99,843.18,1565.46,126.67,1525.01,-40.45,0.25
gp1-20,f,30,31,13,18,4,2,37.28,872.12,1045.89,937.8,937.8,855.67,1026.53,914.25,916.58,305.59,126.67,376,70.41,0.44
gp1-20,f,30,31,13,19,2,7,45.1,882.92,1041.46,871.69,871.69,899.29,1052.05,840.92,838.48,1279.15,126.67,1285.01,5.87,0.04
gp1-21,f,20,21,3,5,1,5,37.28,872.12,1045.89,937.8,937.8,871.38,1039.19,909.08,909.87,851.24,126.67,791.01,-60.24,0.38
gp1-21,f,20,21,3,6,2,4,42.48,854.99,1059.5,923.25,923.25,850.7,1047.61,890.69,892.63,750.11,126.67,743.01,-7.1,0.04
gp1-21,f,20,21,3,7,3,8,42.48,854.99,1059.5,923.25,923.25,873.03,1071.71,895.8,892.76,1378.41,126.67,1261.01,-117.4,0.73
gp1-21,f,20,21,3,8,2,7,45.1,882.92,1041.46,871.69,871.69,895.99,1048.03,839.38,837.46,1184.39,126.67,1164.01,-20.38,0.13
gp1-21,f,20,21,3,9,5,10,37.28,872.12,1045.89,937.8,937.8,892.93,1064.32,918,915.77,1724.53,126.67,1528.01,-196.52,1.23
gp1-21,f,20,21,3,10,1,6,42.48,854.99,1059.5,923.25,923.25,861.48,1057.7,891.05,890.46,1015.67,126.67,1023.01,7.34,0.05
gp1-21,f,20,21,3,11,5,1,37.28,872.12,1045.89,937.8,937.8,854,1025.3,915.51,917.77,212.45,126.67,300,87.55,0.55
gp1-21,f,20,21,3,12,4,9,45.1,882.92,1041.46,871.69,871.69,905.09,1059.65,844.8,841.96,1497.14,126.67,1487.01,-10.12,0.06
gp1-21,f,20,21,3,13,4,2,45.1,882.92,1041.46,871.69,871.69,863.96,1018.72,842.44,845.28,399.93,126.67,508,108.08,0.68
gp1-21,f,20,21,3,14,5,1,42.48,854.99,1059.5,923.25,923.25,834.37,1035.57,897.69,900.75,212.45,126.67,445,232.55,1.45
gp1-21,f,20,21,3,15,3,3,37.28,872.12,1045.89,937.8,937.8,862.9,1031.98,910.6,912.67,597.09,126.67,466,-131.09,0.82
gp1-21,f,20,21,3,16,4,9,45.1,882.92,1041.46,871.69,871.69,905.09,1059.65,844.8,841.96,1497.14,126.67,1487.01,-10.12,0.06
gp1-21,f,20,21,3,17,2,7,42.48,854.99,1059.5,923.25,923.25,867.54,1064.59,892.9,890.8,1184.39,126.67,1236.01,51.62,0.32
gp1-21,f,20,21,3,18,3,8,37.28,872.12,1045.89,937.8,937.8,887.33,1056.79,913.43,911.22,1378.41,126.67,1371.01,-7.4,0.05
gp1-21,f,20,21,3,19,2,4,45.1,882.92,1041.46,871.69,871.69,876.8,1028.77,837.38,839.23,750.11,126.67,597,-153.1,0.96
gp1-22,f,20,22,4,5,5,10,37.28,872.12,1045.89,937.8,937.8,893.69,1065.37,918.83,916.69,1794.17,126.67,1585.79,-208.38,1.3
gp1-22,f,20,22,4,6,2,4,42.48,854.99,1059.5,923.25,923.25,851.3,1048.11,890.61,892.44,764.96,126.67,743.45,-21.52,0.13
gp1-22,f,20,22,4,7,2,7,42.48,854.99,1059.5,923.25,923.25,869.97,1067.64,894.02,891.43,1263.18,126.67,1267.98,4.8,0.03
gp1-22,f,20,22,4,8,4,9,45.1,882.92,1041.46,871.69,871.69,907.47,1062.88,846.95,844.2,1621.96,126.67,1419.86,-202.11,1.26
gp1-22,f,20,22,4,9,3,8,37.28,872.12,1045.89,937.8,937.8,886.4,1055.59,912.88,910.76,1336.81,126.67,1215.95,-120.86,0.76
gp1-22,f,20,22,4,10,4,2,45.1,882.92,1041.46,871.69,871.69,862.21,1017.44,843.65,846.44,332.75,126.67,536.73,203.98,1.27
gp1-22,f,20,22,4,11,1,5,37.28,872.12,1045.89,937.8,937.8,872.27,1040.01,909.07,909.68,876.33,126.67,995.17,118.83,0.74
gp1-22,f,20,22,4,12,1,6,42.48,854.99,1059.5,923.25,923.25,863.77,1060.18,891.6,890.41,1075.92,126.67,1072.51,-3.41,0.02
gp1-22,f,20,22,4,13,5,1,45.1,882.92,1041.46,871.69,871.69,859.13,1015.19,846.21,848.78,187.32,126.67,308.91,121.59,0.76
gp1-22,f,20,22,4,14,1,5,37.28,872.12,1045.89,937.8,937.8,872.27,1040.01,909.07,909.68,876.33,126.67,975.48,99.15,0.62
gp1-22,f,20,22,4,15,5,10,42.48,854.99,1059.5,923.25,923.25,880.04,1081.77,902.01,899.11,1794.17,126.67,1525.33,-268.85,1.68
gp1-22,f,20,22,4,16,2,7,42.48,854.99,1059.5,923.25,923.25,869.97,1067.64,894.02,891.43,1263.18,126.67,1267.98,4.8,0.03
gp1-22,f,20,22,4,17,5,1,45.1,882.92,1041.46,871.69,871.69,859.13,1015.19,846.21,848.78,187.32,126.67,441.1,253.78,1.59
gp1-22,f,20,22,4,18,4,9,37.28,872.12,1045.89,937.8,937.8,891.62,1062.52,916.71,914.38,1621.96,126.67,1363.61,-258.36,1.61
gp1-22,f,20,22,4,19,2,4,42.48,854.99,1059.5,923.25,923.25,851.3,1048.11,890.61,892.44,764.96,126.67,735.01,-29.95,0.19
gp1-23,f,19,19,1,5,1,5,45.1,882.92,1041.46,871.69,871.69,880.63,1032.11,836.91,838.11,833.92,126.67,892,58.08,0.36
gp1-23,f,19,19,1,6,5,10,42.48,854.99,1059.5,923.25,923.25,880.02,1081.74,901.98,899.08,1792.35,126.67,1728,-64.35,0.4
gp1-23,f,19,19,1,7,1,6,37.28,872.12,1045.89,937.8,937.8,879.78,1047.68,910.11,909.13,1096.4,126.67,1125.33,28.94,0.18
gp1-23,f,19,19,1,8,4,9,45.1,882.92,1041.46,871.69,871.69,905.57,1060.3,845.2,842.36,1520.04,126.67,1494.67,-25.38,0.16
gp1-23,f,19,19,1,9,4,2,42.48,854.99,1059.5,923.25,923.25,836.41,1036.97,896.17,899.35,308.62,126.67,550.67,242.04,1.51
gp1-23,f,19,19,1,10,2,7,45.1,882.92,1041.46,871.69,871.69,899.33,1052.11,840.94,838.5,1280.44,126.67,1285.33,4.89,0.03
gp1-23,f,19,19,1,11,3,8,37.28,872.12,1045.89,937.8,937.8,888.45,1058.25,914.17,911.87,1432.42,126.67,1542.67,110.25,0.69
gp1-23,f,19,19,1,12,2,4,42.48,854.99,1059.5,923.25,923.25,845.62,1043.58,891.77,894.52,618,126.67,653.33,35.34,0.22
gp1-23,f,19,19,1,13,5,1,37.28,872.12,1045.89,937.8,937.8,852.47,1024.2,916.85,918.97,111.45,126.67,178.67,67.21,0.42
gp1-23,f,19,19,1,14,2,7,42.48,854.99,1059.5,923.25,923.25,870.46,1068.28,894.28,891.6,1280.44,126.67,1206.67,-73.77,0.46
gp1-23,f,19,19,1,15,4,2,45.1,882.92,1041.46,871.69,871.69,861.64,1017.02,844.09,846.84,308.62,126.67,354.67,46.04,0.29
gp1-23,f,19,19,1,16,1,5,42.48,854.99,1059.5,923.25,923.25,854.12,1050.55,890.42,891.65,833.92,126.67,961.33,127.41,0.8
gp1-23,f,19,19,1,17,2,4,45.1,882.92,1041.46,871.69,871.69,871.24,1024.24,838.85,841.39,618,126.67,625.33,7.34,0.05
gp1-23,f,19,19,1,18,4,9,37.28,872.12,1045.89,937.8,937.8,890.05,1060.39,915.36,913,1520.04,126.67,1688,167.96,1.05
