subj_id,gender,age_group,age,age_centered,trial_nr,symmetric_position,target_position,eye_radius,eye_center_left_x,eye_center_right_x,eye_center_left_y,eye_center_right_y,pupil_final_left_x,pupil_final_right_x,pupil_final_left_y,pupil_final_right_y,target_center_x,target_center_y,click_scaled_x,click_dist_from_target_center_x,click_dist_balloons,time_taken,country,fluent_languages
9oouHtaf,f,10,10.15,7.11,11,5,1,42.48,854.99,1059.5,923.25,923.25,834.57,1035.71,897.53,900.61,222.5,126.67,422.82,200.32,1.25,NA,NA,NA
9oouHtaf,f,10,10.15,7.11,12,4,2,45.1,882.92,1041.46,871.69,871.69,861.32,1016.79,844.33,847.07,294.8,126.67,299.07,4.26,0.03,NA,NA,NA
9oouHtaf,f,10,10.15,7.11,13,1,5,45.1,882.92,1041.46,871.69,871.69,885.31,1036.49,836.92,837.19,934.18,126.67,915.01,-19.17,0.12,NA,NA,NA
9oouHtaf,f,10,10.15,7.11,14,2,4,37.28,872.12,1045.89,937.8,937.8,868.25,1036.4,909.34,910.69,761.92,126.67,754.7,-7.22,0.05,NA,NA,NA
9oouHtaf,f,10,10.15,7.11,15,5,1,42.48,854.99,1059.5,923.25,923.25,834.57,1035.71,897.53,900.61,222.5,126.67,407.35,184.85,1.16,NA,NA,NA
9oouHtaf,f,10,10.15,7.11,16,1,6,37.28,872.12,1045.89,937.8,937.8,879.88,1047.79,910.14,909.14,1099.73,126.67,1066.89,-32.84,0.21,NA,NA,NA
9oouHtaf,f,10,10.15,7.11,17,1,5,42.48,854.99,1059.5,923.25,923.25,858.24,1054.4,890.57,890.81,934.18,126.67,900.95,-33.23,0.21,NA,NA,NA
9oouHtaf,f,10,10.15,7.11,18,4,2,45.1,882.92,1041.46,871.69,871.69,861.32,1016.79,844.33,847.07,294.8,126.67,518.44,223.64,1.4,NA,NA,NA
9oouHtaf,f,10,10.15,7.11,19,4,9,45.1,882.92,1041.46,871.69,871.69,905.17,1059.75,844.86,842.02,1500.89,126.67,1263.77,-237.13,1.48,NA,NA,NA
9qWvTndu,m,12,12.26,9.22,5,5,10,42.48,854.99,1059.5,923.25,923.25,879.25,1080.61,901.11,898.09,1728.01,126.67,1669.57,-58.45,0.37,NA,NA,NA
9qWvTndu,m,12,12.26,9.22,6,1,5,45.1,882.92,1041.46,871.69,871.69,883.81,1035.05,836.85,837.43,902,126.67,957.12,55.12,0.34,NA,NA,NA
9qWvTndu,m,12,12.26,9.22,7,2,7,42.48,854.99,1059.5,923.25,923.25,868.46,1065.72,893.3,891,1213.22,126.67,1121.2,-92.02,0.58,NA,NA,NA
9qWvTndu,m,12,12.26,9.22,8,1,6,45.1,882.92,1041.46,871.69,871.69,887.26,1038.43,837.11,836.97,976.51,126.67,980.15,3.64,0.02,NA,NA,NA
9qWvTndu,m,12,12.26,9.22,9,3,8,37.28,872.12,1045.89,937.8,937.8,886.33,1055.5,912.83,910.73,1333.7,126.67,1424.89,91.19,0.57,NA,NA,NA
9qWvTndu,m,12,12.26,9.22,10,4,2,45.1,882.92,1041.46,871.69,871.69,861.46,1016.89,844.23,846.97,300.8,126.67,384.29,83.49,0.52,NA,NA,NA
9qWvTndu,m,12,12.26,9.22,11,5,1,37.28,872.12,1045.89,937.8,937.8,852.89,1024.5,916.47,918.63,140.83,126.67,782.97,642.14,4.01,NA,NA,NA
9qWvTndu,m,12,12.26,9.22,12,2,4,42.48,854.99,1059.5,923.25,923.25,848.13,1045.52,891.13,893.53,684.8,126.67,590.1,-94.69,0.59,NA,NA,NA
9qWvTndu,m,12,12.26,9.22,13,3,3,42.48,854.99,1059.5,923.25,923.25,841.32,1040.41,893.39,896.53,490.44,126.67,503.75,13.31,0.08,NA,NA,NA
9qWvTndu,m,12,12.26,9.22,14,1,6,37.28,872.12,1045.89,937.8,937.8,875.79,1043.44,909.31,909.18,976.51,126.67,918.26,-58.25,0.36,NA,NA,NA
9qWvTndu,m,12,12.26,9.22,15,1,5,45.1,882.92,1041.46,871.69,871.69,883.81,1035.05,836.85,837.43,902,126.67,916.82,14.82,0.09,NA,NA,NA
9qWvTndu,m,12,12.26,9.22,16,3,8,45.1,882.92,1041.46,871.69,871.69,900.96,1054.19,841.87,839.24,1333.7,126.67,1433.52,99.83,0.62,NA,NA,NA
9qWvTndu,m,12,12.26,9.22,17,3,3,37.28,872.12,1045.89,937.8,937.8,859.89,1029.66,911.81,914.1,490.44,126.67,398.68,-91.76,0.57,NA,NA,NA
9qWvTndu,m,12,12.26,9.22,18,2,4,42.48,854.99,1059.5,923.25,923.25,848.13,1045.52,891.13,893.53,684.8,126.67,474.96,-209.83,1.31,NA,NA,NA
9qWvTndu,m,12,12.26,9.22,19,5,10,45.1,882.92,1041.46,871.69,871.69,909.07,1065.08,848.64,846.06,1728.01,126.67,1393.22,-334.79,2.09,NA,NA,NA
9TcbpL6B,f,9,9.15,6.11,5,3,3,37.28,872.12,1045.89,937.8,937.8,859.77,1029.57,911.87,914.16,485.68,126.67,626.25,140.57,0.88,NA,NA,NA
9TcbpL6B,f,9,9.15,6.11,6,1,5,45.1,882.92,1041.46,871.69,871.69,880.43,1031.93,836.92,838.16,829.66,126.67,862.5,32.84,0.21,NA,NA,NA
9TcbpL6B,f,9,9.15,6.11,7,4,2,42.48,854.99,1059.5,923.25,923.25,838.97,1038.74,894.58,897.8,409.73,126.67,556.88,147.15,0.92,NA,NA,NA
9TcbpL6B,f,9,9.15,6.11,8,4,9,37.28,872.12,1045.89,937.8,937.8,890.55,1061.07,915.77,913.41,1550.63,126.67,1642.5,91.87,0.57,NA,NA,NA
9TcbpL6B,f,9,9.15,6.11,9,5,1,45.1,882.92,1041.46,871.69,871.69,858.07,1014.42,847.25,849.7,125.49,126.67,105,-20.49,0.13,NA,NA,NA
9TcbpL6B,f,9,9.15,6.11,10,5,10,42.48,854.99,1059.5,923.25,923.25,880.28,1082.12,902.29,899.44,1816.26,126.67,1683.75,-132.51,0.83,NA,NA,NA
9TcbpL6B,f,9,9.15,6.11,11,3,8,45.1,882.92,1041.46,871.69,871.69,904.04,1058.23,843.96,841.13,1450.21,126.67,1432.5,-17.71,0.11,NA,NA,NA
9TcbpL6B,f,9,9.15,6.11,12,2,4,37.28,872.12,1045.89,937.8,937.8,863.96,1032.83,910.26,912.22,631.77,126.67,712.5,80.73,0.5,NA,NA,NA
9TcbpL6B,f,9,9.15,6.11,13,2,7,45.1,882.92,1041.46,871.69,871.69,896.21,1048.29,839.47,837.51,1190.29,126.67,1141.88,-48.42,0.3,NA,NA,NA
9TcbpL6B,f,9,9.15,6.11,14,2,4,42.48,854.99,1059.5,923.25,923.25,846.13,1043.96,891.62,894.31,631.77,126.67,748.12,116.36,0.73,NA,NA,NA
9TcbpL6B,f,9,9.15,6.11,15,2,7,37.28,872.12,1045.89,937.8,937.8,882.61,1050.92,911.06,909.52,1190.29,126.67,1250.62,60.33,0.38,NA,NA,NA
9TcbpL6B,f,9,9.15,6.11,16,5,1,37.28,872.12,1045.89,937.8,937.8,852.67,1024.34,916.67,918.81,125.49,126.67,393.75,268.26,1.68,NA,NA,NA
9TcbpL6B,f,9,9.15,6.11,17,4,9,42.48,854.99,1059.5,923.25,923.25,876.59,1076.74,898.51,895.29,1550.63,126.67,1507.5,-43.13,0.27,NA,NA,NA
9TcbpL6B,f,9,9.15,6.11,18,3,3,45.1,882.92,1041.46,871.69,871.69,866.52,1020.62,840.93,843.75,485.68,126.67,562.5,76.82,0.48,NA,NA,NA
9TcbpL6B,f,9,9.15,6.11,19,5,10,42.48,854.99,1059.5,923.25,923.25,880.28,1082.12,902.29,899.44,1816.26,126.67,1623.75,-192.51,1.2,NA,NA,NA
9uLzxrwP,f,7,7.45,4.41,5,3,8,37.28,872.12,1045.89,937.8,937.8,889.05,1059.04,914.59,912.26,1463.64,126.67,1498.01,34.37,0.21,NA,NA,NA
9uLzxrwP,f,7,7.45,4.41,6,2,7,42.48,854.99,1059.5,923.25,923.25,869.18,1066.63,893.63,891.19,1236.74,126.67,1303.01,66.27,0.41,NA,NA,NA
9uLzxrwP,f,7,7.45,4.41,7,5,1,37.28,872.12,1045.89,937.8,937.8,852.88,1024.49,916.47,918.63,140.47,126.67,217,76.54,0.48,NA,NA,NA
9uLzxrwP,f,7,7.45,4.41,8,1,5,45.1,882.92,1041.46,871.69,871.69,884.83,1036.02,836.89,837.26,923.81,126.67,825.01,-98.8,0.62,NA,NA,NA
9uLzxrwP,f,7,7.45,4.41,9,4,9,42.48,854.99,1059.5,923.25,923.25,876.63,1076.78,898.54,895.32,1552.49,126.67,1435.01,-117.48,0.73,NA,NA,NA
9uLzxrwP,f,7,7.45,4.41,10,3,3,45.1,882.92,1041.46,871.69,871.69,870.01,1023.27,839.32,841.96,585.79,126.67,423,-162.79,1.02,NA,NA,NA
9uLzxrwP,f,7,7.45,4.41,11,4,2,42.48,854.99,1059.5,923.25,923.25,839.2,1038.91,894.45,897.66,418.34,126.67,198,-220.34,1.38,NA,NA,NA
9uLzxrwP,f,7,7.45,4.41,12,2,4,37.28,872.12,1045.89,937.8,937.8,866.94,1035.28,909.55,911.11,723.47,126.67,612.01,-111.47,0.7,NA,NA,NA
9uLzxrwP,f,7,7.45,4.41,13,5,10,42.48,854.99,1059.5,923.25,923.25,880,1081.71,901.96,899.06,1790.99,126.67,1513.01,-277.98,1.74,NA,NA,NA
9uLzxrwP,f,7,7.45,4.41,14,4,9,37.28,872.12,1045.89,937.8,937.8,890.58,1061.11,915.79,913.44,1552.49,126.67,1529.01,-23.48,0.15,NA,NA,NA
9uLzxrwP,f,7,7.45,4.41,15,2,4,45.1,882.92,1041.46,871.69,871.69,875.63,1027.78,837.61,839.63,723.47,126.67,658.01,-65.47,0.41,NA,NA,NA
9uLzxrwP,f,7,7.45,4.41,16,1,5,45.1,882.92,1041.46,871.69,871.69,884.83,1036.02,836.89,837.26,923.81,126.67,904.01,-19.8,0.12,NA,NA,NA
9uLzxrwP,f,7,7.45,4.41,17,5,1,42.48,854.99,1059.5,923.25,923.25,833.06,1034.68,898.8,901.74,140.47,126.67,252,111.54,0.7,NA,NA,NA
9uLzxrwP,f,7,7.45,4.41,18,1,6,37.28,872.12,1045.89,937.8,937.8,879.16,1046.99,909.95,909.1,1077.09,126.67,1042.01,-35.08,0.22,NA,NA,NA
9uLzxrwP,f,7,7.45,4.41,19,3,8,37.28,872.12,1045.89,937.8,937.8,889.05,1059.04,914.59,912.26,1463.64,126.67,1538.01,74.37,0.46,NA,NA,NA
9XFPVFYc,f,8,8.03,4.99,5,5,1,42.48,854.99,1059.5,923.25,923.25,833.99,1035.32,897.99,901.03,192.74,126.67,255,62.27,0.39,NA,NA,NA
9XFPVFYc,f,8,8.03,4.99,6,3,3,45.1,882.92,1041.46,871.69,871.69,870.41,1023.58,839.16,841.77,596.32,126.67,382.5,-213.82,1.34,NA,NA,NA
9XFPVFYc,f,8,8.03,4.99,7,5,10,37.28,872.12,1045.89,937.8,937.8,894.01,1065.81,919.2,917.11,1826.8,126.67,1617.51,-209.29,1.31,NA,NA,NA
9XFPVFYc,f,8,8.03,4.99,8,2,7,45.1,882.92,1041.46,871.69,871.69,894.63,1046.42,838.86,837.19,1148.62,126.67,1155.01,6.39,0.04,NA,NA,NA
9XFPVFYc,f,8,8.03,4.99,9,1,5,42.48,854.99,1059.5,923.25,923.25,857.58,1053.75,890.51,890.91,917.88,126.67,952.51,34.62,0.22,NA,NA,NA
9XFPVFYc,f,8,8.03,4.99,10,3,8,45.1,882.92,1041.46,871.69,871.69,904.73,1059.16,844.51,841.67,1480.73,126.67,1445.01,-35.72,0.22,NA,NA,NA
9XFPVFYc,f,8,8.03,4.99,11,4,2,37.28,872.12,1045.89,937.8,937.8,855.54,1026.43,914.35,916.67,298.57,126.67,231.25,-67.32,0.42,NA,NA,NA
9XFPVFYc,f,8,8.03,4.99,12,4,9,42.48,854.99,1059.5,923.25,923.25,878.31,1079.23,900.12,897,1658.21,126.67,1603.76,-54.45,0.34,NA,NA,NA
9XFPVFYc,f,8,8.03,4.99,13,1,6,42.48,854.99,1059.5,923.25,923.25,864.31,1060.79,891.76,890.43,1090.78,126.67,1143.76,52.98,0.33,NA,NA,NA
9XFPVFYc,f,8,8.03,4.99,14,3,3,45.1,882.92,1041.46,871.69,871.69,870.41,1023.58,839.16,841.77,596.32,126.67,251.25,-345.07,2.16,NA,NA,NA
9XFPVFYc,f,8,8.03,4.99,15,4,9,37.28,872.12,1045.89,937.8,937.8,892.11,1063.2,917.17,914.87,1658.21,126.67,1530.01,-128.2,0.8,NA,NA,NA
9XFPVFYc,f,8,8.03,4.99,16,1,6,45.1,882.92,1041.46,871.69,871.69,892.29,1043.76,838.12,836.91,1090.78,126.67,1127.51,36.73,0.23,NA,NA,NA
9XFPVFYc,f,8,8.03,4.99,17,2,4,37.28,872.12,1045.89,937.8,937.8,863.61,1032.55,910.36,912.36,620.65,126.67,446.25,-174.4,1.09,NA,NA,NA
9XFPVFYc,f,8,8.03,4.99,18,4,2,42.48,854.99,1059.5,923.25,923.25,836.18,1036.81,896.32,899.5,298.57,126.67,230,-68.57,0.43,NA,NA,NA
9XFPVFYc,f,8,8.03,4.99,19,5,10,37.28,872.12,1045.89,937.8,937.8,894.01,1065.81,919.2,917.11,1826.8,126.67,1590.01,-236.79,1.48,NA,NA,NA
9ZrGn1zD,m,11,11.72,8.68,5,1,6,37.28,872.12,1045.89,937.8,937.8,880.72,1048.73,910.39,909.22,1126.49,126.67,1288.5,162.01,1.01,NA,NA,NA
9ZrGn1zD,m,11,11.72,8.68,6,3,3,42.48,854.99,1059.5,923.25,923.25,841.29,1040.39,893.4,896.54,489.44,126.67,391.5,-97.94,0.61,NA,NA,NA
9ZrGn1zD,m,11,11.72,8.68,7,1,5,42.48,854.99,1059.5,923.25,923.25,858.41,1054.56,890.58,890.78,938.36,126.67,913.5,-24.86,0.16,NA,NA,NA
9ZrGn1zD,m,11,11.72,8.68,8,2,7,37.28,872.12,1045.89,937.8,937.8,881.19,1049.27,910.54,909.27,1142.02,126.67,1212,69.98,0.44,NA,NA,NA
9ZrGn1zD,m,11,11.72,8.68,9,2,4,45.1,882.92,1041.46,871.69,871.69,874.76,1027.06,837.8,839.95,703.46,126.67,460.5,-242.96,1.52,NA,NA,NA
9ZrGn1zD,m,11,11.72,8.68,10,4,9,42.48,854.99,1059.5,923.25,923.25,876.63,1076.79,898.54,895.33,1552.72,126.67,1624.5,71.78,0.45,NA,NA,NA
9ZrGn1zD,m,11,11.72,8.68,11,3,8,37.28,872.12,1045.89,937.8,937.8,886.02,1055.1,912.66,910.59,1320.59,126.67,1447.5,126.91,0.79,NA,NA,NA
9ZrGn1zD,m,11,11.72,8.68,12,5,10,45.1,882.92,1041.46,871.69,871.69,909.83,1066.13,849.54,847.07,1787.91,126.67,1471.5,-316.41,1.98,NA,NA,NA
9ZrGn1zD,m,11,11.72,8.68,13,4,2,37.28,872.12,1045.89,937.8,937.8,856.97,1027.48,913.4,915.75,368.4,126.67,0,-368.4,2.3,NA,NA,NA
9ZrGn1zD,m,11,11.72,8.68,14,5,10,42.48,854.99,1059.5,923.25,923.25,879.97,1081.66,901.92,899.01,1787.91,126.67,1740,-47.91,0.3,NA,NA,NA
9ZrGn1zD,m,11,11.72,8.68,15,1,5,45.1,882.92,1041.46,871.69,871.69,885.51,1036.68,836.93,837.16,938.36,126.67,972,33.64,0.21,NA,NA,NA
9ZrGn1zD,m,11,11.72,8.68,16,2,4,45.1,882.92,1041.46,871.69,871.69,874.76,1027.06,837.8,839.95,703.46,126.67,672,-31.46,0.2,NA,NA,NA
9ZrGn1zD,m,11,11.72,8.68,17,5,1,42.48,854.99,1059.5,923.25,923.25,834.05,1035.36,897.95,900.98,195.76,126.67,348,152.24,0.95,NA,NA,NA
9ZrGn1zD,m,11,11.72,8.68,18,4,9,37.28,872.12,1045.89,937.8,937.8,890.58,1061.11,915.79,913.44,1552.72,126.67,1636.5,83.78,0.52,NA,NA,NA
9ZrGn1zD,m,11,11.72,8.68,19,4,2,42.48,854.99,1059.5,923.25,923.25,837.87,1037.98,895.22,898.44,368.4,126.67,222,-146.4,0.91,NA,NA,NA
A43C6NS3,f,12,12.07,9.03,5,4,2,45.1,882.92,1041.46,871.69,871.69,864.14,1018.85,842.32,845.16,406.56,126.67,171,-235.56,1.47,NA,NA,NA
A43C6NS3,f,12,12.07,9.03,6,3,3,37.28,872.12,1045.89,937.8,937.8,860.42,1030.06,911.57,913.83,510.24,126.67,54,-456.24,2.85,NA,NA,NA
A43C6NS3,f,12,12.07,9.03,7,4,9,45.1,882.92,1041.46,871.69,871.69,907.14,1062.44,846.63,843.86,1603.01,126.67,1777.5,174.49,1.09,NA,NA,NA
A43C6NS3,f,12,12.07,9.03,8,2,4,37.28,872.12,1045.89,937.8,937.8,864.49,1033.26,910.11,912,648.77,126.67,257.25,-391.52,2.45,NA,NA,NA
A43C6NS3,f,12,12.07,9.03,9,3,8,42.48,854.99,1059.5,923.25,923.25,874.75,1074.1,897.01,893.83,1454.8,126.67,1743,288.2,1.8,NA,NA,NA
A43C6NS3,f,12,12.07,9.03,10,1,6,37.28,872.12,1045.89,937.8,937.8,880.26,1048.21,910.25,909.17,1111.68,126.67,1291.5,179.82,1.12,NA,NA,NA
A43C6NS3,f,12,12.07,9.03,11,5,10,42.48,854.99,1059.5,923.25,923.25,878.49,1079.49,900.3,897.19,1670.78,126.67,1851,180.22,1.13,NA,NA,NA
A43C6NS3,f,12,12.07,9.03,12,1,5,45.1,882.92,1041.46,871.69,871.69,879.74,1031.31,836.98,838.35,814.57,126.67,483.75,-330.82,2.07,NA,NA,NA
A43C6NS3,f,12,12.07,9.03,13,5,1,37.28,872.12,1045.89,937.8,937.8,853.71,1025.09,915.75,917.98,194.71,126.67,75,-119.71,0.75,NA,NA,NA
A43C6NS3,f,12,12.07,9.03,14,2,4,42.48,854.99,1059.5,923.25,923.25,846.76,1044.45,891.45,894.06,648.77,126.67,99,-549.77,3.44,NA,NA,NA
A43C6NS3,f,12,12.07,9.03,15,1,5,45.1,882.92,1041.46,871.69,871.69,879.74,1031.31,836.98,838.35,814.57,126.67,402,-412.57,2.58,NA,NA,NA
A43C6NS3,f,12,12.07,9.03,16,4,9,37.28,872.12,1045.89,937.8,937.8,891.35,1062.15,916.46,914.12,1603.01,126.67,1740.75,137.74,0.86,NA,NA,NA
A43C6NS3,f,12,12.07,9.03,17,5,1,42.48,854.99,1059.5,923.25,923.25,834.03,1035.34,897.96,901,194.71,126.67,276.75,82.04,0.51,NA,NA,NA
A43C6NS3,f,12,12.07,9.03,18,4,2,45.1,882.92,1041.46,871.69,871.69,864.14,1018.85,842.32,845.16,406.56,126.67,231.75,-174.81,1.09,NA,NA,NA
A43C6NS3,f,12,12.07,9.03,19,3,8,45.1,882.92,1041.46,871.69,871.69,904.14,1058.37,844.04,841.21,1454.8,126.67,1672.5,217.7,1.36,NA,NA,NA
A5tKrtEv,f,13,13.98,10.94,5,4,9,45.1,882.92,1041.46,871.69,871.69,904.98,1059.49,844.7,841.86,1491.91,126.67,1591.42,99.5,0.62,NA,NA,NA
A5tKrtEv,f,13,13.98,10.94,6,5,1,37.28,872.12,1045.89,937.8,937.8,852.75,1024.4,916.58,918.74,131.69,126.67,245.63,113.94,0.71,NA,NA,NA
A5tKrtEv,f,13,13.98,10.94,7,3,3,37.28,872.12,1045.89,937.8,937.8,859.86,1029.64,911.82,914.12,489.21,126.67,410.17,-79.05,0.49,NA,NA,NA
A5tKrtEv,f,13,13.98,10.94,8,2,4,42.48,854.99,1059.5,923.25,923.25,847.51,1045.03,891.27,893.76,668.65,126.67,705.48,36.83,0.23,NA,NA,NA
A5tKrtEv,f,13,13.98,10.94,9,2,7,45.1,882.92,1041.46,871.69,871.69,894.2,1045.92,838.71,837.12,1137.67,126.67,1169.54,31.88,0.2,NA,NA,NA
A5tKrtEv,f,13,13.98,10.94,10,4,2,37.28,872.12,1045.89,937.8,937.8,855.09,1026.1,914.67,916.98,274.81,126.67,445.32,170.51,1.07,NA,NA,NA
A5tKrtEv,f,13,13.98,10.94,11,5,10,42.48,854.99,1059.5,923.25,923.25,879.73,1081.32,901.65,898.7,1767.7,126.67,1822.05,54.34,0.34,NA,NA,NA
A5tKrtEv,f,13,13.98,10.94,12,1,6,45.1,882.92,1041.46,871.69,871.69,890.66,1041.98,837.71,836.84,1052.65,126.67,1125.95,73.3,0.46,NA,NA,NA
A5tKrtEv,f,13,13.98,10.94,13,1,5,45.1,882.92,1041.46,871.69,871.69,879.98,1031.52,836.96,838.28,819.76,126.67,919.23,99.47,0.62,NA,NA,NA
A5tKrtEv,f,13,13.98,10.94,14,1,6,42.48,854.99,1059.5,923.25,923.25,862.9,1059.22,891.37,890.41,1052.65,126.67,1080.95,28.3,0.18,NA,NA,NA
A5tKrtEv,f,13,13.98,10.94,15,2,4,37.28,872.12,1045.89,937.8,937.8,865.13,1033.78,909.94,911.75,668.65,126.67,629.54,-39.11,0.24,NA,NA,NA
A5tKrtEv,f,13,13.98,10.94,16,3,3,37.28,872.12,1045.89,937.8,937.8,859.86,1029.64,911.82,914.12,489.21,126.67,429.85,-59.36,0.37,NA,NA,NA
A5tKrtEv,f,13,13.98,10.94,17,5,1,42.48,854.99,1059.5,923.25,923.25,832.91,1034.58,898.93,901.86,131.69,126.67,37.51,-94.18,0.59,NA,NA,NA
A5tKrtEv,f,13,13.98,10.94,18,1,5,45.1,882.92,1041.46,871.69,871.69,879.98,1031.52,836.96,838.28,819.76,126.67,837.67,17.91,0.11,NA,NA,NA
A5tKrtEv,f,13,13.98,10.94,19,3,8,45.1,882.92,1041.46,871.69,871.69,901.44,1054.8,842.16,839.49,1350.04,126.67,1425.48,75.44,0.47,NA,NA,NA
A8NaWagx,f,10,10.05,7.01,5,2,7,37.28,872.12,1045.89,937.8,937.8,884.67,1053.41,911.96,910.08,1266.06,126.67,1614.01,347.95,2.17,NA,NA,NA
A8NaWagx,f,10,10.05,7.01,6,4,2,42.48,854.99,1059.5,923.25,923.25,837.34,1037.61,895.55,898.77,347.2,126.67,324,-23.19,0.14,NA,NA,NA
A8NaWagx,f,10,10.05,7.01,7,4,9,45.1,882.92,1041.46,871.69,871.69,907.65,1063.13,847.13,844.39,1633.04,126.67,1668.01,34.97,0.22,NA,NA,NA
A8NaWagx,f,10,10.05,7.01,8,1,6,42.48,854.99,1059.5,923.25,923.25,861.44,1057.65,891.05,890.46,1014.44,126.67,1122.01,107.57,0.67,NA,NA,NA
A8NaWagx,f,10,10.05,7.01,9,3,8,37.28,872.12,1045.89,937.8,937.8,887.19,1056.61,913.35,911.15,1372.06,126.67,1482.01,109.96,0.69,NA,NA,NA
A8NaWagx,f,10,10.05,7.01,10,2,4,37.28,872.12,1045.89,937.8,937.8,863.98,1032.84,910.25,912.21,632.34,126.67,426,-206.33,1.29,NA,NA,NA
A8NaWagx,f,10,10.05,7.01,11,1,5,42.48,854.99,1059.5,923.25,923.25,857.02,1053.22,890.47,891.01,904.34,126.67,948.01,43.67,0.27,NA,NA,NA
A8NaWagx,f,10,10.05,7.01,12,5,1,45.1,882.92,1041.46,871.69,871.69,859.86,1015.72,845.55,848.19,225.7,126.67,442.5,216.81,1.36,NA,NA,NA
A8NaWagx,f,10,10.05,7.01,13,5,10,37.28,872.12,1045.89,937.8,937.8,892.97,1064.38,918.04,915.81,1727.87,126.67,1656.01,-71.86,0.45,NA,NA,NA
A8NaWagx,f,10,10.05,7.01,14,3,3,42.48,854.99,1059.5,923.25,923.25,840.44,1039.78,893.81,896.99,461.35,126.67,453,-8.35,0.05,NA,NA,NA
A8NaWagx,f,10,10.05,7.01,15,5,1,45.1,882.92,1041.46,871.69,871.69,859.86,1015.72,845.55,848.19,225.7,126.67,375,149.31,0.93,NA,NA,NA
A8NaWagx,f,10,10.05,7.01,16,4,2,42.48,854.99,1059.5,923.25,923.25,837.34,1037.61,895.55,898.77,347.2,126.67,438,90.81,0.57,NA,NA,NA
A8NaWagx,f,10,10.05,7.01,17,5,10,37.28,872.12,1045.89,937.8,937.8,892.97,1064.38,918.04,915.81,1727.87,126.67,1545.01,-182.86,1.14,NA,NA,NA
A8NaWagx,f,10,10.05,7.01,18,2,7,45.1,882.92,1041.46,871.69,871.69,898.86,1051.52,840.69,838.32,1266.06,126.67,1338.01,71.95,0.45,NA,NA,NA
A8NaWagx,f,10,10.05,7.01,19,1,6,45.1,882.92,1041.46,871.69,871.69,888.98,1040.2,837.37,836.86,1014.44,126.67,1182.01,167.57,1.05,NA,NA,NA
AbnxHu7A,m,12,12.08,9.04,5,5,1,45.1,882.92,1041.46,871.69,871.69,859.79,1015.67,845.62,848.24,222.02,126.67,513.75,291.73,1.82,NA,NA,NA
AbnxHu7A,m,12,12.08,9.04,6,3,8,37.28,872.12,1045.89,937.8,937.8,888.33,1058.09,914.08,911.79,1426.39,126.67,1406.26,-20.13,0.13,NA,NA,NA
AbnxHu7A,m,12,12.08,9.04,7,3,3,37.28,872.12,1045.89,937.8,937.8,860.47,1030.1,911.54,913.8,512.19,126.67,600,87.81,0.55,NA,NA,NA
AbnxHu7A,m,12,12.08,9.04,8,1,5,45.1,882.92,1041.46,871.69,871.69,886.4,1037.56,837.01,837.05,957.62,126.67,976.26,18.64,0.12,NA,NA,NA
AbnxHu7A,m,12,12.08,9.04,9,2,7,42.48,854.99,1059.5,923.25,923.25,871.33,1069.42,894.76,891.94,1311.75,126.67,1430.01,118.26,0.74,NA,NA,NA
AbnxHu7A,m,12,12.08,9.04,10,1,6,45.1,882.92,1041.46,871.69,871.69,892.5,1044,838.18,836.93,1095.89,126.67,1083.76,-12.13,0.08,NA,NA,NA
AbnxHu7A,m,12,12.08,9.04,11,4,9,37.28,872.12,1045.89,937.8,937.8,892.16,1063.27,917.22,914.93,1662.21,126.67,1511.26,-150.95,0.94,NA,NA,NA
AbnxHu7A,m,12,12.08,9.04,12,4,2,42.48,854.99,1059.5,923.25,923.25,839.35,1039.01,894.37,897.58,423.55,126.67,403.75,-19.8,0.12,NA,NA,NA
AbnxHu7A,m,12,12.08,9.04,13,5,10,42.48,854.99,1059.5,923.25,923.25,879.42,1080.86,901.3,898.3,1741.69,126.67,1520.01,-221.68,1.39,NA,NA,NA
AbnxHu7A,m,12,12.08,9.04,14,4,9,37.28,872.12,1045.89,937.8,937.8,892.16,1063.27,917.22,914.93,1662.21,126.67,1468.76,-193.45,1.21,NA,NA,NA
AbnxHu7A,m,12,12.08,9.04,15,1,5,45.1,882.92,1041.46,871.69,871.69,886.4,1037.56,837.01,837.05,957.62,126.67,957.51,-0.11,0,NA,NA,NA
AbnxHu7A,m,12,12.08,9.04,16,2,7,37.28,872.12,1045.89,937.8,937.8,885.81,1054.84,912.55,910.5,1311.75,126.67,1200.01,-111.74,0.7,NA,NA,NA
AbnxHu7A,m,12,12.08,9.04,17,4,2,42.48,854.99,1059.5,923.25,923.25,839.35,1039.01,894.37,897.58,423.55,126.67,478.75,55.2,0.35,NA,NA,NA
AbnxHu7A,m,12,12.08,9.04,18,1,6,45.1,882.92,1041.46,871.69,871.69,892.5,1044,838.18,836.93,1095.89,126.67,1055.01,-40.88,0.26,NA,NA,NA
AbnxHu7A,m,12,12.08,9.04,19,5,10,42.48,854.99,1059.5,923.25,923.25,879.42,1080.86,901.3,898.3,1741.69,126.67,1545.01,-196.68,1.23,NA,NA,NA
aBRMmm2V,f,10,10.76,7.72,5,3,8,42.48,854.99,1059.5,923.25,923.25,872.53,1071.03,895.48,892.5,1358.29,126.67,1401.26,42.97,0.27,NA,NA,NA
aBRMmm2V,f,10,10.76,7.72,6,5,1,45.1,882.92,1041.46,871.69,871.69,858.41,1014.67,846.91,849.39,146.29,126.67,375,228.72,1.43,NA,NA,NA
