b_Intercept,b_age_centered,b_Iage_centeredE2,b_Iage_centeredE3,sigma,Intercept,lp__
1.69754,-0.0370003,0.000690402,-0.00000277446,1.80899,1.40188,-1205.62
1.66097,-0.0356623,0.000734492,-0.00000340996,1.81358,1.40059,-1205.04
1.67164,-0.0355931,0.000662336,-0.00000234047,1.8153,1.40071,-1205.35
1.69201,-0.0359268,0.000470485,0.00000088083,1.81436,1.39979,-1206.12
1.63469,-0.0357791,0.000936958,-0.00000655,1.82006,1.39911,-1204.27
1.66244,-0.0361002,0.000908069,-0.00000649308,1.80748,1.3986,-1203.93
1.60747,-0.0365871,0.00102059,-0.00000716184,1.80149,1.39803,-1203.71
1.62463,-0.0385717,0.00105904,-0.00000734515,1.79748,1.39896,-1203.86
1.62211,-0.0391627,0.00111972,-0.00000814492,1.80056,1.39904,-1203.9
1.62537,-0.035077,0.000951392,-0.00000695095,1.8038,1.39789,-1203.5
1.57372,-0.0343395,0.00125433,-0.0000117507,1.80813,1.39723,-1204
1.53625,-0.0345975,0.00140162,-0.0000135484,1.80162,1.39653,-1204.32
1.5541,-0.0330342,0.00114233,-0.00000986487,1.80476,1.39586,-1203.42
1.64019,-0.033852,0.000733137,-0.00000385328,1.80672,1.39514,-1202.8
1.61791,-0.0340969,0.00066903,-0.00000210113,1.80753,1.39392,-1203.22
1.65819,-0.033914,0.000553662,-0.000000942788,1.80792,1.39361,-1202.9
1.63901,-0.0334542,0.000795425,-0.00000521278,1.81118,1.39242,-1201.81
1.6387,-0.0320309,0.000671191,-0.00000356702,1.80683,1.39147,-1201.55
1.62288,-0.0316553,0.000591606,-0.00000191599,1.8059,1.39164,-1201.91
1.57269,-0.0266456,0.000717741,-0.00000536367,1.8119,1.39189,-1202
1.60611,-0.0268569,0.000560652,-0.00000309163,1.81971,1.39243,-1202.51
1.58395,-0.0269432,0.000607561,-0.00000342175,1.82103,1.39297,-1202.63
1.52744,-0.0259796,0.000727475,-0.00000482781,1.81586,1.39283,-1202.94
1.60048,-0.0258288,0.00061021,-0.00000432964,1.81479,1.39287,-1202.76
1.56167,-0.0264239,0.000435719,-0.00000000238998,1.83189,1.39262,-1204.12
1.57741,-0.0281022,0.000642074,-0.0000033989,1.83199,1.39305,-1203.03
1.50312,-0.0269456,0.000847086,-0.00000605211,1.82445,1.39379,-1204.16
1.65026,-0.0275421,0.000129805,0.00000427745,1.82525,1.39623,-1206
1.51164,-0.0298644,0.00117484,-0.0000109542,1.82257,1.39535,-1204.39
1.66168,-0.0322732,0.000667696,-0.0000038151,1.80652,1.39526,-1203.19
1.60456,-0.0306391,0.000845976,-0.00000654033,1.80261,1.39705,-1203.5
1.61892,-0.0297659,0.000750519,-0.00000548179,1.80198,1.39703,-1203.66
1.65653,-0.0288801,0.00044349,-0.00000106705,1.80213,1.39555,-1203.71
1.60671,-0.0288902,0.00043849,0.000000120394,1.80214,1.39557,-1204.04
1.67192,-0.0283423,0.000414975,-0.00000111715,1.80212,1.39553,-1204.2
1.59586,-0.0308923,0.000915293,-0.00000761658,1.79421,1.39246,-1201.69
1.55771,-0.033795,0.000880702,-0.00000483503,1.78769,1.39334,-1203.4
1.55795,-0.0361462,0.00125917,-0.0000108327,1.76906,1.39082,-1201.02
1.53846,-0.0360238,0.0013365,-0.000011869,1.767,1.39165,-1201.84
1.57487,-0.0366268,0.00127323,-0.0000112511,1.76771,1.39073,-1200.7
1.57331,-0.0373327,0.00134647,-0.0000122171,1.77426,1.39244,-1201.53
1.55055,-0.0370058,0.00135443,-0.0000120076,1.76611,1.39259,-1201.98
1.61504,-0.0373363,0.00126242,-0.0000116137,1.77138,1.39082,-1200.72
1.56301,-0.037682,0.00135774,-0.0000120774,1.76941,1.39093,-1201.05
1.6562,-0.0375913,0.00102601,-0.00000802523,1.76335,1.3915,-1200.61
1.66203,-0.0353472,0.000805369,-0.00000508231,1.7683,1.39137,-1200.8
1.61893,-0.0349788,0.00119523,-0.0000115105,1.76962,1.39063,-1201.36
1.54982,-0.0365047,0.00123527,-0.0000100725,1.74734,1.39001,-1201.03
1.70497,-0.03886,0.000919986,-0.00000660117,1.73444,1.39025,-1200.85
1.68222,-0.0390268,0.000764805,-0.00000320517,1.75027,1.38848,-1199.78
1.63937,-0.0385366,0.000978956,-0.00000642879,1.75088,1.38878,-1199.38
1.66818,-0.0385371,0.000979009,-0.00000706023,1.75088,1.38878,-1199.45
1.69456,-0.0375574,0.000541545,-0.0000000414405,1.76269,1.38701,-1200.24
1.61199,-0.038797,0.00132061,-0.00001204,1.77172,1.3877,-1199.34
1.67025,-0.0379733,0.000984431,-0.00000746973,1.77242,1.38814,-1199.49
1.62739,-0.040729,0.00111404,-0.0000076809,1.76993,1.38895,-1199.6
1.56162,-0.0392365,0.00161669,-0.000016181,1.76537,1.38876,-1200.94
1.61951,-0.0384484,0.0011091,-0.00000846452,1.76328,1.38739,-1198.79
1.61007,-0.0383836,0.00114182,-0.00000889137,1.76415,1.38734,-1198.84
1.67912,-0.0394934,0.000615953,-0.000000264706,1.75301,1.3848,-1199.7
1.63083,-0.0401337,0.00127054,-0.0000110451,1.75835,1.38267,-1196.98
1.62263,-0.0396163,0.00138248,-0.0000131415,1.76331,1.38354,-1198.02
1.62378,-0.0396947,0.00142247,-0.0000138762,1.76538,1.38323,-1198.26
1.65465,-0.041646,0.00136003,-0.0000125325,1.75877,1.38327,-1197.71
1.68404,-0.0390193,0.00085654,-0.00000503922,1.76584,1.38397,-1197.78
1.6391,-0.0389613,0.00125241,-0.0000114087,1.76148,1.38284,-1197.59
1.6311,-0.0389087,0.00118165,-0.00000996212,1.75668,1.38235,-1196.85
1.54974,-0.037238,0.00137459,-0.0000125004,1.75361,1.38154,-1197.37
1.64038,-0.0360139,0.000749175,-0.00000351456,1.76221,1.38047,-1196.57
1.66751,-0.0372852,0.000855062,-0.00000549077,1.76435,1.38074,-1196.55
1.6028,-0.0361768,0.00122567,-0.0000114021,1.78038,1.3808,-1197.11
1.6524,-0.0385774,0.000812589,-0.00000378684,1.76837,1.38147,-1197.02
1.65228,-0.0379947,0.00110659,-0.00000945338,1.77703,1.38207,-1197.38
1.53883,-0.041916,0.00172265,-0.0000165964,1.77746,1.38191,-1198.6
1.58308,-0.0409052,0.00146354,-0.0000132299,1.777,1.38211,-1197.32
1.59509,-0.0403541,0.00142697,-0.0000130632,1.77761,1.3821,-1197.24
1.65076,-0.0425997,0.00132124,-0.0000113623,1.77148,1.38081,-1196.21
1.59655,-0.0409902,0.00136252,-0.0000116663,1.76644,1.38016,-1196.12
1.68327,-0.0401753,0.00075214,-0.00000267576,1.76585,1.37974,-1196.57
1.68194,-0.0399462,0.000774304,-0.00000315736,1.76964,1.37973,-1196.44
1.71246,-0.0432043,0.000908586,-0.00000482682,1.76016,1.38104,-1196.56
1.67525,-0.0427445,0.00105389,-0.00000690053,1.75753,1.38088,-1196.02
1.68525,-0.04229,0.00105908,-0.00000748663,1.75774,1.3777,-1194.89
1.68786,-0.0422085,0.00114791,-0.00000921927,1.75696,1.37766,-1195.21
1.69865,-0.0421963,0.0010679,-0.00000799356,1.76266,1.37727,-1195.14
1.65435,-0.0412187,0.000875009,-0.00000387674,1.75698,1.37833,-1195.95
1.6304,-0.0414248,0.000987153,-0.00000534093,1.76166,1.37782,-1195.75
1.62543,-0.0395508,0.000925045,-0.00000492109,1.76007,1.37771,-1195.6
1.59299,-0.0395102,0.000958543,-0.00000487815,1.75639,1.37628,-1196.11
1.65271,-0.0393681,0.000970981,-0.00000645899,1.75613,1.37715,-1194.7
1.54023,-0.0378549,0.00106261,-0.00000636741,1.75639,1.37678,-1197.54
1.63484,-0.0377942,0.000956367,-0.0000065122,1.75522,1.37646,-1194.47
1.63811,-0.0373326,0.00109557,-0.00000934269,1.739,1.3771,-1195.14
1.59728,-0.0372753,0.00135337,-0.00001324,1.73768,1.37665,-1195.64
1.64707,-0.0398938,0.00124752,-0.0000112417,1.74976,1.37539,-1194.6
1.6865,-0.03934,0.00111556,-0.00000994474,1.74506,1.37411,-1195.27
1.68328,-0.0385882,0.00103376,-0.00000871897,1.74674,1.3732,-1194.55
1.59432,-0.0386896,0.00102464,-0.00000655476,1.7496,1.37337,-1193.75
1.59907,-0.0382492,0.00116577,-0.00000948086,1.74238,1.37232,-1192.76
1.68036,-0.0395657,0.00101492,-0.00000792743,1.7498,1.37073,-1192.89
1.59011,-0.0400358,0.00163572,-0.0000172248,1.75838,1.36938,-1194.18
1.64064,-0.0394704,0.00138315,-0.0000139163,1.75638,1.36967,-1194.02
1.57166,-0.0395458,0.000892156,-0.00000336845,1.75258,1.36726,-1194.28
1.6976,-0.0377037,0.000874768,-0.00000664841,1.75365,1.36606,-1192.33
1.53284,-0.0373062,0.00134569,-0.0000119138,1.74346,1.36571,-1191.03
1.68674,-0.0361639,0.000580831,-0.00000171625,1.75297,1.36406,-1190.91
1.58305,-0.0352331,0.000853931,-0.00000490595,1.76201,1.36369,-1190.07
1.55359,-0.0351597,0.00116281,-0.00000997846,1.76833,1.3643,-1190.28
1.58969,-0.0362846,0.000833027,-0.00000421485,1.75765,1.36295,-1189.97
1.62716,-0.033165,0.000900493,-0.00000771431,1.73959,1.36071,-1189.61
1.54384,-0.0315613,0.000861751,-0.00000586319,1.73774,1.36184,-1189.21
1.53723,-0.0322595,0.00112923,-0.0000103659,1.73258,1.36079,-1188.92
1.50386,-0.0320679,0.00109676,-0.00000911166,1.73381,1.36124,-1189.49
1.61334,-0.0325669,0.000545022,-0.00000116814,1.72305,1.3585,-1188.24
1.63817,-0.032137,0.000485557,-0.000000804934,1.72363,1.35854,-1188.46
1.5594,-0.036693,0.00113746,-0.00000904964,1.7323,1.36007,-1188.12
1.62016,-0.0367425,0.000962286,-0.00000712617,1.73366,1.36006,-1187.96
1.57841,-0.0375,0.0010888,-0.00000823727,1.71839,1.35881,-1187.4
1.65211,-0.0371205,0.000774936,-0.00000422844,1.71052,1.35884,-1187.84
1.62444,-0.0373783,0.000771364,-0.00000344421,1.70766,1.35875,-1187.91
1.60525,-0.0390723,0.00111503,-0.00000860244,1.71111,1.35917,-1187.35
1.63347,-0.0422255,0.00112998,-0.00000814021,1.68321,1.35712,-1186.68
1.56974,-0.0424543,0.00155494,-0.0000144893,1.68852,1.35683,-1187.27
1.70653,-0.0417932,0.000643678,-0.000000959708,1.68236,1.35716,-1188.62
1.62656,-0.0421894,0.000727591,-0.00000059389,1.68009,1.35658,-1190.69
1.51779,-0.0394111,0.00122878,-0.00000869724,1.67885,1.35636,-1189.41
1.5535,-0.0395144,0.00106104,-0.00000632215,1.6731,1.35713,-1189.26
1.61216,-0.0392704,0.00129331,-0.0000119819,1.66101,1.35791,-1188.65
1.61027,-0.0402822,0.000971307,-0.00000553022,1.66655,1.35887,-1188.64
1.69685,-0.0396351,0.000778634,-0.00000414591,1.66661,1.35944,-1189.49
1.66075,-0.041298,0.000903431,-0.00000494049,1.6668,1.35848,-1188.15
1.61761,-0.0409672,0.00102019,-0.00000630261,1.66506,1.35822,-1188.06
1.59672,-0.0415407,0.00110954,-0.00000724381,1.66249,1.35799,-1188.32
1.63225,-0.0401081,0.00131611,-0.0000124388,1.66083,1.35934,-1189.78
1.5731,-0.0395401,0.00151684,-0.000015079,1.66241,1.36027,-1190.24
1.50941,-0.0395378,0.00151323,-0.0000136205,1.66228,1.36022,-1190.75
1.69718,-0.0401942,0.000684941,-0.00000219129,1.65983,1.35876,-1189.52
1.6328,-0.0383001,0.000983433,-0.00000714704,1.65941,1.35796,-1188.09
1.59143,-0.0383508,0.0015507,-0.0000166977,1.66526,1.35731,-1191.29
1.56386,-0.0364627,0.00160459,-0.0000179143,1.6634,1.35788,-1192.69
1.71123,-0.035775,0.000685748,-0.00000453705,1.65928,1.35599,-1191
1.67832,-0.0357745,0.000685423,-0.00000381106,1.65929,1.35599,-1188.85
1.59247,-0.0369167,0.00102694,-0.0000077439,1.66316,1.35511,-1186.65
1.62633,-0.0370577,0.00099144,-0.00000776673,1.6618,1.35514,-1187.09
1.62325,-0.0377336,0.00100567,-0.00000765297,1.66524,1.35553,-1186.9
1.55911,-0.0388614,0.00117208,-0.00000883291,1.65871,1.35485,-1187.13
1.62602,-0.0388509,0.000801735,-0.00000347473,1.65282,1.35466,-1187.47
1.60712,-0.0404891,0.000773896,-0.00000185898,1.65207,1.35287,-1188.79
1.74936,-0.0405366,0.000750125,-0.00000451332,1.6519,1.35285,-1189.97
1.62503,-0.0407419,0.000618347,0.000000718367,1.64802,1.35231,-1190.36
1.57667,-0.0432621,0.00105146,-0.00000511682,1.63873,1.35123,-1188.91
1.71572,-0.0425164,0.00104198,-0.00000833733,1.64467,1.35029,-1187.62
1.62247,-0.0425148,0.00104206,-0.00000629859,1.64467,1.3503,-1185.26
1.62974,-0.042406,0.00109675,-0.00000752567,1.64527,1.3498,-1184.63
1.6174,-0.0426348,0.0011148,-0.00000748378,1.64551,1.34994,-1184.82
1.63904,-0.0450624,0.00115029,-0.0000075094,1.65542,1.35106,-1184.88
1.66194,-0.0445453,0.00115768,-0.0000083926,1.6587,1.35033,-1184.34
1.68545,-0.0447706,0.0010524,-0.00000687704,1.65787,1.34978,-1184.45
1.61351,-0.0431709,0.00117979,-0.00000835101,1.65927,1.35033,-1184.44
1.63554,-0.0429324,0.00104833,-0.00000650788,1.65883,1.35062,-1184.71
1.64434,-0.0436313,0.00106333,-0.00000665853,1.66109,1.35098,-1184.73
1.65429,-0.0430046,0.00103733,-0.00000665549,1.65929,1.35187,-1185.16
1.633,-0.0414765,0.0010344,-0.00000683043,1.66065,1.35113,-1184.8
1.66755,-0.0455669,0.00137082,-0.0000119957,1.6628,1.35024,-1184.86
1.62942,-0.0460134,0.00137797,-0.0000110886,1.67107,1.35051,-1183.87
1.66722,-0.0445637,0.00103108,-0.00000616356,1.68122,1.35038,-1184.05
1.71204,-0.045427,0.000945014,-0.000005178,1.67686,1.35018,-1184.64
1.72234,-0.0455275,0.000902852,-0.00000457807,1.67947,1.35032,-1184.92
1.63509,-0.0461503,0.00154125,-0.0000141732,1.66628,1.35009,-1184.54
1.6579,-0.0473927,0.0014717,-0.0000128483,1.66849,1.34961,-1183.91
1.59588,-0.0474644,0.00155351,-0.0000129759,1.66961,1.34925,-1183.76
1.64027,-0.0502845,0.00150299,-0.0000118305,1.68863,1.34617,-1181.56
1.62598,-0.0494257,0.00151453,-0.0000121142,1.68066,1.34606,-1181.76
1.62633,-0.0509739,0.00164476,-0.0000138377,1.68925,1.34601,-1181.61
1.71778,-0.0513648,0.00119337,-0.00000738131,1.70071,1.34409,-1181.05
1.76378,-0.0521053,0.000993667,-0.00000436789,1.69999,1.34443,-1182.43
1.66513,-0.0526169,0.00136251,-0.00000875487,1.69048,1.34582,-1182.04
1.74847,-0.0526142,0.0013631,-0.0000105911,1.69047,1.34582,-1182.54
1.63929,-0.0517116,0.0015791,-0.0000125797,1.68866,1.34615,-1181.58
1.65836,-0.0522411,0.00174733,-0.0000158611,1.69121,1.34634,-1181.98
1.59541,-0.0517013,0.00199574,-0.0000193297,1.69511,1.34524,-1182.55
1.62583,-0.0517125,0.00201422,-0.0000203325,1.6953,1.34518,-1183.4
1.61726,-0.0534673,0.0020602,-0.0000202331,1.68436,1.34431,-1182.41
1.61263,-0.0545719,0.00193941,-0.0000173949,1.67807,1.34513,-1181.89
1.6973,-0.0551463,0.00164793,-0.0000136078,1.68242,1.34551,-1181.11
1.68724,-0.0557326,0.00138487,-0.00000830756,1.68341,1.344,-1181.7
1.75857,-0.0540839,0.00119745,-0.00000711378,1.68071,1.34536,-1182.15
1.72694,-0.0550451,0.00126718,-0.00000728962,1.67918,1.34497,-1181.75
1.66511,-0.0553096,0.00185497,-0.0000166214,1.66976,1.34682,-1182.2
1.77287,-0.0608308,0.00158652,-0.0000115724,1.68365,1.34698,-1181.8
1.68079,-0.0598685,0.00189517,-0.000015688,1.68205,1.34651,-1181.43
1.65716,-0.0595703,0.00217743,-0.0000204472,1.67953,1.34938,-1183.65
1.74642,-0.0603271,0.00160798,-0.0000115241,1.69304,1.35103,-1183.18
1.63855,-0.0631487,0.00260594,-0.0000263017,1.68913,1.35183,-1186.81
1.61661,-0.0632531,0.00261587,-0.0000259416,1.69023,1.3526,-1187.12
1.58134,-0.0630299,0.00272788,-0.0000273278,1.68882,1.35293,-1188.83
1.70528,-0.0647579,0.00258572,-0.0000266534,1.68799,1.35281,-1188.21
1.67827,-0.0646783,0.00201264,-0.0000155844,1.68972,1.35013,-1184.1
1.69284,-0.0626082,0.00201666,-0.0000168915,1.68901,1.35037,-1182.95
1.77091,-0.0622377,0.00170365,-0.0000129871,1.69325,1.35054,-1182.91
1.69347,-0.0599304,0.00189804,-0.0000159551,1.7,1.34815,-1181.82
1.76368,-0.0627843,0.00161085,-0.0000109375,1.71009,1.34765,-1181.86
1.7747,-0.0627309,0.00193545,-0.0000171905,1.71115,1.34764,-1182.79
1.69458,-0.062981,0.0018492,-0.0000137352,1.70969,1.34763,-1182.35
1.74732,-0.0621435,0.00190851,-0.0000163786,1.71043,1.34657,-1181.38
1.6838,-0.0606161,0.00221575,-0.0000213377,1.70589,1.34641,-1182.55
1.70327,-0.0627335,0.00210359,-0.0000187541,1.70337,1.34644,-1181.28
1.68493,-0.0641169,0.00223927,-0.000020226,1.69403,1.34712,-1181.86
1.67494,-0.0647185,0.00239414,-0.0000225854,1.68955,1.34766,-1182.82
1.70966,-0.0648115,0.00211068,-0.0000180805,1.67668,1.34741,-1181.7
1.74297,-0.064122,0.00190644,-0.0000153559,1.67958,1.34705,-1181.29
1.71568,-0.0640487,0.00191724,-0.000014987,1.66538,1.34722,-1181.93
1.74407,-0.0610855,0.00161541,-0.0000113853,1.6819,1.34589,-1181.2
1.73847,-0.0615592,0.00167428,-0.0000121352,1.68311,1.34604,-1181.14
1.78589,-0.0617116,0.00147803,-0.00000957801,1.68624,1.3418,-1179.98
1.74326,-0.0612113,0.00174689,-0.0000138192,1.68845,1.34215,-1179.36
1.70999,-0.0579708,0.00166329,-0.0000129861,1.68971,1.34223,-1179.42
1.70809,-0.0592517,0.00170381,-0.0000131476,1.68444,1.34111,-1178.96
1.66374,-0.0575106,0.00194686,-0.0000174432,1.69006,1.34068,-1179.22
1.68472,-0.0574705,0.00178759,-0.0000149846,1.69009,1.34057,-1178.8
1.63452,-0.0572415,0.00199471,-0.0000178231,1.68964,1.33989,-1179.16
1.75242,-0.0590803,0.00149606,-0.0000103902,1.69328,1.33981,-1178.78
1.73535,-0.0570746,0.00153082,-0.0000115584,1.69514,1.33936,-1178.56
1.76103,-0.0568779,0.00116362,-0.00000538428,1.6935,1.34164,-1181.02
1.76782,-0.0565971,0.00138455,-0.0000097263,1.69369,1.34194,-1180.34
1.73381,-0.0559043,0.0010416,-0.00000297617,1.68408,1.34136,-1182.91
1.74053,-0.0539038,0.00102519,-0.0000037008,1.68256,1.34173,-1181.81
1.72378,-0.053301,0.00116043,-0.00000610442,1.67823,1.34137,-1180.54
1.74379,-0.0537474,0.00112386,-0.00000567732,1.67833,1.34101,-1180.58
1.67854,-0.0560687,0.00185804,-0.0000167424,1.66711,1.34189,-1180.23
1.65461,-0.0556227,0.00178035,-0.000014991,1.66652,1.34156,-1179.75
1.68119,-0.0554318,0.00176058,-0.0000152798,1.65931,1.34215,-1180.24
1.64824,-0.0555377,0.00174069,-0.0000141433,1.65851,1.34221,-1180.35
1.61714,-0.0549558,0.00213903,-0.0000210584,1.66095,1.34271,-1182.28
1.68263,-0.0554982,0.00187006,-0.0000172801,1.66625,1.34313,-1181.23
1.72256,-0.0547421,0.00162154,-0.0000139139,1.68067,1.34274,-1180.82
1.67542,-0.0548039,0.00167748,-0.0000138898,1.68012,1.34259,-1179.85
1.7132,-0.054294,0.00135479,-0.00000903089,1.67786,1.34075,-1179.46
1.71375,-0.0531455,0.00150435,-0.0000123409,1.67765,1.33943,-1179.29
1.68379,-0.0530959,0.00162057,-0.0000138498,1.67248,1.33949,-1179.05
1.70067,-0.0520715,0.00119813,-0.00000692943,1.67557,1.3373,-1178.54
1.66189,-0.054313,0.00178307,-0.0000158482,1.69067,1.33854,-1178.42
1.6559,-0.0551599,0.00192536,-0.0000179835,1.68993,1.33773,-1178.6
1.68534,-0.0547492,0.00170301,-0.0000147364,1.67385,1.33646,-1177.68
1.64019,-0.0533199,0.0016601,-0.0000135826,1.65272,1.33686,-1178.12
1.68216,-0.0535686,0.00160802,-0.000013431,1.65561,1.33681,-1178.05
1.68112,-0.0541777,0.00166057,-0.0000141527,1.64596,1.33474,-1177.45
1.65091,-0.0538058,0.00137392,-0.00000843008,1.6297,1.33195,-1178.03
1.5093,-0.0511238,0.00214306,-0.0000207285,1.63812,1.33109,-1179.83
1.55329,-0.0472368,0.00168391,-0.0000149823,1.62174,1.32952,-1177.14
1.67292,-0.0499482,0.00105152,-0.00000477471,1.62367,1.32751,-1176.57
1.71256,-0.050277,0.00114578,-0.00000725287,1.62885,1.3267,-1175.33
1.63535,-0.0500547,0.00164569,-0.0000148754,1.63182,1.32707,-1175.09
1.66173,-0.053521,0.00133472,-0.00000819656,1.61905,1.32617,-1175.34
1.61274,-0.0521246,0.0015633,-0.0000119727,1.61872,1.32564,-1174.72
1.61643,-0.051897,0.00147331,-0.000010486,1.61911,1.32602,-1175.23
1.58135,-0.0511629,0.00163227,-0.0000129755,1.61804,1.32607,-1175.57
1.65948,-0.0512924,0.00130718,-0.00000863815,1.61661,1.32575,-1174.73
1.65691,-0.0498872,0.00125253,-0.00000818726,1.60994,1.32624,-1175.29
1.64613,-0.0509862,0.00140858,-0.0000103385,1.61694,1.32638,-1174.73
1.63322,-0.0481089,0.00123071,-0.00000804215,1.62648,1.32687,-1175.07
1.64479,-0.0475099,0.00112791,-0.00000668811,1.6394,1.32582,-1174.39
1.6424,-0.0479811,0.0013729,-0.0000109909,1.62037,1.32376,-1173.63
1.63878,-0.0474615,0.00140114,-0.0000116562,1.60644,1.32409,-1174.55
1.62723,-0.0480087,0.00137182,-0.0000106238,1.60586,1.32389,-1174.17
1.58717,-0.0457708,0.00125981,-0.00000866166,1.62047,1.32448,-1174.64
1.56869,-0.0462756,0.00179196,-0.0000178709,1.62273,1.3235,-1175.4
1.54675,-0.047539,0.00178486,-0.0000166996,1.61995,1.32346,-1174.74
1.62165,-0.0454611,0.00128665,-0.0000100793,1.61902,1.32309,-1173.46
1.59045,-0.04504,0.0014093,-0.0000118405,1.61929,1.32335,-1173.66
1.44503,-0.0383454,0.00170796,-0.0000171738,1.62785,1.32181,-1176.3
1.60809,-0.0375896,0.000860242,-0.00000544706,1.62225,1.32152,-1173.51
1.49136,-0.0358212,0.00112058,-0.00000851702,1.63112,1.31982,-1173.23
1.49571,-0.0361393,0.00119762,-0.0000098854,1.63121,1.32014,-1173.04
1.6072,-0.0364867,0.000904568,-0.00000676027,1.63821,1.32036,-1172.95
1.56172,-0.0351709,0.00105512,-0.00000912865,1.64584,1.32026,-1172.57
1.53478,-0.0342425,0.000812708,-0.00000447327,1.64813,1.32055,-1172.75
1.5449,-0.0343099,0.00115429,-0.0000109947,1.64831,1.31923,-1172.76
1.4698,-0.0319151,0.00105538,-0.00000856684,1.64783,1.32029,-1173.07
1.47934,-0.03,0.0010231,-0.00000905175,1.64963,1.31933,-1172.41
1.47618,-0.028467,0.000914727,-0.0000076554,1.6516,1.31973,-1172.52
1.49193,-0.0288414,0.00072375,-0.00000432063,1.64955,1.31929,-1172.43
1.58526,-0.0294499,0.000504231,-0.00000202392,1.64866,1.3202,-1173.32
1.50954,-0.0300813,0.00105921,-0.0000103454,1.65392,1.31921,-1172.96
1.60498,-0.0327846,0.000497443,-0.000000893883,1.64772,1.31816,-1172.4
1.53054,-0.0319488,0.000817666,-0.00000554337,1.6536,1.31814,-1171.28
1.3943,-0.0315717,0.00142114,-0.000013852,1.66296,1.31856,-1174.6
1.54517,-0.0304408,0.000722221,-0.00000474394,1.66292,1.31945,-1171.91
1.56543,-0.0308863,0.000690891,-0.00000440561,1.66409,1.31973,-1172.22
1.4701,-0.0304437,0.000986599,-0.00000797356,1.67246,1.31958,-1172.28
1.49641,-0.0299627,0.00100945,-0.00000919507,1.67594,1.31911,-1172.02
1.58785,-0.0312084,0.000371764,0.00000113725,1.66804,1.31988,-1173.36
1.55036,-0.0318053,0.000735995,-0.0000045077,1.66561,1.31936,-1171.72
1.48752,-0.03256,0.000978994,-0.000007277,1.67272,1.31948,-1172.1
1.66419,-0.0305069,0.00010042,0.00000415099,1.66803,1.31946,-1175.65
1.5153,-0.0295398,0.000908583,-0.00000794428,1.65858,1.31871,-1172
1.55244,-0.0301161,0.000606341,-0.00000292404,1.65957,1.3188,-1171.84
1.49881,-0.02852,0.000729631,-0.00000473181,1.66979,1.31886,-1171.74
1.53479,-0.0315584,0.000831025,-0.00000604844,1.6734,1.3185,-1171.24
1.40768,-0.0304737,0.00162239,-0.0000183119,1.67267,1.32006,-1176.68
1.49825,-0.0306253,0.000602464,-0.00000140477,1.6582,1.32041,-1174.41
1.47414,-0.0332319,0.000740686,-0.00000229708,1.65533,1.31914,-1175.92
1.59443,-0.0332269,0.000740853,-0.00000493532,1.65532,1.31914,-1172.32
1.65946,-0.0338098,0.000275764,0.00000247387,1.66311,1.31887,-1174.27
1.54309,-0.0341498,0.000950344,-0.00000726695,1.65539,1.3191,-1171.49
1.58944,-0.0337805,0.000953268,-0.00000847663,1.66026,1.32015,-1173.5
1.51343,-0.0334541,0.000893244,-0.00000583591,1.66652,1.32082,-1172.54
1.52108,-0.0330823,0.000873945,-0.00000579333,1.66627,1.32169,-1172.74
1.58141,-0.0326822,0.000751942,-0.00000502128,1.66866,1.32259,-1173.31
1.49496,-0.0317562,0.000710525,-0.00000277642,1.66152,1.32259,-1175.07
1.5947,-0.0314528,0.00066019,-0.00000420909,1.6536,1.3206,-1173.38
1.53402,-0.0325,0.00103017,-0.00000924222,1.66131,1.32054,-1172.64
1.5534,-0.0319733,0.000782614,-0.00000531623,1.67612,1.32134,-1172.45
1.54354,-0.0312764,0.000786245,-0.00000550298,1.67704,1.32015,-1171.97
1.48689,-0.0297104,0.00109259,-0.0000106096,1.67318,1.32016,-1172.92
1.4259,-0.0296749,0.00117838,-0.0000108778,1.67056,1.31993,-1173.54
1.41672,-0.0274664,0.00140552,-0.0000158384,1.66804,1.32036,-1176.03
1.43335,-0.0272245,0.00124481,-0.0000133452,1.67079,1.32036,-1174.58
1.48518,-0.0275947,0.000944329,-0.00000877012,1.67556,1.32046,-1172.86
1.44493,-0.0281948,0.000921677,-0.00000721993,1.68691,1.31976,-1172.83
1.45298,-0.0270933,0.000877881,-0.00000710181,1.68,1.31865,-1172.06
1.46315,-0.0269298,0.000826063,-0.00000644334,1.67953,1.31855,-1171.85
1.48649,-0.0280544,0.000945323,-0.00000864229,1.68384,1.31911,-1172.15
1.53871,-0.0278935,0.000701273,-0.00000539751,1.68165,1.31717,-1171.43
1.5007,-0.026542,0.000558483,-0.0000025771,1.67635,1.31509,-1170.36
1.57284,-0.0254548,0.0000859732,0.00000409552,1.68096,1.31592,-1172.66
1.51633,-0.0263584,0.000486763,-0.00000171069,1.67586,1.31359,-1169.81
1.41619,-0.0275164,0.000920292,-0.00000704278,1.66559,1.31172,-1170.28
1.50806,-0.0298633,0.000441042,0.000000792465,1.66096,1.31002,-1170.33
1.48907,-0.029352,0.00103061,-0.00000989847,1.6781,1.30986,-1168.58
1.48184,-0.0289997,0.000757951,-0.00000489677,1.68565,1.3085,-1167.47
1.58267,-0.0291772,0.000565592,-0.00000346383,1.6809,1.30907,-1168.91
1.43399,-0.0280712,0.00075368,-0.00000411393,1.68876,1.31165,-1170.66
