b_Intercept,b_age_centered,sigma,Intercept,lp__
-0.269063,-0.00236322,0.445984,-0.317014,-204.627
-0.266353,-0.00234809,0.425891,-0.313998,-205.128
-0.297007,-0.00225469,0.418297,-0.342757,-207.506
-0.304025,-0.00140265,0.426533,-0.332485,-205.25
-0.23827,-0.00246983,0.444864,-0.288385,-206.121
-0.236181,-0.00239974,0.442848,-0.284873,-206.365
-0.28539,-0.00186853,0.422082,-0.323304,-205.324
-0.264004,-0.00150383,0.451726,-0.294517,-205.533
-0.271563,-0.00115106,0.448343,-0.294919,-205.443
-0.282106,-0.00210394,0.438129,-0.324797,-204.358
-0.258399,-0.00225085,0.446589,-0.304071,-204.821
-0.303704,-0.000864375,0.435078,-0.321242,-204.723
-0.309198,-0.00135553,0.443082,-0.336703,-204.984
-0.288168,-0.000777056,0.440297,-0.303935,-205.026
-0.286931,-0.00207205,0.423522,-0.328974,-205.458
-0.258811,-0.00185827,0.441899,-0.296517,-204.864
-0.29131,-0.00187933,0.445683,-0.329443,-204.588
-0.273426,-0.00202284,0.432001,-0.314471,-204.362
-0.296577,-0.00125927,0.450235,-0.322129,-204.736
-0.288092,-0.00133707,0.430243,-0.315223,-204.465
-0.284742,-0.00178637,0.427789,-0.320989,-204.605
-0.254571,-0.00263494,0.4443,-0.308036,-205.028
-0.325709,-0.000467078,0.439797,-0.335186,-205.92
-0.263741,-0.00206947,0.435466,-0.305732,-204.46
-0.274554,-0.00204355,0.447152,-0.31602,-204.43
-0.274234,-0.00214543,0.44516,-0.317767,-204.396
-0.295183,-0.000299056,0.439449,-0.301251,-206.038
-0.326289,-0.000256565,0.441195,-0.331495,-206.136
-0.305339,-0.00139482,0.439769,-0.333641,-204.701
-0.277821,-0.000843919,0.438129,-0.294945,-205.506
-0.283104,-0.00117937,0.426275,-0.307034,-205.084
-0.273419,-0.0020295,0.442267,-0.314599,-204.223
-0.255261,-0.00267806,0.429289,-0.309601,-205.357
-0.314703,-0.000319373,0.422194,-0.321183,-206.84
-0.305334,-0.000989708,0.450693,-0.325416,-205.088
-0.269658,-0.00227003,0.428594,-0.315719,-204.78
-0.253379,-0.00258198,0.444463,-0.30577,-205.035
-0.29495,-0.000735158,0.438136,-0.309867,-204.882
-0.296575,-0.00228281,0.438997,-0.342895,-205.682
-0.279546,-0.00203675,0.461782,-0.320873,-206.006
-0.270241,-0.00240394,0.458298,-0.319019,-205.788
-0.291362,-0.00113994,0.454946,-0.314493,-205.214
-0.238385,-0.00311631,0.454711,-0.301617,-206.886
-0.310369,-0.000296999,0.464147,-0.316396,-207.63
-0.283853,-0.00188841,0.459677,-0.32217,-205.664
-0.293606,-0.00159306,0.408835,-0.325931,-208.062
-0.307189,-0.000847466,0.452844,-0.324385,-205.409
-0.254694,-0.00238005,0.429552,-0.302987,-205.172
-0.278644,-0.00160024,0.427958,-0.311114,-204.599
-0.297007,-0.0016473,0.44229,-0.330432,-204.486
-0.269873,-0.00159799,0.435589,-0.302297,-204.5
-0.285101,-0.00122536,0.450028,-0.309965,-204.757
-0.258373,-0.00223608,0.444696,-0.303745,-204.735
-0.228798,-0.00181305,0.453568,-0.265586,-209.364
-0.257274,-0.00294828,0.433641,-0.317097,-205.506
-0.267407,-0.00262016,0.438295,-0.320572,-204.824
-0.24231,-0.00371009,0.434213,-0.31759,-207.547
-0.291382,-0.00173382,0.433127,-0.326563,-204.404
-0.30095,-0.00172016,0.455926,-0.335854,-205.756
-0.24562,-0.00160488,0.442315,-0.278184,-206.808
-0.229834,-0.00234989,0.440486,-0.277515,-207.244
-0.255125,-0.00193768,0.444102,-0.294442,-205.108
-0.270445,-0.00235627,0.42722,-0.318255,-205
-0.295952,-0.000931511,0.427536,-0.314853,-205.057
-0.314543,-0.000860658,0.452122,-0.332006,-205.643
-0.257156,-0.00201808,0.433935,-0.298105,-204.901
-0.289898,-0.00227156,0.457744,-0.33599,-206.237
-0.305753,-0.00138745,0.435372,-0.333906,-204.777
-0.259741,-0.00339285,0.43777,-0.328585,-206.732
-0.290798,-0.0019348,0.43746,-0.330056,-204.489
-0.300542,-0.00158892,0.417748,-0.332782,-206.443
-0.299992,-0.00181521,0.424976,-0.336824,-205.683
-0.274855,-0.00160355,0.429857,-0.307393,-204.552
-0.281255,-0.00228268,0.435875,-0.327572,-204.644
-0.27788,-0.00133705,0.442152,-0.30501,-204.45
-0.257835,-0.00222534,0.446853,-0.302989,-204.863
-0.278621,-0.00222115,0.4456,-0.32369,-204.569
-0.28068,-0.00207121,0.452488,-0.322706,-204.923
-0.273407,-0.00209826,0.428494,-0.315983,-204.642
-0.28641,-0.00168663,0.423223,-0.320633,-205.082
-0.275182,-0.00149869,0.4187,-0.305592,-205.983
-0.313117,-0.000920769,0.480803,-0.3318,-210.473
-0.30551,-0.00121648,0.475859,-0.330193,-208.992
-0.30322,-0.00138638,0.475148,-0.331351,-208.799
-0.306668,-0.00145026,0.476395,-0.336095,-209.316
-0.312453,-0.00194245,0.460146,-0.351867,-207.83
-0.23711,-0.00222913,0.430611,-0.282341,-206.837
-0.248527,-0.00170399,0.429946,-0.283102,-206.538
-0.248278,-0.00164862,0.429684,-0.28173,-206.741
-0.283211,-0.00139544,0.461435,-0.311526,-205.927
-0.28542,-0.00246692,0.464585,-0.335475,-207.376
-0.301368,-0.00116552,0.462156,-0.325017,-206.255
-0.282451,-0.00185037,0.466196,-0.319996,-206.642
-0.279581,-0.00146029,0.414904,-0.309211,-206.577
-0.275516,-0.00165469,0.414892,-0.309091,-206.54
-0.264221,-0.00219032,0.408331,-0.308664,-208.364
-0.301675,-0.000971038,0.422954,-0.321378,-205.567
-0.257447,-0.00276775,0.442663,-0.313607,-205.08
-0.240641,-0.00378628,0.443562,-0.317468,-207.653
-0.269308,-0.00212283,0.440236,-0.312382,-204.271
-0.274346,-0.00173979,0.43322,-0.309648,-204.289
-0.277523,-0.00208191,0.43855,-0.319766,-204.23
-0.276304,-0.00233012,0.438787,-0.323584,-204.515
-0.308184,-0.00125537,0.435585,-0.333656,-204.832
-0.251579,-0.00222964,0.439974,-0.29682,-205.034
-0.29896,-0.00134164,0.440586,-0.326183,-204.36
-0.2902,-0.00205926,0.448633,-0.331984,-204.968
-0.262438,-0.00319393,0.449029,-0.327245,-206.42
-0.299388,-0.0006545,0.443644,-0.312669,-205.017
-0.2516,-0.00212291,0.439583,-0.294675,-205.113
-0.32737,-0.00109567,0.435506,-0.349602,-206.493
-0.253339,-0.00169374,0.443694,-0.287706,-205.666
-0.286284,-0.00157664,0.447616,-0.318275,-204.37
-0.276157,-0.00170887,0.443282,-0.310831,-204.207
-0.27766,-0.000925885,0.451383,-0.296447,-205.772
-0.299169,-0.000768693,0.436967,-0.314767,-204.772
-0.292046,-0.00111772,0.441414,-0.314725,-204.36
-0.255252,-0.00293345,0.443239,-0.314774,-205.391
-0.271429,-0.00241982,0.440663,-0.320529,-204.558
-0.310232,-0.00104008,0.440324,-0.331336,-204.83
-0.304843,-0.000911972,0.443852,-0.323347,-204.724
-0.269249,-0.00212668,0.436634,-0.312401,-204.288
-0.292646,-0.00140112,0.430117,-0.321076,-204.481
-0.303669,-0.00101859,0.442499,-0.324337,-204.591
-0.296211,-0.00105169,0.451799,-0.31755,-204.977
-0.264695,-0.00216311,0.449161,-0.308586,-204.747
-0.259712,-0.00250466,0.455905,-0.310534,-205.661
-0.255727,-0.00114568,0.441266,-0.278973,-206.911
-0.267222,-0.000199515,0.445308,-0.27127,-209.634
-0.231306,-0.00254688,0.449326,-0.282984,-207.033
-0.229308,-0.00251192,0.448853,-0.280277,-207.295
-0.276512,-0.000289875,0.447802,-0.282394,-207.933
-0.226087,-0.00282888,0.448356,-0.283487,-207.354
-0.342772,-0.000232466,0.431411,-0.347489,-207.907
-0.270063,-0.00118069,0.458126,-0.29402,-206.409
-0.247745,-0.00255485,0.456522,-0.299585,-206.223
-0.270685,-0.00131693,0.450346,-0.297407,-205.29
-0.276402,-0.00100539,0.449381,-0.296802,-205.508
-0.288051,-0.000248821,0.443727,-0.2931,-206.769
-0.284381,-0.000484964,0.443215,-0.294222,-206.175
-0.282043,-0.00287836,0.43565,-0.340447,-206.385
-0.316243,-0.000890115,0.434455,-0.334304,-205.277
-0.28739,-0.00303012,0.435992,-0.348873,-207.59
-0.26394,-0.00147057,0.451186,-0.293779,-205.556
-0.293765,-0.00183224,0.454154,-0.330943,-205.29
-0.315788,-0.000577688,0.43731,-0.327509,-205.307
-0.301114,-0.00144532,0.42968,-0.33044,-204.835
-0.252863,-0.00222781,0.453855,-0.298067,-205.682
-0.280277,-0.00121667,0.450113,-0.304964,-204.928
-0.241568,-0.00312237,0.447597,-0.304924,-206.197
-0.253242,-0.00270386,0.447927,-0.308105,-205.306
-0.282784,-0.00110558,0.448264,-0.305217,-204.876
-0.23732,-0.00187371,0.436881,-0.275339,-207.295
-0.307042,-0.000405874,0.448293,-0.315277,-205.655
-0.257116,-0.00355965,0.448227,-0.329344,-207.418
-0.263003,-0.00302652,0.442542,-0.324413,-205.68
-0.304608,-0.00159924,0.443015,-0.337058,-204.931
-0.292303,-0.00159219,0.445185,-0.32461,-204.354
-0.276732,-0.00157678,0.427281,-0.308726,-204.724
-0.292011,-0.0019282,0.415248,-0.331136,-206.865
-0.277793,-0.001792,0.427509,-0.314154,-204.599
-0.234535,-0.00225786,0.413979,-0.280349,-209.644
-0.225442,-0.00245862,0.409706,-0.27533,-211.797
-0.245762,-0.0014229,0.410916,-0.274634,-211.096
-0.251093,-0.00165943,0.441351,-0.284764,-205.946
-0.244421,-0.00186755,0.435724,-0.282315,-206.341
-0.278258,-0.00216293,0.425988,-0.322145,-204.991
-0.269868,-0.0015656,0.444097,-0.301636,-204.586
-0.258189,-0.00187143,0.437944,-0.296162,-204.877
-0.30864,-0.00140634,0.441731,-0.337176,-204.966
-0.323088,-0.000660584,0.444075,-0.336492,-205.734
-0.304793,-0.00123543,0.447722,-0.32986,-204.842
-0.28214,-0.00245437,0.448011,-0.331941,-205.277
-0.255609,-0.000501009,0.44807,-0.265775,-210.044
-0.255875,-0.00123363,0.432698,-0.280907,-206.804
-0.23769,-0.00157867,0.429316,-0.269722,-208.684
-0.22589,-0.00206648,0.427533,-0.26782,-209.34
-0.229683,-0.00195571,0.428815,-0.269366,-208.853
-0.224052,-0.00203793,0.425304,-0.265403,-210.073
-0.317197,-0.00216205,0.435661,-0.361067,-208.089
-0.333626,-0.000646861,0.426509,-0.346751,-207.408
-0.286231,-0.0024233,0.430021,-0.335402,-205.544
-0.248501,-0.00211176,0.440155,-0.29135,-205.395
-0.256773,-0.00218194,0.438137,-0.301047,-204.723
-0.286696,-0.00217567,0.428454,-0.330842,-205.114
-0.301936,-0.00120413,0.428383,-0.326368,-204.891
-0.297911,-0.00101136,0.444771,-0.318432,-204.565
-0.325303,-0.0000229527,0.446766,-0.325769,-206.598
-0.286103,-0.00138231,0.443818,-0.314151,-204.248
-0.293054,-0.00168976,0.428587,-0.327341,-204.722
-0.302658,-0.0012113,0.428554,-0.327236,-204.906
-0.287328,-0.00132412,0.429891,-0.314195,-204.504
-0.301482,-0.00127249,0.433791,-0.327302,-204.541
-0.312029,-0.000602387,0.44165,-0.324252,-205.146
-0.303403,-0.000916799,0.437518,-0.322005,-204.617
-0.265366,-0.00261658,0.450682,-0.318458,-205.253
-0.276965,-0.00183669,0.449894,-0.314233,-204.542
-0.284035,-0.00176629,0.457623,-0.319875,-205.33
-0.305668,-0.00176753,0.437545,-0.341532,-205.279
-0.257931,-0.00165377,0.434271,-0.291487,-205.339
-0.265065,-0.00117735,0.436314,-0.288954,-205.729
-0.306552,-0.0014387,0.430443,-0.335744,-205.127
-0.29274,-0.00183906,0.429868,-0.330056,-204.775
-0.302949,-0.00200715,0.436373,-0.343676,-205.595
-0.263501,-0.0024403,0.423657,-0.313016,-205.511
-0.280483,-0.000955016,0.432791,-0.299861,-205.178
-0.253202,-0.00305877,0.455925,-0.315267,-206.516
-0.251493,-0.00307741,0.452554,-0.313936,-206.23
-0.315616,-0.000369805,0.455392,-0.32312,-206.401
-0.242565,-0.00352257,0.45467,-0.31404,-207.51
-0.312301,-0.00115404,0.455363,-0.335717,-205.891
-0.295033,-0.00257243,0.461911,-0.347229,-208.081
-0.236342,-0.0030561,0.429073,-0.298352,-206.675
-0.246829,-0.00254618,0.429886,-0.298493,-205.638
-0.261212,-0.00141706,0.455745,-0.289965,-206.337
-0.269843,-0.00134607,0.456179,-0.297156,-205.85
-0.281391,-0.000881102,0.451527,-0.299269,-205.652
-0.26298,-0.00240705,0.438037,-0.311821,-204.546
-0.294699,-0.000797445,0.439843,-0.310879,-204.763
-0.260148,-0.002778,0.446296,-0.316516,-205.216
-0.260931,-0.00272513,0.42981,-0.316226,-205.308
-0.320735,0.0000846905,0.443379,-0.319017,-206.624
-0.299095,-0.00104798,0.445697,-0.320359,-204.59
-0.29506,-0.00215852,0.43991,-0.338858,-205.204
-0.270002,-0.00199006,0.436024,-0.310382,-204.254
-0.273302,-0.00162761,0.43329,-0.306328,-204.392
-0.274805,-0.00145543,0.433718,-0.304337,-204.497
-0.28282,-0.000904517,0.437056,-0.301173,-205.015
-0.324495,-0.00136758,0.427167,-0.352244,-207.229
-0.274736,-0.00133854,0.449282,-0.301895,-204.932
-0.274722,-0.00144405,0.449291,-0.304023,-204.784
-0.306107,-0.0022746,0.430854,-0.35226,-207.112
-0.287592,-0.00251701,0.431818,-0.338664,-205.806
-0.304174,-0.0010523,0.441347,-0.325526,-204.57
-0.283718,-0.00152141,0.440089,-0.314588,-204.11
-0.274146,-0.00230246,0.429997,-0.320865,-204.743
-0.316846,-0.00145767,0.423885,-0.346423,-206.812
-0.308725,-0.00152906,0.429003,-0.339751,-205.54
-0.290547,-0.00134175,0.456698,-0.317772,-205.279
-0.276723,-0.00203753,0.424905,-0.318066,-204.958
-0.289481,-0.00130352,0.418511,-0.31593,-205.874
-0.293339,-0.00123472,0.415074,-0.318393,-206.579
-0.270281,-0.00234466,0.4149,-0.317856,-206.828
-0.305667,-0.000645877,0.419638,-0.318772,-206.516
-0.319998,-0.000255872,0.41678,-0.32519,-208.03
-0.25193,-0.00240382,0.441371,-0.300705,-204.971
-0.270131,-0.00189651,0.442308,-0.308612,-204.27
-0.281806,-0.000630167,0.442454,-0.294593,-205.872
-0.236567,-0.00263979,0.436294,-0.290131,-206.152
-0.281049,-0.00271968,0.46146,-0.336234,-207.283
-0.312985,-0.000873343,0.460235,-0.330706,-206.479
-0.28793,-0.00235884,0.471066,-0.335793,-208.45
-0.242552,-0.00217898,0.435338,-0.286765,-205.991
-0.239375,-0.0018916,0.434989,-0.277757,-207.005
-0.235225,-0.00220924,0.430546,-0.280052,-207.136
-0.330578,-0.00115838,0.451394,-0.354083,-207.355
-0.278206,-0.0012757,0.420785,-0.30409,-205.834
-0.285421,-0.00100809,0.42318,-0.305876,-205.664
-0.270469,-0.00190596,0.425593,-0.309143,-204.915
-0.276093,-0.00164678,0.425592,-0.309507,-204.863
-0.248035,-0.00149163,0.457532,-0.278302,-207.809
-0.234341,-0.00242592,0.457483,-0.283565,-207.547
-0.241321,-0.00228825,0.460138,-0.287752,-207.301
-0.312395,-0.00140633,0.467293,-0.34093,-207.842
-0.313214,-0.00128595,0.46532,-0.339307,-207.433
-0.279277,-0.0018038,0.460038,-0.315877,-205.637
-0.305366,-0.00085101,0.446304,-0.322633,-204.886
-0.284206,-0.0019567,0.429801,-0.323909,-204.569
-0.306062,-0.00194235,0.434022,-0.345474,-205.839
-0.297996,-0.00157886,0.431543,-0.330032,-204.652
-0.30827,-0.00173647,0.44529,-0.343504,-205.566
-0.271176,-0.00226248,0.424004,-0.317083,-205.241
-0.285039,-0.0021719,0.422261,-0.329109,-205.709
-0.264704,-0.0021535,0.428473,-0.3084,-204.809
-0.238056,-0.00313803,0.429145,-0.301729,-206.648
-0.277434,-0.00127583,0.432998,-0.303321,-204.671
-0.271323,-0.00185213,0.432607,-0.308904,-204.359
-0.285491,-0.00177349,0.429759,-0.321476,-204.455
-0.313311,-0.0000531867,0.455862,-0.31439,-207.074
-0.288583,-0.00248392,0.470364,-0.338984,-208.66
-0.281109,-0.00305566,0.474379,-0.343111,-210.657
-0.238809,-0.00226199,0.453415,-0.284706,-206.836
-0.250349,-0.00189434,0.453617,-0.288787,-206.212
-0.310055,-0.00162068,0.434881,-0.34294,-205.482
-0.282186,-0.00215509,0.434838,-0.325915,-204.496
-0.284794,-0.00223794,0.445609,-0.330204,-204.833
-0.288318,-0.00136231,0.426105,-0.31596,-204.801
-0.267371,-0.001903,0.421471,-0.305984,-205.544
-0.286189,-0.00102462,0.42525,-0.306979,-205.35
-0.255197,-0.00274999,0.42066,-0.310996,-206.462
-0.29772,-0.000801651,0.422717,-0.313986,-205.793
-0.268806,-0.00177797,0.452916,-0.304883,-205.017
-0.266588,-0.00118828,0.445079,-0.290699,-205.606
-0.298965,-0.00118463,0.427582,-0.323002,-204.868
-0.280011,-0.00115094,0.443195,-0.303365,-204.679
-0.288394,-0.000791159,0.442036,-0.304448,-205.006
-0.309202,0.000206846,0.444836,-0.305005,-207.235
-0.271494,-0.00131073,0.43928,-0.298089,-204.812
-0.276936,-0.0015597,0.455286,-0.308584,-205.142
-0.274817,-0.00275147,0.423186,-0.330646,-206.451
-0.269158,-0.00308265,0.421721,-0.331707,-207.434
-0.305651,-0.00083211,0.422408,-0.322535,-205.855
-0.274935,-0.00280659,0.42911,-0.331883,-205.981
-0.293749,-0.00161301,0.436219,-0.326478,-204.301
-0.269282,-0.00161679,0.43482,-0.302088,-204.531
-0.291703,-0.00211022,0.453656,-0.334521,-205.566
-0.306339,-0.000826143,0.441699,-0.323102,-204.772
-0.259816,-0.00248997,0.438181,-0.310339,-204.677
-0.297627,-0.000779882,0.453084,-0.313452,-205.423
-0.28272,-0.00168145,0.456548,-0.316838,-205.172
-0.290898,-0.000939907,0.452978,-0.309969,-205.271
-0.278334,-0.00192905,0.429022,-0.317476,-204.506
-0.26078,-0.00190138,0.443583,-0.29936,-204.728
-0.262926,-0.00240801,0.424898,-0.311786,-205.34
-0.291609,-0.000826961,0.441147,-0.308389,-204.796
-0.248881,-0.00193233,0.430637,-0.288089,-205.942
-0.243912,-0.002274,0.427158,-0.290054,-206.275
-0.301969,-0.000493785,0.436685,-0.311988,-205.278
-0.2574,-0.00287271,0.430338,-0.315689,-205.547
-0.304944,-0.000505636,0.449191,-0.315203,-205.525
-0.233717,-0.0032958,0.435218,-0.300592,-206.735
-0.269516,-0.00182595,0.429384,-0.306565,-204.63
-0.282654,-0.00178691,0.445929,-0.318912,-204.281
-0.284248,-0.000983082,0.429286,-0.304196,-205.131
-0.271904,-0.00179711,0.43632,-0.308369,-204.235
-0.257226,-0.00245434,0.436406,-0.307026,-204.753
-0.294285,-0.0011429,0.450763,-0.317476,-204.807
-0.271557,-0.00221148,0.461468,-0.316429,-206.038
-0.307844,-0.000779608,0.453173,-0.323663,-205.51
-0.28563,-0.00105964,0.437949,-0.307131,-204.553
-0.281631,-0.00188693,0.442927,-0.319918,-204.196
-0.268566,-0.00268344,0.438971,-0.323015,-204.969
-0.247349,-0.00301304,0.433592,-0.308485,-205.765
-0.246824,-0.00213358,0.429263,-0.290116,-205.952
-0.330181,-0.000356887,0.454962,-0.337423,-207.072
-0.287503,-0.00262187,0.454257,-0.340703,-206.61
-0.226169,-0.00285169,0.437239,-0.284032,-207.167
-0.256276,-0.00255164,0.42955,-0.308051,-205.184
-0.298107,-0.00137814,0.418264,-0.32607,-206.064
-0.303416,-0.00145864,0.418091,-0.333013,-206.433
-0.24751,-0.00248484,0.454024,-0.29793,-205.969
-0.241511,-0.00275233,0.45506,-0.297358,-206.488
-0.296926,-0.001084,0.427282,-0.318921,-204.915
-0.26089,-0.00157209,0.435227,-0.292789,-205.194
-0.263138,-0.00114697,0.429526,-0.286411,-206.404
-0.290939,-0.0025871,0.452282,-0.343433,-206.627
-0.302585,-0.00242117,0.45107,-0.351713,-207.234
-0.319132,-0.00163923,0.453053,-0.352393,-207.065
-0.318849,-0.0013427,0.453883,-0.346094,-206.502
-0.263907,-0.00194001,0.450146,-0.303272,-204.891
-0.262082,-0.00188819,0.441477,-0.300395,-204.609
-0.303112,-0.00135905,0.433676,-0.330689,-204.657
-0.321909,-0.000436218,0.432722,-0.330761,-205.901
-0.278204,-0.0026005,0.435976,-0.33097,-205.202
-0.286442,-0.00198778,0.43539,-0.326775,-204.406
-0.277105,-0.00155776,0.445156,-0.308714,-204.342
-0.278672,-0.00236392,0.433693,-0.326638,-204.765
-0.31143,-0.000231416,0.433022,-0.316125,-205.944
-0.263928,-0.00291531,0.437361,-0.323082,-205.406
-0.295475,-0.00081119,0.437924,-0.311934,-204.73
-0.295201,-0.00103014,0.439292,-0.316103,-204.419
-0.264782,-0.00223341,0.430353,-0.3101,-204.688
-0.307136,-0.0013787,0.449142,-0.335111,-205.154
-0.283688,-0.00204623,0.444088,-0.325208,-204.426
-0.268704,-0.00191588,0.455133,-0.307579,-205.185
-0.272681,-0.0012202,0.44861,-0.29744,-205.225
-0.279103,-0.000875875,0.445948,-0.296876,-205.454
-0.283736,-0.000893163,0.446278,-0.301859,-205.142
-0.304475,-0.00145131,0.445908,-0.333923,-204.857
-0.329071,-0.00154106,0.449699,-0.36034,-207.951
-0.309582,-0.00218094,0.446431,-0.353835,-207.012
-0.355534,-0.000444712,0.434425,-0.364558,-209.83
-0.286247,-0.0029015,0.437175,-0.345121,-206.851
-0.346632,-0.0000347259,0.433736,-0.347337,-208.242
-0.239572,-0.00295496,0.433243,-0.29953,-206.082
-0.299455,-0.0001801,0.446538,-0.303109,-206.361
-0.31013,-0.000226609,0.442963,-0.314728,-205.816
-0.267546,-0.00236102,0.447253,-0.315452,-204.693
-0.298453,-0.00094847,0.43454,-0.317698,-204.592
-0.283285,-0.00151722,0.435521,-0.31407,-204.152
-0.266698,-0.00225818,0.450611,-0.312518,-204.853
-0.258364,-0.00189488,0.448105,-0.296813,-205.108
-0.270906,-0.00234966,0.428674,-0.318583,-204.866
-0.238472,-0.00217713,0.434106,-0.282648,-206.537
-0.29055,-0.00121831,0.438404,-0.31527,-204.254
-0.282295,-0.0023206,0.445044,-0.329381,-204.845
-0.292012,-0.000856446,0.436289,-0.309389,-204.749
-0.260733,-0.00249022,0.445506,-0.311262,-204.798
-0.309812,-0.000394708,0.445126,-0.317821,-205.52
-0.276643,-0.00186989,0.446409,-0.314584,-204.319
-0.2695,-0.00258314,0.432027,-0.321913,-204.991
-0.293793,-0.0000886353,0.448752,-0.295591,-207.153
-0.297718,-0.000929657,0.452716,-0.316582,-205.186
-0.269671,-0.00157808,0.444791,-0.301691,-204.607
-0.274372,-0.00170913,0.449762,-0.309051,-204.601
-0.274786,-0.00180865,0.448548,-0.311485,-204.472
-0.237032,-0.00337578,0.448725,-0.305529,-206.85
-0.314896,-0.0013929,0.457289,-0.343159,-206.557
-0.295599,-0.0012946,0.443486,-0.321867,-204.33
-0.30561,-0.00084471,0.438052,-0.32275,-204.722
-0.288626,-0.00122916,0.440974,-0.313567,-204.272
-0.27803,-0.00189174,0.439894,-0.316415,-204.118
-0.253314,-0.00275526,0.437838,-0.30922,-205.111
-0.295224,-0.000592617,0.459882,-0.307248,-206.614
-0.280903,-0.00243644,0.430697,-0.33034,-205.189
-0.296063,-0.00146011,0.453453,-0.32569,-205.02
-0.293444,-0.00154318,0.443932,-0.324756,-204.316
-0.281891,-0.00209842,0.445111,-0.32447,-204.476
-0.26536,-0.00247583,0.424365,-0.315596,-205.451
-0.262184,-0.00227075,0.433218,-0.308259,-204.613
-0.307436,-0.00092302,0.44199,-0.326165,-204.747
-0.249485,-0.00260666,0.444628,-0.302377,-205.228
-0.268174,-0.00217555,0.451315,-0.312318,-204.847
-0.30722,-0.000761387,0.442954,-0.32267,-204.881
-0.25849,-0.00238872,0.444849,-0.306959,-204.763
-0.287223,-0.00088969,0.429072,-0.305276,-205.216
-0.302828,0.000131418,0.429435,-0.300162,-207.694
-0.28488,-0.00110415,0.422223,-0.307284,-205.634
-0.271415,-0.00182884,0.444643,-0.308523,-204.33
-0.281163,-0.00147776,0.436814,-0.311148,-204.179
-0.286827,-0.00205409,0.443347,-0.328506,-204.531
-0.274983,-0.00188529,0.440404,-0.313237,-204.139
-0.274683,-0.00134134,0.443183,-0.3019,-204.622
-0.273124,-0.00201784,0.436261,-0.314068,-204.206
-0.269585,-0.00202158,0.434249,-0.310604,-204.317
-0.288467,-0.00126961,0.439039,-0.314228,-204.223
-0.27426,-0.00196851,0.440414,-0.314203,-204.162
-0.288777,-0.00145119,0.421571,-0.318223,-205.321
-0.250753,-0.00250888,0.428319,-0.30166,-205.512
-0.313218,-0.000569706,0.455664,-0.324777,-206.112
-0.311901,-0.000586356,0.423299,-0.323799,-206.183
-0.283864,-0.00204953,0.438971,-0.32545,-204.341
-0.277997,-0.00157699,0.439977,-0.309995,-204.167
-0.261297,-0.00245737,0.439068,-0.311159,-204.614
-0.267689,-0.00226017,0.437941,-0.31355,-204.368
-0.242319,-0.00314909,0.439802,-0.306217,-206.001
-0.266721,-0.0016447,0.44577,-0.300093,-204.733
-0.293315,-0.00177193,0.451382,-0.329268,-204.937
-0.257982,-0.00183738,0.443556,-0.295264,-204.993
-0.219322,-0.00378644,0.445303,-0.296152,-208.436
-0.235599,-0.00352098,0.44715,-0.307042,-207.108
-0.245377,-0.00312646,0.443302,-0.308815,-205.903
-0.28727,-0.00129734,0.439317,-0.313594,-204.212
-0.287142,-0.000833498,0.434966,-0.304054,-205.012
-0.327865,-0.00107379,0.431799,-0.349653,-206.71
-0.30969,-0.00226452,0.458323,-0.355639,-208.283
-0.309886,-0.00135973,0.444823,-0.337476,-205.098
-0.269086,-0.00229907,0.434056,-0.315735,-204.481
-0.258823,-0.00239603,0.4332,-0.30744,-204.775
-0.264468,-0.00186093,0.435869,-0.302227,-204.517
-0.28069,-0.000959045,0.436604,-0.30015,-205.018
-0.254174,-0.00255493,0.431683,-0.306016,-205.117
-0.292983,-0.000570894,0.437155,-0.304566,-205.351
-0.268403,-0.00323274,0.433932,-0.333998,-206.745
-0.261985,-0.00340086,0.437379,-0.330991,-206.884
-0.248147,-0.00284905,0.417437,-0.305956,-207.374
-0.296132,-0.00100733,0.424324,-0.316572,-205.301
-0.27917,-0.0017315,0.449748,-0.314303,-204.513
-0.284974,-0.00175913,0.430311,-0.320668,-204.4
-0.287028,-0.00133072,0.448751,-0.31403,-204.535
-0.278791,-0.00216506,0.431845,-0.322722,-204.539
-0.275838,-0.0016826,0.424449,-0.309979,-204.977
-0.251281,-0.00275881,0.425384,-0.307259,-205.951
-0.262287,-0.00279189,0.454059,-0.318936,-205.832
-0.296047,-0.00119408,0.45527,-0.320275,-205.228
-0.3004,-0.00210321,0.432595,-0.343076,-205.745
-0.294397,-0.0015773,0.442572,-0.326401,-204.322
-0.286874,-0.000801449,0.445579,-0.303136,-205.164
-0.24004,-0.00322473,0.432069,-0.305472,-206.462
-0.275513,-0.0016337,0.435394,-0.308662,-204.238
-0.278846,-0.00160846,0.421541,-0.311483,-205.326
-0.276509,-0.00156945,0.456107,-0.308355,-205.24
-0.25885,-0.00107932,0.415257,-0.28075,-209.325
-0.268434,-0.00209364,0.449811,-0.310916,-204.692
-0.288395,-0.00134295,0.466305,-0.315644,-206.701
-0.259177,-0.00229737,0.463615,-0.305792,-206.627
-0.286229,-0.00167664,0.467291,-0.320249,-206.82
-0.263988,-0.00256283,0.45068,-0.315989,-205.171
-0.277257,-0.00110817,0.439971,-0.299742,-204.86
-0.293818,-0.0013178,0.435619,-0.320557,-204.259
-0.269459,-0.00251104,0.451456,-0.32041,-205.196
-0.271334,-0.00255898,0.429597,-0.323258,-205.149
