b_Intercept,bs_sage_centered_1,sds_sage_centered_1,sigma,Intercept,s_sage_centered_1.1.,lp__,zs_1_1.1.
-0.312867,0.0260411,2.08977,0.426708,-0.312867,2.70482,-174.521,1.29432
-0.314387,0.00363244,2.9638,0.405685,-0.314387,2.9801,-175.585,1.0055
-0.300156,0.00819681,2.66555,0.41061,-0.300156,3.09702,-175.473,1.16187
-0.294243,0.00759665,2.21917,0.411254,-0.294243,2.81796,-176.111,1.26983
-0.311407,0.0277716,1.92292,0.431903,-0.311407,2.91416,-175.081,1.51549
-0.316993,0.0601604,2.39307,0.423384,-0.316993,3.37837,-177.646,1.41173
-0.284971,0.0490207,1.74896,0.406791,-0.284971,2.17307,-180.32,1.24249
-0.285193,0.0505228,2.02181,0.406829,-0.285193,2.61398,-178.56,1.29289
-0.328132,0.0342293,4.03237,0.425135,-0.328132,3.29629,-174.84,0.817457
-0.301122,0.0187635,3.43542,0.415022,-0.301122,2.89098,-174.318,0.841522
-0.308777,0.0235084,4.07651,0.413615,-0.308777,3.38007,-174.812,0.829158
-0.328701,0.00811502,4.8208,0.429607,-0.328701,2.37986,-176.314,0.493666
-0.327969,0.019319,3.75563,0.421777,-0.327969,2.70819,-174.209,0.721101
-0.308928,0.0217252,3.47064,0.399592,-0.308928,3.00187,-175.569,0.864931
-0.322114,0.049108,6.13878,0.407315,-0.322114,3.14444,-176.223,0.512225
-0.305472,0.00608835,3.27015,0.413351,-0.305472,2.73035,-175.038,0.834931
-0.306531,0.00891797,3.03908,0.414196,-0.306531,2.37397,-175.858,0.78115
-0.310825,0.00782493,3.7923,0.415375,-0.310825,3.5889,-176.144,0.946366
-0.308405,0.00601571,3.04811,0.407501,-0.308405,2.29627,-176.993,0.753342
-0.315682,0.0133862,2.27657,0.409587,-0.315682,2.47295,-175.505,1.08626
-0.308477,0.0269522,3.31055,0.434849,-0.308477,2.64929,-174.949,0.800255
-0.310997,0.00644229,3.10935,0.412096,-0.310997,3.3877,-175.604,1.08952
-0.324438,0.0327877,4.5689,0.425822,-0.324438,2.768,-174.213,0.605837
-0.340683,0.0210479,2.79344,0.409599,-0.340683,2.80915,-175.514,1.00562
-0.315492,0.0188384,2.53411,0.413659,-0.315492,2.82032,-174.126,1.11294
-0.342606,0.0279916,2.62715,0.40269,-0.342606,3.21784,-177.06,1.22484
-0.313398,0.0458308,3.71054,0.391274,-0.313398,2.41854,-179.236,0.651802
-0.316801,0.0116307,1.64368,0.436448,-0.316801,2.92779,-176.393,1.78124
-0.317977,0.0114354,2.37804,0.423261,-0.317977,2.76109,-174.503,1.16108
-0.321139,0.011357,3.23817,0.425675,-0.321139,3.10169,-174.397,0.957853
-0.314204,0.00588302,3.07915,0.423943,-0.314204,3.16135,-174.77,1.0267
-0.306813,0.0191054,2.63145,0.415345,-0.306813,2.95969,-174.186,1.12474
-0.304055,0.0367525,2.30768,0.417814,-0.304055,2.86776,-174.583,1.2427
-0.332819,0.0391939,1.86914,0.394327,-0.332819,3.26948,-179.25,1.74919
-0.342084,0.0218468,6.86522,0.402129,-0.342084,3.14645,-177.214,0.458317
-0.303857,0.034649,6.11585,0.399043,-0.303857,2.60681,-176.836,0.426238
-0.315941,0.0507516,1.83719,0.41317,-0.315941,2.86607,-175.997,1.56003
-0.324449,-0.00816066,4.33507,0.426388,-0.324449,2.6465,-176.673,0.610487
-0.315929,0.00984688,5.5649,0.432823,-0.315929,2.57097,-175.641,0.461998
-0.313871,0.0168763,3.53303,0.423358,-0.313871,2.63345,-174.211,0.745381
-0.312493,0.0492048,2.81642,0.403999,-0.312493,2.82463,-176.041,1.00291
-0.302212,0.0382329,3.83859,0.414596,-0.302212,1.79607,-179.451,0.467897
-0.295644,0.00594512,3.22367,0.39892,-0.295644,2.67746,-177.661,0.830563
-0.296384,0.0328193,2.97478,0.446256,-0.296384,3.13131,-177.425,1.05262
-0.300429,0.0350267,2.97682,0.423487,-0.300429,3.24919,-175.01,1.0915
-0.336363,0.0308234,2.1508,0.408032,-0.336363,2.66685,-175.757,1.23993
-0.294038,0.0297859,3.27676,0.436822,-0.294038,3.03232,-175.879,0.925402
-0.280707,0.0333489,2.25268,0.43652,-0.280707,3.02251,-177.8,1.34174
-0.299223,0.0151159,2.70177,0.412496,-0.299223,2.72268,-174.989,1.00774
-0.301408,-0.00272256,8.55704,0.409997,-0.301408,2.6711,-177.581,0.312152
-0.303924,0.00554178,6.11723,0.416541,-0.303924,3.06776,-175.268,0.501495
-0.331609,0.0341642,3.70164,0.432531,-0.331609,2.65886,-175.129,0.718291
-0.338881,0.0260807,4.752,0.414235,-0.338881,3.13631,-175.124,0.659997
-0.320579,0.0143997,3.11782,0.434868,-0.320579,3.15104,-175.093,1.01065
-0.302478,0.0514058,5.4637,0.414836,-0.302478,2.78101,-175.83,0.508997
-0.309774,0.0194794,8.37767,0.409026,-0.309774,2.7579,-175.368,0.329197
-0.332944,0.0338241,2.52536,0.401979,-0.332944,2.83233,-175.963,1.12156
-0.304788,0.0115966,4.91191,0.440404,-0.304788,3.48568,-177.133,0.709638
-0.310817,0.00442604,3.85832,0.434373,-0.310817,3.3894,-176.167,0.878464
-0.321677,0.0485499,2.64315,0.400661,-0.321677,2.38906,-177.55,0.903868
-0.312681,0.0119215,1.57237,0.432562,-0.312681,2.43453,-176.637,1.54832
-0.319865,0.0521787,5.18399,0.407663,-0.319865,2.1818,-178.06,0.420872
-0.32552,0.0485741,6.19635,0.409106,-0.32552,3.1311,-176.075,0.505313
-0.321061,0.0203352,1.99888,0.42387,-0.321061,2.92306,-174.496,1.46235
-0.314421,0.0242514,2.14868,0.401635,-0.314421,2.31471,-176.893,1.07727
-0.313883,0.0289542,2.0731,0.440441,-0.313883,3.31364,-176.748,1.5984
-0.300222,0.0314821,2.22004,0.439339,-0.300222,3.30955,-176.925,1.49076
-0.324342,0.00932163,2.74131,0.413939,-0.324342,2.45497,-175.479,0.895547
-0.31658,0.0459334,1.8946,0.413538,-0.31658,2.41281,-176.083,1.27352
-0.315066,0.045727,2.82872,0.442363,-0.315066,2.40287,-177.223,0.849456
-0.323106,0.0369893,4.00256,0.419986,-0.323106,2.41855,-174.943,0.604251
-0.314665,-0.0117676,2.51822,0.395955,-0.314665,3.21989,-179.865,1.27864
-0.327653,0.0485647,2.07038,0.443735,-0.327653,2.78703,-177.604,1.34614
-0.325861,0.0432909,2.59433,0.442086,-0.325861,3.86978,-180.316,1.49163
-0.324764,0.0347657,1.6992,0.439898,-0.324764,1.89327,-179.653,1.11421
-0.325081,0.033825,2.09212,0.437818,-0.325081,2.45792,-176.292,1.17485
-0.327418,0.0340626,3.30554,0.438409,-0.327418,3.1572,-175.675,0.955122
-0.309968,0.0169415,4.29635,0.400988,-0.309968,3.07125,-175.515,0.714851
-0.322293,0.00569599,4.11899,0.438229,-0.322293,2.87059,-175.852,0.696917
-0.295287,0.0330865,6.32813,0.415213,-0.295287,2.80258,-175.272,0.442877
-0.329808,0.0305204,4.0678,0.397811,-0.329808,2.49852,-176.96,0.614218
-0.298395,0.0273008,2.26359,0.440881,-0.298395,2.67003,-176.517,1.17956
-0.316675,0.0285033,1.29564,0.403465,-0.316675,2.34867,-177.696,1.81274
-0.311609,0.0236209,6.0999,0.442472,-0.311609,3.08311,-176.178,0.505436
-0.309475,0.0298388,5.78214,0.433746,-0.309475,2.71713,-175.055,0.469919
-0.304449,0.0368743,3.26202,0.419881,-0.304449,2.40405,-175.152,0.73698
-0.319124,0.026079,6.18041,0.412578,-0.319124,3.41016,-175.232,0.55177
-0.319335,0.0270553,6.3146,0.412555,-0.319335,2.43525,-175.311,0.385655
-0.293104,0.0160018,5.30805,0.407766,-0.293104,3.36616,-176.569,0.634162
-0.33585,0.03939,1.80462,0.43329,-0.33585,2.99086,-176.527,1.65734
-0.339322,0.0241829,2.05456,0.42991,-0.339322,2.86725,-175.698,1.39555
-0.300162,0.0344728,2.38963,0.406486,-0.300162,2.83167,-175.409,1.18498
-0.316523,0.0399847,9.88902,0.433448,-0.316523,2.27074,-177.658,0.229622
-0.308994,0.0160956,3.51523,0.413539,-0.308994,2.50374,-174.828,0.712254
-0.292076,0.0363098,2.41312,0.418289,-0.292076,2.99933,-175.468,1.24293
-0.349358,-0.00467243,2.51917,0.431529,-0.349358,3.05916,-178.388,1.21435
-0.266592,0.0494429,3.93939,0.435128,-0.266592,2.11073,-182.58,0.5358
-0.301858,0.0718528,3.33381,0.427809,-0.301858,3.23689,-179.195,0.970927
-0.305669,0.0677134,2.43165,0.429614,-0.305669,2.09911,-179.931,0.863244
-0.314696,0.0303999,2.00214,0.407317,-0.314696,2.73703,-175.015,1.36705
-0.336299,0.0241699,4.80851,0.425788,-0.336299,3.03003,-174.774,0.630139
-0.343677,0.022118,2.99855,0.417526,-0.343677,2.6112,-175.635,0.870822
-0.304115,0.0228574,3.88529,0.416837,-0.304115,2.58637,-174.46,0.665684
-0.316518,0.0280339,2.05063,0.423014,-0.316518,3.30508,-175.144,1.61173
-0.339875,0.0225776,3.74393,0.420636,-0.339875,3.31595,-175.436,0.885688
-0.318794,0.0210868,3.36921,0.413166,-0.318794,2.94317,-173.877,0.873547
-0.341556,0.0394812,2.58183,0.419389,-0.341556,3.3602,-176.543,1.30148
-0.29371,0.0233157,3.62233,0.424358,-0.29371,3.52778,-176.27,0.973899
-0.312268,0.0525985,3.09716,0.43085,-0.312268,2.26648,-176.97,0.731794
-0.338679,0.0297511,3.89103,0.431153,-0.338679,3.07472,-175.309,0.790207
-0.294888,0.00943324,2.98991,0.403035,-0.294888,2.71719,-176.659,0.908787
-0.295817,0.012592,3.33553,0.400025,-0.295817,3.03184,-176.68,0.908953
-0.294614,0.00820328,4.40973,0.411149,-0.294614,3.41414,-176.538,0.774229
-0.292944,0.00422566,5.35141,0.414121,-0.292944,3.48049,-177.193,0.650387
-0.31951,0.0052945,8.30233,0.418501,-0.31951,3.57149,-176.903,0.43018
-0.3379,0.025369,9.71914,0.432674,-0.3379,3.58091,-178.065,0.368439
-0.340057,0.0241108,8.21424,0.437927,-0.340057,2.38758,-178.025,0.290664
-0.282351,0.0295093,3.32503,0.406998,-0.282351,3.21574,-177.287,0.967131
-0.306125,0.0276818,2.58425,0.426984,-0.306125,2.67964,-174.449,1.03691
-0.307639,0.0200027,4.81708,0.421794,-0.307639,2.26045,-175.797,0.469257
-0.305671,0.0183689,5.14881,0.421749,-0.305671,2.48646,-174.995,0.48292
-0.29754,0.0185521,6.5693,0.425247,-0.29754,3.35689,-175.769,0.510997
-0.312336,0.020843,4.40435,0.425104,-0.312336,2.70915,-174.104,0.615108
-0.311552,0.0185308,3.01108,0.424608,-0.311552,2.72792,-174.093,0.90596
-0.298741,0.0193472,2.29114,0.417992,-0.298741,3.06147,-174.884,1.33622
-0.325511,0.034351,8.60621,0.427566,-0.325511,2.73413,-175.374,0.317692
-0.320875,0.0302786,4.81891,0.427036,-0.320875,2.30065,-175.549,0.477421
-0.312154,0.0148001,2.49647,0.411695,-0.312154,2.55749,-174.915,1.02444
-0.300028,0.0358457,2.10979,0.427819,-0.300028,2.96418,-175.246,1.40496
-0.328918,0.0233903,4.39756,0.42196,-0.328918,2.73508,-174.204,0.621954
-0.332875,0.0269923,3.62595,0.41729,-0.332875,3.05028,-174.317,0.841234
-0.294815,0.0200675,3.66017,0.418087,-0.294815,2.93786,-174.677,0.802657
-0.320747,0.0239843,3.26676,0.411278,-0.320747,2.91102,-173.989,0.891101
-0.323692,0.0243312,3.22645,0.407209,-0.323692,2.85711,-174.434,0.885527
-0.32107,0.0217851,2.46186,0.412495,-0.32107,3.01693,-174.255,1.22547
-0.323184,-0.00442084,2.9123,0.443209,-0.323184,2.34899,-178.841,0.806575
-0.326694,0.00134049,2.3256,0.427055,-0.326694,2.38504,-176.678,1.02556
-0.325394,0.00121324,3.03852,0.425241,-0.325394,3.42005,-176.092,1.12557
-0.299187,0.0295696,2.43687,0.423899,-0.299187,2.8459,-174.631,1.16785
-0.304828,0.0138948,2.15757,0.422929,-0.304828,2.94595,-174.746,1.3654
-0.314304,0.0231614,1.35537,0.408886,-0.314304,2.88654,-176.201,2.1297
-0.31818,0.0455606,1.27283,0.417321,-0.31818,2.63751,-176.766,2.07216
-0.289152,0.0212678,2.78245,0.428146,-0.289152,2.75356,-175.644,0.989618
-0.296229,0.0388827,1.76465,0.428502,-0.296229,2.78778,-176.08,1.5798
-0.325846,0.0206558,2.51534,0.410031,-0.325846,2.80519,-174.523,1.11523
-0.327173,0.0231992,3.89219,0.418938,-0.327173,2.76219,-174.008,0.709677
-0.289453,0.0448205,2.63107,0.42589,-0.289453,2.95806,-176.204,1.12428
-0.303856,0.0728389,2.80714,0.419586,-0.303856,2.76929,-178.624,0.986515
-0.344449,-0.0281534,3.66602,0.43255,-0.344449,3.0248,-181.356,0.825091
-0.340706,-0.0208791,4.39267,0.433078,-0.340706,2.94672,-179.687,0.670826
-0.339511,-0.00858761,7.30784,0.442593,-0.339511,3.09594,-179.501,0.423646
-0.323857,0.0431891,4.94029,0.430993,-0.323857,2.9689,-175.061,0.600958
-0.325814,0.0481986,8.20874,0.413202,-0.325814,3.412,-177.083,0.415654
-0.304244,0.00203971,1.78244,0.42729,-0.304244,2.56374,-176.59,1.43833
-0.313627,-0.00483752,2.04383,0.423286,-0.313627,2.54473,-176.692,1.24508
-0.320088,0.0556383,1.59437,0.42278,-0.320088,2.61425,-176.879,1.63968
-0.336893,0.0536045,2.25944,0.428927,-0.336893,3.03334,-176.922,1.34252
-0.281854,-0.00533334,9.8337,0.425716,-0.281854,2.69942,-179.66,0.274507
-0.284419,0.0046501,9.18565,0.427941,-0.284419,2.46505,-178.908,0.268358
-0.277772,0.00875779,10.7964,0.428437,-0.277772,3.00888,-178.959,0.278693
-0.356967,0.0484836,4.3354,0.423657,-0.356967,2.79184,-178.16,0.643964
-0.340702,0.0229049,4.33527,0.42197,-0.340702,2.84752,-174.961,0.656827
-0.294602,0.0293446,4.39244,0.4178,-0.294602,2.82549,-174.757,0.643263
-0.301406,0.0372928,4.41192,0.418075,-0.301406,3.22886,-174.899,0.73185
-0.302132,0.0236807,3.3735,0.425932,-0.302132,2.75537,-174.334,0.816769
-0.297379,0.0198654,2.6329,0.436698,-0.297379,3.11238,-175.901,1.18211
-0.336163,0.0495082,2.72872,0.416437,-0.336163,2.6846,-175.927,0.983834
-0.320373,0.036989,2.727,0.436291,-0.320373,3.29313,-175.84,1.2076
-0.303585,0.0436799,5.23307,0.425401,-0.303585,3.03092,-175.053,0.579186
-0.310591,0.0325901,4.4259,0.421882,-0.310591,2.36155,-175.091,0.533576
-0.290786,0.0157397,5.92037,0.42013,-0.290786,3.01246,-175.552,0.50883
-0.305526,0.0154521,2.57805,0.423781,-0.305526,2.94556,-174.379,1.14256
-0.310336,0.02885,2.85199,0.414436,-0.310336,2.71392,-174.073,0.951587
-0.291883,0.0362417,4.74883,0.422467,-0.291883,3.02829,-175.304,0.637692
-0.287002,0.0249303,6.6401,0.414331,-0.287002,2.97749,-176.096,0.44841
-0.327517,0.0101894,2.11619,0.414735,-0.327517,2.73213,-175.113,1.29106
-0.29025,0.0331713,7.08688,0.424338,-0.29025,2.83744,-175.891,0.400379
-0.323739,0.0493788,3.46679,0.413532,-0.323739,2.99232,-175.16,0.863139
-0.320658,0.00489761,4.09017,0.418184,-0.320658,2.80297,-174.675,0.685296
-0.303094,0.0470648,3.60917,0.422344,-0.303094,3.14473,-175.262,0.871318
-0.327717,0.0126866,3.65136,0.404978,-0.327717,2.94503,-175.186,0.806558
-0.327834,0.00985847,3.66326,0.405164,-0.327834,3.14947,-175.534,0.859744
-0.290933,0.0334607,5.12973,0.41188,-0.290933,2.72837,-175.713,0.531875
-0.326746,0.0278449,5.10283,0.429158,-0.326746,3.0939,-174.545,0.606311
-0.302208,0.027819,2.03754,0.391647,-0.302208,2.77321,-178.277,1.36106
-0.300675,0.0137405,2.58545,0.406177,-0.300675,2.77221,-175.512,1.07224
-0.297286,0.00162832,2.69289,0.409595,-0.297286,2.90616,-176.212,1.0792
-0.309258,0.0102734,1.62784,0.409856,-0.309258,2.81507,-175.896,1.72932
-0.314288,0.0234033,2.25544,0.415924,-0.314288,3.38053,-175.186,1.49883
-0.302497,0.0385341,3.36076,0.422552,-0.302497,2.33744,-175.614,0.695509
-0.302765,0.0353671,4.18375,0.423069,-0.302765,3.45797,-175.53,0.826524
-0.321287,0.0225099,2.86041,0.42107,-0.321287,2.55957,-174.286,0.894825
-0.31478,0.0293611,3.2297,0.425334,-0.31478,3.00199,-173.894,0.929495
-0.322444,0.0295456,7.94536,0.42579,-0.322444,3.17247,-175.003,0.399286
-0.350595,0.0345332,7.35732,0.421488,-0.350595,3.13908,-177.101,0.42666
-0.330122,0.0138057,5.86017,0.415665,-0.330122,2.69505,-174.98,0.459892
-0.324611,0.0217789,7.18764,0.41822,-0.324611,2.66219,-174.786,0.370385
-0.327989,0.0150131,5.42157,0.421064,-0.327989,3.44437,-175.397,0.635308
-0.285465,0.0167178,2.34501,0.410334,-0.285465,2.50864,-177.152,1.06978
-0.270175,0.00596249,5.07817,0.421739,-0.270175,3.46253,-179.943,0.681847
-0.260057,0.00938766,8.24333,0.411441,-0.260057,2.1248,-185.002,0.25776
-0.261041,0.0160623,7.73178,0.41249,-0.261041,3.1927,-181.542,0.412932
-0.284095,0.0223597,8.3837,0.433055,-0.284095,2.6326,-177.697,0.314014
-0.285505,0.0213307,8.86403,0.433328,-0.285505,2.43053,-178.304,0.274201
-0.301833,0.0254289,5.78173,0.425595,-0.301833,2.52164,-175.187,0.436139
-0.283574,0.0269252,5.11212,0.420509,-0.283574,3.06874,-176.114,0.600287
-0.271836,0.00336479,4.84513,0.424946,-0.271836,3.0592,-178.866,0.631397
-0.315147,0.013925,5.23054,0.406571,-0.315147,2.86854,-174.871,0.548421
-0.310772,0.0355116,1.71521,0.415706,-0.310772,2.78668,-175.027,1.62469
-0.330186,0.0222383,2.4636,0.401902,-0.330186,2.85449,-175.696,1.15867
-0.317669,0.0295064,4.4572,0.418308,-0.317669,2.8653,-173.768,0.642848
-0.312024,0.0310075,2.60624,0.423885,-0.312024,2.97262,-174.053,1.14058
-0.303736,0.00575081,2.02481,0.431189,-0.303736,2.2662,-177.342,1.11922
-0.303526,0.0258374,3.52536,0.418624,-0.303526,2.8877,-173.996,0.819122
-0.307754,0.0207588,4.65808,0.416177,-0.307754,2.5709,-174.514,0.551922
-0.298098,0.0378393,6.62561,0.420541,-0.298098,2.96634,-175.179,0.447708
-0.314854,0.0265889,2.80955,0.43451,-0.314854,2.46296,-175.332,0.876639
-0.329312,0.0074231,1.28382,0.406525,-0.329312,2.05378,-180.066,1.59975
-0.327809,0.0153906,2.65628,0.399083,-0.327809,3.67154,-178.766,1.38221
-0.310638,0.0487014,1.8991,0.422514,-0.310638,3.13557,-176.034,1.65108
-0.310451,0.0478985,2.35614,0.430886,-0.310451,3.07878,-175.746,1.30671
-0.319828,0.0320435,5.78456,0.438913,-0.319828,2.39643,-176.511,0.41428
-0.327992,0.0390805,2.13706,0.421813,-0.327992,3.20184,-175.344,1.49825
-0.328418,0.0017541,2.99284,0.424072,-0.328418,3.61174,-177.026,1.20679
-0.320191,0.0112552,2.68883,0.422207,-0.320191,2.51414,-174.907,0.935031
-0.329439,0.0232373,3.05265,0.418276,-0.329439,3.20135,-174.427,1.04871
-0.316316,0.0332322,3.21484,0.408209,-0.316316,3.17211,-174.663,0.986709
-0.315795,0.0339691,3.28759,0.407708,-0.315795,3.42106,-175.588,1.0406
-0.333446,0.02434,2.67502,0.409084,-0.333446,2.6861,-175.065,1.00414
-0.326608,0.0263597,7.36562,0.439396,-0.326608,2.74046,-176.201,0.37206
-0.295194,0.0132218,3.75581,0.412351,-0.295194,3.04499,-175.177,0.810742
-0.315685,0.0126928,2.43774,0.410694,-0.315685,2.63042,-174.905,1.07904
-0.289364,0.0458481,3.73306,0.407387,-0.289364,2.77984,-176.779,0.744656
-0.298106,0.0345845,4.57858,0.424137,-0.298106,2.90311,-174.66,0.634064
-0.298345,0.0340339,4.67964,0.423346,-0.298345,2.22054,-176.468,0.474512
-0.340526,0.042599,3.2712,0.416386,-0.340526,3.26013,-176.113,0.996616
-0.326715,0.0100509,3.12396,0.40521,-0.326715,2.75942,-175.432,0.883307
-0.328507,0.00965276,2.96576,0.404595,-0.328507,2.45233,-176.508,0.826881
-0.333669,0.00759187,2.35074,0.412173,-0.333669,3.45496,-176.79,1.46973
-0.330553,0.0216094,2.976,0.43618,-0.330553,2.43646,-176.015,0.818702
-0.324136,0.0211389,3.4323,0.431013,-0.324136,3.54975,-175.889,1.03422
-0.327474,0.0200771,2.61982,0.428542,-0.327474,2.23698,-176.133,0.853867
-0.328148,0.0194542,2.97776,0.431714,-0.328148,2.49861,-175.28,0.839091
-0.310496,0.0440044,3.09227,0.420706,-0.310496,2.78875,-174.484,0.901847
-0.320844,0.0293954,2.55433,0.404994,-0.320844,2.59309,-175.184,1.01518
-0.323126,0.0297147,2.73457,0.403888,-0.323126,2.9829,-175.001,1.09081
-0.30006,0.0404679,4.29577,0.420812,-0.30006,2.54201,-175.191,0.591748
-0.332771,0.0175074,2.36221,0.415876,-0.332771,3.21904,-175.17,1.36273
-0.308766,0.0225528,6.54379,0.436954,-0.308766,2.50032,-176.153,0.382091
-0.329963,-0.00993545,2.52218,0.415754,-0.329963,2.78254,-177.032,1.10323
-0.326789,0.0391922,4.77143,0.430749,-0.326789,2.63129,-175.12,0.551467
-0.311162,0.0380245,3.91614,0.412574,-0.311162,2.71452,-174.374,0.693161
-0.315693,0.0192477,3.1816,0.431292,-0.315693,2.81322,-174.35,0.884217
-0.322434,0.0113076,3.35279,0.414977,-0.322434,2.80397,-174.303,0.836308
-0.318318,-0.00239746,2.97679,0.408441,-0.318318,2.82276,-175.97,0.948255
-0.302175,0.0184089,3.64403,0.423847,-0.302175,2.8751,-174.247,0.788988
-0.321197,0.0601528,3.36905,0.414117,-0.321197,2.43482,-177.033,0.722703
-0.323214,0.0644822,3.05173,0.40658,-0.323214,3.30936,-178.731,1.08442
-0.312341,0.0127356,1.92093,0.423826,-0.312341,3.12351,-175.12,1.62604
-0.330435,0.0554066,2.65506,0.411929,-0.330435,2.83518,-176.337,1.06784
-0.327761,0.0246921,2.82726,0.421784,-0.327761,2.89584,-174.042,1.02426
-0.332851,0.0279386,3.59596,0.403073,-0.332851,2.97216,-175.436,0.826527
-0.29771,0.0171583,2.28389,0.438526,-0.29771,2.79617,-176.231,1.2243
-0.318005,0.0148271,1.54008,0.418806,-0.318005,2.89459,-175.376,1.8795
-0.317651,0.0105995,1.43411,0.425587,-0.317651,2.2596,-177.148,1.57562
-0.32642,0.0210744,1.55113,0.41441,-0.32642,3.7912,-179.608,2.44415
-0.360908,0.0237739,1.16189,0.426943,-0.360908,3.20403,-181.755,2.75762
-0.343962,0.0508268,1.29206,0.430366,-0.343962,2.99975,-179.399,2.32167
-0.322537,0.0382837,1.30617,0.423764,-0.322537,2.8264,-176.316,2.16389
-0.325706,0.0353359,1.61752,0.420527,-0.325706,2.68261,-175.316,1.65848
-0.309493,0.0180845,1.36293,0.425228,-0.309493,2.73912,-175.964,2.00972
-0.308378,0.00982707,2.72831,0.414837,-0.308378,2.8607,-174.535,1.04853
-0.309576,0.031184,5.19071,0.398519,-0.309576,3.35532,-176.801,0.646409
-0.321125,0.0362789,5.76471,0.413838,-0.321125,2.8372,-174.408,0.492166
-0.324466,0.0385496,12.0781,0.412683,-0.324466,3.14055,-176.329,0.260021
-0.321659,0.0188888,3.29769,0.432875,-0.321659,2.40305,-175.5,0.728708
-0.329376,0.0294449,3.9812,0.403988,-0.329376,3.71577,-177.898,0.93333
-0.305703,0.0158652,3.99172,0.419397,-0.305703,3.69247,-176.414,0.925033
-0.313835,0.0255582,3.44845,0.416962,-0.313835,2.17675,-175.868,0.631225
-0.314182,0.0256474,3.48589,0.417937,-0.314182,1.97262,-177.218,0.565887
-0.324417,0.0292318,0.866599,0.422003,-0.324417,2.22218,-179.232,2.56426
-0.323193,0.0168694,1.80342,0.435892,-0.323193,3.42561,-177.187,1.89951
-0.301162,0.0141513,4.25975,0.412581,-0.301162,3.33717,-175.305,0.783419
-0.330161,0.0412588,2.5303,0.417618,-0.330161,3.24589,-175.397,1.28281
-0.298668,0.00667027,3.94726,0.421483,-0.298668,2.3068,-176.654,0.584405
-0.290505,0.00849476,4.76978,0.428904,-0.290505,3.22472,-176.288,0.676074
-0.337323,0.0428646,2.21877,0.404314,-0.337323,2.5512,-177.04,1.14982
-0.294891,0.00727542,3.9852,0.413027,-0.294891,2.37822,-176.836,0.596763
-0.314344,0.0380718,4.67363,0.42571,-0.314344,3.25885,-174.733,0.697284
-0.340472,0.0259372,5.23812,0.412684,-0.340472,3.20162,-175.584,0.611216
-0.346927,0.0200642,2.59183,0.417285,-0.346927,2.85746,-175.856,1.10249
-0.288542,0.029284,5.10147,0.412776,-0.288542,2.77135,-175.763,0.543246
-0.314939,0.0202341,6.41881,0.42726,-0.314939,2.79536,-174.507,0.435495
-0.285815,0.0292093,7.10036,0.418205,-0.285815,2.79325,-176.311,0.393396
-0.281556,0.036645,9.64359,0.417071,-0.281556,3.16469,-177.936,0.328165
-0.271744,0.00712327,5.74114,0.418351,-0.271744,3.07661,-178.805,0.535888
-0.305134,0.020559,2.19792,0.422059,-0.305134,2.79356,-174.456,1.271
-0.312122,0.0203868,2.0023,0.419801,-0.312122,2.3841,-175.302,1.19068
-0.329808,0.020707,9.82171,0.413561,-0.329808,2.15597,-178.045,0.21951
-0.303861,0.0308425,4.331,0.435036,-0.303861,2.28237,-176.462,0.526985
-0.341305,0.0706538,3.34928,0.440824,-0.341305,2.85214,-180.291,0.85157
-0.330834,0.0489549,3.12842,0.408972,-0.330834,2.95919,-175.802,0.945907
-0.331863,0.0585594,3.98159,0.415707,-0.331863,3.12343,-176.759,0.784467
-0.307072,0.0680894,4.05165,0.428385,-0.307072,2.53969,-178.055,0.62683
-0.320905,0.0334787,4.06867,0.419407,-0.320905,2.5614,-174.313,0.629542
-0.290094,0.00809757,5.44186,0.416967,-0.290094,3.07647,-176.031,0.565334
-0.321464,0.0482175,4.00637,0.414095,-0.321464,2.92231,-174.919,0.729417
-0.291571,0.0303744,4.76723,0.414319,-0.291571,3.64573,-177.402,0.764749
-0.327725,-0.0119415,5.22644,0.413313,-0.327725,3.03764,-177.219,0.581207
-0.325644,-0.00906078,5.58483,0.41925,-0.325644,3.23547,-176.786,0.579332
-0.324528,-0.0085925,5.03181,0.42034,-0.324528,2.55964,-177.009,0.508691
-0.322563,-0.0135182,4.89269,0.419454,-0.322563,3.41698,-177.699,0.698385
-0.314414,0.0101831,2.41327,0.419515,-0.314414,2.36909,-175.582,0.981692
-0.32257,0.0343729,5.46879,0.404683,-0.32257,2.26503,-176.889,0.414173
-0.324153,0.0428913,2.71356,0.407663,-0.324153,2.62282,-175.399,0.966559
-0.324536,0.0416355,2.62408,0.410685,-0.324536,2.60846,-175.103,0.99405
-0.302724,0.0252948,1.4931,0.429943,-0.302724,3.10965,-176.459,2.08268
-0.328164,0.0289103,2.37628,0.410069,-0.328164,2.5605,-175.057,1.07752
-0.321764,0.0138474,2.36781,0.420832,-0.321764,2.76216,-174.384,1.16655
-0.292392,0.0166803,3.96396,0.43918,-0.292392,2.89737,-176.375,0.730929
-0.308851,0.0252183,2.09964,0.420303,-0.308851,2.90257,-174.313,1.38241
-0.320519,0.041269,1.90818,0.411042,-0.320519,2.87131,-175.257,1.50474
-0.292796,0.0479023,4.086,0.41015,-0.292796,3.0577,-176.417,0.748337
-0.336998,0.0151946,2.55644,0.440572,-0.336998,2.72898,-176.644,1.06749
