b_Intercept,bs_sage_centered_1,sds_sage_centered_1,sigma,Intercept,s_sage_centered_1.1.,s_sage_centered_1.2.,s_sage_centered_1.3.,lp__,zs_1_1.1.,zs_1_1.2.,zs_1_1.3.
-0.305049,-7.27337,4.57901,0.357162,-0.305049,2.57677,4.16639,8.50385,-95.1625,0.562736,0.909889,1.85714
-0.299911,-8.00455,3.62423,0.36218,-0.299911,0.868757,2.43618,7.76111,-93.9515,0.239708,0.672194,2.14145
-0.335615,-8.03291,4.3466,0.37755,-0.335615,1.89093,3.2278,8.5647,-93.7114,0.435037,0.742605,1.97044
-0.30914,-7.91008,5.67279,0.358074,-0.30914,0.730081,2.36953,7.48716,-92.389,0.128699,0.417701,1.31984
-0.327367,-7.76942,5.60026,0.364839,-0.327367,1.54898,3.08307,7.96056,-91.441,0.276591,0.550523,1.42146
-0.318695,-7.174,6.40611,0.377702,-0.318695,1.35755,3.03377,7.4255,-91.4299,0.211915,0.473575,1.15913
-0.319967,-7.7049,7.94487,0.368767,-0.319967,1.31106,3.19834,7.98981,-91.1668,0.16502,0.402567,1.00566
-0.301355,-8.54629,3.30788,0.386347,-0.301355,1.24156,2.70051,8.44209,-95.2085,0.375334,0.816385,2.55211
-0.330305,-6.80187,6.25647,0.369843,-0.330305,2.04933,3.30768,7.56923,-93.1512,0.327554,0.528682,1.20982
-0.301199,-8.74849,6.60028,0.37846,-0.301199,0.760606,2.13358,8.07255,-93.0651,0.115238,0.323256,1.22306
-0.329615,-7.16472,6.84914,0.382081,-0.329615,1.65417,3.4266,7.88771,-91.981,0.241515,0.500296,1.15163
-0.330272,-7.75663,7.27478,0.376103,-0.330272,1.36425,3.03134,7.82963,-91.8241,0.187531,0.416691,1.07627
-0.316758,-8.00198,6.24587,0.377128,-0.316758,1.83023,3.33509,8.62651,-92.3875,0.293031,0.533967,1.38115
-0.317631,-7.56783,4.2173,0.375329,-0.317631,0.434192,2.39112,7.32088,-94.4857,0.102955,0.566978,1.73592
-0.306607,-7.56995,4.51081,0.377768,-0.306607,0.742148,2.36336,7.08099,-93.5069,0.164527,0.523932,1.56978
-0.330573,-7.53421,3.58298,0.368115,-0.330573,2.05455,3.62374,8.48476,-94.2991,0.573418,1.01137,2.36807
-0.31255,-7.93699,2.84934,0.354257,-0.31255,1.01608,2.96847,7.91522,-96.1989,0.356604,1.04181,2.77791
-0.312705,-7.89185,4.57214,0.346693,-0.312705,1.35756,3.31155,8.20183,-95.8225,0.296921,0.724289,1.79387
-0.323953,-7.71385,5.27024,0.359679,-0.323953,2.35127,4.20202,8.87995,-94.2251,0.446141,0.797311,1.68492
-0.307603,-7.3907,3.26962,0.388625,-0.307603,1.55946,3.01482,7.83096,-94.4673,0.476954,0.922071,2.39507
-0.30273,-7.24009,3.6799,0.372723,-0.30273,1.55254,2.98723,7.52949,-92.7516,0.421898,0.811769,2.04611
-0.346637,-7.96575,5.01379,0.378572,-0.346637,1.74999,3.35246,8.35639,-93.4829,0.349036,0.668647,1.66668
-0.285355,-7.11284,2.33811,0.367069,-0.285355,2.29907,3.98643,8.38777,-101.122,0.983306,1.70498,3.58742
-0.285807,-7.29761,1.62435,0.369816,-0.285807,1.03572,2.90163,7.38345,-104.61,0.637619,1.78634,4.54549
-0.322185,-6.85706,2.49203,0.371686,-0.322185,1.69323,3.2163,7.53977,-95.4611,0.679456,1.29064,3.02555
-0.293805,-6.67847,2.87305,0.366101,-0.293805,2.22915,3.72673,7.77679,-96.5378,0.775881,1.29713,2.7068
-0.325984,-7.47557,2.68759,0.363243,-0.325984,1.24198,2.87018,7.56013,-94.3949,0.462116,1.06794,2.81297
-0.31101,-7.63282,2.81711,0.381685,-0.31101,1.04571,2.91375,7.56854,-95.0451,0.371199,1.0343,2.68664
-0.311759,-7.60338,2.94353,0.381159,-0.311759,1.06709,3.07977,7.99665,-97.5391,0.36252,1.04628,2.71668
-0.308827,-7.78946,3.01612,0.366975,-0.308827,0.777135,2.1792,7.53787,-97.0337,0.257661,0.722517,2.49919
-0.314587,-7.74579,3.14662,0.374097,-0.314587,0.819742,2.32293,7.49291,-93.7452,0.260515,0.738229,2.38125
-0.300652,-7.77172,4.89088,0.371628,-0.300652,1.36664,3.04909,8.0535,-91.5639,0.279425,0.623423,1.64663
-0.333189,-8.6637,5.06038,0.373348,-0.333189,2.07229,3.62445,9.24088,-93.609,0.409513,0.716239,1.82612
-0.317829,-6.21217,3.41685,0.381763,-0.317829,1.2251,3.19745,6.88419,-95.3241,0.358546,0.935788,2.01478
-0.32568,-7.10231,4.64057,0.376607,-0.32568,2.25137,4.10839,8.35682,-93.0411,0.485149,0.88532,1.80082
-0.311217,-8.64533,5.81938,0.36695,-0.311217,0.20353,2.05898,7.72885,-93.2024,0.0349745,0.353815,1.32812
-0.321213,-7.21953,3.85816,0.371649,-0.321213,1.3664,2.80943,7.28824,-93.0923,0.354158,0.72818,1.88904
-0.305999,-7.73732,5.17289,0.362975,-0.305999,1.84761,3.27081,8.23359,-91.5391,0.357171,0.632299,1.59168
-0.307458,-7.27087,4.29349,0.362356,-0.307458,1.25691,2.88635,7.47083,-91.9124,0.292747,0.672262,1.74003
-0.310007,-7.2401,4.23252,0.363842,-0.310007,1.25645,2.57751,7.34179,-93.1869,0.296857,0.608979,1.73461
-0.319979,-7.89139,2.96384,0.368936,-0.319979,0.547112,2.17482,7.15785,-94.9909,0.184595,0.733783,2.41505
-0.303485,-8.43192,3.5824,0.381311,-0.303485,1.07561,2.7758,8.23955,-93.0575,0.300249,0.774844,2.30001
-0.332706,-6.88208,4.6789,0.377435,-0.332706,2.42558,4.05194,8.15288,-93.3482,0.518409,0.866003,1.74248
-0.299613,-8.44549,4.6697,0.379345,-0.299613,0.51304,2.29253,7.73405,-93.0751,0.109866,0.490938,1.65622
-0.321947,-8.67974,5.85852,0.37688,-0.321947,1.64525,3.37904,8.8732,-92.3356,0.280831,0.576774,1.51458
-0.328646,-8.02578,4.55787,0.379185,-0.328646,1.01243,2.72765,7.9407,-91.8623,0.222128,0.598448,1.74219
-0.315452,-7.99857,7.16945,0.38036,-0.315452,1.80627,3.44512,8.42836,-91.3735,0.251941,0.480528,1.17559
-0.287043,-7.66624,5.80139,0.385626,-0.287043,1.43137,2.93399,7.87301,-93.4589,0.246729,0.505738,1.35709
-0.310489,-8.06087,5.45622,0.38931,-0.310489,0.797657,2.54459,7.66988,-92.706,0.146192,0.466365,1.40571
-0.341556,-6.93342,4.69287,0.362517,-0.341556,1.41176,3.05123,7.36805,-93.6173,0.300831,0.650184,1.57005
-0.343059,-7.10374,5.56904,0.373674,-0.343059,2.36299,3.9031,8.2854,-93.4515,0.424309,0.700856,1.48776
-0.316938,-7.0922,3.41599,0.366891,-0.316938,1.17371,2.75738,7.08178,-94.1061,0.343591,0.807197,2.07313
-0.31735,-7.10675,3.81846,0.353199,-0.31735,1.76647,3.22308,7.46522,-97.5477,0.462614,0.844079,1.95504
-0.307355,-7.41181,4.45217,0.358443,-0.307355,2.02647,3.63076,7.97154,-97.1154,0.455166,0.815504,1.79048
-0.322702,-7.99466,5.50435,0.393078,-0.322702,1.597,3.05478,8.37593,-94.0751,0.290135,0.554976,1.52169
-0.31489,-7.65686,10.1399,0.37023,-0.31489,0.975047,2.49496,7.59007,-92.5433,0.0961593,0.246054,0.748534
-0.315285,-7.62473,10.2034,0.369496,-0.315285,0.794134,2.9494,7.59962,-93.6993,0.07783,0.28906,0.744809
-0.315004,-7.66831,10.2158,0.369023,-0.315004,0.786315,2.7647,7.55209,-92.4102,0.0769704,0.27063,0.739256
-0.315887,-8.06731,11.6204,0.364311,-0.315887,2.05676,3.87541,8.84076,-93.0477,0.176996,0.333501,0.760797
-0.315492,-7.61907,3.57189,0.382463,-0.315492,1.96561,3.3123,8.07033,-93.8819,0.550301,0.927323,2.2594
-0.314488,-7.88461,5.94211,0.363359,-0.314488,1.39877,2.80032,7.83012,-91.7006,0.235399,0.471267,1.31773
-0.304318,-9.13705,4.43437,0.367064,-0.304318,0.723343,2.43087,8.37671,-93.7551,0.163122,0.548189,1.88904
-0.324075,-8.5458,3.20605,0.363651,-0.324075,0.358881,2.18233,7.91024,-96.1579,0.111939,0.680692,2.46728
-0.307367,-7.00163,5.05219,0.383035,-0.307367,2.04337,3.34568,7.88393,-93.341,0.404453,0.662224,1.5605
-0.330422,-9.22773,3.72812,0.374359,-0.330422,0.435144,1.6382,8.09975,-96.8808,0.116719,0.439417,2.17261
-0.337218,-9.14432,3.78501,0.375815,-0.337218,1.18419,2.27392,8.62253,-96.8916,0.312864,0.600769,2.27807
-0.333252,-8.78308,4.47942,0.379862,-0.333252,0.489597,1.80587,7.899,-95.4603,0.109299,0.403149,1.7634
-0.30211,-7.02225,6.643,0.374726,-0.30211,1.77325,3.63199,7.84835,-91.964,0.266935,0.546739,1.18145
-0.315579,-7.6787,3.39013,0.36666,-0.315579,1.50463,3.33176,8.26021,-94.0921,0.443827,0.982781,2.43655
-0.326364,-7.7025,4.36186,0.37649,-0.326364,1.98402,3.64134,8.65025,-94.1312,0.454857,0.834815,1.98316
-0.320564,-6.73136,3.3795,0.389466,-0.320564,1.47335,3.32882,7.26496,-95.3644,0.435966,0.985005,2.14972
-0.316708,-9.09406,4.74478,0.359685,-0.316708,0.771728,2.08808,8.23621,-94.0461,0.162648,0.440079,1.73585
-0.32083,-8.61401,5.07891,0.369868,-0.32083,1.05178,2.94177,8.43528,-92.23,0.207089,0.579214,1.66085
-0.30977,-6.75192,4.02963,0.374995,-0.30977,1.44121,3.43245,7.45151,-93.1567,0.357654,0.851802,1.84918
-0.30403,-7.25273,2.88264,0.370169,-0.30403,2.13676,3.3372,8.05124,-95.8298,0.741249,1.15769,2.793
-0.300862,-7.33529,3.05754,0.369149,-0.300862,2.21436,3.7565,8.22892,-94.9843,0.724228,1.2286,2.69135
-0.331733,-7.92326,4.25116,0.377127,-0.331733,1.46085,3.66289,8.48112,-95.4536,0.343635,0.86162,1.99501
-0.326035,-7.49529,3.80054,0.382427,-0.326035,1.34225,2.56946,7.45143,-93.6596,0.353173,0.676076,1.96062
-0.328736,-7.48183,4.50932,0.382512,-0.328736,1.64604,3.62759,8.12411,-93.3149,0.365031,0.804464,1.80163
-0.313825,-9.29591,3.50083,0.377397,-0.313825,0.79451,2.48124,8.59323,-94.4803,0.226949,0.708757,2.45462
-0.313618,-9.28962,3.54381,0.377847,-0.313618,0.815763,2.43403,8.66668,-94.597,0.230194,0.686841,2.44558
-0.314635,-7.39453,5.59434,0.371681,-0.314635,1.1932,2.79898,7.40751,-91.2315,0.213287,0.500325,1.32411
-0.320856,-7.65346,6.48793,0.379729,-0.320856,1.01617,2.88287,7.53776,-92.5811,0.156624,0.444344,1.16181
-0.303319,-7.63653,6.61454,0.381566,-0.303319,1.88341,3.82006,8.47809,-92.769,0.284738,0.577524,1.28174
-0.311995,-8.15123,6.98283,0.3725,-0.311995,1.88089,3.16544,8.37228,-92.1052,0.269359,0.453317,1.19898
-0.310979,-8.33214,7.13931,0.373674,-0.310979,1.91965,3.1315,8.51932,-92.4728,0.268884,0.438627,1.1933
-0.327489,-7.65066,4.42966,0.365069,-0.327489,0.892852,2.4233,7.3325,-92.2245,0.201562,0.547064,1.65532
-0.315288,-8.2146,7.54997,0.362481,-0.315288,1.42736,3.13578,8.36321,-91.173,0.189055,0.415338,1.10772
-0.320737,-8.13972,8.25977,0.367321,-0.320737,1.14604,2.91639,8.10137,-91.006,0.13875,0.353083,0.980823
-0.301377,-8.78943,9.40113,0.368136,-0.301377,1.45596,2.71204,8.63236,-93.112,0.15487,0.28848,0.918226
-0.345618,-7.0559,3.897,0.359963,-0.345618,1.44052,2.90063,7.3413,-95.3033,0.369648,0.744324,1.88384
-0.289939,-7.29478,2.51399,0.392086,-0.289939,0.0612915,2.1849,6.61395,-101.336,0.0243802,0.8691,2.63086
-0.318481,-8.71844,2.65248,0.358155,-0.318481,1.89453,3.31731,8.81092,-99.928,0.714249,1.25064,3.32176
-0.316322,-7.01751,2.64319,0.362507,-0.316322,1.92646,3.55523,7.98298,-96.0831,0.728838,1.34505,3.0202
-0.31674,-6.87973,2.59153,0.363444,-0.31674,1.9706,3.62061,7.96407,-96.9924,0.760399,1.39709,3.07312
-0.317124,-6.87285,2.60501,0.363496,-0.317124,1.98324,3.64575,7.99965,-97.4313,0.761315,1.39951,3.07087
-0.316206,-7.04892,2.57156,0.36267,-0.316206,2.00277,3.45481,8.18404,-102.241,0.778815,1.34347,3.18252
-0.316498,-7.08025,2.38646,0.363231,-0.316498,1.84941,3.21721,7.46405,-99.8329,0.774958,1.34811,3.12766
-0.299805,-7.24916,3.55342,0.361977,-0.299805,2.82391,4.45799,8.90962,-97.1327,0.794701,1.25456,2.50734
-0.344007,-7.77647,2.28571,0.377104,-0.344007,1.01535,2.7359,7.75175,-97.8188,0.444218,1.19696,3.39141
-0.287535,-7.78714,4.76258,0.370537,-0.287535,2.77958,4.69635,9.3313,-98.5293,0.583629,0.986093,1.9593
-0.295357,-7.16559,3.30302,0.369273,-0.295357,1.5517,2.70534,7.38215,-95.6326,0.469781,0.81905,2.23497
-0.337123,-8.04103,4.10669,0.372557,-0.337123,1.07018,2.15429,7.58442,-95.058,0.260595,0.524581,1.84684
-0.33691,-8.11247,4.61944,0.374892,-0.33691,1.20114,3.51086,8.4507,-96.8105,0.260018,0.76002,1.82938
-0.335138,-8.33391,4.25472,0.375681,-0.335138,1.51188,2.66306,8.37423,-94.9692,0.355342,0.625906,1.96822
-0.328529,-8.35998,4.69492,0.375565,-0.328529,1.11509,2.17662,7.70287,-95.2478,0.237511,0.463612,1.64068
-0.324225,-8.22856,4.38276,0.384396,-0.324225,0.938702,3.00999,8.01213,-95.0947,0.214181,0.68678,1.8281
-0.300264,-7.9688,5.23215,0.362768,-0.300264,1.1917,2.76767,7.94776,-91.7526,0.227765,0.528974,1.51902
-0.302049,-7.55052,5.01412,0.364532,-0.302049,1.05489,2.72965,7.59467,-91.9093,0.210383,0.544393,1.51466
-0.323283,-9.00029,5.85123,0.374554,-0.323283,1.15993,2.37607,8.49245,-92.9517,0.198238,0.40608,1.4514
-0.316574,-8.06081,5.07706,0.365098,-0.316574,0.641318,2.54485,7.79132,-92.8441,0.126317,0.501245,1.53461
-0.332458,-7.9469,5.94547,0.36561,-0.332458,0.688662,2.53163,7.73652,-93.3856,0.11583,0.425807,1.30125
-0.307957,-8.31104,5.35604,0.397549,-0.307957,1.56897,3.0948,8.32875,-94.9948,0.292935,0.577814,1.55502
-0.314546,-7.23081,3.62432,0.383195,-0.314546,1.83462,3.73562,8.0615,-93.6798,0.506197,1.03071,2.22428
-0.315583,-7.53788,4.01827,0.382336,-0.315583,2.0898,3.29135,8.11747,-93.3657,0.520076,0.819098,2.02014
-0.297478,-8.15875,6.95011,0.378781,-0.297478,0.368212,2.03787,7.2496,-94.1549,0.0529793,0.293214,1.04309
-0.327648,-7.98145,5.6615,0.365625,-0.327648,1.05861,2.6664,7.87115,-91.2491,0.186983,0.470972,1.3903
-0.311224,-7.6995,3.84791,0.383291,-0.311224,2.40084,3.92369,8.69561,-93.8136,0.623934,1.01969,2.25983
-0.335729,-6.75616,3.74745,0.375772,-0.335729,1.3101,3.1644,7.17461,-94.1209,0.349598,0.844414,1.91453
-0.356799,-7.60602,3.48526,0.377532,-0.356799,2.19198,3.7995,8.43955,-97.7902,0.628929,1.09016,2.4215
-0.354291,-7.06602,3.37171,0.368713,-0.354291,2.47346,3.88828,8.38989,-98.7657,0.73359,1.15321,2.48832
-0.344306,-7.21676,3.29031,0.372902,-0.344306,2.40259,4.0308,8.42839,-96.0831,0.730201,1.22505,2.56158
-0.348362,-7.23897,3.54327,0.372535,-0.348362,2.80511,4.12375,8.67364,-97.728,0.791673,1.16383,2.44792
-0.311363,-6.86399,3.21312,0.3565,-0.311363,0.964751,2.67834,6.94991,-94.928,0.300254,0.833564,2.16298
-0.320035,-6.9757,3.48251,0.359417,-0.320035,1.03273,2.80473,7.13397,-93.6632,0.296547,0.805377,2.04852
-0.309503,-6.81058,3.78807,0.363119,-0.309503,1.26627,3.15173,7.16456,-94.1338,0.334277,0.832014,1.89135
-0.333137,-8.56275,8.12768,0.372453,-0.333137,1.79848,3.0293,8.81859,-93.6302,0.221279,0.372714,1.08501
-0.329332,-6.64088,7.09264,0.373603,-0.329332,1.32068,2.86215,7.11906,-93.3572,0.186204,0.403538,1.00373
-0.314314,-8.2191,4.78481,0.376396,-0.314314,1.67923,3.37429,8.59527,-91.4207,0.350951,0.705207,1.79636
-0.314132,-7.54267,8.24559,0.370829,-0.314132,2.07597,3.40322,8.2371,-91.2867,0.251767,0.412732,0.998971
-0.316814,-7.4735,5.33776,0.36862,-0.316814,1.21419,2.64087,7.50312,-91.2593,0.227473,0.494753,1.40567
-0.322314,-7.33233,6.08416,0.368195,-0.322314,1.77781,3.78751,8.17479,-92.4433,0.292203,0.62252,1.34362
-0.321822,-7.28821,4.93375,0.372104,-0.321822,1.56984,3.54821,7.83041,-93.0108,0.318184,0.719171,1.58711
-0.327948,-7.71218,3.71649,0.365473,-0.327948,1.79899,3.42142,8.18291,-92.8654,0.484055,0.920606,2.20179
-0.318974,-7.4624,5.26395,0.378648,-0.318974,1.34096,2.98197,7.74727,-90.9193,0.254743,0.566489,1.47176
-0.303731,-7.49858,6.19983,0.366026,-0.303731,1.24969,2.71846,7.61133,-91.672,0.201569,0.438474,1.22767
-0.298084,-9.11396,6.79841,0.372695,-0.298084,1.08858,2.79555,8.83889,-93.5932,0.160123,0.411206,1.30014
-0.306677,-8.22104,5.64847,0.362864,-0.306677,0.620621,2.09172,7.45893,-92.8997,0.109874,0.370316,1.32052
-0.325752,-7.59602,3.56629,0.384636,-0.325752,1.10325,2.66032,7.4296,-93.4369,0.309356,0.745963,2.08329
-0.29318,-7.26346,3.33793,0.387345,-0.29318,2.38792,3.70801,8.38137,-96.8247,0.71539,1.11087,2.51095
-0.340678,-7.70227,3.65124,0.35176,-0.340678,0.906812,2.92734,7.75561,-97.327,0.248358,0.801739,2.12411
-0.291444,-6.20782,3.30911,0.407398,-0.291444,1.81539,3.75632,7.29758,-101.574,0.548604,1.13515,2.2053
-0.29411,-7.42661,3.84386,0.380121,-0.29411,2.44531,4.02032,8.63073,-94.6831,0.636159,1.0459,2.24533
-0.342581,-8.00761,7.53865,0.362653,-0.342581,1.6774,3.4416,8.40405,-93.5287,0.222507,0.456528,1.1148
-0.313886,-9.41622,3.74259,0.393465,-0.313886,0.462282,2.06377,8.23919,-97.1235,0.123519,0.551429,2.20147
-0.322483,-7.67558,4.46595,0.371354,-0.322483,0.323422,2.03657,7.00831,-92.8542,0.0724195,0.456022,1.56928
-0.312183,-8.01389,7.0943,0.366733,-0.312183,0.712041,2.04917,7.31476,-92.9222,0.100368,0.288847,1.03108
-0.308727,-8.02608,7.80755,0.36692,-0.308727,0.64229,2.16997,7.44402,-91.9848,0.0822652,0.277933,0.953439
-0.320375,-8.11314,9.08535,0.366074,-0.320375,2.08799,3.2943,8.55509,-92.4275,0.22982,0.362595,0.941636
-0.316271,-7.96959,9.49016,0.362169,-0.316271,1.56437,3.42696,8.25431,-93.2726,0.164842,0.361107,0.869776
-0.315568,-7.94613,8.88903,0.362572,-0.315568,1.41324,2.80783,8.16367,-93.259,0.158986,0.315875,0.918398
-0.308889,-7.39006,3.21456,0.372419,-0.308889,1.91947,3.32836,7.91201,-93.7374,0.597118,1.0354,2.46131
-0.319576,-7.59723,4.34776,0.365988,-0.319576,1.54276,2.8967,7.72444,-92.1025,0.354841,0.66625,1.77665
-0.310811,-7.87058,5.64564,0.37813,-0.310811,1.02031,2.64391,7.61328,-91.4396,0.180726,0.468311,1.34852
-0.321271,-7.68954,6.33451,0.363571,-0.321271,1.64479,3.19221,7.97959,-91.3939,0.259656,0.503939,1.2597
-0.324068,-9.22929,6.77705,0.36535,-0.324068,0.901809,2.24235,8.56744,-93.8447,0.133068,0.330874,1.26418
-0.321154,-7.69522,7.89852,0.368978,-0.321154,1.44083,3.17221,7.8925,-91.4596,0.182417,0.401621,0.999237
-0.305376,-8.23731,7.44135,0.361656,-0.305376,1.19789,2.62412,8.11969,-92.1958,0.160977,0.35264,1.09116
-0.329824,-6.86849,5.75693,0.38199,-0.329824,1.66422,3.55357,7.5687,-93.2456,0.289081,0.617268,1.31471
-0.288358,-8.85494,4.79721,0.370624,-0.288358,0.225631,1.64647,7.59355,-95.8142,0.0470339,0.343215,1.58291
-0.312718,-9.12196,9.15607,0.394677,-0.312718,1.93586,3.65605,9.42822,-96.6071,0.21143,0.399303,1.02972
-0.316004,-7.10524,6.30669,0.358906,-0.316004,0.753709,2.28484,6.91328,-93.8831,0.119509,0.362288,1.09618
-0.305916,-7.33379,5.64791,0.394297,-0.305916,0.569293,2.50677,7.18712,-95.3054,0.100797,0.44384,1.27253
-0.297967,-7.89672,7.96465,0.384221,-0.297967,1.98482,3.93335,8.7311,-94.1246,0.249203,0.493851,1.09623
-0.292084,-8.78111,4.84585,0.375382,-0.292084,0.345818,2.10016,7.78134,-94.6607,0.0713639,0.433394,1.60578
-0.315606,-7.06679,2.88171,0.374556,-0.315606,0.267483,1.99355,6.58694,-95.9239,0.0928209,0.691794,2.28578
-0.312304,-7.68526,2.31414,0.36662,-0.312304,1.19943,3.22378,7.89147,-97.5402,0.518307,1.39308,3.41011
-0.299681,-7.76495,2.68165,0.361884,-0.299681,2.07751,3.1496,8.24524,-98.0641,0.774717,1.1745,3.07469
-0.303194,-8.02573,2.91797,0.360145,-0.303194,2.05121,3.81062,8.89251,-97.1696,0.702955,1.30591,3.04749
-0.307994,-6.92835,1.94485,0.362584,-0.307994,1.20694,2.72206,7.16962,-99.1836,0.620583,1.39962,3.68646
-0.313895,-6.45594,3.0654,0.373876,-0.313895,2.12126,4.03086,7.91999,-96.6225,0.692002,1.31495,2.58367
-0.323592,-8.56473,2.56978,0.373003,-0.323592,1.00376,2.73617,8.41833,-96.6286,0.3906,1.06475,3.2759
-0.314225,-8.1361,2.54533,0.364706,-0.314225,1.64362,3.39242,8.34114,-98.0039,0.645739,1.3328,3.27703
-0.317677,-6.85738,4.13324,0.381434,-0.317677,2.40751,3.71732,8.10513,-94.2253,0.582474,0.899372,1.96096
-0.335953,-8.13014,6.85941,0.365777,-0.335953,1.65804,2.88521,8.27159,-92.7557,0.241717,0.420621,1.20588
-0.336811,-8.36678,6.93923,0.36698,-0.336811,1.44136,2.88193,8.30095,-92.131,0.207711,0.41531,1.19624
-0.329258,-8.30705,5.88016,0.366955,-0.329258,1.14591,2.79689,8.11099,-91.3835,0.194877,0.475648,1.37938
-0.312724,-7.73647,9.23371,0.365996,-0.312724,1.51955,3.15219,8.03026,-90.7843,0.164566,0.341379,0.869668
-0.315055,-7.35392,11.7659,0.360854,-0.315055,1.62617,3.18803,7.87786,-91.9818,0.138211,0.270955,0.669551
-0.301457,-7.96309,8.25992,0.3806,-0.301457,1.53871,3.14762,8.27129,-91.4673,0.186287,0.381072,1.00138
-0.300639,-7.99828,8.70001,0.379299,-0.300639,1.545,3.20395,8.21958,-91.7484,0.177586,0.36827,0.944778
-0.333066,-7.87413,6.79458,0.365814,-0.333066,1.38292,2.97645,8.11027,-91.7198,0.203533,0.438063,1.19364
-0.301462,-8.09728,4.27597,0.377295,-0.301462,1.44768,3.2183,8.28488,-92.3043,0.338562,0.752648,1.93754
-0.293959,-6.52564,3.44497,0.363512,-0.293959,1.46987,3.26183,7.12541,-95.424,0.426673,0.946839,2.06835
-0.345116,-8.7846,4.39586,0.38208,-0.345116,1.6622,3.10606,8.78781,-95.0963,0.378127,0.706588,1.99911
-0.279738,-6.91773,4.82434,0.366684,-0.279738,2.49474,3.90089,8.24644,-96.5794,0.517115,0.808586,1.70934
-0.331712,-7.40935,5.98504,0.38982,-0.331712,0.698044,2.5536,7.13715,-94.0915,0.116632,0.426663,1.1925
-0.331031,-7.37105,6.15519,0.38931,-0.331031,0.841493,2.65515,7.34866,-93.4694,0.136713,0.431368,1.1939
-0.309063,-8.80816,8.83636,0.360422,-0.309063,1.35107,3.17075,8.96333,-94.6315,0.152899,0.358829,1.01437
-0.33215,-7.1425,3.26415,0.389803,-0.33215,1.93495,3.46044,7.87176,-94.9853,0.592789,1.06014,2.41158
-0.312078,-8.18881,5.7779,0.372675,-0.312078,0.986054,2.61595,8.10027,-92.4921,0.17066,0.452751,1.40194
-0.290449,-8.12801,5.55116,0.362539,-0.290449,0.751999,2.51804,7.58843,-95.0886,0.135467,0.453606,1.367
-0.288945,-8.16935,5.85769,0.360713,-0.288945,0.71595,2.08636,7.62088,-95.3587,0.122224,0.356174,1.301
-0.323098,-9.3424,4.53213,0.364858,-0.323098,1.77743,3.43965,9.4963,-95.4595,0.392184,0.758947,2.09533
-0.312884,-8.18536,3.29217,0.364583,-0.312884,0.608206,2.19791,7.52493,-93.2515,0.184743,0.667616,2.28571
-0.313593,-8.15911,3.18294,0.371186,-0.313593,0.432955,2.29114,7.43886,-94.2195,0.136024,0.719818,2.3371
-0.330982,-8.73723,3.67953,0.364121,-0.330982,2.57334,4.09662,9.76305,-98.3573,0.699365,1.11335,2.65334
-0.330804,-8.761,3.65601,0.364018,-0.330804,2.57713,4.09565,9.61049,-98.2041,0.704903,1.12025,2.62868
-0.290585,-7.52021,2.21444,0.367104,-0.290585,0.699135,2.22138,7.04523,-98.3046,0.315717,1.00313,3.1815
-0.287539,-7.47742,2.25806,0.362696,-0.287539,0.567231,2.33975,7.13436,-98.8955,0.251202,1.03617,3.1595
-0.294749,-6.85993,4.23755,0.388086,-0.294749,0.0997237,1.95356,6.23205,-97.6618,0.0235333,0.461012,1.47067
-0.298259,-7.26742,6.35349,0.370886,-0.298259,3.32444,4.63326,9.0523,-96.2929,0.523247,0.729247,1.42478
-0.346805,-7.62429,2.47735,0.37809,-0.346805,0.192309,2.02209,6.96171,-98.5229,0.0776271,0.816234,2.81015
-0.345492,-7.87007,2.47156,0.377628,-0.345492,0.206639,1.80607,7.02546,-98.2295,0.0836067,0.730742,2.84252
-0.341168,-8.61836,2.64957,0.367016,-0.341168,-0.0859,1.64296,7.31405,-98.2671,-0.0324204,0.620085,2.76047
-0.323392,-8.50064,2.19222,0.373439,-0.323392,0.588872,2.16902,7.69163,-97.2737,0.268619,0.989417,3.50861
-0.327214,-9.53648,2.77931,0.376168,-0.327214,0.612139,2.29943,8.47205,-98.7365,0.220249,0.827339,3.04826
-0.325217,-8.192,2.64715,0.388742,-0.325217,0.691517,2.13586,7.52022,-96.048,0.261231,0.806853,2.84087
-0.311177,-7.63066,3.53114,0.359743,-0.311177,2.44763,3.64251,8.59862,-95.476,0.693155,1.03154,2.43508
-0.323303,-7.65876,7.77329,0.38431,-0.323303,1.55538,2.66409,7.60573,-94.3653,0.200093,0.342724,0.978444
-0.323026,-7.81238,6.93665,0.380298,-0.323026,1.17548,2.97446,8.01425,-91.7795,0.169459,0.428804,1.15535
-0.317504,-8.51919,5.94398,0.365787,-0.317504,1.60715,3.02202,8.55752,-91.4134,0.270384,0.508416,1.4397
-0.310164,-8.63447,5.59042,0.371848,-0.310164,0.805012,2.45041,8.2428,-92.4765,0.143998,0.438323,1.47445
-0.322151,-8.70054,6.78535,0.362144,-0.322151,0.670033,2.13052,8.05453,-93.3906,0.0987469,0.313988,1.18705
-0.325671,-8.68999,6.30222,0.365608,-0.325671,0.789102,2.43514,8.03695,-92.4216,0.12521,0.386394,1.27526
-0.297811,-8.6522,4.09205,0.361494,-0.297811,0.392908,1.74142,7.51793,-95.6584,0.0960174,0.425562,1.83721
-0.322456,-9.15661,10.4076,0.374907,-0.322456,1.44372,3.42708,9.32112,-95.4648,0.138718,0.329287,0.895607
