b_Intercept,bs_sage_centered_1,sds_sage_centered_1,sigma,Intercept,s_sage_centered_1.1.,s_sage_centered_1.2.,s_sage_centered_1.3.,lp__,zs_1_1.1.,zs_1_1.2.,zs_1_1.3.
-0.319982,-7.56732,6.15572,0.362628,-0.319982,1.01894,2.95705,7.59448,-92.2219,0.165528,0.480374,1.23373
-0.315976,-7.84746,5.73109,0.353822,-0.315976,1.41669,2.79439,7.91001,-92.6452,0.247193,0.487584,1.38019
-0.331752,-7.66322,5.52149,0.370984,-0.331752,1.73286,3.52233,8.19539,-91.945,0.313839,0.637931,1.48427
-0.33021,-7.5111,4.97168,0.370418,-0.33021,1.59698,2.80693,7.69986,-92.5679,0.321214,0.564583,1.54874
-0.332568,-7.45322,3.6188,0.362951,-0.332568,1.5352,2.71565,7.55674,-94.6616,0.424229,0.750428,2.08819
-0.336623,-7.58295,3.8606,0.365177,-0.336623,1.52988,3.38577,8.12866,-93.4874,0.396281,0.877006,2.10554
-0.300785,-7.47048,3.44642,0.382607,-0.300785,1.98199,3.84892,8.37376,-94.6886,0.575086,1.11679,2.4297
-0.318713,-7.40197,3.15476,0.362971,-0.318713,1.24501,2.64411,7.41834,-93.4383,0.394644,0.838133,2.35147
-0.315846,-6.85926,2.81817,0.371861,-0.315846,1.11763,3.13205,7.40397,-96.2074,0.396581,1.11138,2.62723
-0.313783,-7.31855,2.87429,0.379216,-0.313783,1.39224,2.96342,7.75378,-94.8672,0.484379,1.03101,2.69764
-0.315139,-7.10054,2.68002,0.372786,-0.315139,1.49345,2.46521,7.04616,-99.0101,0.557253,0.919849,2.62915
-0.322629,-7.08549,2.56151,0.369365,-0.322629,1.31401,2.51153,7.1961,-96.6004,0.512982,0.980487,2.80932
-0.322627,-7.06669,2.67282,0.37108,-0.322627,1.42891,2.66851,7.2793,-95.5948,0.534608,0.998389,2.72346
-0.310025,-7.9389,5.24847,0.367409,-0.310025,1.88796,3.01759,8.19144,-92.741,0.359717,0.574946,1.56073
-0.331671,-7.70988,6.07435,0.36658,-0.331671,1.45953,3.05589,7.98524,-91.0702,0.240278,0.503081,1.31458
-0.308529,-8.92474,6.69713,0.366454,-0.308529,0.569802,2.06787,8.11958,-93.0153,0.0850816,0.308769,1.2124
-0.326313,-6.72073,5.67399,0.383661,-0.326313,1.80066,3.53918,7.49886,-92.9601,0.317353,0.623754,1.32162
-0.318873,-9.00693,4.67456,0.383372,-0.318873,0.934081,2.62652,8.52692,-92.9241,0.199822,0.561876,1.82411
-0.321821,-8.13289,5.17775,0.363261,-0.321821,1.87524,3.51445,8.67627,-91.7058,0.362173,0.678759,1.67568
-0.314921,-7.7589,5.90889,0.364578,-0.314921,1.43898,3.1154,8.08998,-90.857,0.243528,0.527239,1.36912
-0.316064,-7.66157,5.76912,0.367296,-0.316064,1.60816,2.80243,7.72098,-92.7139,0.278752,0.485764,1.33833
-0.328538,-7.86763,5.20022,0.378985,-0.328538,1.35148,2.63405,7.70086,-92.6801,0.259889,0.506526,1.48087
-0.331818,-8.4343,3.80508,0.356783,-0.331818,0.831559,2.24704,7.90533,-94.533,0.218539,0.590535,2.07757
-0.303528,-8.31943,4.79935,0.379108,-0.303528,1.18717,2.69566,8.01626,-92.3041,0.24736,0.561673,1.67028
-0.341763,-6.96494,5.10164,0.368019,-0.341763,1.38657,3.10021,7.39908,-93.0175,0.27179,0.607688,1.45033
-0.30947,-8.64794,7.52816,0.36765,-0.30947,0.930292,2.58916,8.3818,-92.7073,0.123575,0.34393,1.11339
-0.340305,-7.00693,3.87061,0.37749,-0.340305,1.42393,3.28347,7.44501,-94.3831,0.367882,0.848308,1.92347
-0.341511,-7.49518,4.61578,0.379952,-0.341511,2.83359,4.59317,9.26374,-98.1291,0.613893,0.995101,2.00697
-0.342705,-7.34901,4.2027,0.380789,-0.342705,2.44897,4.08593,8.40285,-96.6326,0.582713,0.972214,1.99939
-0.282797,-7.90307,3.54555,0.38213,-0.282797,0.546033,2.4524,7.34195,-97.1558,0.154005,0.691686,2.07075
-0.274437,-7.98873,3.7208,0.378273,-0.274437,1.13761,2.77031,7.99234,-96.5009,0.305744,0.744549,2.14802
-0.290127,-8.4804,3.75875,0.368927,-0.290127,0.54611,2.14253,7.63137,-95.0022,0.145291,0.570011,2.0303
-0.309443,-7.95619,5.04269,0.379248,-0.309443,2.10071,3.46898,8.48697,-92.3433,0.416585,0.687922,1.68302
-0.301221,-8.37919,3.84797,0.378394,-0.301221,0.662673,2.41866,7.72183,-93.8848,0.172214,0.628556,2.00673
-0.306591,-8.83681,4.65572,0.365791,-0.306591,1.09152,2.75098,8.57497,-92.5583,0.234447,0.590883,1.84181
-0.298476,-7.75877,4.80109,0.372129,-0.298476,1.45041,2.9124,8.04914,-92.5827,0.302099,0.606612,1.67652
-0.313177,-6.61139,4.54055,0.364537,-0.313177,0.568206,2.50761,6.39892,-96.2664,0.12514,0.55227,1.40928
-0.307521,-7.8122,6.79366,0.366416,-0.307521,2.46242,4.11838,8.6936,-96.6862,0.362459,0.60621,1.27966
-0.304575,-8.06767,3.74964,0.38445,-0.304575,0.122061,1.73475,6.84045,-97.4095,0.0325527,0.462646,1.8243
-0.314307,-6.99743,2.75968,0.367318,-0.314307,1.41489,3.10565,7.6419,-96.3664,0.5127,1.12537,2.76912
-0.317053,-8.26705,4.41739,0.380989,-0.317053,0.192253,1.97068,7.12269,-96.5499,0.043522,0.446118,1.61242
-0.319551,-6.59489,2.71454,0.366751,-0.319551,1.03602,2.96112,7.12153,-97.5581,0.381657,1.09084,2.62348
-0.313324,-8.43864,3.72491,0.368424,-0.313324,2.07201,3.70257,9.24749,-95.8758,0.556257,0.994002,2.4826
-0.315533,-8.43749,3.11806,0.370807,-0.315533,1.87723,2.78212,8.47806,-97.0105,0.602051,0.892261,2.71902
-0.324952,-8.78218,2.59038,0.374288,-0.324952,1.62739,3.286,8.9042,-97.1301,0.628245,1.26854,3.43741
-0.312768,-6.07624,3.1467,0.359904,-0.312768,1.7778,3.33595,6.96673,-96.1201,0.564972,1.06014,2.21398
-0.29627,-9.04134,4.09303,0.379054,-0.29627,0.00549395,1.45543,7.60781,-95.9533,0.00134227,0.355587,1.85872
-0.317217,-7.80227,7.3718,0.378334,-0.317217,2.34632,3.58656,8.57792,-92.2242,0.318282,0.486525,1.16361
-0.317427,-7.81309,7.11148,0.378654,-0.317427,1.72962,3.55471,8.43754,-91.3383,0.243216,0.499856,1.18647
-0.333003,-7.91849,6.40848,0.35914,-0.333003,0.574426,2.40096,7.43621,-93.439,0.0896352,0.374653,1.16037
-0.293584,-7.42309,8.96345,0.362464,-0.293584,2.78092,4.09321,8.72541,-94.9874,0.310251,0.456656,0.973443
-0.290133,-7.16764,6.94,0.362042,-0.290133,1.88633,3.59961,8.041,-93.389,0.271805,0.518677,1.15865
-0.285384,-7.33491,8.60136,0.366018,-0.285384,2.64786,4.13803,8.51726,-96.4061,0.307842,0.48109,0.990222
-0.299967,-7.19791,7.99111,0.378645,-0.299967,1.23827,3.00893,7.43595,-92.0997,0.154956,0.376535,0.930527
-0.321406,-8.7249,6.87174,0.385117,-0.321406,0.849434,2.58755,8.29771,-92.4159,0.123613,0.376549,1.20751
-0.291414,-8.77237,6.80955,0.374475,-0.291414,1.07386,2.9022,8.57979,-93.5691,0.157699,0.426196,1.25996
-0.331619,-7.35634,5.81329,0.36998,-0.331619,1.30678,3.20635,7.79677,-92.0186,0.224792,0.551556,1.3412
-0.302459,-6.91748,5.41395,0.352414,-0.302459,2.11919,3.49224,7.81966,-94.6065,0.391431,0.645045,1.44435
-0.316171,-7.21438,6.48768,0.363413,-0.316171,1.906,3.54205,8.00772,-91.0985,0.293787,0.545965,1.2343
-0.316654,-7.2873,6.76146,0.361906,-0.316654,1.95707,4.01227,8.22074,-94.5406,0.289445,0.593403,1.21582
-0.311599,-7.14631,4.85763,0.365225,-0.311599,0.419627,2.6153,6.92381,-95.2982,0.0863852,0.53839,1.42535
-0.311055,-7.18879,4.69054,0.365465,-0.311055,0.569368,2.33713,6.70038,-95.1205,0.121386,0.498264,1.42849
-0.317757,-7.10516,5.2728,0.376943,-0.317757,2.40794,3.94838,8.35432,-92.0116,0.456672,0.74882,1.58442
-0.318585,-8.05667,5.47655,0.363167,-0.318585,2.06661,3.57857,8.88024,-93.4817,0.377356,0.653434,1.6215
-0.311797,-7.61212,4.62694,0.377102,-0.311797,0.729987,2.49056,7.23802,-92.3105,0.157769,0.538274,1.56432
-0.316692,-7.32492,2.96732,0.363649,-0.316692,1.69237,3.23431,7.644,-95.8777,0.570338,1.08998,2.57606
-0.316152,-8.17781,3.71011,0.381705,-0.316152,1.3312,2.94681,7.9486,-95.8277,0.358804,0.794265,2.14242
-0.328693,-8.29289,3.8236,0.37974,-0.328693,1.4822,3.02879,8.15512,-95.4079,0.387644,0.79213,2.13284
-0.32898,-8.25897,4.0679,0.37994,-0.32898,1.50845,3.43876,8.86734,-97.5279,0.370818,0.84534,2.17983
-0.307097,-7.20051,4.20753,0.366549,-0.307097,1.69852,2.86243,7.36612,-95.5476,0.403687,0.680311,1.7507
-0.329197,-7.30242,3.42108,0.356814,-0.329197,0.939041,3.12833,7.35962,-98.6306,0.274486,0.914427,2.15125
-0.324133,-7.34339,3.47222,0.357734,-0.324133,1.46012,2.64989,7.30887,-96.4881,0.420514,0.76317,2.10496
-0.322742,-7.12141,3.84723,0.392407,-0.322742,2.15491,4.09914,8.36124,-95.8205,0.560121,1.06548,2.17332
-0.300851,-8.03498,3.54834,0.382947,-0.300851,2.01037,3.69276,8.78418,-94.4474,0.566566,1.0407,2.47557
-0.286879,-8.11769,3.70417,0.379052,-0.286879,2.00711,3.84121,8.82009,-96.438,0.541852,1.037,2.38113
-0.282853,-8.38219,3.12258,0.385256,-0.282853,1.46494,2.97635,8.31873,-97.2156,0.469144,0.953168,2.66405
-0.319684,-7.25841,3.42249,0.378705,-0.319684,1.98106,3.55868,8.19255,-93.6057,0.578837,1.03979,2.39374
-0.305414,-7.95664,2.9175,0.372292,-0.305414,1.53429,3.16365,8.15892,-93.853,0.525894,1.08437,2.79655
-0.331015,-7.33072,2.23063,0.376596,-0.331015,2.19652,3.71376,8.2619,-98.5672,0.984708,1.66489,3.70383
-0.299335,-7.69656,4.302,0.374277,-0.299335,1.07468,2.75299,7.69223,-91.8433,0.249809,0.639933,1.78806
-0.333147,-8.00962,8.55677,0.372342,-0.333147,0.58442,2.33815,7.63662,-93.333,0.0682991,0.273252,0.892466
-0.323278,-7.97031,8.29625,0.383759,-0.323278,2.23749,3.59267,8.81372,-92.9385,0.269699,0.433047,1.06237
-0.329359,-6.86976,6.36172,0.378128,-0.329359,0.59891,2.80736,6.94784,-95.2832,0.0941427,0.441289,1.09213
-0.316623,-7.8081,3.72641,0.373046,-0.316623,1.83725,3.01903,8.19671,-93.1906,0.493034,0.810171,2.19963
-0.300183,-8.73489,3.52967,0.375787,-0.300183,1.41199,2.59549,8.40951,-94.6718,0.400035,0.735336,2.38252
-0.323897,-6.58782,5.01816,0.375443,-0.323897,1.55091,2.91553,7.10234,-93.1262,0.309059,0.580997,1.41533
-0.291489,-7.33411,4.36064,0.375403,-0.291489,1.96022,3.2316,7.93376,-93.6918,0.449525,0.741085,1.8194
-0.292303,-7.38144,4.37091,0.374706,-0.292303,1.93905,3.37026,8.0731,-92.9366,0.443627,0.771066,1.84701
-0.314548,-7.06146,4.11946,0.391138,-0.314548,2.2971,3.65816,8.00007,-94.5569,0.557621,0.888018,1.94202
-0.321911,-7.42116,3.83505,0.379323,-0.321911,1.89303,3.63189,8.13139,-92.6644,0.493614,0.947025,2.12028
-0.300988,-7.75181,3.04111,0.375856,-0.300988,1.0437,2.53431,7.50198,-93.7044,0.343198,0.833351,2.46686
-0.307307,-7.52794,3.6763,0.377783,-0.307307,1.15026,3.1311,7.71856,-93.1436,0.312884,0.851698,2.09954
-0.343263,-7.82717,3.47679,0.37566,-0.343263,0.798496,2.34263,7.49307,-94.3289,0.229665,0.673791,2.15517
-0.347281,-7.49385,3.7231,0.382206,-0.347281,1.07656,2.97617,7.74951,-95.7273,0.289157,0.799381,2.08147
-0.328899,-6.84463,3.74208,0.382984,-0.328899,1.48704,2.98177,7.35303,-93.6083,0.397384,0.796823,1.96496
-0.285219,-8.7873,5.62726,0.358849,-0.285219,1.43017,2.71011,8.59062,-95.7355,0.25415,0.481605,1.52661
-0.328999,-7.32671,11.9487,0.408893,-0.328999,1.61286,3.46852,8.02349,-98.2411,0.134982,0.290284,0.671494
-0.329725,-7.86295,8.84904,0.401761,-0.329725,1.93568,3.67774,8.63114,-95.7852,0.218745,0.415608,0.975375
-0.321034,-6.60086,5.12564,0.379946,-0.321034,1.22067,2.89703,7.00353,-92.6574,0.23815,0.565205,1.36637
-0.346632,-8.01484,8.38255,0.366262,-0.346632,0.299989,1.90257,7.16271,-95.45,0.0357874,0.226968,0.85448
-0.304714,-7.03375,7.17592,0.373618,-0.304714,1.70021,3.34697,7.65218,-91.3209,0.236933,0.466417,1.06637
-0.309377,-7.1384,6.80533,0.372351,-0.309377,1.53791,3.11559,7.40372,-93.0034,0.225986,0.457817,1.08793
-0.317922,-8.40959,4.00401,0.378111,-0.317922,0.510439,2.26673,7.61371,-93.3978,0.127482,0.566114,1.90152
-0.312015,-7.19806,3.46463,0.367562,-0.312015,2.14068,3.76331,8.22466,-93.0763,0.617867,1.08621,2.37389
-0.311454,-7.39008,3.55938,0.368799,-0.311454,2.17009,3.90551,8.49381,-93.5626,0.609683,1.09724,2.38631
-0.304838,-6.62245,3.36716,0.359115,-0.304838,2.10144,3.61414,7.53562,-95.8825,0.624098,1.07335,2.23798
-0.328612,-8.70499,3.18491,0.385737,-0.328612,0.681326,2.2829,7.86578,-95.93,0.213923,0.716787,2.4697
-0.307156,-8.47436,4.24514,0.359294,-0.307156,1.95054,3.4325,8.9703,-93.8484,0.459476,0.808571,2.11307
-0.305024,-8.39405,4.69021,0.358791,-0.305024,1.72601,3.36161,8.76394,-92.9864,0.368003,0.71673,1.86856
-0.332116,-7.40267,4.65834,0.36088,-0.332116,1.36378,3.05037,7.52987,-93.9271,0.292761,0.65482,1.61643
-0.323527,-7.53845,7.40911,0.390479,-0.323527,1.72237,3.38933,8.1374,-92.2997,0.232466,0.457454,1.0983
-0.319371,-8.61694,3.76357,0.365309,-0.319371,1.57691,2.82449,8.58462,-93.4427,0.418994,0.750481,2.28098
-0.312854,-7.85793,3.09968,0.36155,-0.312854,1.36471,3.09453,8.08447,-93.3476,0.440275,0.998337,2.60816
-0.329912,-8.10056,4.01904,0.37205,-0.329912,1.60442,3.36951,8.47026,-92.3664,0.399205,0.838388,2.10754
-0.324219,-7.97241,3.52355,0.37207,-0.324219,1.29165,2.73799,7.92581,-92.0441,0.366577,0.777054,2.24938
-0.339762,-8.51202,3.75634,0.372131,-0.339762,1.63058,3.04707,8.5998,-93.8365,0.434087,0.811181,2.28941
-0.300536,-7.87385,6.28744,0.368506,-0.300536,0.433539,2.19854,7.21817,-92.9291,0.0689532,0.349671,1.14803
-0.297146,-7.03993,6.61927,0.360444,-0.297146,1.95585,3.67894,7.9827,-92.8437,0.295478,0.555792,1.20598
-0.294555,-7.22812,4.34817,0.363808,-0.294555,1.16164,2.7867,7.42764,-93.2999,0.267157,0.64089,1.70822
-0.297522,-8.08357,6.21784,0.360369,-0.297522,2.91331,4.24339,9.35473,-96.0687,0.46854,0.682455,1.5045
-0.317218,-5.65257,3.54636,0.373092,-0.317218,1.24911,3.17249,6.42688,-96.6827,0.352224,0.894575,1.81224
-0.301632,-7.37144,4.54675,0.383979,-0.301632,3.00352,4.30195,8.87587,-95.6388,0.660585,0.94616,1.95213
-0.289512,-8.38568,3.01789,0.365503,-0.289512,1.26896,2.78561,8.20799,-95.4512,0.420479,0.923032,2.71978
-0.331539,-8.00576,11.5691,0.384509,-0.331539,2.98782,4.20916,9.33332,-95.964,0.25826,0.363829,0.806748
-0.332668,-7.91066,10.8719,0.383185,-0.332668,2.56687,4.11527,9.14359,-94.3392,0.236102,0.378524,0.841032
-0.29984,-7.94223,3.52573,0.374698,-0.29984,0.314942,2.06706,7.11077,-94.5396,0.0893269,0.58628,2.01682
-0.314099,-8.14673,5.52195,0.374408,-0.314099,1.00018,2.67467,7.80819,-91.5895,0.181129,0.484371,1.41403
-0.317008,-8.06201,5.93864,0.377626,-0.317008,1.41225,3.08022,8.33966,-91.3448,0.237807,0.518674,1.40431
-0.34538,-8.3037,5.65555,0.378471,-0.34538,1.20894,2.80315,8.09911,-93.3559,0.213762,0.495645,1.43206
-0.341602,-8.61355,5.2729,0.374143,-0.341602,0.775,2.2475,7.92488,-93.3436,0.146978,0.426235,1.50294
-0.326678,-7.754,5.99736,0.378912,-0.326678,1.71694,3.30694,8.13048,-91.3392,0.286282,0.551399,1.35568
-0.335545,-7.39998,5.79648,0.367499,-0.335545,1.32166,2.88452,7.68539,-92.2048,0.228011,0.497633,1.32587
-0.351586,-7.11134,4.73613,0.370027,-0.351586,1.35504,2.76525,7.30063,-95.0395,0.286107,0.583863,1.54147
-0.300809,-9.51677,6.6133,0.38709,-0.300809,0.538438,2.37974,8.54483,-96.1293,0.0814175,0.359841,1.29207
-0.316584,-9.14119,6.08836,0.380248,-0.316584,-0.148465,1.68384,7.84973,-95.3061,-0.0243851,0.276568,1.2893
-0.319977,-6.02643,3.40061,0.366201,-0.319977,1.62856,3.24765,6.91867,-95.2336,0.478903,0.955019,2.03454
-0.328129,-7.38656,4.04061,0.370975,-0.328129,2.31115,3.90297,8.55319,-93.2343,0.571979,0.965935,2.1168
-0.310693,-7.69202,3.01781,0.37558,-0.310693,1.18866,2.68011,7.6742,-92.9361,0.393881,0.888098,2.54297
-0.313591,-7.55195,5.03782,0.384238,-0.313591,2.28338,3.60985,8.58674,-94.1046,0.453247,0.71655,1.70445
-0.305178,-7.66164,4.13644,0.370422,-0.305178,2.24048,3.58199,8.62324,-94.0762,0.541645,0.865961,2.0847
-0.305513,-6.87501,4.07153,0.369057,-0.305513,2.06777,3.71879,8.03807,-93.5666,0.50786,0.913366,1.97421
-0.320608,-9.06932,5.37974,0.373303,-0.320608,0.659587,2.20827,8.15579,-92.8662,0.122606,0.410479,1.51602
-0.323304,-8.07468,5.62837,0.369245,-0.323304,1.2868,2.80146,8.03793,-90.6406,0.228627,0.497739,1.42811
-0.304695,-7.62296,4.38411,0.382865,-0.304695,1.43078,2.78388,7.65322,-92.6827,0.326355,0.634994,1.74567
-0.318963,-7.6774,3.86074,0.398374,-0.318963,0.302285,1.90409,6.92007,-96.296,0.0782971,0.493193,1.79242
-0.307383,-8.3011,3.5792,0.382247,-0.307383,0.49899,2.3461,7.6409,-93.7638,0.139414,0.655481,2.13481
-0.336689,-7.78371,5.5845,0.370557,-0.336689,2.05333,3.39592,8.43978,-92.3879,0.367684,0.608098,1.51129
-0.31576,-7.22355,4.44408,0.370074,-0.31576,1.18969,2.8471,7.44219,-91.3695,0.267702,0.64065,1.67463
-0.314931,-7.59835,5.07347,0.381969,-0.314931,1.11181,2.67596,7.61727,-91.4883,0.219141,0.527442,1.50139
-0.319688,-7.8236,4.86735,0.374669,-0.319688,1.11348,2.83395,7.889,-91.1183,0.228765,0.582237,1.6208
-0.296511,-7.63149,6.17042,0.364967,-0.296511,2.21177,3.82066,8.72405,-93.9104,0.358447,0.619189,1.41385
-0.291739,-8.21026,3.3715,0.371929,-0.291739,1.09596,2.78754,8.10535,-93.8863,0.325064,0.826793,2.40407
-0.299563,-8.44943,3.29411,0.372451,-0.299563,0.909008,2.41282,7.93891,-93.5019,0.275949,0.732466,2.41003
-0.297524,-8.44036,3.84669,0.368724,-0.297524,1.28729,2.53095,8.2135,-93.8512,0.33465,0.657956,2.13521
-0.297519,-8.44576,3.90113,0.368442,-0.297519,1.26417,2.59254,8.291,-93.8022,0.324052,0.66456,2.12528
-0.301356,-8.65701,4.81294,0.366477,-0.301356,1.4636,3.39855,9.074,-96.6876,0.304098,0.706128,1.88534
-0.30694,-7.70451,3.59853,0.375559,-0.30694,1.07197,2.63653,7.65013,-92.1396,0.297892,0.73267,2.1259
-0.312437,-8.50172,5.0196,0.363183,-0.312437,1.29366,2.82181,8.41651,-91.5955,0.257723,0.562159,1.67673
-0.299246,-8.9964,3.90077,0.37399,-0.299246,-0.160887,1.6096,7.71143,-96.4516,-0.041245,0.412637,1.9769
-0.299317,-9.69374,4.86767,0.367748,-0.299317,1.64834,2.99072,9.36529,-96.769,0.33863,0.614405,1.92398
-0.307743,-9.39283,4.95738,0.365738,-0.307743,1.31067,2.94959,9.20902,-94.605,0.264387,0.594989,1.85764
-0.312059,-9.06139,3.89886,0.369614,-0.312059,0.397322,2.05409,8.08496,-93.5794,0.101907,0.526844,2.07367
-0.319475,-7.78381,9.28193,0.366379,-0.319475,2.21622,3.77943,8.61231,-91.7133,0.238767,0.407181,0.927858
-0.311079,-9.02542,7.89842,0.382634,-0.311079,1.46408,3.01599,8.85214,-92.8948,0.185364,0.381848,1.12075
-0.326315,-7.80695,3.06767,0.372181,-0.326315,0.573558,2.26339,7.14625,-94.9621,0.186969,0.73782,2.32954
-0.313657,-7.38467,3.40085,0.373205,-0.313657,1.19221,2.88229,7.40061,-93.0869,0.350562,0.84752,2.1761
-0.30396,-8.27936,5.31276,0.378388,-0.30396,0.694171,2.39154,7.54816,-94.6782,0.130661,0.45015,1.42076
-0.305682,-8.31305,5.29874,0.376536,-0.305682,0.798832,2.25607,7.53,-94.67,0.150759,0.425775,1.42109
-0.315172,-7.37044,5.69106,0.363117,-0.315172,1.56308,3.41839,8.12034,-93.2978,0.274656,0.60066,1.42686
-0.309472,-7.84928,6.03846,0.356626,-0.309472,0.975633,2.75968,7.85431,-92.9397,0.16157,0.457018,1.30071
-0.324569,-8.79713,3.8863,0.376271,-0.324569,1.02078,2.75794,8.34103,-93.7659,0.262662,0.709658,2.14627
-0.321528,-8.89592,4.12743,0.377542,-0.321528,1.45249,2.65754,8.63875,-93.5008,0.351911,0.643875,2.09301
-0.328943,-6.94156,7.98814,0.368637,-0.328943,1.80786,3.69638,7.84142,-92.2411,0.226318,0.462734,0.981633
-0.299974,-8.19066,3.69177,0.375222,-0.299974,1.52523,2.90064,8.2737,-92.7932,0.413144,0.785704,2.24112
-0.32678,-7.19743,6.18353,0.370403,-0.32678,1.38142,2.88721,7.46709,-91.2436,0.223403,0.46692,1.20758
-0.337712,-8.25786,5.58229,0.370645,-0.337712,0.894103,2.67258,7.85002,-93.2222,0.160168,0.47876,1.40624
-0.338408,-8.13352,4.96638,0.370615,-0.338408,1.3304,3.05396,8.16788,-92.3805,0.267882,0.614928,1.64464
-0.308149,-8.39517,7.79129,0.379086,-0.308149,0.537388,2.39194,7.88675,-92.6582,0.0689729,0.307002,1.01225
-0.330891,-7.64296,6.09483,0.352962,-0.330891,1.66873,3.48709,8.24346,-93.575,0.273795,0.57214,1.35253
-0.291769,-8.25542,7.59887,0.358088,-0.291769,0.895953,2.06202,7.56278,-96.3569,0.117906,0.271359,0.995251
-0.300308,-8.20094,7.86254,0.372532,-0.300308,1.8679,2.9114,8.45261,-93.9482,0.23757,0.370288,1.07505
-0.296805,-8.43971,8.05167,0.370761,-0.296805,1.06285,3.1316,8.38451,-94.1448,0.132004,0.388938,1.04134
-0.3397,-7.09866,4.42901,0.37553,-0.3397,1.76848,3.50898,7.89786,-92.9292,0.399296,0.792272,1.78321
-0.324612,-6.79553,4.01502,0.377174,-0.324612,1.98329,3.39685,7.57137,-92.9584,0.493969,0.846037,1.88576
-0.310406,-8.51299,4.50733,0.369573,-0.310406,0.380442,1.76517,7.70419,-95.8588,0.0844052,0.391621,1.70926
-0.310951,-8.7401,4.07414,0.380898,-0.310951,1.17675,2.90267,8.69942,-93.9202,0.288833,0.712463,2.13528
-0.299699,-7.97319,4.80619,0.375453,-0.299699,1.67011,3.01551,8.13279,-92.1798,0.347492,0.627423,1.69215
-0.326553,-7.14159,2.48314,0.373355,-0.326553,1.36564,3.45611,7.87339,-98.3225,0.549964,1.39183,3.17074
-0.317023,-8.35783,3.45901,0.364219,-0.317023,1.31711,3.09219,8.58829,-94.7761,0.380775,0.89395,2.48287
-0.322818,-7.16764,4.0955,0.36639,-0.322818,2.00801,3.32068,8.17812,-97.9386,0.490297,0.810813,1.99686
-0.332282,-7.47113,3.4383,0.365904,-0.332282,1.03503,2.93805,7.75495,-95.2567,0.30103,0.854508,2.25546
-0.337585,-7.41867,2.84433,0.369587,-0.337585,0.718212,2.34198,6.96335,-96.1628,0.252507,0.823385,2.44815
-0.308304,-8.42122,3.80159,0.371638,-0.308304,1.03353,2.43518,8.1692,-93.755,0.271867,0.640568,2.14889
-0.287678,-8.30061,3.86848,0.366256,-0.287678,1.19198,2.87974,8.3689,-95.358,0.308126,0.744412,2.16336
-0.334004,-8.37377,3.4387,0.374752,-0.334004,0.922115,2.19203,7.90871,-94.8155,0.268158,0.637459,2.29991
-0.329262,-8.17788,3.62317,0.37523,-0.329262,0.996125,2.6227,7.88468,-92.3181,0.274932,0.72387,2.17618
-0.326986,-8.14015,3.86137,0.370759,-0.326986,1.3247,2.84455,8.12004,-91.703,0.343064,0.736669,2.10289
-0.336721,-7.10908,3.9327,0.354283,-0.336721,1.67046,3.25672,7.76699,-94.8563,0.424763,0.828114,1.97498
-0.322753,-6.95963,3.70122,0.378956,-0.322753,2.10206,3.53436,7.81762,-93.1019,0.567937,0.95492,2.11218
-0.333115,-5.60863,4.88267,0.381269,-0.333115,1.91809,3.84145,6.91707,-96.5975,0.392836,0.786751,1.41666
-0.32306,-5.93318,4.35608,0.3693,-0.32306,1.45457,3.07695,6.62147,-94.8016,0.333917,0.706358,1.52005
-0.307285,-8.04764,4.42767,0.372084,-0.307285,1.00588,2.77387,7.7976,-92.1551,0.227181,0.626486,1.76111
-0.31973,-7.53884,4.10674,0.367567,-0.31973,0.681856,2.30475,7.33963,-93.9774,0.166033,0.561212,1.78721
-0.330602,-9.34371,5.38186,0.377847,-0.330602,0.812507,2.61041,8.73202,-94.0518,0.150971,0.485037,1.62249
-0.311084,-9.15094,4.81433,0.36173,-0.311084,0.660535,2.01868,8.14574,-94.1329,0.137202,0.419307,1.69198
-0.336397,-9.23342,6.93177,0.367589,-0.336397,1.21437,3.00118,9.07489,-94.7219,0.175189,0.43296,1.30917
-0.311113,-7.15884,3.26964,0.374912,-0.311113,0.983433,3.00426,7.38837,-93.8312,0.300777,0.918835,2.25969
-0.31167,-6.98083,2.99596,0.371509,-0.31167,1.29183,2.92025,7.2611,-93.2815,0.431189,0.974729,2.42363
-0.318059,-7.02543,7.57197,0.353894,-0.318059,1.02058,2.57996,6.9268,-94.8855,0.134783,0.340724,0.914794
-0.324627,-7.43839,7.53767,0.382518,-0.324627,2.08672,3.69208,8.48034,-93.033,0.276838,0.489817,1.12506
-0.329321,-6.21515,7.76555,0.371537,-0.329321,1.40584,3.01884,6.70615,-94.4975,0.181035,0.388747,0.863577
-0.290978,-8.45316,5.7836,0.375947,-0.290978,0.752101,2.34222,7.76994,-93.7886,0.13004,0.404977,1.34344
-0.316849,-8.20042,7.33699,0.37911,-0.316849,1.72829,3.20103,8.56029,-91.1664,0.235559,0.436287,1.16673
-0.311825,-7.18786,6.40283,0.368214,-0.311825,1.39855,3.05059,7.60923,-91.0284,0.218427,0.476444,1.18842
-0.30438,-7.64793,7.11858,0.352304,-0.30438,1.92937,3.74069,8.35569,-94.4888,0.271033,0.525483,1.17379
-0.317457,-8.02962,7.94224,0.380617,-0.317457,0.955474,2.42864,7.62403,-91.6946,0.120303,0.305788,0.959934
-0.293879,-8.33977,7.93291,0.378411,-0.293879,1.7184,3.09453,8.64151,-93.1205,0.216617,0.390087,1.08932
