b_Intercept,bs_sage_centered_1,sds_sage_centered_1,sigma,Intercept,s_sage_centered_1.1.,s_sage_centered_1.2.,lp__,zs_1_1.1.,zs_1_1.2.
-0.363597,-8.47338,4.69918,0.361633,-0.363597,6.9548,-0.518461,-118.874,1.48,-0.11033
-0.311967,-8.01424,4.59597,0.392086,-0.311967,6.66832,-0.314373,-111.28,1.45091,-0.0684018
-0.283268,-8.00399,5.82016,0.37176,-0.283268,6.44302,-0.783456,-114.369,1.10702,-0.134611
-0.284359,-7.68082,5.28726,0.385771,-0.284359,6.37639,-0.329545,-113.154,1.20599,-0.0623282
-0.310394,-7.62432,3.88027,0.370944,-0.310394,6.42372,-0.579946,-112.059,1.65548,-0.14946
-0.288655,-7.80946,4.66867,0.372906,-0.288655,6.58724,-0.371124,-112.645,1.41095,-0.0794925
-0.291369,-7.84447,4.52857,0.375304,-0.291369,6.67049,-0.282671,-112.605,1.47298,-0.0624196
-0.290694,-8.41423,3.5435,0.377824,-0.290694,6.94084,-0.736174,-111.921,1.95875,-0.207753
-0.34245,-8.85785,4.49231,0.390217,-0.34245,7.15749,-0.980597,-112.095,1.59328,-0.218283
-0.291523,-8.10939,4.99989,0.375188,-0.291523,6.75881,-0.52886,-111.434,1.35179,-0.105774
-0.306507,-8.79141,5.93997,0.39252,-0.306507,7.21732,-0.964672,-110.982,1.21504,-0.162404
-0.33139,-8.3104,3.5895,0.395573,-0.33139,7.16162,-0.459756,-113.827,1.99516,-0.128084
-0.320498,-8.61476,3.38614,0.404282,-0.320498,7.18256,-0.621681,-112.74,2.12117,-0.183596
-0.287938,-9.72638,5.29936,0.372288,-0.287938,7.71404,-1.33107,-115.148,1.45565,-0.251175
-0.2954,-9.33451,5.12452,0.39037,-0.2954,7.68722,-0.833021,-111.697,1.50009,-0.162556
-0.329461,-7.90926,3.62443,0.377871,-0.329461,6.5081,-0.677814,-111.05,1.79562,-0.187012
-0.327097,-7.92786,3.65509,0.376755,-0.327097,6.5975,-0.666402,-111.074,1.80502,-0.182322
-0.297511,-8.64881,3.70844,0.38777,-0.297511,7.06261,-0.747996,-111.037,1.90447,-0.201701
-0.325152,-8.76832,4.87404,0.383547,-0.325152,7.27153,-0.661547,-109.934,1.49189,-0.135729
-0.335814,-8.95393,5.94382,0.396894,-0.335814,7.22504,-0.783205,-112.032,1.21556,-0.131768
-0.335939,-8.96011,6.21656,0.396491,-0.335939,7.43682,-0.799643,-111.748,1.19629,-0.128631
-0.335071,-7.97389,6.99242,0.381329,-0.335071,6.69439,-0.534703,-110.809,0.957378,-0.0764689
-0.361558,-8.51177,13.785,0.391726,-0.361558,6.93522,-0.771272,-116.019,0.503099,-0.05595
-0.364786,-8.85287,13.996,0.390166,-0.364786,7.43529,-0.697049,-117.505,0.531242,-0.0498033
-0.305098,-8.64096,4.90008,0.389987,-0.305098,7.01616,-0.830763,-110.25,1.43185,-0.169541
-0.321889,-7.89276,6.40679,0.376737,-0.321889,6.70125,-0.401248,-110.556,1.04596,-0.0626285
-0.318443,-7.75843,3.94234,0.395758,-0.318443,6.51779,-0.441243,-111.028,1.65328,-0.111924
-0.303799,-9.38319,4.07791,0.37199,-0.303799,7.59698,-1.01767,-111.771,1.86296,-0.249558
-0.31948,-9.27641,4.04303,0.382671,-0.31948,7.59137,-0.957074,-110.657,1.87764,-0.236722
-0.318951,-6.65557,3.23438,0.387041,-0.318951,5.61737,-0.406141,-114.084,1.73677,-0.12557
-0.294346,-9.17549,5.62897,0.385601,-0.294346,7.37985,-1.04839,-111.545,1.31105,-0.186249
-0.326232,-8.39902,12.9518,0.380239,-0.326232,6.93918,-0.395568,-112.375,0.535771,-0.0305416
-0.30313,-8.42474,4.12029,0.38643,-0.30313,6.87977,-0.794972,-110.371,1.66973,-0.192941
-0.321617,-9.01141,7.09743,0.376696,-0.321617,7.33817,-1.00263,-110.463,1.03392,-0.141267
-0.325173,-9.08782,4.48706,0.364018,-0.325173,7.26035,-1.08703,-113.066,1.61806,-0.242259
-0.303843,-7.97047,3.18776,0.404207,-0.303843,6.55584,-0.61051,-113.069,2.05657,-0.191517
-0.329501,-8.28448,7.51435,0.364709,-0.329501,6.78678,-0.633815,-111.908,0.903176,-0.0843473
-0.321792,-9.24235,4.92246,0.398265,-0.321792,7.52591,-0.978271,-111.341,1.52889,-0.198736
-0.301292,-9.01407,4.55506,0.387509,-0.301292,7.32887,-0.884714,-110.56,1.60895,-0.194227
-0.3341,-8.4757,7.2043,0.385982,-0.3341,7.05107,-0.420533,-111.416,0.978731,-0.0583725
-0.329805,-8.54947,5.59769,0.391576,-0.329805,7.04164,-0.917799,-111.18,1.25796,-0.16396
-0.30854,-8.60142,6.09369,0.390021,-0.30854,7.10918,-0.936471,-111.129,1.16665,-0.153679
-0.336283,-7.71033,3.44191,0.391027,-0.336283,6.52071,-0.512302,-112.321,1.89451,-0.148843
-0.315649,-9.04004,3.84677,0.378621,-0.315649,7.46291,-1.05191,-112.157,1.94005,-0.273453
-0.333515,-9.15444,3.15828,0.377654,-0.333515,7.2244,-1.06344,-113.819,2.28745,-0.336717
-0.310713,-8.31091,4.44223,0.383517,-0.310713,6.8242,-0.433941,-110.986,1.53621,-0.0976855
-0.301793,-8.35449,4.6538,0.384592,-0.301793,6.94333,-0.40648,-111.048,1.49197,-0.0873437
-0.3314,-8.38027,4.40054,0.387231,-0.3314,7.01886,-0.662437,-110.675,1.595,-0.150535
-0.332629,-8.73505,4.69568,0.392153,-0.332629,7.37642,-0.860993,-113.371,1.5709,-0.183359
-0.314182,-8.23275,5.05992,0.375621,-0.314182,6.50481,-0.678662,-113.316,1.28556,-0.134125
-0.333055,-8.42281,9.20151,0.384128,-0.333055,6.788,-0.507155,-113.247,0.737705,-0.0551165
-0.329353,-7.76525,8.6203,0.384072,-0.329353,6.45235,-0.327022,-111.438,0.748507,-0.0379363
-0.327702,-9.18964,5.00727,0.390281,-0.327702,7.52884,-0.752274,-110.828,1.50358,-0.150236
-0.324477,-8.35949,4.2784,0.382504,-0.324477,6.99984,-0.668551,-110.257,1.63609,-0.156262
-0.309532,-8.09584,4.2785,0.379812,-0.309532,6.61202,-0.688551,-110.13,1.5454,-0.160933
-0.312182,-8.22796,3.56408,0.367813,-0.312182,6.80706,-0.543485,-111.344,1.90991,-0.15249
-0.317715,-7.70746,3.57633,0.364383,-0.317715,6.42569,-0.511684,-112.293,1.79673,-0.143075
-0.340203,-8.24002,5.71317,0.399759,-0.340203,6.70899,-0.58885,-112.651,1.1743,-0.103069
-0.349667,-7.85788,4.32219,0.387655,-0.349667,6.53141,-0.65144,-113.045,1.51114,-0.15072
-0.300677,-8.92224,3.18374,0.382391,-0.300677,7.21671,-0.72583,-112.218,2.26674,-0.22798
-0.297638,-9.69169,3.86736,0.390322,-0.297638,7.77188,-1.46256,-115.689,2.00961,-0.378181
-0.302688,-9.55593,3.03962,0.373069,-0.302688,7.91739,-0.806819,-114.183,2.60473,-0.265434
-0.311981,-7.01907,5.77994,0.389636,-0.311981,5.9423,-0.199038,-111.862,1.02809,-0.0344361
-0.300596,-9.03239,4.42823,0.382633,-0.300596,7.36887,-0.787969,-110.639,1.66407,-0.177942
-0.336733,-9.27828,4.4896,0.390097,-0.336733,7.67745,-0.830798,-111.868,1.71005,-0.185049
-0.338282,-9.35837,4.48389,0.39117,-0.338282,7.63117,-0.760336,-112.461,1.70191,-0.169571
-0.314843,-6.91762,6.98932,0.375677,-0.314843,6.04274,0.00834409,-113.574,0.864568,0.00119383
-0.312824,-6.89466,6.1491,0.370771,-0.312824,5.8559,-0.134366,-113.126,0.952318,-0.0218514
-0.308349,-9.1124,4.72124,0.372071,-0.308349,7.4983,-0.797959,-110.759,1.58821,-0.169015
-0.314556,-8.20228,5.36814,0.375545,-0.314556,6.80307,-0.581358,-109.708,1.2673,-0.108298
-0.308446,-8.91474,3.22672,0.371259,-0.308446,7.12201,-0.854441,-112.739,2.2072,-0.264802
-0.300069,-9.80309,2.98671,0.36568,-0.300069,7.79795,-1.02257,-116.699,2.61088,-0.342373
-0.330036,-8.16842,2.17726,0.397812,-0.330036,6.98484,-0.434023,-116.069,3.20809,-0.199344
-0.334788,-8.41817,2.31535,0.38873,-0.334788,6.87082,-0.500821,-114.764,2.9675,-0.216304
-0.342038,-8.30896,2.37691,0.379792,-0.342038,7.05204,-0.585137,-115.366,2.96689,-0.246175
-0.322933,-8.35834,2.6853,0.382681,-0.322933,6.97154,-0.641294,-111.714,2.59618,-0.238816
-0.311508,-8.45005,9.10227,0.38289,-0.311508,7.05341,-0.80483,-110.958,0.774907,-0.0884208
-0.329175,-8.45343,6.10197,0.384072,-0.329175,7.07318,-0.609518,-110.098,1.15916,-0.0998887
-0.328559,-7.91835,5.49536,0.372354,-0.328559,6.58686,-0.59,-110.701,1.19862,-0.107363
-0.324711,-7.81066,5.97378,0.373413,-0.324711,6.39422,-0.898516,-113.052,1.07038,-0.15041
-0.307286,-8.62089,4.70176,0.386437,-0.307286,7.28457,-0.312001,-112.258,1.54933,-0.0663584
-0.30207,-8.36421,4.98092,0.396789,-0.30207,6.82778,-0.497462,-112.022,1.37079,-0.0998735
-0.303197,-9.19317,6.5708,0.404526,-0.303197,7.17022,-1.19109,-115.255,1.09122,-0.18127
-0.30288,-8.99061,6.21271,0.405505,-0.30288,7.17832,-0.812265,-113.756,1.15542,-0.130742
-0.314643,-8.32942,3.39726,0.394617,-0.314643,6.56214,-0.729668,-114.148,1.9316,-0.214781
-0.324997,-8.18183,3.597,0.395896,-0.324997,6.78723,-0.610305,-111.045,1.88691,-0.16967
-0.325401,-8.18024,3.67969,0.365126,-0.325401,6.90408,-0.58825,-112.587,1.87627,-0.159864
-0.30641,-8.18505,5.43239,0.40534,-0.30641,6.63889,-0.898154,-113.109,1.22209,-0.165333
-0.311559,-8.32604,4.86744,0.405938,-0.311559,7.04922,-0.304526,-113.479,1.44824,-0.0625639
-0.317498,-8.35563,4.51324,0.367396,-0.317498,7.05566,-0.337155,-112.316,1.56332,-0.0747036
-0.323236,-8.329,4.31497,0.400158,-0.323236,6.78711,-0.908861,-112.046,1.57292,-0.21063
-0.311681,-9.15103,5.56206,0.395292,-0.311681,7.5958,-0.652784,-111.346,1.36565,-0.117364
-0.311534,-9.05934,5.47266,0.394987,-0.311534,7.21854,-0.679486,-113.702,1.31902,-0.12416
-0.319931,-8.62295,6.9552,0.400599,-0.319931,7.40339,-0.690398,-114.536,1.06444,-0.0992635
-0.320096,-8.62959,6.83527,0.400503,-0.320096,6.99117,-0.649314,-111.848,1.02281,-0.0949946
-0.317691,-8.44495,4.26828,0.367978,-0.317691,7.15541,-0.615801,-112.094,1.67642,-0.144274
-0.314226,-8.34632,5.92692,0.375996,-0.314226,6.92652,-0.760083,-110.099,1.16865,-0.128242
-0.313764,-8.03902,4.13269,0.394677,-0.313764,6.62285,-0.656805,-110.598,1.60255,-0.158929
-0.329114,-8.31689,3.24524,0.400929,-0.329114,6.86414,-0.562147,-112.417,2.11514,-0.173222
-0.308855,-9.23564,7.36194,0.395387,-0.308855,7.4455,-1.07811,-111.378,1.01135,-0.146444
-0.32639,-7.97404,5.52756,0.363623,-0.32639,6.53915,-0.534684,-112.207,1.18301,-0.0967305
-0.304145,-8.37552,3.80849,0.404329,-0.304145,6.99855,-0.633107,-112.558,1.83762,-0.166236
-0.308142,-8.9317,7.75515,0.387232,-0.308142,7.25185,-1.04077,-110.809,0.935102,-0.134204
-0.309455,-8.38145,6.13165,0.379305,-0.309455,7.0005,-0.490533,-109.986,1.1417,-0.0800002
-0.301509,-8.55345,4.15674,0.391524,-0.301509,7.03387,-0.643327,-110.677,1.69216,-0.154767
-0.300741,-8.5992,3.97101,0.391498,-0.300741,6.9354,-0.568006,-112.792,1.74651,-0.143038
-0.268546,-6.91681,6.02335,0.393178,-0.268546,5.74702,0.0438312,-121.2,0.954123,0.00727688
-0.283591,-6.93341,5.15472,0.382144,-0.283591,5.7408,-0.471337,-115.171,1.1137,-0.091438
-0.331668,-8.85567,3.18837,0.397286,-0.331668,7.09587,-1.05373,-113.258,2.22555,-0.330491
-0.329804,-8.53171,2.88392,0.380621,-0.329804,6.99646,-0.628193,-111.688,2.42603,-0.217826
-0.298817,-8.38336,5.71445,0.376901,-0.298817,6.92344,-0.779988,-110.667,1.21157,-0.136494
-0.331306,-7.98617,4.35337,0.408164,-0.331306,6.62852,-0.723932,-113.701,1.52262,-0.166292
-0.309013,-7.72266,2.88432,0.36078,-0.309013,6.41341,-0.422496,-114.147,2.22354,-0.14648
-0.332728,-8.77651,7.34738,0.408733,-0.332728,7.33363,-0.621106,-113.645,0.99813,-0.0845343
-0.330564,-8.66559,7.06678,0.399887,-0.330564,7.35412,-0.365199,-113.399,1.04066,-0.0516783
-0.304827,-8.01977,2.87053,0.383906,-0.304827,6.62503,-0.702301,-111.664,2.30795,-0.244659
-0.314485,-8.17618,2.9485,0.386889,-0.314485,6.81327,-0.42808,-111.404,2.31076,-0.145186
-0.325811,-8.77305,5.39299,0.37245,-0.325811,7.33232,-0.885059,-111.971,1.3596,-0.164113
-0.331327,-8.61121,3.37145,0.377245,-0.331327,7.13676,-0.685402,-111.1,2.11682,-0.203296
-0.329689,-8.17524,3.81264,0.383904,-0.329689,7.01403,-0.623508,-113.235,1.83968,-0.163537
-0.335059,-8.46012,3.60909,0.379296,-0.335059,6.96046,-0.632647,-111,1.92859,-0.175293
-0.297999,-9.16323,6.64904,0.383523,-0.297999,7.79733,-0.667188,-113.572,1.1727,-0.100343
-0.301548,-8.88924,5.89508,0.383495,-0.301548,7.30078,-0.787594,-110.089,1.23845,-0.133602
-0.331674,-8.46891,7.69319,0.382368,-0.331674,6.94866,-0.810062,-110.392,0.903222,-0.105296
-0.331659,-8.47076,7.62239,0.382377,-0.331659,6.7459,-0.798653,-111.88,0.885011,-0.104777
-0.329774,-8.53452,7.64035,0.383595,-0.329774,6.93631,-0.740899,-110.273,0.907852,-0.0969718
-0.345829,-8.19872,4.67035,0.376836,-0.345829,6.82154,-0.705149,-112.299,1.46061,-0.150984
-0.295164,-8.56034,4.71975,0.402667,-0.295164,6.93959,-0.84374,-112.634,1.47033,-0.178768
-0.317428,-8.17573,10.4958,0.361205,-0.317428,6.55876,-0.78727,-114.083,0.624893,-0.075008
-0.313149,-8.24849,9.56786,0.366749,-0.313149,6.61261,-0.809779,-112.675,0.691128,-0.0846353
-0.323162,-8.27897,4.43249,0.406904,-0.323162,6.79062,-0.548921,-112.676,1.53201,-0.12384
-0.322543,-7.52405,6.28029,0.385968,-0.322543,6.09698,-0.587663,-111.614,0.970812,-0.0935726
-0.329284,-7.59074,3.85733,0.395611,-0.329284,6.39344,-0.144446,-113.027,1.65748,-0.0374471
-0.305422,-7.01061,4.36247,0.381372,-0.305422,5.93655,-0.443475,-112.611,1.36082,-0.101657
-0.303567,-6.93608,4.3793,0.381503,-0.303567,5.77059,-0.450116,-112.806,1.3177,-0.102783
-0.307444,-8.41174,7.17023,0.375992,-0.307444,6.98801,-0.499913,-110.355,0.974586,-0.0697206
-0.307688,-8.37189,6.59393,0.37801,-0.307688,6.83109,-0.81105,-110.085,1.03597,-0.122999
-0.322178,-8.06986,5.01262,0.371382,-0.322178,6.5215,-0.864168,-111.694,1.30102,-0.172399
-0.315643,-7.94845,3.30851,0.358635,-0.315643,6.65783,-0.340235,-114.298,2.01234,-0.102836
-0.330815,-8.97847,5.39462,0.387181,-0.330815,7.29763,-0.951339,-110.463,1.35276,-0.17635
-0.301515,-7.98732,9.37192,0.37987,-0.301515,6.74083,-0.300254,-111.639,0.719258,-0.0320376
-0.303865,-7.97933,9.2331,0.380581,-0.303865,6.64482,-0.519358,-110.547,0.719674,-0.0562496
-0.329078,-8.54903,6.62576,0.374172,-0.329078,7.14527,-0.631074,-110.521,1.07841,-0.0952456
-0.322136,-7.36256,6.84818,0.38434,-0.322136,6.18659,-0.414412,-110.887,0.903392,-0.0605141
-0.330628,-8.15768,3.71873,0.372568,-0.330628,6.87893,-0.485404,-111.463,1.84981,-0.13053
-0.328988,-8.26554,7.48006,0.397419,-0.328988,6.74872,-0.791588,-111.356,0.902228,-0.105826
-0.322649,-7.60453,3.5589,0.393615,-0.322649,6.35846,-0.33509,-111.475,1.78664,-0.0941554
-0.299481,-9.09814,5.87109,0.374177,-0.299481,7.43627,-0.679293,-111.616,1.26659,-0.115701
-0.305253,-9.48138,6.18496,0.372577,-0.305253,7.53018,-1.18993,-112.357,1.2175,-0.192391
-0.30348,-8.11086,4.51091,0.391811,-0.30348,6.81119,-0.519846,-110.634,1.50994,-0.115242
-0.335818,-8.54829,10.1102,0.382773,-0.335818,7.18437,-0.583078,-111.508,0.710604,-0.0576721
-0.315158,-8.16965,4.24365,0.370417,-0.315158,6.78422,-0.690085,-110.711,1.59868,-0.162616
-0.333841,-8.615,3.84426,0.372117,-0.333841,7.19672,-0.603947,-111.618,1.87207,-0.157104
-0.317379,-7.60924,2.55254,0.381852,-0.317379,6.38782,-0.55269,-112.468,2.50253,-0.216526
-0.313858,-7.77851,2.70257,0.381579,-0.313858,6.48223,-0.561541,-111.636,2.39854,-0.20778
-0.319505,-9.29028,9.30734,0.382487,-0.319505,7.64735,-0.903611,-110.668,0.821646,-0.0970858
-0.337795,-7.75539,6.75119,0.386425,-0.337795,6.40149,-0.432991,-111.527,0.948202,-0.0641356
-0.289154,-8.78754,3.20786,0.382361,-0.289154,7.27592,-0.845855,-112.999,2.26815,-0.263682
-0.34275,-8.26802,10.3478,0.393439,-0.34275,6.95726,-0.586099,-112.74,0.672343,-0.0566401
-0.3272,-8.51137,6.88382,0.387729,-0.3272,6.86417,-0.61428,-111.392,0.997145,-0.0892354
-0.315163,-8.29242,3.81729,0.393322,-0.315163,7.00946,-0.490238,-111.09,1.83624,-0.128426
-0.320662,-7.76305,3.67827,0.386719,-0.320662,6.68109,-0.386061,-111.826,1.81637,-0.104957
-0.326221,-8.52517,8.24781,0.393424,-0.326221,7.19939,-0.819648,-112.829,0.872885,-0.0993777
-0.325577,-8.43935,8.52263,0.390014,-0.325577,6.9682,-0.605431,-110.266,0.817611,-0.0710381
-0.30257,-9.01917,8.13499,0.369672,-0.30257,7.27522,-0.946631,-111.592,0.894311,-0.116365
-0.303174,-8.10421,7.2537,0.384238,-0.303174,6.67944,-0.573566,-110.177,0.920833,-0.0790722
-0.314919,-7.9188,3.18335,0.374416,-0.314919,6.52968,-0.45314,-111.362,2.0512,-0.142347
-0.301508,-8.22334,5.72114,0.378309,-0.301508,6.7708,-0.693917,-110.164,1.18347,-0.12129
-0.335571,-8.74499,3.71896,0.390239,-0.335571,7.15431,-0.736976,-111.254,1.92374,-0.198167
-0.299953,-8.24849,3.54325,0.382075,-0.299953,6.66982,-0.655694,-111.522,1.8824,-0.185054
-0.29876,-7.83913,3.817,0.371442,-0.29876,6.54665,-0.492731,-111.609,1.71513,-0.129089
-0.302799,-8.56276,4.8239,0.380582,-0.302799,7.12648,-0.560808,-110.268,1.47733,-0.116256
-0.295393,-8.81063,4.82502,0.392306,-0.295393,7.41936,-0.453798,-112.663,1.53768,-0.094051
-0.319897,-9.1707,3.19131,0.368615,-0.319897,7.73646,-0.848891,-115.069,2.42422,-0.266001
-0.318671,-9.04235,3.32293,0.369392,-0.318671,7.69419,-0.850741,-116.202,2.31548,-0.256021
-0.343223,-7.58647,3.74806,0.379477,-0.343223,6.70429,-0.395968,-117.765,1.78874,-0.105646
-0.287237,-8.43466,3.06142,0.383655,-0.287237,6.63224,-0.722489,-116.624,2.16639,-0.235998
-0.296769,-7.58105,2.25829,0.395653,-0.296769,6.52666,-0.593617,-117.777,2.89009,-0.262861
-0.308915,-9.12283,4.70874,0.385092,-0.308915,7.26532,-0.890547,-111.451,1.54294,-0.189127
-0.309425,-8.49317,3.52873,0.383301,-0.309425,6.74645,-0.512646,-115.309,1.91186,-0.145278
-0.309207,-8.45898,3.64665,0.383585,-0.309207,7.36164,-0.537102,-115.205,2.01874,-0.147287
-0.314128,-7.92181,3.30338,0.382862,-0.314128,6.76754,-0.519446,-111.924,2.04867,-0.157247
-0.314248,-7.92541,3.2309,0.38304,-0.314248,6.56624,-0.507677,-110.593,2.03232,-0.157132
-0.325361,-7.7022,2.65788,0.384422,-0.325361,6.32797,-0.448516,-112.326,2.38083,-0.16875
-0.332507,-8.60946,2.51212,0.388227,-0.332507,6.92964,-0.891349,-113.341,2.75848,-0.354819
-0.316506,-8.81228,2.50952,0.388955,-0.316506,7.19062,-0.715414,-112.654,2.86533,-0.28508
-0.306554,-8.2746,3.27883,0.395382,-0.306554,6.76655,-0.632914,-111.503,2.06371,-0.193031
-0.3039,-9.30862,4.23771,0.40073,-0.3039,7.43337,-1.08456,-112.852,1.7541,-0.255931
-0.299186,-9.7811,4.88596,0.401241,-0.299186,7.83364,-0.835942,-115.361,1.6033,-0.171091
-0.336522,-9.02382,3.85786,0.376929,-0.336522,7.3053,-1.08754,-112.367,1.89361,-0.281901
-0.309389,-9.05906,3.41843,0.37975,-0.309389,7.51102,-0.673649,-111.398,2.19721,-0.197064
