b_Intercept,bs_sage_centered_1,sds_sage_centered_1,sigma,Intercept,s_sage_centered_1.1.,s_sage_centered_1.2.,lp__,zs_1_1.1.,zs_1_1.2.
-0.324183,-8.35249,6.87217,0.374827,-0.324183,6.97849,-0.439634,-110.601,1.01547,-0.063973
-0.329372,-8.27923,5.87454,0.373947,-0.329372,7.03044,-0.187801,-113.21,1.19676,-0.0319685
-0.277911,-8.79415,4.77886,0.404051,-0.277911,7.32677,-0.391206,-116.966,1.53316,-0.0818618
-0.272079,-8.79927,5.19557,0.406712,-0.272079,7.37979,-0.652062,-117.038,1.4204,-0.125504
-0.301984,-8.67548,3.98881,0.377785,-0.301984,7.03501,-0.790407,-110.695,1.76368,-0.198156
-0.301792,-8.90179,4.37895,0.37246,-0.301792,7.23622,-1.01218,-111.558,1.6525,-0.231147
-0.294365,-8.48505,3.44706,0.390768,-0.294365,6.82941,-0.766253,-112.359,1.98123,-0.222292
-0.292873,-8.38219,3.28485,0.393651,-0.292873,6.78741,-0.723697,-112.631,2.06628,-0.220314
-0.332805,-8.98302,3.54753,0.373425,-0.332805,7.18975,-0.965336,-112.294,2.02669,-0.272115
-0.309247,-8.3256,5.0931,0.380445,-0.309247,6.95558,-0.480198,-109.961,1.36569,-0.0942841
-0.313945,-9.44057,8.69431,0.377751,-0.313945,7.67617,-0.95415,-110.737,0.882896,-0.109744
-0.32324,-8.71616,12.2633,0.390952,-0.32324,7.11006,-0.701571,-111.133,0.579785,-0.0572092
-0.316501,-8.97746,3.19964,0.369447,-0.316501,7.32301,-0.846243,-111.786,2.2887,-0.264481
-0.329235,-8.75602,3.14723,0.359733,-0.329235,7.24842,-0.598677,-114.457,2.30311,-0.190223
-0.331262,-7.2157,4.02347,0.408561,-0.331262,6.07288,-0.332128,-114.398,1.50936,-0.0825475
-0.305375,-8.65275,3.55392,0.360793,-0.305375,7.31446,-0.591973,-114.366,2.05814,-0.166569
-0.303236,-8.96524,3.48185,0.363621,-0.303236,7.49828,-0.72097,-113.759,2.15353,-0.207065
-0.303526,-8.96415,3.42601,0.364069,-0.303526,7.20043,-0.730568,-114.432,2.10169,-0.213241
-0.30623,-7.88468,4.29049,0.377199,-0.30623,6.29743,-0.605693,-112.659,1.46776,-0.141171
-0.305787,-7.94037,4.13596,0.378844,-0.305787,6.42095,-0.530917,-111.662,1.55247,-0.128366
-0.32388,-8.5719,7.15219,0.392379,-0.32388,6.94573,-0.715065,-110.581,0.971133,-0.0999784
-0.316503,-7.66634,5.13328,0.38253,-0.316503,6.30764,-0.197776,-112.909,1.22877,-0.0385282
-0.317803,-8.95145,4.17597,0.384526,-0.317803,7.41019,-1.08118,-112.624,1.77448,-0.258905
-0.323804,-7.87122,2.55182,0.383431,-0.323804,6.57996,-0.573563,-112.122,2.57854,-0.224766
-0.307621,-8.83849,6.76421,0.381222,-0.307621,7.22955,-0.630415,-110.435,1.0688,-0.0931987
-0.319593,-7.73024,9.59753,0.372826,-0.319593,6.49509,-0.591253,-111.696,0.676746,-0.0616047
-0.315534,-8.07183,10.3788,0.368152,-0.315534,6.65956,-0.471216,-111.802,0.641647,-0.0454015
-0.298061,-7.58982,12.4115,0.42474,-0.298061,6.24388,-0.711987,-120.102,0.503072,-0.057365
-0.293754,-8.77257,4.56215,0.367361,-0.293754,7.18554,-0.623127,-112.788,1.57503,-0.136586
-0.329796,-7.86811,4.71491,0.380014,-0.329796,6.24518,-0.869793,-113.108,1.32456,-0.184477
-0.296563,-7.83097,2.40997,0.378829,-0.296563,6.55649,-0.243642,-114.564,2.72057,-0.101098
-0.297861,-7.80257,2.44575,0.378621,-0.297861,6.66456,-0.248809,-114.266,2.72496,-0.101731
-0.325032,-9.46114,10.425,0.383029,-0.325032,7.52796,-1.32305,-113.031,0.722108,-0.126911
-0.327426,-9.388,9.47261,0.382348,-0.327426,7.59579,-0.900663,-111.145,0.801868,-0.0950808
-0.351831,-8.76089,6.3635,0.375909,-0.351831,7.17234,-0.706123,-113.028,1.12711,-0.110965
-0.281265,-7.90203,5.12557,0.382026,-0.281265,6.37767,-0.871633,-114.58,1.24428,-0.170056
-0.281509,-7.89612,5.02484,0.38247,-0.281509,6.20815,-0.859923,-116.379,1.23549,-0.171134
-0.34805,-7.318,2.85914,0.386853,-0.34805,6.2563,-0.511943,-115.984,2.18817,-0.179055
-0.342817,-7.97779,2.86877,0.384376,-0.342817,6.73281,-0.311238,-113.601,2.34693,-0.108492
-0.310474,-8.5008,4.03963,0.408461,-0.310474,6.86714,-1.01037,-114.026,1.69994,-0.250114
-0.306177,-8.18669,7.02048,0.367509,-0.306177,6.66026,-0.827733,-111.833,0.948689,-0.117903
-0.326388,-7.85461,6.91866,0.381664,-0.326388,6.51653,-0.738072,-111.133,0.941877,-0.106678
-0.309019,-9.06304,3.98884,0.384468,-0.309019,7.54016,-0.701948,-110.881,1.89031,-0.175978
-0.331979,-8.17336,3.16737,0.395819,-0.331979,7.00552,-0.399106,-113.475,2.21178,-0.126006
-0.324094,-8.68986,3.47441,0.391163,-0.324094,7.1663,-0.318051,-114.331,2.0626,-0.0915412
-0.322517,-7.02692,2.12876,0.392412,-0.322517,5.64497,-0.570645,-116.803,2.65177,-0.268065
-0.315631,-9.49534,2.82009,0.3703,-0.315631,7.83024,-0.972334,-114.178,2.77659,-0.344788
-0.317415,-7.78721,4.78717,0.396312,-0.317415,6.55363,-0.162578,-112.472,1.369,-0.0339612
-0.324734,-8.77,4.26557,0.36814,-0.324734,7.08091,-1.1727,-113.698,1.66001,-0.274922
-0.321529,-7.5455,3.31187,0.383553,-0.321529,6.31366,-0.21616,-111.971,1.90637,-0.0652682
-0.310272,-6.56179,3.84372,0.381358,-0.310272,5.62656,-0.014597,-113.688,1.46383,-0.00379763
-0.327312,-9.80995,6.15956,0.391029,-0.327312,7.74057,-1.08898,-113.342,1.25667,-0.176795
-0.322177,-10.2767,4.78018,0.392247,-0.322177,8.49307,-1.2335,-115.512,1.77673,-0.258045
-0.303366,-6.54471,3.24043,0.379997,-0.303366,5.9049,0.106034,-117.045,1.82226,0.0327223
-0.303912,-6.55987,3.1264,0.380468,-0.303912,5.68236,0.0988674,-115.092,1.81754,0.0316234
-0.296395,-6.18463,2.65435,0.379866,-0.296395,5.49367,0.0943619,-117.643,2.06969,0.0355499
-0.312221,-6.52286,3.39196,0.397617,-0.312221,5.89039,0.143219,-117.077,1.73658,0.0422232
-0.322761,-7.44418,5.34422,0.391264,-0.322761,5.98562,-0.634376,-112.626,1.12002,-0.118703
-0.29506,-8.79934,5.08567,0.362335,-0.29506,7.13609,-0.595849,-114.732,1.40318,-0.117162
-0.339834,-8.16054,4.10289,0.408326,-0.339834,6.68108,-0.792466,-114.317,1.62838,-0.193148
-0.32127,-8.87069,5.17171,0.398471,-0.32127,7.34366,-0.895245,-111.47,1.41997,-0.173104
-0.313582,-9.38184,5.72367,0.387079,-0.313582,7.5838,-1.02789,-110.432,1.32499,-0.179586
-0.311178,-9.88451,5.48013,0.387145,-0.311178,7.97139,-0.902925,-112.48,1.4546,-0.164764
-0.31405,-8.25856,3.61422,0.38811,-0.31405,6.71745,-0.874702,-111.011,1.85862,-0.242017
-0.297549,-8.44874,4.2071,0.378829,-0.297549,6.96041,-0.565924,-110.887,1.65444,-0.134516
-0.297655,-8.43846,4.25838,0.378789,-0.297655,7.09151,-0.57257,-111.075,1.66531,-0.134457
-0.326808,-7.26641,5.36914,0.368465,-0.326808,6.05132,-0.345184,-112.468,1.12706,-0.0642904
-0.324801,-7.47764,5.88379,0.3639,-0.324801,6.32007,-0.0388171,-115.244,1.07415,-0.0065973
-0.328828,-7.85229,2.25288,0.39405,-0.328828,6.38299,-0.766255,-114.522,2.83326,-0.340123
-0.33102,-9.52893,4.86252,0.376333,-0.33102,7.8377,-0.761063,-112.129,1.61186,-0.156516
-0.313974,-6.83511,4.1901,0.394017,-0.313974,5.78761,-0.225446,-112.649,1.38126,-0.0538045
-0.313709,-9.04014,5.92214,0.377885,-0.313709,7.3369,-1.01379,-110.259,1.23889,-0.171187
-0.31746,-8.04293,3.27744,0.382845,-0.31746,6.6934,-0.455396,-110.616,2.04227,-0.138949
-0.31325,-7.89589,3.36427,0.373958,-0.31325,6.59918,-0.361872,-111.302,1.96155,-0.107563
-0.310198,-9.82444,3.87261,0.375121,-0.310198,8.08221,-0.748,-113.911,2.08702,-0.193151
-0.30576,-9.3257,3.99067,0.37573,-0.30576,7.64793,-0.965161,-111.399,1.91646,-0.241854
-0.30081,-8.12457,4.54418,0.367637,-0.30081,6.69349,-0.588938,-111.467,1.47298,-0.129603
-0.324833,-9.30571,6.06209,0.377394,-0.324833,7.46642,-1.16932,-111.335,1.23166,-0.19289
-0.295778,-8.16874,5.01651,0.381938,-0.295778,6.87174,-0.396932,-111.162,1.36982,-0.0791251
-0.335208,-8.79509,5.24565,0.38975,-0.335208,7.11552,-0.848257,-110.857,1.35646,-0.161707
-0.303982,-8.77252,6.55183,0.373772,-0.303982,7.19414,-1.03059,-111.843,1.09804,-0.157298
-0.305845,-8.73756,6.20706,0.372897,-0.305845,6.93971,-0.804758,-112.391,1.11804,-0.129652
-0.296283,-7.98765,3.97633,0.409889,-0.296283,6.68297,-0.53409,-114.105,1.68069,-0.134317
-0.319517,-7.97108,5.90187,0.399771,-0.319517,6.784,-0.582219,-112.309,1.14947,-0.09865
-0.322956,-7.82628,4.52771,0.393248,-0.322956,6.37558,-0.444844,-111.693,1.40812,-0.0982492
-0.322146,-7.22934,3.15755,0.390528,-0.322146,6.24932,-0.303981,-113.014,1.97917,-0.0962714
-0.327173,-7.20203,2.94863,0.383475,-0.327173,5.95844,-0.316733,-112.785,2.02075,-0.107417
-0.310787,-9.64074,7.2144,0.388825,-0.310787,7.87609,-1.19167,-112.181,1.09172,-0.16518
-0.320493,-7.11403,4.16403,0.377404,-0.320493,6.09485,-0.207288,-111.851,1.46369,-0.0497807
-0.323667,-8.43805,3.29765,0.399495,-0.323667,6.98665,-0.717155,-111.885,2.11868,-0.217475
-0.31862,-8.58393,10.4431,0.389746,-0.31862,6.84768,-0.866933,-111.638,0.655715,-0.0830152
-0.32467,-8.48084,8.02978,0.385666,-0.32467,7.07734,-0.697196,-110.196,0.881387,-0.0868263
-0.297003,-7.82075,3.36252,0.370957,-0.297003,6.41185,-0.497729,-112.654,1.90686,-0.148022
-0.311105,-8.65406,5.23419,0.390236,-0.311105,7.09635,-0.81991,-109.886,1.35577,-0.156645
-0.297457,-8.74015,5.21254,0.378338,-0.297457,7.21285,-0.801835,-110.61,1.38375,-0.153828
-0.332284,-8.60762,3.52275,0.38984,-0.332284,6.97599,-0.690118,-111.564,1.98027,-0.195903
-0.331044,-8.594,3.43175,0.391861,-0.331044,7.21568,-0.546305,-111.819,2.10263,-0.159192
-0.304111,-8.63045,4.07305,0.384914,-0.304111,7.08862,-1.00723,-111.783,1.74037,-0.247292
-0.328062,-9.00737,3.9865,0.376791,-0.328062,7.46179,-0.808978,-110.962,1.87176,-0.202929
-0.327727,-9.01692,3.94575,0.376943,-0.327727,7.32274,-0.800094,-110.86,1.85586,-0.202774
-0.299443,-7.8792,5.973,0.388388,-0.299443,6.4475,-0.643011,-110.926,1.07944,-0.107653
-0.328973,-8.99876,11.2912,0.368799,-0.328973,7.27313,-0.990386,-112.258,0.644141,-0.087713
-0.292295,-7.42302,6.75437,0.398374,-0.292295,6.18393,-0.445299,-113.044,0.915544,-0.0659275
-0.32016,-7.30793,3.69555,0.384753,-0.32016,6.19299,-0.0456318,-112.863,1.6758,-0.0123478
-0.312209,-7.4544,3.67465,0.383952,-0.312209,6.00236,-0.548238,-112.558,1.63345,-0.149194
-0.307081,-7.22049,3.61046,0.374571,-0.307081,5.91598,-0.396202,-112.829,1.63857,-0.109737
-0.323126,-8.81128,2.91864,0.392743,-0.323126,7.37665,-0.603223,-112.523,2.52743,-0.20668
-0.310996,-7.90785,3.8456,0.37487,-0.310996,6.37369,-0.817896,-111.941,1.6574,-0.212684
-0.315648,-8.04104,4.95888,0.374765,-0.315648,6.52315,-1.09951,-114.544,1.31545,-0.221726
-0.314279,-8.88466,3.77228,0.376896,-0.314279,7.22199,-0.71602,-110.791,1.91449,-0.189811
-0.332418,-7.79166,4.59468,0.375383,-0.332418,6.53854,-0.580885,-111.276,1.42307,-0.126426
-0.295689,-8.51976,7.80696,0.383903,-0.295689,6.9037,-0.91746,-111.352,0.884301,-0.117518
-0.281592,-8.86334,5.87161,0.394715,-0.281592,7.14729,-0.792314,-113.589,1.21726,-0.13494
-0.295158,-8.87124,8.53441,0.388295,-0.295158,7.17017,-0.560895,-113.61,0.840148,-0.0657216
-0.325798,-7.55912,2.79179,0.37521,-0.325798,6.24915,-0.323448,-112.901,2.23841,-0.115857
-0.316948,-8.8564,4.26934,0.394247,-0.316948,7.10135,-0.818173,-111.324,1.66334,-0.191639
-0.315205,-8.27045,5.31373,0.384913,-0.315205,6.88637,-0.900345,-111.712,1.29596,-0.169437
-0.314047,-8.51625,6.29846,0.386469,-0.314047,7.16597,-0.83786,-111.7,1.13773,-0.133026
-0.309983,-8.87922,1.9936,0.383368,-0.309983,7.26949,-0.830781,-114.987,3.64641,-0.416724
-0.341301,-8.27193,4.86852,0.38261,-0.341301,6.88623,-0.639623,-111.11,1.41444,-0.131379
-0.316516,-7.9799,3.40042,0.387466,-0.316516,6.71277,-0.567669,-110.844,1.9741,-0.166941
-0.316694,-9.41516,6.27842,0.38425,-0.316694,7.62696,-0.835847,-110.772,1.21479,-0.13313
-0.320561,-7.89993,3.6122,0.373388,-0.320561,6.45959,-0.722713,-111.288,1.78827,-0.200075
-0.318995,-8.3301,1.98447,0.385412,-0.318995,7.01577,-0.436906,-115.101,3.53534,-0.220162
-0.311173,-7.62853,1.78888,0.383737,-0.311173,6.46918,-0.310507,-115.87,3.61634,-0.173576
-0.311071,-7.67037,1.8481,0.384506,-0.311071,6.4208,-0.314739,-115.373,3.47426,-0.170304
-0.308764,-7.80513,2.04062,0.393012,-0.308764,6.44462,-0.360987,-115.057,3.15816,-0.1769
-0.314942,-9.79,5.10323,0.369396,-0.314942,7.98971,-0.970624,-112.35,1.56562,-0.190198
-0.304789,-8.46169,2.79752,0.385294,-0.304789,7.00931,-0.654579,-111.564,2.50555,-0.233985
-0.337058,-8.854,3.90953,0.376805,-0.337058,7.20803,-0.956391,-111.656,1.84371,-0.244631
-0.290593,-8.78144,9.57184,0.377084,-0.290593,7.1981,-0.626836,-112.322,0.752008,-0.0654875
-0.298439,-9.61202,11.2801,0.380819,-0.298439,7.65253,-1.31123,-113.63,0.678411,-0.116243
-0.298328,-6.91275,4.04338,0.367785,-0.298328,5.76302,-0.432206,-114.713,1.4253,-0.106892
-0.299847,-7.71393,4.37581,0.368498,-0.299847,6.47608,-0.298635,-112.395,1.47997,-0.0682469
-0.324987,-9.29945,5.58693,0.360267,-0.324987,7.46754,-1.14178,-113.851,1.33661,-0.204367
-0.317787,-8.08564,7.27546,0.373874,-0.317787,6.45107,-0.873452,-112.158,0.88669,-0.120055
-0.318631,-8.09846,8.04835,0.373011,-0.318631,6.49994,-0.873884,-111.966,0.807612,-0.108579
-0.321406,-8.06303,7.45946,0.375153,-0.321406,6.81546,-0.656739,-111.417,0.913667,-0.0880411
-0.309998,-8.23599,7.33638,0.375292,-0.309998,7.08816,-0.464914,-112.301,0.966166,-0.0633711
-0.303937,-8.70987,5.53231,0.384026,-0.303937,7.25583,-0.761794,-110.311,1.31154,-0.137699
-0.308331,-8.55121,8.81928,0.393498,-0.308331,7.18449,-0.624456,-111.053,0.814635,-0.0708059
-0.308088,-8.54668,8.71119,0.393476,-0.308088,6.78376,-0.635089,-113.911,0.778741,-0.072905
-0.308695,-8.22368,11.1202,0.378156,-0.308695,7.11568,-0.6075,-114.78,0.639885,-0.0546301
-0.308992,-7.90163,11.198,0.369088,-0.308992,6.48164,-0.790557,-112.841,0.578822,-0.0705982
-0.324973,-8.5824,2.92403,0.398151,-0.324973,6.91495,-0.797283,-112.775,2.36487,-0.272666
-0.307302,-8.43351,6.89387,0.369507,-0.307302,6.97937,-0.700063,-110.607,1.0124,-0.101549
-0.30707,-7.70337,3.92653,0.362401,-0.30707,6.36186,-0.415614,-113.15,1.62022,-0.105848
-0.306594,-7.96848,3.81582,0.361198,-0.306594,6.84471,-0.224127,-114.849,1.79377,-0.0587363
-0.309754,-5.8732,3.21554,0.40672,-0.309754,5.08042,-0.0275945,-118.506,1.57996,-0.00858161
-0.299646,-8.05276,4.52745,0.39901,-0.299646,6.85855,-0.219801,-113.196,1.51488,-0.0485486
-0.302237,-7.84093,4.39327,0.401477,-0.302237,6.59469,-0.242904,-112.962,1.50109,-0.0552899
-0.302151,-7.95326,4.48867,0.400601,-0.302151,6.82115,-0.252242,-113.115,1.51964,-0.0561953
-0.333205,-9.33079,3.33086,0.365892,-0.333205,7.66695,-0.911602,-113.772,2.30179,-0.273684
-0.332063,-9.50748,3.3728,0.369655,-0.332063,7.68433,-0.949359,-113.348,2.27833,-0.281475
-0.303296,-7.221,5.77393,0.382172,-0.303296,6.11329,-0.259401,-111.485,1.05877,-0.0449263
-0.307257,-8.32427,9.44631,0.382291,-0.307257,7.03892,-0.602428,-111.047,0.74515,-0.0637739
-0.3216,-8.61405,10.1222,0.395547,-0.3216,7.29321,-0.683081,-112.353,0.720516,-0.0674834
-0.322954,-8.41357,9.38065,0.381454,-0.322954,7.01719,-0.656011,-110.196,0.748049,-0.0699323
-0.31281,-7.43835,13.6186,0.374016,-0.31281,6.16293,-0.268385,-113.343,0.452538,-0.0197073
-0.320402,-8.04824,2.2384,0.367621,-0.320402,6.59638,-0.65712,-114.086,2.94692,-0.293567
-0.314764,-9.29498,4.74654,0.390612,-0.314764,7.6914,-1.0137,-111.701,1.62042,-0.213565
-0.318293,-8.70715,5.05183,0.395679,-0.318293,6.98522,-0.781772,-111.263,1.38271,-0.15475
-0.316966,-8.59125,5.0741,0.391835,-0.316966,7.17734,-0.999859,-113.166,1.4145,-0.197051
-0.315458,-8.52038,4.29039,0.392391,-0.315458,6.78993,-0.666732,-112.482,1.58259,-0.155401
-0.308991,-8.7004,5.54422,0.379287,-0.308991,7.29234,-0.700086,-110.334,1.3153,-0.126273
-0.29738,-8.20865,4.61473,0.385233,-0.29738,6.58339,-0.684616,-111.875,1.4266,-0.148355
-0.326025,-8.10485,3.79809,0.371328,-0.326025,6.57085,-0.665235,-111.463,1.73004,-0.17515
-0.311277,-9.31663,5.36345,0.364845,-0.311277,7.71085,-0.901158,-112.486,1.43767,-0.168018
-0.294328,-8.82161,5.19039,0.362675,-0.294328,7.18752,-0.732735,-113.222,1.38477,-0.141171
-0.311551,-7.54637,4.58367,0.383719,-0.311551,6.26734,-0.463762,-110.411,1.36732,-0.101177
-0.321257,-9.20509,3.60479,0.394033,-0.321257,7.53952,-0.884232,-111.427,2.09153,-0.245294
-0.313857,-7.61759,4.71536,0.377359,-0.313857,6.61558,-0.152827,-112.315,1.40299,-0.0324105
-0.313467,-7.49673,4.63311,0.376612,-0.313467,6.15942,-0.233159,-112.842,1.32943,-0.0503246
-0.320033,-9.07482,2.96287,0.386637,-0.320033,7.31779,-1.222,-113.626,2.46983,-0.412437
-0.345132,-8.21023,3.17456,0.390132,-0.345132,6.8252,-0.408475,-113.414,2.14997,-0.128672
-0.347735,-8.39119,3.3315,0.391128,-0.347735,6.99205,-0.407603,-113.931,2.09877,-0.122348
-0.348206,-8.38547,3.36934,0.390813,-0.348206,7.08152,-0.419927,-113.947,2.10175,-0.124632
-0.31998,-8.26186,3.21275,0.395204,-0.31998,6.6945,-0.922737,-112.346,2.08373,-0.287211
-0.3418,-8.40162,3.33408,0.394071,-0.3418,7.01827,-0.46273,-112.984,2.10501,-0.138788
-0.295421,-7.75023,11.1285,0.373265,-0.295421,6.47445,-0.808208,-115.084,0.581788,-0.0726248
-0.304234,-7.64254,6.94442,0.358541,-0.304234,6.28125,-0.624016,-114.393,0.904503,-0.0898585
-0.301327,-7.37378,10.056,0.376424,-0.301327,6.29793,-0.36054,-112.583,0.626284,-0.0358531
-0.349799,-9.45066,3.18433,0.396458,-0.349799,7.73684,-1.09413,-115.968,2.42966,-0.343598
-0.309347,-8.41819,2.75868,0.377186,-0.309347,7.0861,-0.543095,-112.16,2.56865,-0.196868
-0.315927,-9.2478,4.00304,0.389018,-0.315927,7.49815,-0.842913,-110.899,1.87311,-0.210568
-0.319928,-9.40575,3.47102,0.392011,-0.319928,7.68406,-0.762389,-112.291,2.21377,-0.219644
-0.320137,-9.39716,3.52111,0.392016,-0.320137,7.84083,-0.777634,-112.689,2.22681,-0.220849
-0.322925,-9.58103,3.69621,0.391649,-0.322925,8.02637,-0.915504,-113.915,2.17151,-0.247687
-0.325422,-9.81448,3.6686,0.391144,-0.325422,8.40512,-0.88039,-119.215,2.2911,-0.23998
-0.325582,-9.82649,3.58185,0.390637,-0.325582,8.04796,-0.865844,-113.276,2.24687,-0.241731
-0.319749,-8.31453,3.32074,0.396192,-0.319749,6.69019,-1.01119,-112.993,2.01467,-0.304508
-0.320717,-8.36027,3.37278,0.394759,-0.320717,6.73152,-1.02564,-112.81,1.99584,-0.304093
-0.327706,-8.62391,2.29228,0.376576,-0.327706,7.3428,-0.454453,-115.53,3.20327,-0.198254
-0.327239,-7.09136,3.77872,0.391509,-0.327239,5.75453,-0.544959,-113.598,1.52288,-0.144218
-0.322823,-7.87924,3.78837,0.393306,-0.322823,6.71881,-0.425052,-111.528,1.77354,-0.112199
-0.34156,-8.97089,4.30558,0.379591,-0.34156,7.47431,-0.766581,-112.103,1.73596,-0.178044
-0.295768,-8.63489,5.09764,0.394065,-0.295768,7.05751,-0.534606,-112.236,1.38447,-0.104873
-0.299589,-9.63824,5.15774,0.390978,-0.299589,7.86305,-1.23593,-113.26,1.52451,-0.239626
-0.300098,-9.48997,5.12049,0.393958,-0.300098,7.45473,-1.27876,-113.661,1.45586,-0.249734
-0.319556,-7.36441,3.00245,0.37977,-0.319556,6.08752,-0.255191,-112.803,2.02751,-0.084994
-0.316355,-8.11799,3.50783,0.366881,-0.316355,6.91471,0.0148625,-117.437,1.97122,0.00423695
-0.310234,-7.85135,3.64032,0.380679,-0.310234,6.60897,-0.488229,-110.554,1.81549,-0.134117
-0.31985,-8.56094,7.74522,0.385753,-0.31985,6.93027,-0.804922,-110.041,0.89478,-0.103925
-0.320286,-8.77748,7.05131,0.391302,-0.320286,7.21543,-0.728438,-109.976,1.02327,-0.103305
-0.322643,-9.01254,4.61822,0.388404,-0.322643,7.36862,-0.894402,-110.147,1.59555,-0.193668
-0.29816,-10.2655,3.98895,0.399239,-0.29816,8.21865,-1.27827,-115.243,2.06036,-0.320452
-0.320047,-8.41601,2.96031,0.382691,-0.320047,6.90095,-0.828617,-111.227,2.33116,-0.279909
-0.323149,-8.39357,3.33506,0.380713,-0.323149,6.76449,-1.04946,-112.54,2.0283,-0.314677
-0.326649,-8.86261,2.66073,0.372489,-0.326649,7.113,-0.876714,-113.264,2.67332,-0.329501
-0.304075,-8.6532,4.17458,0.379574,-0.304075,7.21216,-0.605237,-110.462,1.72764,-0.144981
-0.30813,-9.03916,3.66299,0.390579,-0.30813,7.24695,-1.04339,-111.541,1.97843,-0.284848
-0.335328,-8.03582,3.65255,0.382045,-0.335328,7.0301,-0.379721,-115.102,1.92471,-0.10396
-0.335308,-8.03247,3.67498,0.38225,-0.335308,7.12674,-0.377647,-118.018,1.93926,-0.102762
-0.331703,-8.23561,3.68155,0.384082,-0.331703,6.86973,-0.346706,-111.766,1.86599,-0.0941739
-0.317713,-8.74773,3.62632,0.381455,-0.317713,7.32473,-0.364792,-112.523,2.01988,-0.100596
-0.313805,-8.3329,3.69551,0.382908,-0.313805,6.87917,-0.363935,-111.768,1.86149,-0.0984801
-0.320766,-8.32437,3.5763,0.377871,-0.320766,7.145,-0.430311,-112.354,1.99787,-0.120323
-0.322002,-8.44744,4.37056,0.378987,-0.322002,6.97036,-0.510117,-110.311,1.59484,-0.116717
-0.324029,-8.40109,5.00987,0.36973,-0.324029,6.92041,-0.593314,-110.564,1.38135,-0.118429
-0.33874,-7.1068,5.67915,0.372415,-0.33874,5.94776,-0.507742,-113.917,1.0473,-0.0894045
-0.319567,-8.02881,2.72335,0.415903,-0.319567,6.86322,-0.30992,-117.283,2.52014,-0.113801
-0.335142,-7.64319,2.88952,0.410362,-0.335142,6.63775,-0.168125,-117.175,2.29718,-0.0581843
-0.337273,-7.62979,3.17524,0.41292,-0.337273,6.66005,-0.120018,-118.007,2.09749,-0.037798
-0.337468,-7.76857,5.45126,0.392401,-0.337468,6.58209,-0.511524,-111.927,1.20744,-0.0938358
-0.316751,-8.04596,2.77743,0.365804,-0.316751,6.74721,-0.479057,-112.875,2.4293,-0.172482
-0.320073,-7.80474,3.09364,0.372394,-0.320073,6.42093,-0.547422,-111.566,2.07553,-0.176951
-0.34364,-8.31573,4.06372,0.372871,-0.34364,6.84866,-0.58624,-112.218,1.68532,-0.144262
-0.302902,-7.35952,3.85792,0.395559,-0.302902,5.93,-0.672019,-113.786,1.5371,-0.174192
-0.315385,-8.07498,5.89376,0.370446,-0.315385,6.61093,-0.871293,-111.758,1.12168,-0.147833
-0.328047,-7.79287,2.08381,0.401721,-0.328047,6.5775,-0.48855,-115.794,3.15648,-0.23445
-0.298439,-8.61809,4.0404,0.370146,-0.298439,7.03517,-0.95582,-112.289,1.74121,-0.236566
-0.336166,-9.21048,3.454,0.382701,-0.336166,7.60298,-0.774696,-112.165,2.20121,-0.224289
-0.325437,-9.30453,1.98928,0.396309,-0.325437,7.58872,-1.01878,-117.274,3.81481,-0.512137
-0.303354,-9.28618,2.31083,0.380914,-0.303354,7.44863,-1.16244,-115.236,3.22336,-0.503038
-0.333969,-9.45279,4.10065,0.370024,-0.333969,7.55338,-1.1311,-113.09,1.842,-0.275835
-0.340887,-8.44642,3.43348,0.359611,-0.340887,7.01792,-0.608998,-114.789,2.04397,-0.177371
-0.324789,-8.8427,4.79616,0.397736,-0.324789,7.13369,-0.957451,-111.286,1.48737,-0.199629
-0.324804,-7.61702,5.41445,0.383456,-0.324804,6.39358,-0.353639,-110.412,1.18084,-0.065314
-0.299418,-8.63791,4.37415,0.374772,-0.299418,7.12709,-0.74661,-110.687,1.62937,-0.170687
-0.296715,-8.26604,5.01507,0.374683,-0.296715,6.88441,-0.703976,-111.149,1.37274,-0.140372
-0.297234,-8.22795,5.03789,0.374548,-0.297234,6.69764,-0.693877,-111.063,1.32945,-0.137732
-0.306014,-7.65757,4.31379,0.390377,-0.306014,6.39606,-0.276325,-111.393,1.4827,-0.0640563
-0.325702,-8.33933,3.43858,0.390738,-0.325702,7.1326,-0.419136,-112.414,2.07429,-0.121892
-0.307488,-8.96891,4.22896,0.37847,-0.307488,7.27303,-0.757066,-110.683,1.71982,-0.179019
-0.32158,-8.45811,3.63089,0.383479,-0.32158,7.00484,-0.408261,-111.45,1.92923,-0.112441
-0.345477,-8.15329,3.33989,0.397638,-0.345477,6.45366,-0.748331,-115.69,1.9323,-0.224059
-0.327816,-8.5899,3.22711,0.392267,-0.327816,7.34309,-0.627331,-113.822,2.27544,-0.194394
-0.304378,-8.49439,2.9707,0.375531,-0.304378,7.08707,-0.768513,-112.249,2.38566,-0.258698
-0.317244,-8.62491,2.49112,0.369458,-0.317244,7.09096,-0.699788,-112.985,2.8465,-0.280913
-0.321959,-8.47564,2.53049,0.372494,-0.321959,6.92627,-0.759214,-112.503,2.73713,-0.300027
-0.320225,-8.62315,5.25728,0.387929,-0.320225,7.01908,-0.590665,-110.588,1.33512,-0.112352
-0.311272,-8.69041,6.20969,0.384163,-0.311272,7.21542,-0.918927,-110.911,1.16196,-0.147983
