b_Intercept,bs_sage_centered_1,sds_sage_centered_1,sigma,Intercept,s_sage_centered_1.1.,s_sage_centered_1.2.,s_sage_centered_1.3.,lp__,zs_1_1.1.,zs_1_1.2.,zs_1_1.3.
-0.310075,-8.18708,5.08998,0.37594,-0.310075,2.63097,3.90703,9.05157,-94.4568,0.516891,0.767592,1.77831
-0.323865,-8.06055,3.77022,0.361575,-0.323865,1.70048,3.10027,8.408,-93.0621,0.45103,0.822306,2.23011
-0.332037,-7.62999,4.39402,0.365921,-0.332037,2.42856,3.55014,8.59956,-95.2307,0.552696,0.807947,1.9571
-0.305391,-7.51116,2.96267,0.385999,-0.305391,1.56185,2.8729,7.91927,-96.5512,0.527177,0.969699,2.67302
-0.329145,-7.04928,2.65982,0.361213,-0.329145,1.55805,3.0165,7.63821,-97.1152,0.585774,1.1341,2.8717
-0.30625,-8.10288,6.1011,0.381225,-0.30625,1.39067,2.68561,8.24614,-94.4571,0.227938,0.440185,1.35158
-0.308135,-8.16274,4.12443,0.368786,-0.308135,1.55937,2.90821,8.25534,-91.8624,0.378083,0.705118,2.00157
-0.318161,-8.36386,4.09148,0.371004,-0.318161,1.52978,3.30391,8.68396,-92.4927,0.373896,0.80751,2.12245
-0.313923,-8.18674,3.69528,0.369926,-0.313923,1.59339,2.90583,8.24711,-92.3768,0.431195,0.786362,2.2318
-0.319591,-7.12311,4.64614,0.369156,-0.319591,2.20538,3.43561,7.88411,-93.1159,0.47467,0.739454,1.69692
-0.333022,-7.55782,4.272,0.353078,-0.333022,1.03879,2.96507,7.59054,-95.0561,0.243162,0.694069,1.77681
-0.317623,-8.28908,4.1603,0.367045,-0.317623,1.9419,3.3921,8.7657,-92.2685,0.466768,0.815351,2.10699
-0.319623,-7.42391,4.23452,0.374439,-0.319623,1.65399,3.25823,7.96719,-91.1956,0.390596,0.769444,1.88148
-0.304238,-8.05254,4.4604,0.365578,-0.304238,1.73843,3.39338,8.40291,-92.394,0.389748,0.76078,1.88389
-0.321102,-8.09572,6.03155,0.376114,-0.321102,0.294795,2.21736,7.6185,-95.0704,0.0488754,0.367627,1.26311
-0.31982,-7.20504,4.39957,0.356003,-0.31982,1.88171,3.04274,7.67438,-94.6399,0.427702,0.691599,1.74435
-0.313928,-6.79153,4.00761,0.354395,-0.313928,0.967522,2.96045,7.11559,-95.4316,0.241421,0.738706,1.77552
-0.308026,-7.43776,5.84548,0.366061,-0.308026,1.43802,3.23765,7.87038,-91.0907,0.246005,0.553873,1.3464
-0.327308,-6.44943,6.13008,0.369074,-0.327308,2.11292,3.91304,7.7526,-92.8988,0.344681,0.638335,1.26468
-0.294318,-9.02233,6.45465,0.379239,-0.294318,0.786682,2.30188,8.42357,-94.1466,0.121878,0.356623,1.30504
-0.314062,-8.82015,4.57871,0.383569,-0.314062,0.880921,2.70061,8.45357,-93.1132,0.192395,0.58982,1.84628
-0.302848,-9.00763,4.10184,0.380413,-0.302848,0.840272,2.61633,8.38325,-94.3941,0.204852,0.637844,2.04378
-0.315397,-7.54749,7.51752,0.371981,-0.315397,1.54693,3.46118,8.13957,-91.3681,0.205776,0.460415,1.08275
-0.309384,-7.094,4.07869,0.368244,-0.309384,1.19277,2.90562,7.31336,-91.8778,0.292438,0.712389,1.79306
-0.316728,-8.32446,4.86195,0.361187,-0.316728,1.52239,2.99459,8.49877,-92.1187,0.313123,0.615924,1.74802
-0.294953,-6.82261,5.64265,0.386684,-0.294953,1.69603,3.26326,7.4826,-93.3847,0.300573,0.57832,1.32608
-0.322501,-7.23444,7.67488,0.378683,-0.322501,1.53439,3.20868,7.69773,-91.0041,0.199924,0.418075,1.00298
-0.320753,-6.95675,4.48516,0.385348,-0.320753,1.90524,3.65146,7.86259,-92.5626,0.424787,0.81412,1.75303
-0.31538,-6.99624,4.77475,0.385115,-0.31538,2.47785,4.31729,8.51059,-94.1837,0.518948,0.904191,1.78242
-0.316834,-8.20725,4.14024,0.36451,-0.316834,1.79504,2.98727,8.38515,-92.9236,0.433559,0.721521,2.02528
-0.321835,-7.34422,3.99602,0.372206,-0.321835,1.41357,2.8194,7.56503,-91.8343,0.353744,0.705553,1.89314
-0.337329,-7.60669,4.35376,0.393832,-0.337329,1.25384,2.82963,7.63558,-94.355,0.28799,0.649928,1.75379
-0.306355,-6.64755,11.0748,0.364245,-0.306355,1.15167,2.83478,7.06105,-94.3597,0.10399,0.255965,0.637576
-0.299685,-6.61579,9.87935,0.366222,-0.299685,0.538896,2.35796,6.55687,-96.3319,0.0545477,0.238676,0.663694
-0.330443,-9.02289,2.8977,0.378546,-0.330443,0.570155,2.21635,8.16901,-95.56,0.196761,0.764866,2.81914
-0.302752,-8.0136,7.27656,0.369916,-0.302752,1.72586,3.24855,8.29629,-91.43,0.237181,0.446441,1.14014
-0.326112,-7.07534,8.29889,0.373206,-0.326112,1.20534,2.9889,7.42708,-91.7862,0.145241,0.360157,0.894949
-0.319961,-7.26596,6.70896,0.386482,-0.319961,1.43697,3.18419,7.52888,-93.2611,0.214187,0.474617,1.12221
-0.3096,-6.95325,6.76822,0.378254,-0.3096,1.50549,3.50164,7.73738,-92.6422,0.222436,0.517365,1.14319
-0.334149,-6.68511,4.70704,0.377582,-0.334149,1.05836,2.37938,6.75579,-95.3244,0.224846,0.505495,1.43525
-0.309385,-9.59008,4.9873,0.381011,-0.309385,0.754268,2.70691,8.84233,-96.4551,0.151238,0.542761,1.77297
-0.300394,-8.47799,3.36465,0.386523,-0.300394,1.60021,3.25618,8.60669,-95.1941,0.475594,0.967763,2.55798
-0.312078,-7.61653,4.18216,0.387322,-0.312078,1.67927,3.13203,8.0837,-92.7168,0.401532,0.748902,1.9329
-0.312077,-7.33173,4.60603,0.374663,-0.312077,2.71185,4.05758,8.54101,-93.785,0.58876,0.880929,1.85431
-0.29998,-7.42826,4.23587,0.368641,-0.29998,2.31634,3.8829,8.5151,-93.0038,0.546839,0.916672,2.01024
-0.308116,-7.14569,5.94578,0.377605,-0.308116,0.963453,2.59924,7.14837,-91.8353,0.16204,0.437157,1.20226
-0.306986,-6.98885,6.36838,0.378231,-0.306986,0.718821,2.9178,7.16163,-94.6216,0.112874,0.458169,1.12456
-0.323237,-7.72068,4.45318,0.374088,-0.323237,1.20278,2.48129,7.56251,-92.1518,0.270094,0.557195,1.69823
-0.30917,-7.08575,6.42724,0.359943,-0.30917,1.84803,3.84415,7.85347,-96.0397,0.287531,0.598103,1.2219
-0.316687,-6.48007,4.3455,0.35312,-0.316687,2.19591,3.7298,7.50377,-96.3535,0.505331,0.858313,1.72679
-0.301344,-8.08042,3.89949,0.37014,-0.301344,1.40384,3.30233,8.54946,-95.1607,0.360006,0.846862,2.19246
-0.301417,-8.28768,4.15995,0.364937,-0.301417,2.28066,3.22835,8.91892,-98.0004,0.548241,0.776054,2.144
-0.31603,-6.93255,5.82545,0.368562,-0.31603,0.948055,2.94876,7.29503,-93.7005,0.162744,0.506185,1.25227
-0.321949,-7.02609,6.01354,0.367999,-0.321949,1.8386,3.86307,8.10572,-93.1226,0.305743,0.642395,1.34791
-0.315166,-8.21807,3.99646,0.380787,-0.315166,1.46828,3.10326,8.47945,-92.5383,0.367394,0.776501,2.12174
-0.325538,-6.61662,6.66015,0.368936,-0.325538,2.05881,3.46506,7.59983,-92.4734,0.309124,0.520267,1.14109
-0.313837,-7.58969,5.22507,0.378607,-0.313837,1.75013,3.10736,8.04511,-91.3623,0.334948,0.594702,1.53971
-0.319176,-7.71669,3.10141,0.363334,-0.319176,1.18932,3.00537,7.91071,-93.4533,0.383476,0.969034,2.55068
-0.319647,-7.50793,5.15444,0.376991,-0.319647,1.76228,3.18347,7.86245,-91.7456,0.341896,0.617618,1.52537
-0.298145,-7.35793,4.28714,0.369284,-0.298145,1.10027,2.68211,7.23742,-93.3934,0.256645,0.625617,1.68817
-0.297345,-7.05892,2.94055,0.371765,-0.297345,0.34025,2.35761,6.65604,-96.8544,0.115709,0.801758,2.26353
-0.292384,-7.62034,3.41916,0.370732,-0.292384,0.874036,2.58316,7.5222,-94.0469,0.255629,0.755494,2.20001
-0.326917,-7.4517,5.98686,0.385179,-0.326917,1.73694,3.02728,7.96655,-93.2135,0.290126,0.505653,1.33067
-0.310005,-7.56989,2.82753,0.361107,-0.310005,1.25962,2.76969,7.58232,-94.1093,0.445484,0.979544,2.6816
-0.330586,-7.17177,4.83919,0.368398,-0.330586,2.35196,3.95347,8.32984,-92.5083,0.486024,0.81697,1.72133
-0.323085,-7.27428,3.39662,0.37872,-0.323085,0.895773,2.56539,7.19678,-92.834,0.263725,0.755276,2.1188
-0.328233,-8.33896,4.58081,0.387095,-0.328233,1.15113,2.79143,8.0566,-93.3832,0.251294,0.609375,1.75877
-0.312043,-7.71244,3.44821,0.362592,-0.312043,1.53894,3.21031,7.9532,-93.3271,0.446302,0.931009,2.30648
-0.322869,-8.23192,5.42767,0.359373,-0.322869,1.54024,3.13554,8.50716,-92.0742,0.283776,0.577695,1.56737
-0.313278,-7.53932,7.2285,0.388839,-0.313278,1.97877,3.51965,8.39471,-92.9766,0.273746,0.486914,1.16134
-0.341539,-7.13174,4.02208,0.372005,-0.341539,0.912507,2.43626,6.94818,-94.3295,0.226875,0.605723,1.72751
-0.295478,-6.89193,4.42189,0.368959,-0.295478,0.637082,2.60012,6.80991,-94.7439,0.144074,0.588011,1.54004
-0.318005,-8.38345,6.34671,0.377727,-0.318005,2.33078,3.82813,9.14842,-92.5633,0.367242,0.603168,1.44144
-0.3408,-6.74944,3.12326,0.361829,-0.3408,0.741345,2.51836,6.66785,-96.7835,0.237362,0.806324,2.1349
-0.312965,-7.3214,3.08511,0.376632,-0.312965,0.714343,2.41497,7.06639,-93.4054,0.231546,0.782784,2.29048
-0.290259,-6.48929,4.22354,0.375751,-0.290259,1.47259,3.13494,7.11047,-94.3558,0.348664,0.742255,1.68353
-0.304204,-7.19957,5.52797,0.390993,-0.304204,2.94898,4.28238,8.62913,-96.1288,0.533465,0.774674,1.56099
-0.292872,-8.28362,3.04448,0.374456,-0.292872,0.451433,2.24189,7.52363,-95.58,0.148279,0.736379,2.47124
-0.323033,-6.74222,5.94456,0.370635,-0.323033,2.92432,4.19515,8.20225,-95.2218,0.491931,0.705712,1.37979
-0.310541,-9.49396,3.78289,0.384015,-0.310541,0.249251,1.60645,8.28686,-98.0448,0.0658889,0.424661,2.19061
-0.325355,-8.80715,2.66157,0.382753,-0.325355,0.177254,1.76423,7.51832,-97.333,0.0665973,0.662852,2.82477
-0.31119,-7.17201,3.27962,0.382339,-0.31119,1.37064,3.00072,7.53543,-92.9888,0.417926,0.914959,2.29765
-0.301019,-7.45359,3.53334,0.371114,-0.301019,1.46694,3.0448,7.76019,-92.3185,0.415171,0.861734,2.19627
-0.32159,-7.92402,8.11495,0.38357,-0.32159,1.29882,2.85887,7.89335,-91.4679,0.160053,0.352297,0.972692
-0.312042,-8.23449,4.9301,0.375637,-0.312042,1.19311,2.74549,8.06525,-90.9163,0.242006,0.556884,1.63592
-0.325471,-7.32139,6.22926,0.37532,-0.325471,1.28234,3.00575,7.60434,-90.9503,0.205857,0.48252,1.22075
-0.326048,-7.29902,6.25373,0.375403,-0.326048,1.29266,3.01356,7.62823,-91.1096,0.206703,0.481882,1.21979
-0.300914,-8.74089,5.14984,0.372436,-0.300914,0.976037,2.39922,8.1722,-92.3447,0.189528,0.465882,1.58688
-0.324314,-7.00468,5.27738,0.386411,-0.324314,2.42847,3.8983,8.06938,-94.18,0.460165,0.738679,1.52905
-0.328276,-7.67176,4.82695,0.371905,-0.328276,0.909659,2.48468,7.37652,-91.7348,0.188454,0.514752,1.52819
-0.327039,-8.33699,5.22455,0.370984,-0.327039,0.823701,2.28055,7.88672,-92.1563,0.15766,0.436505,1.50955
-0.307056,-8.40646,4.39168,0.377141,-0.307056,1.17418,2.99062,8.36344,-92.1105,0.267366,0.680975,1.90438
-0.303651,-6.08226,8.70748,0.37815,-0.303651,2.18149,3.89616,7.62444,-95.6328,0.25053,0.44745,0.87562
-0.303519,-6.069,8.75177,0.378326,-0.303519,2.19847,3.94399,7.57066,-94.5777,0.251203,0.45065,0.865043
-0.308275,-5.98124,7.76709,0.382432,-0.308275,1.96895,3.57222,7.02948,-94.6346,0.253499,0.459918,0.905035
-0.335809,-8.27028,8.10505,0.368944,-0.335809,1.70588,3.28436,8.58502,-91.8445,0.210472,0.405224,1.05922
-0.334483,-7.13726,8.15507,0.371338,-0.334483,1.54963,3.17439,7.8587,-94.6736,0.19002,0.389253,0.963658
-0.335594,-7.60551,9.09558,0.366265,-0.335594,1.18694,2.92908,7.75924,-92.0424,0.130497,0.322033,0.853078
-0.296036,-7.1487,5.4702,0.384728,-0.296036,1.27323,2.84646,7.25989,-93.4519,0.232757,0.520358,1.32717
-0.303492,-6.67875,5.49167,0.378662,-0.303492,1.19871,2.76821,6.90703,-92.9799,0.218278,0.504075,1.25773
-0.309993,-6.92086,5.75397,0.375369,-0.309993,1.2523,2.97235,7.2443,-91.522,0.217641,0.516574,1.25901
-0.302717,-7.43854,5.17688,0.374343,-0.302717,1.28384,2.95606,7.64757,-91.1375,0.247995,0.571011,1.47726
-0.298913,-7.39341,6.21284,0.369554,-0.298913,2.24963,3.77904,8.43454,-92.1179,0.362093,0.608263,1.3576
-0.327827,-8.21968,5.99046,0.375566,-0.327827,0.834677,2.65405,7.9957,-91.8633,0.139334,0.443045,1.33474
-0.321303,-7.81417,4.07473,0.382101,-0.321303,1.07771,2.90474,7.77858,-92.2121,0.264487,0.712867,1.90898
-0.33143,-8.21211,6.58103,0.364643,-0.33143,1.42104,3.22676,8.52223,-92.5028,0.21593,0.490313,1.29497
-0.309225,-7.40681,3.47539,0.365763,-0.309225,1.32452,3.11531,7.78163,-92.5966,0.381113,0.89639,2.23906
-0.296668,-7.55921,3.5412,0.371837,-0.296668,2.03005,3.60109,8.37392,-93.5009,0.573266,1.01691,2.36471
-0.321297,-8.54932,3.17131,0.374495,-0.321297,1.43618,2.97167,8.56551,-93.4305,0.452867,0.937046,2.70093
-0.302876,-7.13336,5.15538,0.37486,-0.302876,1.75004,3.38091,7.93714,-92.3262,0.339458,0.655801,1.53958
-0.309571,-7.8327,4.68839,0.389114,-0.309571,1.4243,2.98827,7.84749,-93.4869,0.303792,0.637376,1.67381
-0.317783,-7.20544,5.37707,0.381483,-0.317783,1.98691,3.29135,8.0566,-93.6432,0.369516,0.612108,1.49833
-0.300477,-8.03166,4.29122,0.363059,-0.300477,0.926014,2.4349,7.82289,-93.607,0.215793,0.567414,1.823
-0.295409,-7.89198,4.25807,0.359744,-0.295409,0.895303,2.62303,7.59352,-93.7458,0.21026,0.616014,1.78333
-0.283685,-8.32156,7.87385,0.37272,-0.283685,2.84938,3.85412,9.2189,-98.6409,0.36188,0.489484,1.17083
-0.3132,-8.18358,5.05233,0.36589,-0.3132,0.429764,1.93544,7.30898,-92.7496,0.0850626,0.383078,1.44666
-0.305176,-8.22048,6.31528,0.372258,-0.305176,0.887771,2.70702,7.98795,-91.4413,0.140575,0.428646,1.26486
-0.323203,-8.37501,8.42469,0.38317,-0.323203,1.29919,2.95975,8.23155,-92.4048,0.154212,0.351319,0.977075
-0.29707,-8.63943,5.0345,0.358784,-0.29707,0.700582,2.46551,8.11703,-93.8956,0.139156,0.489724,1.61228
-0.300655,-8.69914,5.71639,0.356977,-0.300655,0.987805,2.37786,8.15259,-93.6106,0.172802,0.415973,1.42618
-0.320862,-7.93811,4.95486,0.389573,-0.320862,1.44329,3.01427,8.27153,-93.5725,0.291288,0.608348,1.66938
-0.312599,-7.71962,5.1377,0.383715,-0.312599,0.709256,2.88284,7.50841,-94.9032,0.138049,0.561114,1.46143
-0.332119,-7.31171,6.12002,0.370486,-0.332119,0.12955,2.36065,6.96716,-96.9852,0.0211682,0.385725,1.13842
-0.314819,-7.20507,3.57036,0.381443,-0.314819,2.00764,3.59668,8.06226,-92.7687,0.562307,1.00737,2.25811
-0.339649,-7.26449,2.91713,0.377295,-0.339649,2.10153,3.6683,8.13652,-95.62,0.720411,1.2575,2.78922
-0.328264,-6.97638,3.1447,0.389493,-0.328264,1.84002,3.39499,7.77601,-95.0041,0.585119,1.07959,2.47273
-0.311398,-7.80522,6.4968,0.357951,-0.311398,0.850731,2.60775,7.51416,-92.4932,0.130946,0.401389,1.15659
-0.327387,-7.07683,4.56076,0.384292,-0.327387,1.81198,3.42083,7.84225,-92.2939,0.397297,0.750055,1.7195
-0.306492,-8.65174,9.67439,0.367545,-0.306492,0.663232,2.34106,8.14286,-93.2273,0.0685554,0.241985,0.841692
-0.318173,-8.23559,5.14081,0.368798,-0.318173,1.57942,3.19775,8.53282,-91.0998,0.307232,0.622033,1.65982
-0.306114,-7.59678,6.64773,0.363065,-0.306114,0.622732,2.40639,7.32302,-92.7456,0.093676,0.361988,1.10158
-0.301256,-7.00789,6.86595,0.357121,-0.301256,1.72716,3.45316,7.67692,-93.1437,0.251554,0.50294,1.11811
-0.344469,-7.40393,4.92638,0.380118,-0.344469,0.912785,2.46156,7.31998,-94.219,0.185285,0.499669,1.48588
-0.322454,-7.60222,4.01424,0.385317,-0.322454,1.60822,3.20283,8.16545,-93.4331,0.400629,0.797866,2.03412
-0.324357,-8.0003,9.36763,0.364034,-0.324357,0.748982,2.57253,7.55597,-93.1277,0.0799542,0.274619,0.806604
-0.33117,-7.7485,10.3609,0.363928,-0.33117,0.689728,2.54087,7.2944,-94.6983,0.0665705,0.245238,0.704034
-0.331108,-7.75387,10.4059,0.363971,-0.331108,0.641548,2.59399,7.37315,-94.1811,0.0616523,0.24928,0.708554
-0.327362,-7.43087,8.9606,0.350668,-0.327362,1.98138,3.76607,8.22852,-94.8451,0.221121,0.420292,0.9183
-0.29933,-7.60222,6.44493,0.379965,-0.29933,1.99091,3.34092,8.27085,-92.2122,0.308911,0.51838,1.28331
-0.302686,-6.93468,5.8623,0.383437,-0.302686,0.658185,2.20656,6.58693,-94.522,0.112274,0.376398,1.12361
-0.333776,-6.69825,4.6819,0.390902,-0.333776,1.89722,3.4197,7.58769,-94.2721,0.405224,0.730408,1.62064
-0.301646,-7.86014,5.05435,0.38483,-0.301646,1.45223,2.91611,8.0374,-92.0691,0.287323,0.57695,1.59019
-0.316812,-7.92855,4.72139,0.366538,-0.316812,1.08185,2.72305,7.73677,-91.3117,0.229137,0.576747,1.63866
-0.308096,-8.52019,5.92913,0.363031,-0.308096,1.42872,3.09629,8.53802,-91.7876,0.240967,0.522217,1.44001
-0.330299,-7.54516,6.69855,0.387498,-0.330299,2.49806,3.74899,8.67671,-94.5182,0.372926,0.559672,1.29531
-0.315393,-7.75626,4.8557,0.372408,-0.315393,0.890083,2.24286,7.49099,-92.9984,0.183307,0.461903,1.54272
-0.314481,-7.97525,7.58182,0.37542,-0.314481,0.932762,2.51865,7.58434,-91.5762,0.123026,0.332195,1.00033
-0.323675,-7.8934,7.42545,0.37683,-0.323675,0.962022,2.56238,7.51429,-92.328,0.129557,0.345081,1.01196
-0.304632,-9.3155,8.84097,0.364364,-0.304632,1.27155,2.89261,8.95354,-93.9097,0.143825,0.327183,1.01273
-0.328669,-6.70958,4.96657,0.37277,-0.328669,2.24454,3.74007,7.91504,-92.7061,0.45193,0.75305,1.59366
-0.289335,-8.79614,3.12058,0.375856,-0.289335,1.59541,3.41091,9.05228,-97.5587,0.511254,1.09304,2.90083
-0.288817,-8.69611,2.93279,0.375706,-0.288817,1.51115,2.96402,8.70952,-96.5668,0.515262,1.01065,2.96971
-0.322323,-8.16264,3.0671,0.382279,-0.322323,1.07954,2.82859,8.1327,-93.9576,0.351974,0.922237,2.65159
-0.339056,-7.45711,5.41041,0.391413,-0.339056,1.33211,3.09416,7.62082,-94.6356,0.246213,0.571891,1.40855
-0.299834,-8.46924,4.96928,0.351914,-0.299834,1.64451,3.02924,8.70306,-95.5927,0.330936,0.609594,1.75137
-0.296997,-8.10477,4.68698,0.371637,-0.296997,2.00124,3.34759,8.74345,-93.9807,0.42698,0.714231,1.86548
-0.316413,-8.44927,3.83317,0.368642,-0.316413,0.90537,2.50533,8.14998,-92.7594,0.236194,0.653591,2.12617
-0.304357,-8.64901,2.91423,0.367508,-0.304357,-0.133647,1.78179,7.41753,-96.8043,-0.0458603,0.611409,2.54528
-0.311153,-7.22021,4.61087,0.374204,-0.311153,2.12364,3.21949,7.8733,-93.4973,0.460573,0.698238,1.70755
-0.316008,-6.81456,5.30889,0.378648,-0.316008,2.33271,3.53738,7.81416,-93.2688,0.439397,0.666313,1.4719
-0.278163,-8.28019,4.12893,0.366259,-0.278163,0.467258,2.19212,7.54699,-96.4346,0.113167,0.530918,1.82783
-0.324289,-8.92377,4.66208,0.377641,-0.324289,1.6892,3.37234,9.0781,-93.4419,0.362327,0.723355,1.94722
-0.321492,-9.2762,4.43663,0.379873,-0.321492,1.18575,2.91422,8.86922,-94.4472,0.267264,0.656854,1.99909
-0.324794,-8.2104,5.22295,0.36751,-0.324794,1.56855,2.92373,8.1826,-92.1084,0.300318,0.559784,1.56666
-0.318607,-7.68316,6.8003,0.379303,-0.318607,1.11178,2.75189,7.8184,-92.152,0.163489,0.404671,1.14971
-0.311224,-7.78831,5.94681,0.36152,-0.311224,1.10475,2.58089,7.67192,-91.5015,0.185771,0.433996,1.29009
-0.287151,-9.10807,4.75155,0.361347,-0.287151,0.509681,2.29112,8.2794,-96.1687,0.107266,0.482183,1.74246
-0.34414,-7.18199,8.55022,0.383339,-0.34414,2.05799,3.19295,7.77351,-95.4833,0.240695,0.373435,0.909158
-0.346821,-7.24791,6.67427,0.381792,-0.346821,1.49719,3.49081,7.98883,-95.2022,0.224322,0.523025,1.19696
-0.303442,-7.48516,6.91621,0.373143,-0.303442,1.85467,3.10833,7.98078,-91.9442,0.268163,0.449427,1.15392
-0.322324,-6.45428,5.53293,0.360316,-0.322324,2.05955,3.99243,7.70919,-94.0733,0.372235,0.721576,1.39333
-0.318491,-7.19927,4.1461,0.361636,-0.318491,1.15171,2.88419,7.54329,-93.6107,0.277782,0.69564,1.81937
-0.325229,-8.40594,6.39977,0.362307,-0.325229,1.73658,3.27888,8.81463,-92.5426,0.27135,0.512344,1.37734
-0.324289,-8.17984,6.01098,0.355758,-0.324289,1.4124,3.1442,8.53174,-94.434,0.234969,0.523076,1.41936
-0.320383,-7.4725,5.31391,0.360953,-0.320383,1.27164,3.09954,7.85744,-92.2927,0.239303,0.583289,1.47865
-0.304833,-7.48167,4.64733,0.38046,-0.304833,2.17604,3.39081,8.14637,-93.167,0.468236,0.729626,1.75291
-0.318529,-7.18772,4.07227,0.376051,-0.318529,1.05189,2.51479,7.00305,-93.3561,0.258306,0.61754,1.71969
-0.319391,-8.35977,3.85311,0.382628,-0.319391,1.74171,3.1894,8.65605,-92.8491,0.452028,0.827745,2.24651
-0.303725,-6.52792,3.92302,0.366675,-0.303725,1.58049,3.2231,7.18871,-93.2612,0.402877,0.821587,1.83245
-0.317404,-7.86629,4.17655,0.380256,-0.317404,2.45081,3.86081,8.89959,-93.4343,0.586802,0.924402,2.13085
-0.316352,-7.7495,4.17796,0.37903,-0.316352,2.15959,4.0531,8.99328,-96.4757,0.516902,0.970116,2.15256
-0.33266,-8.1881,2.36113,0.370972,-0.33266,0.839806,2.28264,7.50676,-97.9961,0.355679,0.966755,3.1793
-0.288068,-7.21706,4.15997,0.390018,-0.288068,2.66578,4.37529,8.51706,-99.2826,0.640819,1.05176,2.04739
-0.288733,-7.19474,4.17666,0.389982,-0.288733,2.678,4.33044,8.84246,-98.3824,0.641181,1.03682,2.11711
-0.301806,-7.60099,3.73643,0.383932,-0.301806,1.80171,3.21275,7.91654,-94.4342,0.4822,0.859845,2.11874
-0.317014,-7.31752,4.89711,0.367715,-0.317014,1.49661,3.00619,7.51677,-92.0546,0.305611,0.61387,1.53494
-0.293223,-6.98455,4.05777,0.365397,-0.293223,1.37413,3.11077,7.43814,-93.402,0.338642,0.76662,1.83306
-0.304935,-6.97736,3.81731,0.3667,-0.304935,1.97231,3.67578,8.09333,-94.4543,0.516675,0.962925,2.12017
-0.308805,-7.36364,3.13161,0.366033,-0.308805,0.469864,2.44247,7.22935,-96.726,0.150039,0.77994,2.30851
-0.31622,-7.34308,3.52113,0.358542,-0.31622,1.685,3.47909,8.1002,-94.0018,0.47854,0.988062,2.30046
-0.303515,-7.45243,5.10617,0.371495,-0.303515,1.54115,3.41718,8.05817,-91.8531,0.301822,0.669225,1.57812
-0.312624,-8.79928,4.95212,0.380557,-0.312624,1.13655,2.72506,8.52718,-92.0147,0.229508,0.55028,1.72192
-0.312459,-7.01313,2.75812,0.368221,-0.312459,1.64336,3.20103,7.58687,-94.0078,0.595828,1.16059,2.75074
-0.296058,-7.91734,5.20165,0.374742,-0.296058,2.69697,4.24855,9.10924,-94.7437,0.518485,0.81677,1.75122
-0.306242,-7.2633,3.23224,0.375214,-0.306242,1.12864,2.90512,7.49012,-93.0326,0.349181,0.898794,2.31731
-0.311588,-7.17738,3.09116,0.373019,-0.311588,1.37296,3.14188,7.45115,-93.9139,0.444158,1.01641,2.41047
-0.306259,-8.84154,3.03152,0.37348,-0.306259,1.13069,2.79737,8.71549,-95.9545,0.372977,0.922763,2.87496
-0.32997,-6.16175,3.78788,0.372905,-0.32997,2.12058,4.13799,7.46591,-97.205,0.559833,1.09243,1.971
-0.33113,-6.17218,3.9521,0.372084,-0.33113,2.20664,4.5189,7.94979,-99.4199,0.558348,1.14342,2.01154
-0.328218,-6.58629,3.22978,0.362522,-0.328218,1.86012,2.92621,6.91397,-101.729,0.575927,0.906008,2.14069
