b_Intercept,bs_sage_centered_1,sds_sage_centered_1,sigma,Intercept,s_sage_centered_1.1.,lp__,zs_1_1.1.
-0.327568,0.0347479,2.65722,0.427116,-0.327568,2.7461,-174.525,1.03345
-0.311799,0.0302458,6.03665,0.392519,-0.311799,2.93291,-177.412,0.485851
-0.304155,0.0141273,2.81819,0.426426,-0.304155,3.26351,-175.001,1.15802
-0.30001,0.0621092,2.01009,0.425719,-0.30001,3.19337,-178.237,1.58867
-0.312274,0.0261436,1.83699,0.413968,-0.312274,3.19056,-175.201,1.73684
-0.320123,0.0201243,1.61086,0.413604,-0.320123,3.18145,-175.735,1.975
-0.332077,0.00227948,1.11089,0.400953,-0.332077,2.61406,-180.147,2.35312
-0.321413,0.0147307,0.918051,0.42594,-0.321413,2.59396,-178.674,2.82551
-0.292835,0.0445434,1.65611,0.407699,-0.292835,3.07,-177.713,1.85374
-0.338516,-0.000776307,1.52944,0.422432,-0.338516,2.59223,-177.798,1.69489
-0.284612,0.0447251,3.19169,0.43815,-0.284612,2.85398,-177.596,0.89419
-0.347369,0.0175528,8.7504,0.404593,-0.347369,2.89714,-177.89,0.331087
-0.319372,0.00985494,4.18958,0.434671,-0.319372,3.22672,-175.375,0.770178
-0.334477,0.00832215,4.92367,0.436235,-0.334477,2.67231,-176.346,0.542749
-0.30887,0.0179436,6.28991,0.428989,-0.30887,2.63103,-175.045,0.418294
-0.316352,0.0188649,3.40999,0.417444,-0.316352,2.92637,-173.764,0.858176
-0.31637,0.0355277,8.987,0.417481,-0.31637,3.04336,-175.034,0.33864
-0.318359,0.00274752,1.80461,0.416555,-0.318359,3.14535,-176.018,1.74295
-0.306582,0.0347421,1.76071,0.419139,-0.306582,2.94073,-175.061,1.67019
-0.326395,0.0191251,2.00923,0.419932,-0.326395,3.08768,-174.789,1.53674
-0.313355,0.0251035,2.43878,0.394779,-0.313355,2.88978,-176.668,1.18493
-0.315229,0.0258268,2.75506,0.395653,-0.315229,3.62785,-178.741,1.3168
-0.309949,0.00111042,1.60266,0.461338,-0.309949,2.09344,-183.981,1.30623
-0.297288,0.027592,1.377,0.415073,-0.297288,3.17682,-177.169,2.30706
-0.300703,0.0142318,2.34445,0.406759,-0.300703,3.35392,-176.388,1.43058
-0.308873,0.000595655,1.8671,0.403916,-0.308873,2.68428,-177.187,1.43767
-0.317908,0.00991708,2.55056,0.413998,-0.317908,3.15155,-174.745,1.23563
-0.316686,0.0232139,8.68292,0.419242,-0.316686,2.53727,-175.324,0.292214
-0.312888,0.0287113,9.39897,0.423107,-0.312888,3.35262,-175.651,0.3567
-0.326931,0.0142345,1.617,0.412616,-0.326931,3.0217,-175.784,1.86871
-0.321316,0.0114643,1.23521,0.426279,-0.321316,2.21695,-177.869,1.79479
-0.300385,0.0263704,4.23593,0.417402,-0.300385,2.60431,-174.63,0.614813
-0.284913,0.0469154,3.50428,0.418469,-0.284913,3.14993,-176.93,0.898881
-0.285883,0.0443224,3.55766,0.418522,-0.285883,1.84751,-180.578,0.519304
-0.282776,0.0467669,4.0654,0.418638,-0.282776,2.89923,-176.914,0.713147
-0.343596,0.00476951,2.5081,0.419855,-0.343596,2.65645,-176.548,1.05915
-0.295999,0.0366762,3.03976,0.414334,-0.295999,3.12752,-175.183,1.02887
-0.311137,0.0177615,2.33118,0.416443,-0.311137,3.43769,-175.471,1.47466
-0.31913,0.0279546,2.86304,0.409099,-0.31913,2.79504,-174.258,0.976251
-0.320302,0.0289249,2.66462,0.409126,-0.320302,2.3721,-175.427,0.890223
-0.32793,0.0153861,1.75427,0.431558,-0.32793,2.47974,-176.177,1.41354
-0.335482,0.0171677,2.40597,0.424853,-0.335482,3.22209,-175.376,1.33921
-0.279943,0.0340735,1.40608,0.423827,-0.279943,2.37234,-178.909,1.6872
-0.353156,0.0308097,5.37282,0.418146,-0.353156,3.67149,-179.018,0.683345
-0.346696,0.0379164,5.00145,0.410241,-0.346696,2.89058,-176.452,0.577948
-0.337209,0.0194844,4.13819,0.407311,-0.337209,2.96673,-175.324,0.716914
-0.336489,0.0154899,4.28317,0.40345,-0.336489,3.02915,-175.945,0.70722
-0.311164,0.0151144,3.91752,0.431885,-0.311164,2.77213,-174.629,0.707623
-0.290593,0.0157592,5.51209,0.428352,-0.290593,3.33564,-176.315,0.605149
-0.337093,0.0334177,1.99592,0.428421,-0.337093,3.1549,-175.987,1.58067
-0.296667,0.0152973,4.90287,0.423322,-0.296667,2.9472,-174.842,0.601117
-0.335923,0.037128,1.70312,0.417787,-0.335923,3.45989,-177.62,2.03151
-0.313731,0.0486405,1.59025,0.424016,-0.313731,1.99941,-178.464,1.25729
-0.313973,0.0477504,1.54718,0.423804,-0.313973,1.88188,-179.232,1.21633
-0.313063,0.0016953,0.786143,0.423464,-0.313063,2.18631,-181.386,2.78106
-0.302017,0.0321804,1.38731,0.427231,-0.302017,2.04602,-178.23,1.47481
-0.287484,0.029474,0.951521,0.433931,-0.287484,1.72452,-183.206,1.81239
-0.34307,0.0192752,1.72452,0.406452,-0.34307,1.68625,-182.881,0.977807
-0.333922,0.0245474,2.44717,0.403824,-0.333922,3.4978,-177.295,1.42932
-0.331686,0.0289034,1.42106,0.442481,-0.331686,2.74253,-177.851,1.92992
-0.31486,-0.00710817,2.95987,0.405674,-0.31486,3.31114,-177.404,1.11868
-0.318057,-0.00436231,2.9054,0.408363,-0.318057,3.11635,-176.298,1.07261
-0.315916,-0.00251365,2.76278,0.4114,-0.315916,3.01645,-175.736,1.09182
-0.326521,0.0141525,2.80097,0.412656,-0.326521,2.91585,-174.442,1.04102
-0.327804,0.0281782,2.04518,0.416832,-0.327804,2.87198,-174.552,1.40427
-0.301777,0.0263123,3.86554,0.420433,-0.301777,2.74048,-174.217,0.708952
-0.288987,0.0207654,2.69086,0.43147,-0.288987,2.94789,-175.88,1.09552
-0.297648,0.00970598,2.03579,0.429104,-0.297648,2.57636,-176.156,1.26553
-0.300611,0.00000392045,2.11391,0.427537,-0.300611,2.93933,-176.225,1.39047
-0.32313,0.0122011,1.88592,0.410486,-0.32313,2.81519,-175.267,1.49274
-0.319214,0.00263707,2.30623,0.414322,-0.319214,2.71999,-175.384,1.17941
-0.311956,-0.0012068,4.31452,0.419492,-0.311956,2.75217,-175.367,0.637885
-0.311059,0.0135196,5.39313,0.42789,-0.311059,3.18127,-174.727,0.589874
-0.304189,0.0107522,10.3741,0.444485,-0.304189,2.85374,-178.115,0.275083
-0.311913,-0.00328516,9.44192,0.443404,-0.311913,3.05585,-178.571,0.323646
-0.337013,-0.00763499,3.67475,0.438583,-0.337013,2.97307,-177.899,0.809055
-0.329602,0.000180218,4.66915,0.43193,-0.329602,3.71936,-178.099,0.796582
-0.326821,0.0008575,4.42591,0.430479,-0.326821,2.72516,-175.792,0.615728
-0.318924,0.0206964,6.74415,0.41486,-0.318924,2.62117,-174.755,0.388658
-0.316066,0.0208174,7.64187,0.404812,-0.316066,3.00263,-175.398,0.392919
-0.310309,0.0219558,4.92366,0.415028,-0.310309,2.90869,-173.976,0.590758
-0.304546,0.0422385,1.84835,0.420802,-0.304546,2.81209,-175.331,1.5214
-0.299752,0.0427917,1.30117,0.419579,-0.299752,2.68639,-176.968,2.0646
-0.301917,0.0494385,1.67683,0.417713,-0.301917,3.06211,-176.71,1.82613
-0.315537,0.0535639,3.87386,0.42887,-0.315537,2.52723,-175.99,0.652382
-0.326386,0.0288518,3.15374,0.400619,-0.326386,2.82069,-175.503,0.894397
-0.301925,0.0114684,9.31493,0.434939,-0.301925,3.1076,-176.613,0.333615
-0.297373,0.0157185,5.52309,0.425476,-0.297373,2.97692,-174.976,0.538994
-0.313288,0.0240526,1.371,0.419612,-0.313288,2.91437,-175.713,2.12573
-0.325673,0.0193289,2.19294,0.426966,-0.325673,2.46302,-175.235,1.12316
-0.318327,0.0242262,3.90746,0.42995,-0.318327,3.44372,-175.18,0.881319
-0.301431,0.0586632,2.39971,0.41243,-0.301431,2.53176,-177.271,1.05503
-0.321214,0.00638172,4.82583,0.401409,-0.321214,3.30034,-176.57,0.683891
-0.32111,-0.00277946,1.90049,0.416569,-0.32111,3.34195,-177.041,1.75847
-0.319043,-0.000104917,1.51187,0.417375,-0.319043,2.19551,-178.272,1.45218
-0.306552,0.0483931,3.05554,0.423711,-0.306552,3.72418,-177.951,1.21883
-0.303984,0.0271949,1.50731,0.416742,-0.303984,3.06804,-175.865,2.03544
-0.295,0.0263181,1.37375,0.413114,-0.295,2.59934,-176.81,1.89215
-0.335104,0.0222877,9.5231,0.428266,-0.335104,3.31828,-176.445,0.348445
-0.331259,0.0270209,10.1407,0.429607,-0.331259,3.40475,-176.715,0.335751
-0.297897,0.0368896,4.89208,0.410731,-0.297897,3.10184,-175.267,0.634053
-0.303557,0.00605795,2.02713,0.42131,-0.303557,2.88375,-175.389,1.42258
-0.315235,0.0231106,2.19528,0.411907,-0.315235,2.55168,-174.775,1.16235
-0.298958,0.00362079,3.09759,0.417261,-0.298958,2.19127,-177.588,0.707412
-0.303826,0.0170438,2.55044,0.449422,-0.303826,3.29735,-178.16,1.29286
-0.297292,0.00995501,2.24491,0.446184,-0.297292,2.85647,-177.814,1.27242
-0.29991,0.0166339,1.71521,0.44696,-0.29991,2.40103,-178.782,1.39984
-0.284741,0.0285145,2.18346,0.447165,-0.284741,3.58491,-180.717,1.64184
-0.303746,0.0211408,3.86887,0.425216,-0.303746,3.61617,-176.043,0.934686
-0.302298,0.0209966,4.19376,0.42364,-0.302298,2.99542,-174.217,0.714256
-0.315474,0.0298387,3.05971,0.420384,-0.315474,2.80007,-173.776,0.915143
-0.310264,0.0351135,3.17229,0.424866,-0.310264,2.85598,-174.061,0.90029
-0.343973,0.0219761,6.77589,0.420024,-0.343973,2.85771,-175.812,0.421747
-0.287303,0.0148334,2.33111,0.418491,-0.287303,2.95418,-175.986,1.26728
-0.331609,0.0236163,11.7671,0.418835,-0.331609,2.91802,-175.856,0.24798
-0.309181,0.00614643,6.72807,0.425865,-0.309181,2.90915,-175.216,0.43239
-0.323029,0.0523309,2.29615,0.414575,-0.323029,2.88766,-175.698,1.25761
-0.321274,0.0516388,2.32723,0.406256,-0.321274,2.86752,-176.252,1.23216
-0.31793,0.0437301,2.2745,0.414598,-0.31793,2.72422,-174.867,1.19772
-0.320074,0.0158831,2.90989,0.432411,-0.320074,2.34026,-175.83,0.804246
-0.314868,0.0258188,4.24164,0.4199,-0.314868,3.37042,-174.517,0.794601
-0.324563,0.0276919,3.36734,0.421138,-0.324563,2.68327,-174.01,0.796852
-0.28578,0.0301931,4.20469,0.407677,-0.28578,2.73177,-176.477,0.649696
-0.284735,0.0309547,4.5399,0.405972,-0.284735,3.48743,-178.159,0.768174
-0.329098,0.0067719,2.12576,0.440526,-0.329098,2.39657,-177.681,1.1274
-0.348285,0.0358471,1.7393,0.405229,-0.348285,2.45289,-178.552,1.41027
-0.33752,0.0335653,1.52174,0.417164,-0.33752,3.16547,-176.839,2.08017
-0.337735,0.0242706,1.60132,0.412622,-0.337735,2.76471,-176.11,1.72652
-0.294,0.028998,3.59333,0.428285,-0.294,3.00755,-175.015,0.836982
-0.336972,0.0151546,3.08586,0.413935,-0.336972,2.47142,-175.757,0.800885
-0.298387,0.0378146,2.45628,0.428477,-0.298387,2.95355,-175.2,1.20245
-0.291832,0.0428162,2.5883,0.429311,-0.291832,3.13459,-176.289,1.21106
-0.293247,0.0608572,4.51475,0.437287,-0.293247,2.65291,-178.457,0.58761
-0.297537,0.0458658,4.14427,0.434426,-0.297537,2.8602,-176.02,0.690159
-0.296412,0.0531335,4.4177,0.434645,-0.296412,2.98064,-176.862,0.674702
-0.294521,0.0499686,3.57364,0.432471,-0.294521,2.36292,-177.346,0.661209
-0.338366,0.00891917,2.65923,0.406725,-0.338366,2.53089,-176.791,0.951738
-0.333618,0.0049115,3.49778,0.422835,-0.333618,2.41898,-176.234,0.691578
-0.295458,0.0129978,1.9804,0.412992,-0.295458,2.44189,-176.522,1.23303
-0.337355,0.0385458,2.7799,0.427713,-0.337355,2.50803,-175.745,0.902202
-0.333887,0.0404019,3.01039,0.422763,-0.333887,2.81562,-174.826,0.935303
-0.311192,0.0303142,2.05923,0.415195,-0.311192,2.99432,-174.487,1.4541
-0.317038,0.0288251,6.36172,0.406705,-0.317038,2.88337,-174.826,0.453238
-0.318525,0.000197383,3.41252,0.4273,-0.318525,2.93626,-175.177,0.860439
-0.297827,0.0171632,1.59454,0.409437,-0.297827,2.54711,-176.601,1.5974
-0.333998,0.0270936,4.18623,0.415232,-0.333998,2.89417,-174.409,0.691356
-0.303104,0.00908296,3.13379,0.420445,-0.303104,3.16651,-174.827,1.01044
-0.285293,0.0127091,2.31348,0.42234,-0.285293,2.7281,-176.43,1.17922
-0.315261,0.0176121,3.20387,0.422145,-0.315261,3.0271,-173.887,0.944828
-0.31655,0.0247525,2.906,0.431974,-0.31655,2.78578,-174.4,0.958631
-0.327568,0.0223822,2.84117,0.401182,-0.327568,2.93765,-175.507,1.03396
-0.319956,-0.00512367,3.18026,0.401239,-0.319956,2.91357,-177.245,0.916144
-0.31,-0.00341354,4.13297,0.419337,-0.31,2.8127,-175.556,0.680552
-0.31032,-0.00486478,4.24529,0.419063,-0.31032,3.16725,-175.805,0.746062
-0.304737,-0.00973593,4.43713,0.42974,-0.304737,2.44241,-177.899,0.550447
-0.304658,-0.00994164,4.37226,0.429847,-0.304658,2.40613,-178.081,0.550316
-0.300744,0.024548,4.48602,0.426989,-0.300744,2.29094,-175.974,0.510684
-0.289219,0.0363533,3.06401,0.418334,-0.289219,2.66174,-175.652,0.868713
-0.292709,0.0491538,5.68632,0.409456,-0.292709,2.54891,-177.246,0.448254
-0.309028,0.0222709,5.51604,0.420888,-0.309028,2.50033,-174.793,0.453284
-0.323609,0.0096566,2.33352,0.40642,-0.323609,2.98629,-175.406,1.27973
-0.310344,0.020932,6.50633,0.430652,-0.310344,2.91423,-174.756,0.447907
-0.289129,0.0554548,3.14127,0.412554,-0.289129,2.91686,-177.341,0.928559
-0.289578,0.0455735,3.13088,0.435093,-0.289578,2.80793,-176.773,0.896848
-0.268657,-0.00417705,2.03726,0.42238,-0.268657,3.19679,-181.028,1.56916
-0.280669,-0.0100672,1.63756,0.422115,-0.280669,2.37165,-181.047,1.44828
-0.289573,-0.0161664,2.21251,0.414253,-0.289573,3.25469,-179.774,1.47104
-0.292563,-0.0168245,1.93077,0.413141,-0.292563,2.66995,-179.78,1.38284
-0.284171,0.0174353,4.06946,0.41452,-0.284171,2.48699,-176.882,0.611134
-0.35057,0.0368049,1.48366,0.423572,-0.35057,2.32686,-178.654,1.56832
-0.307044,0.0171124,6.01072,0.41837,-0.307044,2.96857,-174.354,0.493879
-0.343123,0.0185177,1.68441,0.412825,-0.343123,2.54015,-176.927,1.50803
-0.345289,0.0215693,1.49928,0.4133,-0.345289,2.25735,-178.388,1.50562
-0.347717,0.022634,1.58459,0.412728,-0.347717,2.5061,-177.651,1.58155
-0.298182,0.0626927,2.19439,0.431504,-0.298182,2.9918,-178.083,1.36339
-0.302845,0.0677853,2.0601,0.428811,-0.302845,2.73307,-178.385,1.32667
-0.306944,0.0642174,1.9505,0.430197,-0.306944,2.47014,-178.214,1.26641
-0.309403,-0.0145395,1.87681,0.417359,-0.309403,2.80553,-177.941,1.49484
-0.313737,0.0429711,2.86262,0.39787,-0.313737,3.00858,-176.584,1.05099
-0.336224,0.0218635,3.8818,0.431983,-0.336224,3.14887,-175.267,0.811189
-0.328024,0.0535295,1.50079,0.411118,-0.328024,2.42156,-177.834,1.61352
-0.325447,0.0232137,1.82255,0.436894,-0.325447,2.44287,-176.432,1.34035
-0.309119,0.0302062,4.18412,0.404944,-0.309119,3.5092,-176.281,0.838696
-0.329631,0.00731838,2.26616,0.422468,-0.329631,3.41037,-176.168,1.50491
-0.31664,0.0406014,4.06363,0.424964,-0.31664,3.38528,-175.205,0.833069
-0.304931,0.050461,4.46596,0.436869,-0.304931,3.2874,-176.927,0.736102
-0.31622,0.0452185,5.91696,0.42649,-0.31622,3.10585,-175.145,0.524906
-0.31975,0.0430208,3.97067,0.424141,-0.31975,2.96376,-174.413,0.746413
-0.308384,0.0107514,2.27075,0.430929,-0.308384,3.13714,-175.351,1.38154
-0.311414,0.0390724,3.65299,0.422197,-0.311414,3.08683,-174.259,0.845014
-0.307091,-0.00513038,2.30978,0.420568,-0.307091,2.64073,-176.421,1.14328
-0.270613,0.00994613,7.47819,0.442191,-0.270613,3.00685,-180.635,0.402083
-0.343503,0.0255655,5.2066,0.438761,-0.343503,2.84811,-176.674,0.547018
-0.34281,0.0223728,4.57291,0.446002,-0.34281,3.39473,-178.424,0.742357
-0.338742,0.0242443,4.8748,0.444068,-0.338742,2.33977,-178.188,0.479973
-0.300534,0.0245469,2.15032,0.397598,-0.300534,2.47646,-177.523,1.15167
-0.308097,0.033813,3.59409,0.449687,-0.308097,3.30284,-177.834,0.918963
-0.329104,0.00210867,1.61028,0.412715,-0.329104,2.77081,-176.658,1.7207
-0.340476,0.0132004,2.07646,0.426587,-0.340476,2.83518,-175.877,1.36539
-0.321436,0.0373762,1.6423,0.425892,-0.321436,2.2382,-176.544,1.36284
-0.297056,0.0256699,1.47799,0.421788,-0.297056,1.78802,-180.099,1.20976
-0.297021,0.0201769,1.37469,0.422381,-0.297021,1.73716,-180.819,1.26368
-0.29652,0.014291,1.4648,0.42345,-0.29652,2.03093,-178.803,1.38649
-0.303941,0.0156056,1.87184,0.423176,-0.303941,2.79913,-175.044,1.49539
-0.311104,0.0309438,2.14374,0.441921,-0.311104,3.25687,-176.783,1.51924
-0.287697,0.0175434,5.20269,0.434748,-0.287697,3.13682,-176.595,0.602923
-0.342116,0.00857248,2.17012,0.417271,-0.342116,2.82982,-176.121,1.30399
-0.351573,0.0141001,2.38499,0.418053,-0.351573,2.98053,-176.814,1.2497
-0.354392,0.0114976,2.26919,0.419185,-0.354392,2.98065,-177.435,1.31353
-0.278359,0.0391023,5.11833,0.415292,-0.278359,2.82939,-177.319,0.552797
-0.342092,0.044946,2.81692,0.411697,-0.342092,2.36295,-177.244,0.83884
-0.336017,0.0422794,2.93598,0.415068,-0.336017,3.11802,-175.439,1.062
-0.335435,0.04205,2.83326,0.415353,-0.335435,2.9277,-175.153,1.03333
-0.339166,0.041482,2.91553,0.412259,-0.339166,3.42955,-176.875,1.1763
-0.344428,0.0491545,3.06913,0.418749,-0.344428,2.68544,-176.571,0.874983
-0.28145,0.0297875,2.00845,0.420212,-0.28145,2.76215,-176.829,1.37527
-0.34772,0.0407618,2.33489,0.419559,-0.34772,2.68545,-176.566,1.15014
-0.322077,0.012793,4.12086,0.41568,-0.322077,3.30004,-174.67,0.800814
-0.292082,0.0509884,3.37183,0.42004,-0.292082,2.51549,-176.666,0.746029
-0.349016,0.0160438,3.23297,0.418792,-0.349016,2.60223,-176.448,0.804904
-0.342162,0.0392134,3.0947,0.428426,-0.342162,2.7457,-175.749,0.887227
-0.303029,0.0188578,4.53369,0.420654,-0.303029,2.7531,-174.314,0.607253
-0.33208,0.0326975,2.97206,0.421788,-0.33208,2.88164,-174.341,0.969577
-0.301572,0.0451581,3.02784,0.430789,-0.301572,2.56534,-175.723,0.847253
-0.305593,0.0287059,3.69644,0.427375,-0.305593,3.05179,-174.24,0.825602
-0.297383,0.0288144,2.8717,0.404108,-0.297383,2.82694,-175.585,0.984416
-0.292578,0.0369059,2.42771,0.399538,-0.292578,3.11251,-177.501,1.28208
-0.32347,0.0290895,4.7621,0.402671,-0.32347,2.36028,-176.467,0.495637
-0.309275,0.0161976,1.80047,0.439366,-0.309275,2.51838,-176.718,1.39874
-0.293429,0.00812214,3.18468,0.44032,-0.293429,2.46978,-177.641,0.77552
-0.290719,0.00871842,4.47121,0.420348,-0.290719,3.29115,-176.105,0.736077
-0.343714,0.0320438,4.36685,0.412833,-0.343714,3.03153,-175.611,0.694215
-0.323608,0.0372239,2.83051,0.413185,-0.323608,3.2331,-174.839,1.14223
-0.331125,0.0365722,3.19362,0.430982,-0.331125,2.39259,-175.778,0.749177
-0.335732,0.0206328,4.59445,0.411098,-0.335732,2.31321,-176.456,0.503479
-0.308381,0.042277,1.956,0.417981,-0.308381,3.30117,-176.007,1.68771
-0.303515,0.049234,3.74095,0.429765,-0.303515,2.84428,-175.493,0.76031
-0.31112,-0.00130409,4.01255,0.415714,-0.31112,2.96055,-175.269,0.737822
-0.310943,0.0259096,1.63874,0.436651,-0.310943,2.93995,-176.136,1.79403
-0.319551,0.0324831,1.61508,0.430256,-0.319551,2.96763,-175.61,1.83745
-0.313649,0.0207212,4.12332,0.409031,-0.313649,2.83833,-174.227,0.688359
-0.320754,0.020542,4.23627,0.41143,-0.320754,3.00131,-174.069,0.708479
-0.315611,0.034502,4.18427,0.421555,-0.315611,3.02969,-173.933,0.724065
-0.294299,0.0171008,2.89747,0.413787,-0.294299,2.86167,-175.047,0.987647
-0.335374,0.0536473,4.34311,0.418737,-0.335374,2.73784,-176.133,0.630387
-0.328746,0.0311231,1.7146,0.426694,-0.328746,2.95037,-175.367,1.72073
-0.302654,0.0303721,1.53428,0.421436,-0.302654,2.35956,-176.276,1.53789
-0.28575,0.0200914,3.44799,0.415252,-0.28575,2.31156,-177.247,0.670408
-0.296709,0.0478092,3.1731,0.423346,-0.296709,2.46421,-176.145,0.776595
-0.299504,0.0414689,2.53418,0.425759,-0.299504,2.53953,-175.485,1.00211
-0.290767,0.0342243,2.31041,0.421633,-0.290767,2.97275,-175.556,1.28667
-0.292496,0.0214325,3.8318,0.408105,-0.292496,2.84919,-175.485,0.743564
-0.337227,0.0270138,3.57765,0.421002,-0.337227,2.70293,-174.716,0.755503
-0.335738,0.0272781,3.55763,0.421343,-0.335738,2.55662,-174.921,0.71863
-0.289396,0.0105288,2.66163,0.406536,-0.289396,2.2835,-178.308,0.857936
-0.344581,0.0406658,1.63086,0.435487,-0.344581,2.96128,-177.931,1.81578
-0.318152,0.0478205,1.57393,0.433481,-0.318152,2.33495,-177.376,1.48351
-0.331048,0.0401501,1.85471,0.428686,-0.331048,3.39138,-176.997,1.82852
-0.324568,0.0429571,1.53931,0.418315,-0.324568,2.37324,-176.467,1.54175
-0.31076,0.0257987,2.91051,0.426399,-0.31076,3.51849,-175.519,1.20889
-0.320489,0.0327208,2.73783,0.418658,-0.320489,2.17502,-175.934,0.794432
-0.320879,0.0324465,2.85057,0.419069,-0.320879,2.08393,-176.467,0.731057
-0.311659,0.0315105,3.67824,0.416479,-0.311659,3.55771,-175.558,0.96723
-0.321241,0.0259175,1.70081,0.416172,-0.321241,3.23154,-175.553,1.9
-0.328094,0.016986,1.75155,0.421836,-0.328094,2.4785,-175.626,1.41503
-0.309786,0.0208184,3.13696,0.431959,-0.309786,3.25681,-174.898,1.0382
-0.327805,0.0180426,3.5515,0.434651,-0.327805,2.44074,-175.769,0.687243
-0.322968,0.0357109,1.55007,0.397838,-0.322968,3.25091,-178.43,2.09726
-0.306008,0.0233312,1.2394,0.424535,-0.306008,3.31445,-177.941,2.67424
-0.296799,0.0344116,1.29398,0.421336,-0.296799,2.81794,-176.835,2.17774
-0.292797,0.0379559,1.28008,0.427745,-0.292797,3.03899,-178.025,2.37407
-0.317428,0.0208382,2.17905,0.42688,-0.317428,2.75108,-174.437,1.26251
-0.321348,0.0254049,1.59052,0.422053,-0.321348,2.53816,-175.324,1.5958
-0.321324,0.0257204,1.62693,0.423442,-0.321324,2.7445,-175.016,1.68692
-0.311007,0.0313833,11.7062,0.409264,-0.311007,2.91742,-175.926,0.249219
-0.310334,0.0328382,11.9637,0.409513,-0.310334,3.28345,-176.556,0.274452
-0.292195,0.0633667,9.67257,0.409444,-0.292195,3.06741,-179.803,0.317124
-0.297526,0.0231186,2.97795,0.425347,-0.297526,2.76242,-174.652,0.927624
-0.309112,0.0213086,1.9617,0.41879,-0.309112,2.6661,-174.631,1.35908
-0.294252,0.0135,1.80378,0.416631,-0.294252,2.92971,-175.942,1.62421
-0.332135,0.0605518,1.95843,0.425678,-0.332135,3.2086,-178.096,1.63835
-0.331663,0.0590815,1.9266,0.425265,-0.331663,3.02336,-177.408,1.56927
-0.307273,-0.00751517,1.59659,0.401753,-0.307273,3.3814,-180.183,2.11789
-0.31429,-0.00456306,1.41838,0.3994,-0.31429,2.86412,-179.3,2.01929
-0.314454,0.0269419,2.54965,0.432215,-0.314454,2.54519,-174.938,0.998253
-0.296571,0.0273847,5.04616,0.431147,-0.296571,2.53146,-175.7,0.50166
-0.3021,-0.00655463,3.66362,0.429505,-0.3021,3.0989,-176.523,0.845858
-0.293624,0.0156168,3.39594,0.409872,-0.293624,2.77057,-175.455,0.815847
-0.312149,0.017177,1.6557,0.423386,-0.312149,2.83633,-175.079,1.71307
-0.327144,0.0235555,1.98856,0.437075,-0.327144,2.74292,-175.768,1.37935
-0.318195,0.0226677,2.64869,0.417805,-0.318195,2.7642,-173.919,1.04361
-0.306927,0.0347776,5.55424,0.434622,-0.306927,3.08548,-175.27,0.555519
-0.336741,0.0404139,2.36334,0.410455,-0.336741,2.85885,-175.652,1.20967
