b_Intercept,b_age_centered,b_Iage_centeredE2,b_Iage_centeredE3,sigma,Intercept,lp__
-2.36892,0.537087,-0.0175743,0.000152385,1.88877,0.679472,-1196.59
-2.31563,0.536225,-0.0178429,0.00015658,1.87814,0.680568,-1194.92
-2.3301,0.534341,-0.0177274,0.000155597,1.87968,0.680297,-1193.69
-2.27791,0.531236,-0.017587,0.000153262,1.8852,0.681134,-1193.33
-2.27742,0.53166,-0.0178477,0.000157871,1.88415,0.681128,-1192.48
-2.28094,0.532099,-0.017805,0.00015698,1.87567,0.681723,-1192.42
-2.36598,0.532348,-0.0177064,0.00015689,1.87528,0.680713,-1193.21
-2.22377,0.531452,-0.0179852,0.000159295,1.887,0.679685,-1193.15
-2.26814,0.534716,-0.0179517,0.000158195,1.88353,0.679531,-1194.5
-2.23112,0.533097,-0.0180481,0.000159898,1.88172,0.680264,-1193.93
-2.36042,0.52916,-0.017402,0.000152505,1.86022,0.677814,-1189.59
-2.31661,0.526793,-0.0172151,0.000149113,1.87272,0.676201,-1188.97
-2.23639,0.525763,-0.017674,0.000156334,1.87136,0.678644,-1187.8
-2.13994,0.525766,-0.017675,0.000154239,1.87134,0.678643,-1193.23
-2.28659,0.527916,-0.0178327,0.000159357,1.87244,0.676469,-1189.13
-2.22976,0.529049,-0.017832,0.000157629,1.86908,0.677966,-1189.95
-2.14965,0.529052,-0.017832,0.000155874,1.86908,0.677963,-1195.16
-2.10744,0.528212,-0.0179477,0.00015746,1.87447,0.678091,-1196.84
-2.24222,0.528434,-0.0175778,0.000153441,1.88192,0.675977,-1190.85
-2.37931,0.529517,-0.0174704,0.000153954,1.87318,0.674801,-1190.5
-2.30241,0.527356,-0.0177571,0.000158549,1.86247,0.676058,-1188.33
-2.30732,0.524204,-0.0175226,0.000155731,1.85538,0.676082,-1186.04
-2.13897,0.516371,-0.0174157,0.000153559,1.85799,0.676419,-1182.24
-2.13373,0.515241,-0.0175052,0.000155598,1.85733,0.676421,-1180.98
-2.13286,0.513496,-0.0174168,0.000154741,1.85919,0.677236,-1180.02
-2.1663,0.511658,-0.0171864,0.000152031,1.85526,0.676904,-1178.02
-2.16921,0.510652,-0.0172623,0.000153949,1.85565,0.677198,-1177.67
-2.0551,0.507337,-0.0173483,0.000154476,1.86111,0.675631,-1177.5
-2.06312,0.506501,-0.0172956,0.000154052,1.86135,0.67576,-1176.59
-2.14076,0.506,-0.0170873,0.000152131,1.85886,0.675657,-1174.76
-2.14643,0.50734,-0.0172083,0.000153922,1.85532,0.677059,-1175.87
-2.08388,0.509832,-0.0176409,0.000159381,1.84224,0.675046,-1177.51
-2.07321,0.508445,-0.0176677,0.000160259,1.84149,0.675068,-1177.14
-2.16324,0.507717,-0.0170842,0.000151793,1.83063,0.675239,-1173.74
-2.10724,0.506375,-0.0170546,0.000150618,1.83069,0.675326,-1173.55
-2.14235,0.505432,-0.0166693,0.00014471,1.81774,0.675868,-1173.21
-2.22371,0.505336,-0.0166557,0.000146284,1.81781,0.675935,-1172.34
-2.04114,0.495906,-0.0168551,0.000150136,1.80574,0.675072,-1165.55
-2.00589,0.49568,-0.0170765,0.00015353,1.80648,0.674143,-1166.22
-2.01554,0.497987,-0.0171833,0.000154677,1.79604,0.673726,-1167.09
-2.12561,0.494494,-0.0162547,0.000141473,1.79252,0.672137,-1163.38
-2.11015,0.494901,-0.0163846,0.000143346,1.7916,0.672017,-1163.21
-2.05789,0.493922,-0.0166267,0.000147099,1.78587,0.671816,-1162.15
-1.9605,0.490428,-0.0170903,0.000155075,1.7878,0.671965,-1162.59
-2.02164,0.490264,-0.016686,0.000149052,1.78684,0.673072,-1160.44
-2.03354,0.490048,-0.0166813,0.00014932,1.78682,0.67296,-1160.28
-2.02383,0.492734,-0.0169141,0.000152207,1.78545,0.672928,-1162.42
-2.09914,0.492858,-0.0169301,0.000154095,1.78603,0.672868,-1165.58
-1.99647,0.489457,-0.016348,0.000142635,1.79331,0.673585,-1162.75
-2.04202,0.487876,-0.0166279,0.000149442,1.78765,0.67108,-1158.99
-2.01556,0.48784,-0.0164624,0.000145827,1.78494,0.67103,-1158.31
-1.94949,0.489935,-0.0168728,0.000151049,1.78264,0.67237,-1161.74
-2.01084,0.486787,-0.0168911,0.000154107,1.78078,0.671433,-1160.42
-2.06985,0.487669,-0.0162244,0.000142688,1.78896,0.670499,-1158.03
-2.14189,0.490797,-0.0161037,0.000140619,1.78483,0.669132,-1160
-2.11766,0.493192,-0.0164204,0.000144874,1.791,0.669424,-1161.3
-2.00709,0.489677,-0.0165487,0.000146394,1.79675,0.670042,-1160.45
-2.07547,0.487504,-0.0163467,0.000145038,1.79736,0.665853,-1157.48
-1.96009,0.482832,-0.0164552,0.000146614,1.80534,0.666941,-1156.29
-2.08229,0.481399,-0.0156822,0.000135644,1.81697,0.66594,-1156.41
-1.98794,0.479758,-0.0159323,0.000138915,1.81358,0.665665,-1155.31
-1.93407,0.472252,-0.0160657,0.000143495,1.80661,0.664129,-1149.04
-1.89554,0.467272,-0.0158725,0.000141318,1.79854,0.664871,-1145.77
-1.88559,0.460337,-0.0158044,0.000142834,1.7997,0.660827,-1141.8
-1.89779,0.460601,-0.0155599,0.000138466,1.79767,0.66042,-1140.51
-1.80202,0.460129,-0.0160222,0.000145125,1.78847,0.661238,-1141.84
-1.94995,0.461692,-0.015515,0.000138303,1.78919,0.660869,-1141
-1.9442,0.460793,-0.0152887,0.000134326,1.77936,0.657355,-1138.47
-1.92408,0.460901,-0.015599,0.000139573,1.76981,0.657892,-1138.27
-1.88385,0.462109,-0.0157696,0.000141318,1.7662,0.658572,-1138.86
-1.88556,0.462597,-0.0159263,0.000143999,1.76888,0.657159,-1139.87
-1.904,0.460448,-0.0153272,0.000134341,1.76938,0.658796,-1138.15
-1.91399,0.454606,-0.0151248,0.000133397,1.7718,0.657738,-1134.32
-1.91692,0.454093,-0.0153097,0.000137051,1.76125,0.65555,-1133.64
-1.86692,0.453716,-0.0153411,0.000136701,1.76074,0.655434,-1132.38
-1.88684,0.450813,-0.0150955,0.000133877,1.74994,0.654537,-1129.63
-1.76982,0.448947,-0.0155247,0.000140054,1.74058,0.654187,-1129.07
-1.79134,0.449137,-0.0154788,0.000139583,1.74172,0.653706,-1128.79
-1.84643,0.448511,-0.0150781,0.000133721,1.74604,0.655763,-1128.1
-1.87362,0.4454,-0.0147346,0.000129343,1.74663,0.654946,-1126.37
-1.83842,0.445053,-0.014865,0.000131131,1.7436,0.65491,-1125.68
-1.75881,0.442338,-0.0153551,0.000139595,1.74008,0.653095,-1125.3
-1.70742,0.442336,-0.015355,0.00013847,1.74007,0.653094,-1125.54
-1.68813,0.440551,-0.0150078,0.000132324,1.73561,0.648018,-1125.15
-1.76625,0.439101,-0.014944,0.000133518,1.73444,0.648795,-1120.3
-1.76701,0.439574,-0.0150448,0.000135186,1.73466,0.648861,-1120.9
-1.72056,0.43719,-0.0150221,0.000134843,1.73285,0.650395,-1120.05
-1.74364,0.436961,-0.0151349,0.000137553,1.733,0.651424,-1121.07
-1.73828,0.435833,-0.0148894,0.000133391,1.73251,0.650665,-1118.81
-1.72902,0.433115,-0.0148437,0.000133515,1.73254,0.648928,-1116.99
-1.73678,0.435984,-0.0148917,0.000133325,1.72971,0.650215,-1118.57
-1.77273,0.433416,-0.0145022,0.000128022,1.71184,0.648229,-1114.67
-1.83513,0.433365,-0.0145026,0.000129419,1.71176,0.648238,-1116.17
-1.81502,0.430349,-0.0143149,0.00012688,1.72501,0.649389,-1115.04
-1.72563,0.430069,-0.014377,0.000126212,1.72449,0.650194,-1114.81
-1.65683,0.426171,-0.0146497,0.000131492,1.72488,0.651337,-1113.12
-1.71465,0.422241,-0.0140698,0.000123763,1.70474,0.649358,-1107.77
-1.69026,0.422031,-0.0141592,0.000124984,1.70531,0.649945,-1107.89
-1.67804,0.417982,-0.0139977,0.000123565,1.69869,0.651278,-1105.14
-1.64705,0.411968,-0.013739,0.000120818,1.691,0.652765,-1101.41
-1.64351,0.407273,-0.013635,0.000120926,1.7032,0.653616,-1099.91
-1.5749,0.405129,-0.0136168,0.000119976,1.70268,0.650657,-1098.41
-1.49254,0.405,-0.0141211,0.00012752,1.70227,0.65009,-1100.05
-1.53111,0.404202,-0.0139603,0.000125758,1.70236,0.650325,-1098.25
-1.59552,0.403506,-0.0137573,0.00012373,1.70171,0.650197,-1097.26
-1.67217,0.405565,-0.0134516,0.000118835,1.70368,0.649352,-1098.45
-1.70348,0.405262,-0.0130887,0.000112926,1.69488,0.647752,-1098.21
-1.5901,0.401864,-0.0135324,0.000120198,1.68751,0.650476,-1094.44
-1.62166,0.402477,-0.0133005,0.000116367,1.69191,0.651807,-1095.85
-1.60541,0.400888,-0.0132839,0.000116445,1.69109,0.653402,-1095.15
-1.5889,0.401247,-0.0135266,0.000120383,1.68745,0.652469,-1094.61
-1.55742,0.400627,-0.0137337,0.000123731,1.69171,0.649806,-1094.58
-1.5749,0.402692,-0.0136898,0.000122427,1.68107,0.651661,-1094.83
-1.53687,0.400788,-0.0137875,0.00012422,1.67696,0.650676,-1093.64
-1.55045,0.400265,-0.0136696,0.000122583,1.6721,0.651023,-1092.62
-1.59967,0.401269,-0.0134748,0.000119591,1.65899,0.649664,-1091.44
-1.5777,0.400339,-0.0133288,0.000116808,1.65856,0.648689,-1091.06
-1.50712,0.397129,-0.0138216,0.00012579,1.64581,0.649116,-1089.48
-1.54389,0.393994,-0.0136123,0.000124116,1.64884,0.648677,-1088.47
-1.50711,0.394156,-0.0131944,0.000115562,1.64699,0.65013,-1087.68
-1.59361,0.393227,-0.0130432,0.000115057,1.64288,0.649172,-1085.54
-1.55973,0.396348,-0.013164,0.000115188,1.63753,0.650484,-1087.45
-1.62957,0.396214,-0.0130386,0.000114432,1.63619,0.649124,-1087.2
-1.48907,0.396635,-0.0139374,0.000127719,1.63927,0.647738,-1089.44
-1.45399,0.393102,-0.0136618,0.000123495,1.63819,0.650384,-1086.65
-1.51445,0.394477,-0.0134612,0.000120466,1.63746,0.648489,-1085.6
-1.54944,0.395622,-0.0131712,0.000115407,1.63624,0.650037,-1086.79
-1.57259,0.394609,-0.0133989,0.000120564,1.63291,0.650054,-1086.54
-1.58182,0.394342,-0.0133328,0.000119665,1.63244,0.64997,-1086.3
-1.48834,0.393955,-0.0135487,0.000121796,1.62173,0.651038,-1085.2
-1.49925,0.395139,-0.0136617,0.000123586,1.62238,0.650674,-1086.22
-1.56392,0.39093,-0.0132166,0.000118642,1.62188,0.649905,-1083.43
-1.57069,0.392292,-0.0132346,0.0001185,1.61459,0.649053,-1083.21
-1.52356,0.395783,-0.0132647,0.000116479,1.61174,0.649319,-1085.39
-1.48836,0.393535,-0.0133538,0.000118336,1.60716,0.648695,-1083.51
-1.52046,0.394917,-0.0131765,0.000115151,1.61142,0.648545,-1085.11
-1.55475,0.392541,-0.0129211,0.000112244,1.61284,0.648454,-1083.24
-1.58451,0.391755,-0.0126808,0.000108793,1.61045,0.647682,-1083.56
-1.56834,0.391251,-0.0126918,0.000108875,1.60918,0.648091,-1083.42
-1.49475,0.390289,-0.013094,0.000115091,1.59297,0.647152,-1080.02
-1.61646,0.390771,-0.012361,0.000103994,1.6075,0.645993,-1085.32
-1.69429,0.390939,-0.0123898,0.000106143,1.60772,0.64549,-1085.01
-1.71295,0.391057,-0.0123773,0.000106271,1.60771,0.645559,-1086.14
-1.55378,0.385776,-0.0124725,0.000106936,1.60109,0.647788,-1079.23
-1.52661,0.387934,-0.0128277,0.000111942,1.59713,0.648031,-1078.74
-1.38403,0.377903,-0.013132,0.000118804,1.59723,0.644105,-1072.27
-1.42118,0.376131,-0.0130748,0.000119346,1.59322,0.643984,-1071.47
-1.49407,0.373661,-0.0122382,0.000106636,1.58587,0.64536,-1068.42
-1.38525,0.36566,-0.0123702,0.000110269,1.58378,0.646641,-1062.93
-1.36903,0.366827,-0.012373,0.000109379,1.57972,0.643516,-1062.88
-1.39056,0.363937,-0.0123734,0.000111121,1.56904,0.642598,-1060.05
-1.42204,0.365974,-0.0122278,0.000108259,1.56477,0.644368,-1061.14
-1.40483,0.365415,-0.012357,0.00011053,1.55795,0.645118,-1060.73
-1.31347,0.362185,-0.0126986,0.000116274,1.55374,0.645453,-1060.53
-1.3558,0.359238,-0.0120009,0.000105623,1.55697,0.644771,-1056.53
-1.38438,0.357412,-0.0120177,0.000107429,1.56184,0.647467,-1057.2
-1.36628,0.353482,-0.0119048,0.00010661,1.54839,0.643561,-1052.79
-1.27296,0.352598,-0.0119599,0.000105931,1.54838,0.641454,-1051.47
-1.23604,0.344399,-0.0116564,0.000103181,1.54148,0.642188,-1045.81
-1.27988,0.344842,-0.0117901,0.000106432,1.54395,0.643168,-1046.76
-1.20625,0.345344,-0.0117566,0.000103979,1.54526,0.643148,-1048.32
-1.23424,0.341524,-0.0118189,0.000107476,1.53844,0.644924,-1045.24
-1.24956,0.341133,-0.0117897,0.000107458,1.54109,0.645424,-1045.95
-1.17377,0.338402,-0.0116563,0.000104582,1.54188,0.646813,-1043.77
-1.28986,0.338873,-0.0112668,0.0000996878,1.54285,0.644964,-1043.23
-1.2932,0.338873,-0.0112669,0.0000997624,1.54285,0.644963,-1043.34
-1.22831,0.338545,-0.0115706,0.000104113,1.54392,0.646034,-1043.28
-1.14832,0.335775,-0.0115719,0.0001036,1.54821,0.645258,-1042.7
-1.19247,0.33775,-0.0115409,0.000103122,1.54787,0.645433,-1042.99
-1.19788,0.33977,-0.0118906,0.000108746,1.54754,0.643253,-1045.01
-1.29226,0.336802,-0.0112453,0.000100192,1.53264,0.641669,-1040.84
-1.23078,0.335701,-0.0113705,0.000101641,1.53707,0.641517,-1039.41
-1.23685,0.334705,-0.0112801,0.000100541,1.53695,0.64118,-1038.7
-1.1957,0.334914,-0.0115097,0.000103753,1.53493,0.639872,-1038.6
-1.2588,0.333247,-0.0110584,0.0000975307,1.52718,0.638941,-1036.56
-1.25835,0.332968,-0.0109384,0.0000954282,1.5293,0.638861,-1036.8
-1.21542,0.32658,-0.0112174,0.000102405,1.52119,0.635751,-1033.91
-1.16223,0.326805,-0.0109122,0.0000954972,1.52653,0.635181,-1032.11
-1.19248,0.325407,-0.0105971,0.0000909487,1.52174,0.634251,-1031.88
-1.20061,0.32502,-0.0110857,0.00010029,1.51905,0.633337,-1030.31
-1.14581,0.324464,-0.0108279,0.000094566,1.5205,0.632528,-1029.76
-1.21947,0.324971,-0.0108424,0.0000962154,1.52079,0.632356,-1029.16
-1.17589,0.320544,-0.0108279,0.0000969284,1.52819,0.630893,-1026.7
-1.13437,0.320397,-0.0106954,0.0000936451,1.52747,0.631063,-1027
-1.1448,0.320814,-0.0110289,0.0000998768,1.52122,0.632711,-1027.11
-1.047,0.318521,-0.0111744,0.000101414,1.51695,0.631641,-1026.2
-1.12455,0.314525,-0.0105904,0.0000941015,1.5157,0.631093,-1021.54
-1.07627,0.31168,-0.0107692,0.0000976677,1.51342,0.633889,-1021.19
-0.995073,0.312041,-0.0109532,0.0000991617,1.51182,0.635615,-1023.5
-1.16016,0.311449,-0.0103589,0.0000920679,1.51268,0.635239,-1021.85
-1.04527,0.306955,-0.0107212,0.0000982405,1.5076,0.635679,-1019.42
-1.03424,0.307863,-0.0107887,0.0000988444,1.50876,0.635826,-1020
-1.09257,0.306155,-0.0103928,0.0000936247,1.50933,0.638015,-1019.01
-1.11434,0.306379,-0.01018,0.0000900219,1.50975,0.635521,-1017.94
-1.07572,0.306096,-0.0101799,0.0000892826,1.51198,0.634693,-1017.59
-1.08287,0.307977,-0.0103648,0.0000920028,1.51092,0.634202,-1018.11
-1.12863,0.305841,-0.0100302,0.0000877599,1.51439,0.633187,-1017.74
-1.05503,0.297775,-0.00996606,0.0000885568,1.5292,0.633611,-1014.31
-0.937681,0.294215,-0.0104827,0.0000970409,1.53065,0.630938,-1014.13
-1.0285,0.291331,-0.0096264,0.0000845131,1.52145,0.630909,-1009.12
-1.03648,0.291655,-0.0095128,0.0000824447,1.51909,0.63075,-1009.54
-1.0213,0.289767,-0.0095461,0.00008357,1.514,0.630952,-1007.48
-0.956052,0.29096,-0.0100239,0.0000904015,1.51684,0.629849,-1007.99
-0.940121,0.293387,-0.0102151,0.0000924684,1.51731,0.628278,-1009.53
-0.899927,0.290628,-0.0103334,0.0000950309,1.50948,0.629904,-1008.92
-1.04165,0.2919,-0.00983339,0.0000883688,1.51027,0.631021,-1009.24
-1.02637,0.293588,-0.0100383,0.0000910693,1.50914,0.631207,-1010.2
-0.985919,0.294454,-0.00986125,0.000086541,1.50938,0.631578,-1010.04
-0.961879,0.290547,-0.00995976,0.0000895333,1.49514,0.630035,-1005.26
-0.940409,0.289871,-0.0100637,0.0000912798,1.49381,0.629948,-1005.17
-0.996676,0.291576,-0.00996158,0.0000898244,1.48745,0.62788,-1004.67
-0.972751,0.292273,-0.0100864,0.0000912899,1.48989,0.627698,-1005.29
-0.966587,0.286257,-0.00953154,0.0000835653,1.48968,0.626525,-1001.36
-0.931186,0.285518,-0.00980911,0.0000882167,1.48797,0.625507,-1000.27
-1.00126,0.28451,-0.00926176,0.0000801339,1.47377,0.627001,-999.518
-0.924129,0.278088,-0.00944265,0.0000846536,1.47095,0.627849,-994.811
-0.862356,0.276108,-0.009512,0.0000854339,1.4647,0.62664,-992.912
-0.816282,0.275217,-0.00972119,0.0000886674,1.46735,0.626084,-993.858
-0.894772,0.273926,-0.00904933,0.0000785235,1.45959,0.624189,-991.154
-0.848664,0.274858,-0.00961469,0.0000874998,1.46271,0.622813,-991.247
-0.850313,0.266926,-0.0091149,0.0000817286,1.45116,0.617766,-982.947
-0.844115,0.266041,-0.0090548,0.0000808687,1.44611,0.617393,-981.749
-0.7847,0.264011,-0.00923217,0.0000837627,1.44955,0.618335,-982.166
-0.836368,0.262732,-0.00885758,0.000078586,1.44749,0.619907,-980.798
-0.844318,0.262735,-0.00885711,0.0000787501,1.44748,0.619909,-980.773
-0.824207,0.261601,-0.00904298,0.0000822539,1.45131,0.620439,-981.44
-0.750426,0.261083,-0.00915692,0.0000829706,1.45654,0.620435,-982.437
-0.820764,0.260365,-0.00851338,0.0000729038,1.44797,0.617978,-981.638
-0.881618,0.259809,-0.00842192,0.000072785,1.44767,0.617496,-979.615
-0.906161,0.258986,-0.00832045,0.0000718091,1.44523,0.617191,-979.532
-0.73664,0.253054,-0.00889269,0.0000812492,1.45536,0.615357,-975.744
-0.709265,0.251277,-0.00893117,0.0000820996,1.44875,0.613092,-973.899
-0.749692,0.252511,-0.00861539,0.000076596,1.44506,0.612403,-972.884
-0.778459,0.249682,-0.00843234,0.0000751378,1.44324,0.613873,-971.012
-0.718293,0.246681,-0.00862335,0.0000786356,1.4389,0.611974,-968.84
-0.700294,0.247302,-0.00855472,0.0000766935,1.44213,0.611691,-969.779
-0.790003,0.246753,-0.00832889,0.0000747436,1.43783,0.612087,-968.79
-0.805948,0.247635,-0.0080605,0.0000697083,1.43733,0.610173,-969.007
-0.77213,0.247103,-0.00825281,0.0000727535,1.43722,0.610258,-967.819
-0.814,0.249064,-0.00826209,0.0000729631,1.43703,0.60992,-969.094
-0.775403,0.245764,-0.00812229,0.0000710477,1.42867,0.611886,-966.844
-0.710666,0.247942,-0.0086896,0.0000791332,1.41272,0.61208,-966.669
-0.731215,0.246907,-0.00854671,0.000077403,1.40773,0.61192,-964.98
-0.732142,0.246405,-0.00846508,0.0000761356,1.41091,0.611691,-964.778
-0.804684,0.247973,-0.00819631,0.000072008,1.41035,0.608916,-965.011
-0.793542,0.246959,-0.00797871,0.0000681314,1.40905,0.60575,-964.948
-0.764627,0.245491,-0.00794987,0.0000676205,1.41318,0.605848,-965.477
-0.7434,0.243717,-0.00858935,0.0000796631,1.41531,0.602332,-963.238
-0.761462,0.24536,-0.00848875,0.0000774717,1.4223,0.602264,-963.297
-0.693667,0.243715,-0.00843925,0.0000757796,1.42443,0.6011,-962.045
-0.677489,0.243518,-0.00853036,0.0000771914,1.421,0.600995,-961.885
-0.670352,0.242649,-0.00860931,0.0000788651,1.42129,0.600428,-961.504
-0.668668,0.241554,-0.00854993,0.0000781884,1.41899,0.599009,-959.995
-0.695244,0.240991,-0.00841819,0.0000765635,1.41839,0.597799,-958.443
-0.793044,0.240375,-0.00789415,0.0000693472,1.42145,0.599467,-959.418
-0.735359,0.241418,-0.00806578,0.0000707867,1.42834,0.599432,-960.359
-0.595292,0.233175,-0.00835773,0.0000767299,1.4265,0.597718,-956.977
-0.721647,0.22931,-0.00771712,0.0000693289,1.41892,0.594712,-951.611
-0.677391,0.230528,-0.00773753,0.0000682006,1.41673,0.594928,-951.239
-0.629653,0.230372,-0.00798691,0.0000717973,1.40918,0.593647,-950.162
-0.71688,0.230473,-0.00783424,0.0000708782,1.41102,0.595151,-951.382
-0.588802,0.225186,-0.00815298,0.0000763337,1.40823,0.596569,-950.206
-0.543521,0.223874,-0.00793991,0.0000719728,1.40141,0.595572,-948.167
-0.552583,0.220259,-0.00795155,0.0000739773,1.40591,0.594937,-946.057
-0.60695,0.219754,-0.00765377,0.0000698738,1.40165,0.593813,-943.254
-0.628622,0.219408,-0.00744637,0.0000666463,1.40436,0.59246,-942.516
-0.53193,0.219177,-0.00789389,0.000072891,1.40649,0.592594,-944.776
-0.656971,0.216435,-0.00705708,0.0000613274,1.40213,0.588873,-940.298
-0.51733,0.2088,-0.00736389,0.0000672986,1.39437,0.587818,-934.582
-0.537293,0.209037,-0.00729258,0.0000663434,1.39375,0.589117,-934.689
-0.456085,0.203683,-0.00741103,0.0000690722,1.39709,0.586545,-933.439
-0.48224,0.200782,-0.00681717,0.0000599734,1.40681,0.586315,-932.528
-0.494808,0.200001,-0.00721225,0.0000679252,1.40841,0.588232,-934.592
-0.474481,0.192253,-0.00652972,0.0000583414,1.41394,0.588729,-928.936
-0.477907,0.192658,-0.0065066,0.0000578118,1.41515,0.588791,-929.399
-0.442084,0.192075,-0.00679968,0.0000627226,1.40526,0.59014,-928.615
-0.434025,0.19125,-0.00681127,0.000063104,1.40413,0.589123,-927.935
-0.40625,0.192813,-0.00682598,0.0000620767,1.4046,0.589292,-929.007
-0.375767,0.192211,-0.00695983,0.0000641276,1.39984,0.58844,-928.807
-0.415005,0.189546,-0.00653959,0.0000583674,1.3952,0.586123,-924.51
-0.420028,0.184129,-0.00642548,0.0000587278,1.39316,0.583827,-920.295
-0.375283,0.181213,-0.00627289,0.000056179,1.38633,0.581562,-917.333
-0.383475,0.179898,-0.00625266,0.0000565479,1.38942,0.580588,-916.424
-0.377276,0.17608,-0.00617725,0.0000566668,1.38587,0.578311,-913.453
-0.364568,0.177306,-0.00631421,0.0000583433,1.38295,0.577067,-913.421
-0.287569,0.17752,-0.00659112,0.0000616596,1.38396,0.57653,-916.18
-0.377624,0.177076,-0.00633917,0.0000591656,1.37769,0.575879,-912.682
-0.414524,0.178077,-0.00620112,0.0000569499,1.37695,0.574402,-911.989
-0.329439,0.178677,-0.00632855,0.0000571745,1.37757,0.574526,-913.621
-0.339009,0.178259,-0.00628405,0.0000567138,1.38546,0.572915,-913.714
-0.345444,0.178055,-0.00648235,0.0000606134,1.38411,0.573391,-913.618
-0.328654,0.178002,-0.00651281,0.0000608248,1.38413,0.573087,-913.81
-0.404638,0.179766,-0.00597592,0.00005181,1.37995,0.573536,-913.623
-0.472587,0.176508,-0.00581046,0.0000516509,1.383,0.571665,-912.302
-0.28699,0.172305,-0.00626939,0.0000578985,1.3847,0.570619,-910.58
-0.3592,0.170167,-0.00593036,0.0000541288,1.3829,0.56852,-906.725
-0.323884,0.166915,-0.00582481,0.0000527466,1.37784,0.563657,-902.717
-0.431233,0.169483,-0.00546741,0.0000473396,1.37409,0.562601,-903.964
-0.307486,0.165686,-0.00597173,0.0000556944,1.36371,0.565984,-901.194
-0.297332,0.166638,-0.00574,0.0000507958,1.36507,0.566942,-902.872
-0.403643,0.167364,-0.00566869,0.000051481,1.3642,0.566767,-902.857
-0.401815,0.16868,-0.0056713,0.0000509475,1.36608,0.568733,-903.766
-0.278702,0.164134,-0.00598264,0.000055936,1.35861,0.565119,-899.598
-0.284809,0.162314,-0.00571963,0.0000520334,1.35414,0.565439,-897.22
-0.341103,0.161896,-0.00554594,0.0000502485,1.3542,0.565517,-896.93
-0.323596,0.16085,-0.00555848,0.000050554,1.35287,0.565187,-895.988
-0.292195,0.161865,-0.0056298,0.0000507022,1.35044,0.563845,-895.746
-0.341437,0.162181,-0.00528409,0.0000452386,1.35135,0.562756,-896.845
-0.385827,0.164607,-0.00541193,0.0000474967,1.35298,0.563019,-897.52
-0.288385,0.160731,-0.00544796,0.0000477045,1.35601,0.560953,-896.317
-0.287907,0.157489,-0.00537087,0.0000477336,1.35795,0.561938,-894.313
-0.252929,0.155162,-0.00537227,0.0000480209,1.36355,0.561649,-894.52
-0.281065,0.154154,-0.00519586,0.0000458132,1.36353,0.560866,-893.519
-0.272312,0.152852,-0.0051715,0.0000457053,1.36538,0.558792,-892.553
-0.184473,0.144275,-0.005138,0.0000469142,1.35965,0.556074,-887.049
-0.28605,0.147523,-0.00487661,0.0000428464,1.36474,0.554843,-888.861
-0.269302,0.147563,-0.00499477,0.0000446292,1.36283,0.554288,-887.978
-0.263235,0.144595,-0.00477494,0.0000417527,1.3557,0.553973,-885.594
-0.186568,0.142655,-0.00473636,0.0000402042,1.35009,0.553051,-886.941
-0.286535,0.147648,-0.00496479,0.000044384,1.35501,0.55284,-886.266
-0.180481,0.147173,-0.00534969,0.0000493864,1.36081,0.55341,-888.332
-0.254102,0.148443,-0.0051254,0.0000462844,1.35999,0.552856,-887.245
-0.219782,0.14253,-0.00494001,0.0000447325,1.36456,0.552538,-885.452
-0.220269,0.145981,-0.00520012,0.0000479559,1.3669,0.550127,-886.873
-0.247893,0.149827,-0.00514923,0.0000458902,1.35805,0.549063,-886.619
-0.183898,0.152213,-0.00566676,0.0000529575,1.36171,0.548175,-890.368
-0.262648,0.151899,-0.00556031,0.0000528642,1.3604,0.548518,-889.48
-0.293984,0.150669,-0.00507917,0.0000452082,1.35128,0.547938,-885.046
-0.338116,0.150072,-0.00495002,0.0000440709,1.34996,0.548592,-886.018
-0.198381,0.1496,-0.00529928,0.0000476991,1.33826,0.550143,-884.688
-0.221854,0.148791,-0.00552621,0.0000527494,1.338,0.54974,-884.383
-0.197977,0.147337,-0.00530793,0.0000488854,1.33874,0.551529,-883.15
-0.300091,0.147695,-0.00497526,0.0000447325,1.33244,0.547322,-880.467
-0.289501,0.146999,-0.00500427,0.000045311,1.33533,0.545782,-880.045
-0.256834,0.146018,-0.00502995,0.0000455172,1.33185,0.546326,-878.666
-0.23988,0.144157,-0.00500417,0.0000454757,1.331,0.545353,-877.318
-0.171277,0.142544,-0.00532752,0.0000506672,1.3255,0.545873,-877.564
-0.215029,0.142715,-0.00490443,0.0000437248,1.32688,0.544997,-876.115
-0.266997,0.142714,-0.00490434,0.0000448609,1.32687,0.544993,-876.576
-0.331908,0.146431,-0.00498429,0.0000460883,1.3186,0.544202,-879.628
-0.320538,0.147599,-0.00493659,0.0000444398,1.31921,0.544163,-877.648
-0.2634,0.143674,-0.00502682,0.0000465982,1.31925,0.544213,-875.659
-0.208224,0.144268,-0.0051004,0.000046487,1.31881,0.544343,-875.086
-0.201903,0.142078,-0.00528548,0.0000507532,1.31797,0.545175,-876.457
-0.326303,0.143969,-0.0045642,0.000039293,1.3108,0.54343,-875.027
-0.17086,0.139769,-0.00496956,0.0000452788,1.30648,0.545503,-871.515
-0.181012,0.141302,-0.00527002,0.0000503519,1.30294,0.544991,-872.793
-0.187423,0.140336,-0.00486268,0.0000434221,1.29603,0.545685,-870.067
-0.206392,0.140929,-0.00489538,0.0000441335,1.29533,0.54371,-868.93
