b_Intercept,bs_sage_centered_1,sds_sage_centered_1,sigma,Intercept,s_sage_centered_1.1.,lp__,zs_1_1.1.
-0.315413,0.021369,7.40855,0.4172,-0.315413,2.81292,-174.483,0.379686
-0.325048,-0.00511719,3.59189,0.41748,-0.325048,3.18624,-175.956,0.887064
-0.326938,-0.00372065,3.03154,0.402473,-0.326938,3.26474,-177.523,1.07692
-0.302454,0.0314672,5.83474,0.41604,-0.302454,2.84609,-174.527,0.487784
-0.339835,0.0227429,1.59026,0.421866,-0.339835,3.09332,-176.474,1.94517
-0.295322,0.0176018,4.58882,0.430907,-0.295322,2.95189,-175.241,0.643278
-0.33559,0.0469227,3.54298,0.413896,-0.33559,3.14446,-175.805,0.887517
-0.341793,0.0321668,2.06967,0.412197,-0.341793,3.17527,-176.342,1.53419
-0.345117,0.0398516,1.85069,0.414936,-0.345117,2.83197,-176.707,1.53023
-0.292354,0.00722241,4.56516,0.429662,-0.292354,3.21184,-176.186,0.703556
-0.301756,0.0352183,4.66535,0.434545,-0.301756,3.02128,-175.278,0.6476
-0.333694,0.0175108,4.1699,0.409861,-0.333694,2.75432,-174.973,0.660526
-0.338132,0.0250735,4.87972,0.407585,-0.338132,3.09743,-175.529,0.634755
-0.341236,0.0326336,7.94338,0.408156,-0.341236,3.07223,-176.569,0.386766
-0.283113,0.0283125,1.70921,0.431579,-0.283113,2.87676,-177.47,1.68309
-0.278832,0.0296714,1.86445,0.430486,-0.278832,3.55261,-179.798,1.90545
-0.29423,0.0289876,2.21693,0.421399,-0.29423,2.73442,-175.173,1.23343
-0.290221,0.0230567,2.06253,0.40522,-0.290221,3.07981,-176.803,1.49322
-0.292831,0.0175102,2.29867,0.40602,-0.292831,3.28795,-176.829,1.43037
-0.336786,0.0230073,6.04817,0.424056,-0.336786,2.37078,-176.2,0.391983
-0.307595,0.00253989,1.87353,0.418722,-0.307595,2.52901,-176.207,1.34987
-0.324973,0.0190033,2.47376,0.415184,-0.324973,2.2429,-175.96,0.906676
-0.307841,0.00891067,2.6736,0.406046,-0.307841,3.58019,-177.226,1.33909
-0.316052,0.0200863,2.98677,0.438595,-0.316052,2.44038,-175.966,0.817065
-0.312021,0.0403545,1.46202,0.40348,-0.312021,2.62466,-176.984,1.79524
-0.318497,0.0248008,9.01287,0.43177,-0.318497,2.52623,-175.993,0.280291
-0.309985,0.0223771,4.37342,0.412817,-0.309985,3.61676,-175.97,0.826985
-0.32157,0.0386581,3.53077,0.407717,-0.32157,2.65333,-174.896,0.751488
-0.308456,0.0126131,3.76411,0.434865,-0.308456,2.97679,-175.024,0.790836
-0.349357,0.041916,2.63063,0.406674,-0.349357,2.87526,-177.456,1.09299
-0.340698,0.0375921,3.2583,0.414318,-0.340698,3.27534,-175.944,1.00523
-0.330997,0.0309077,3.75422,0.406825,-0.330997,3.13467,-175.078,0.834974
-0.309647,0.0407823,4.1187,0.401334,-0.309647,3.04066,-175.815,0.738257
-0.318619,0.027145,2.13761,0.410703,-0.318619,2.77568,-174.509,1.2985
-0.3113,0.0321374,1.59943,0.434553,-0.3113,2.93199,-176.044,1.83314
-0.314386,0.0234335,1.57444,0.443132,-0.314386,2.82945,-177.131,1.79712
-0.326859,0.0476892,1.5122,0.437496,-0.326859,2.67899,-177.506,1.77159
-0.319684,0.0338049,2.65129,0.433854,-0.319684,2.65983,-174.946,1.00322
-0.307103,0.0437339,2.15493,0.436415,-0.307103,3.43059,-177.403,1.59197
-0.306854,0.0632813,1.67807,0.431431,-0.306854,2.29743,-179.007,1.36909
-0.297108,0.0266048,2.33801,0.419842,-0.297108,2.08783,-177.236,0.892995
-0.302338,0.0202897,2.5847,0.421605,-0.302338,3.17409,-174.642,1.22803
-0.32506,0.0386534,2.50941,0.423912,-0.32506,2.92845,-174.475,1.16699
-0.329905,0.03289,1.94155,0.426678,-0.329905,2.08095,-177.262,1.0718
-0.303238,0.0177858,2.48128,0.434323,-0.303238,2.30446,-176.501,0.928736
-0.314126,0.0158208,2.73828,0.433376,-0.314126,3.36233,-175.54,1.2279
-0.331651,0.029658,3.47564,0.423032,-0.331651,2.826,-174.234,0.813088
-0.315399,0.00553084,2.20451,0.428116,-0.315399,2.81635,-175.21,1.27754
-0.315252,0.00565877,2.20617,0.428093,-0.315252,2.80955,-175.202,1.27349
-0.325558,0.0432349,3.85258,0.416387,-0.325558,3.21905,-174.97,0.835558
-0.310936,0.0518151,2.49007,0.42867,-0.310936,2.67901,-175.722,1.07588
-0.305248,0.0421708,3.12947,0.432741,-0.305248,2.99366,-175.204,0.956601
-0.319874,0.0342142,4.92547,0.399674,-0.319874,2.98094,-175.725,0.605208
-0.312663,0.0401664,8.29909,0.39955,-0.312663,3.0713,-176.945,0.370077
-0.312179,0.0417028,9.05115,0.400337,-0.312179,3.2435,-177.477,0.358353
-0.321442,0.0337581,2.89068,0.419003,-0.321442,2.51873,-174.459,0.871328
-0.317029,0.0212946,6.9789,0.418472,-0.317029,2.93641,-174.298,0.420755
-0.34851,0.0302479,3.20833,0.421558,-0.34851,2.8589,-175.834,0.891087
-0.283078,0.0230236,1.72672,0.409341,-0.283078,2.89098,-177.529,1.67426
-0.287371,0.0509665,1.24375,0.435255,-0.287371,2.2566,-180.451,1.81435
-0.343259,0.00233664,2.84455,0.405876,-0.343259,2.61689,-177.714,0.919968
-0.335098,0.00531474,4.53962,0.402237,-0.335098,3.29133,-177.18,0.725024
-0.288108,0.0450027,3.83664,0.430031,-0.288108,2.41892,-177.206,0.630479
-0.329442,0.015948,6.6039,0.410073,-0.329442,2.51358,-175.869,0.380621
-0.334385,0.0238693,7.45213,0.403346,-0.334385,2.56026,-176.816,0.343562
-0.317892,0.042557,4.03258,0.417131,-0.317892,3.18863,-174.658,0.790718
-0.307361,0.0101886,4.3849,0.413971,-0.307361,3.19871,-174.753,0.729483
-0.332257,0.0376086,4.84373,0.425294,-0.332257,2.87697,-174.716,0.593958
-0.327679,0.0344014,6.78779,0.406173,-0.327679,2.47611,-176.233,0.364789
-0.329846,0.0359952,7.03716,0.408606,-0.329846,3.27289,-175.932,0.465088
-0.353711,0.034235,4.32595,0.427857,-0.353711,2.60309,-177.222,0.601737
-0.279847,0.0276131,1.90985,0.4153,-0.279847,3.05893,-177.464,1.60166
-0.327031,0.0392049,0.895793,0.424499,-0.327031,3.07301,-180.435,3.4305
-0.321406,0.0016137,1.11101,0.425269,-0.321406,2.79348,-178.181,2.51435
-0.327308,0.0372931,0.996097,0.415553,-0.327308,3.05713,-179.045,3.06911
-0.307845,0.0395985,6.08509,0.422558,-0.307845,2.63929,-174.909,0.433731
-0.301748,0.00321534,2.5359,0.414597,-0.301748,3.30936,-176.086,1.305
-0.312282,0.0437152,1.87402,0.414448,-0.312282,2.59536,-175.455,1.38491
-0.320126,0.034006,1.95179,0.4066,-0.320126,3.14514,-175.644,1.61142
-0.324813,0.0387587,1.27411,0.427568,-0.324813,2.65722,-176.663,2.08555
-0.337002,0.0310646,1.92998,0.424662,-0.337002,3.10323,-175.692,1.6079
-0.30612,0.0300623,4.74345,0.420861,-0.30612,2.65689,-174.292,0.560118
-0.301703,0.0367873,1.32404,0.42169,-0.301703,2.60433,-176.493,1.96696
-0.316454,0.0167113,1.78567,0.414476,-0.316454,3.2587,-175.589,1.82491
-0.314386,0.035954,6.57401,0.425313,-0.314386,3.45441,-175.668,0.525465
-0.311261,0.0241687,2.32062,0.41432,-0.311261,2.57733,-174.533,1.11062
-0.319581,0.0238743,2.21783,0.416764,-0.319581,2.67125,-174.294,1.20444
-0.32117,0.0207762,1.89101,0.423871,-0.32117,3.06045,-174.797,1.61842
-0.312926,0.0236281,3.58621,0.417659,-0.312926,2.82736,-173.725,0.788398
-0.318702,0.0242518,4.10451,0.424222,-0.318702,2.99073,-173.807,0.728645
-0.30523,0.00555088,5.34947,0.413907,-0.30523,2.93558,-175.094,0.548761
-0.317088,0.006327,2.17112,0.423526,-0.317088,3.42858,-176.093,1.57917
-0.310788,0.0335664,7.32214,0.414829,-0.310788,3.15034,-174.848,0.430248
-0.310788,0.0335664,7.32214,0.414829,-0.310788,3.15034,-174.848,0.430248
-0.312344,0.0195744,1.79685,0.425889,-0.312344,2.86804,-174.854,1.59615
-0.328354,0.0229508,2.26986,0.416255,-0.328354,3.21758,-174.878,1.41752
-0.327799,0.000183053,4.28319,0.432589,-0.327799,2.38341,-177.101,0.556458
-0.308129,0.0506035,2.54259,0.404766,-0.308129,2.80199,-176.307,1.10202
-0.306565,0.00252387,2.21359,0.428286,-0.306565,2.73187,-175.74,1.23414
-0.327623,0.0339161,2.53414,0.404453,-0.327623,2.94003,-175.28,1.16017
-0.335983,0.0402908,5.35243,0.435468,-0.335983,2.37978,-177.025,0.444616
-0.317936,0.0413108,1.93892,0.412282,-0.317936,2.6357,-175.238,1.35936
-0.3235,0.00835417,2.51389,0.395645,-0.3235,2.81961,-177.245,1.12161
-0.328859,0.0450564,1.76269,0.409723,-0.328859,2.73306,-176.164,1.55051
-0.32285,-0.000522823,1.97678,0.391288,-0.32285,2.89127,-179.634,1.46261
-0.320182,0.0774499,1.98839,0.434119,-0.320182,2.66046,-180.282,1.338
-0.315192,0.0695054,1.77507,0.433467,-0.315192,2.56195,-179.144,1.4433
-0.318797,0.0558687,2.05001,0.433615,-0.318797,3.0729,-177.049,1.49897
-0.332904,0.0449886,1.61578,0.451131,-0.332904,2.51824,-179.876,1.55853
-0.323148,0.0410684,1.96895,0.410129,-0.323148,3.53537,-177.452,1.79556
-0.314824,0.0293186,1.42094,0.413893,-0.314824,2.50382,-175.867,1.76209
-0.306449,0.0161213,1.68027,0.422876,-0.306449,2.25162,-176.565,1.34003
-0.300437,0.0503674,2.57422,0.404468,-0.300437,2.23433,-178.344,0.867963
-0.329285,0.0128176,2.33667,0.422909,-0.329285,3.53441,-176.358,1.51258
-0.318305,0.0219325,1.52591,0.428923,-0.318305,2.1801,-177,1.42873
-0.322349,0.038787,1.79712,0.43805,-0.322349,2.79926,-176.276,1.55764
-0.318075,0.0339741,2.0821,0.430363,-0.318075,3.67828,-177.566,1.76662
-0.31983,0.0407456,2.9831,0.424485,-0.31983,3.77066,-177.486,1.26401
-0.321367,0.0294315,2.13746,0.414266,-0.321367,2.0533,-177.032,0.960625
-0.329933,0.032458,1.02334,0.403067,-0.329933,2.23946,-179.738,2.18839
-0.303127,0.0170958,2.88854,0.427215,-0.303127,2.66709,-174.694,0.923337
-0.321571,0.024772,1.30415,0.402208,-0.321571,2.95972,-177.382,2.26946
-0.335812,0.00968541,2.29814,0.461528,-0.335812,3.17558,-181.571,1.38181
-0.323909,0.00789227,2.05602,0.419297,-0.323909,2.25764,-176.59,1.09806
-0.308384,0.0226079,1.26526,0.424829,-0.308384,2.28877,-177.042,1.80893
-0.333403,0.0266521,1.42056,0.425574,-0.333403,2.37097,-176.768,1.66904
-0.309789,0.0266795,6.57599,0.404116,-0.309789,2.14847,-177.88,0.326714
-0.315859,0.0217935,1.47057,0.42303,-0.315859,3.3772,-176.836,2.29653
-0.348281,0.0270967,2.15352,0.420569,-0.348281,3.30206,-177.014,1.53333
-0.293592,0.0136742,3.4004,0.428395,-0.293592,3.07712,-175.363,0.904931
-0.28833,0.0247616,3.30046,0.433326,-0.28833,2.67842,-176.122,0.811531
-0.330657,0.0490324,1.83427,0.425831,-0.330657,2.66174,-176.217,1.45112
-0.33012,0.0335419,2.04884,0.417313,-0.33012,2.49512,-175.265,1.21782
-0.341007,0.0341212,3.45182,0.419268,-0.341007,2.3376,-176.291,0.677206
-0.30291,0.0382418,1.56776,0.428564,-0.30291,2.47773,-176.344,1.58043
-0.291382,0.0305775,2.84102,0.411632,-0.291382,2.114,-177.883,0.744097
-0.335437,0.0319295,2.74894,0.429301,-0.335437,2.11057,-177.231,0.767775
-0.315438,0.0455748,3.75523,0.416825,-0.315438,2.94361,-174.526,0.783868
-0.319723,0.00120774,4.13681,0.424355,-0.319723,2.81537,-175.054,0.680565
-0.325561,0.0447247,2.83214,0.441568,-0.325561,2.80485,-176.441,0.990363
-0.312894,0.0435948,3.02516,0.435373,-0.312894,2.8301,-175.332,0.935522
-0.315191,0.0228002,2.22274,0.40327,-0.315191,2.87107,-175.22,1.29168
-0.326406,0.0322605,1.36273,0.426163,-0.326406,2.85801,-176.125,2.09727
-0.275241,0.00986955,1.56828,0.416525,-0.275241,2.48272,-179.576,1.58309
-0.33673,0.0143828,2.09089,0.412747,-0.33673,2.87739,-175.519,1.37616
-0.302284,0.0169748,2.74416,0.423584,-0.302284,3.2601,-174.906,1.18802
-0.333495,0.0224952,5.10969,0.416595,-0.333495,2.67969,-174.739,0.524432
-0.337818,-0.000566476,8.35136,0.42529,-0.337818,2.95605,-176.991,0.35396
-0.298333,0.0551088,1.36129,0.417127,-0.298333,2.87041,-178.158,2.10861
-0.305919,0.0413144,2.45015,0.407875,-0.305919,2.60079,-175.522,1.06149
-0.330569,0.0190875,8.61364,0.428557,-0.330569,3.22781,-175.775,0.374733
-0.347557,0.0223163,7.88605,0.440913,-0.347557,2.97626,-178.053,0.377409
-0.333896,0.0456412,2.90911,0.427633,-0.333896,2.71614,-175.475,0.933668
-0.314991,0.0337044,5.39557,0.412321,-0.314991,3.3606,-175.071,0.622844
-0.335006,0.042469,1.91062,0.406172,-0.335006,2.88743,-176.535,1.51125
-0.326622,0.0109419,3.45858,0.428823,-0.326622,2.91761,-174.63,0.843587
-0.312985,0.00804224,2.34312,0.437,-0.312985,3.03535,-175.849,1.29543
-0.309285,0.0422549,3.58354,0.412287,-0.309285,3.0763,-174.71,0.858452
-0.308251,0.0496744,3.13285,0.411681,-0.308251,2.67506,-175.448,0.853876
-0.292387,0.0557167,2.13281,0.411543,-0.292387,2.29921,-178.658,1.07802
-0.318769,0.0236605,1.79999,0.418093,-0.318769,3.10152,-174.895,1.72308
-0.314986,-0.0124991,2.62983,0.402747,-0.314986,3.10585,-178.337,1.18101
-0.315409,-0.0085544,3.93268,0.398162,-0.315409,2.73473,-178.53,0.695386
-0.308445,0.0533786,2.01934,0.45101,-0.308445,3.11218,-179.71,1.54119
-0.312995,0.0421764,3.30874,0.431136,-0.312995,2.6683,-174.926,0.806441
-0.306982,0.0321708,8.85142,0.418971,-0.306982,3.37052,-175.79,0.380788
-0.317829,0.0147326,3.09026,0.414386,-0.317829,2.67297,-174.293,0.864967
-0.298619,0.0351275,2.87235,0.419836,-0.298619,2.95697,-174.595,1.02946
-0.298028,0.0427578,4.48728,0.410486,-0.298028,2.49921,-176.051,0.556953
-0.30829,0.0536983,5.19291,0.408872,-0.30829,2.43169,-176.998,0.468271
-0.306403,0.0599877,6.35708,0.423092,-0.306403,3.32956,-177.564,0.523756
-0.317184,0.0416846,6.06981,0.43168,-0.317184,3.26515,-175.637,0.537932
-0.281357,0.0421332,6.61392,0.419145,-0.281357,2.98405,-177.271,0.451177
-0.272964,0.0521478,6.7692,0.418756,-0.272964,2.5916,-179.872,0.382852
-0.337636,0.0425261,5.41249,0.420778,-0.337636,2.99532,-175.443,0.553408
-0.300129,0.0122903,1.35484,0.416655,-0.300129,2.31044,-177.525,1.70533
-0.331674,0.0411369,4.80967,0.424056,-0.331674,3.74991,-177.67,0.779661
-0.339542,0.028857,3.33199,0.422943,-0.339542,3.56167,-176.552,1.06893
-0.296171,0.04041,3.14309,0.418945,-0.296171,2.88481,-174.971,0.917824
-0.29746,0.0402814,2.96379,0.417857,-0.29746,2.96587,-174.942,1.0007
-0.318949,0.0350199,1.86271,0.427598,-0.318949,2.80756,-174.919,1.50725
-0.35096,0.0362788,4.27991,0.429918,-0.35096,2.9913,-176.717,0.698916
-0.366072,0.0224896,4.92657,0.433527,-0.366072,2.81617,-179.361,0.571629
-0.310385,0.019105,3.98157,0.411718,-0.310385,2.85192,-174.096,0.716281
-0.29116,0.00674783,1.64924,0.42691,-0.29116,2.48619,-177.524,1.50748
-0.340244,0.0318092,1.01141,0.423334,-0.340244,2.57399,-178.663,2.54496
-0.325836,0.0322445,1.39542,0.419544,-0.325836,3.23416,-176.754,2.3177
-0.333334,0.0388632,2.57222,0.405309,-0.333334,3.17366,-176.126,1.23382
-0.305921,0.0094201,2.59547,0.436124,-0.305921,2.40958,-176.547,0.928379
-0.302582,0.00445977,7.68954,0.44036,-0.302582,2.74133,-177.447,0.356501
-0.320638,0.0103587,6.29408,0.433538,-0.320638,3.0542,-175.379,0.485249
-0.321494,0.00880797,7.16123,0.432006,-0.321494,2.67556,-175.81,0.373618
-0.339212,-0.0123809,3.81646,0.423406,-0.339212,3.03802,-177.651,0.796031
-0.33436,-0.00488078,3.29974,0.42107,-0.33436,2.52406,-176.941,0.764926
-0.301311,0.0599619,3.06156,0.410886,-0.301311,2.91995,-177.013,0.953746
-0.294472,0.0443248,3.76542,0.411717,-0.294472,3.04658,-175.774,0.809094
-0.332814,0.00358554,5.56842,0.427529,-0.332814,3.23374,-175.944,0.580727
-0.340365,0.00338078,4.33822,0.417087,-0.340365,2.96623,-175.919,0.683743
-0.326167,0.0333312,4.70117,0.431091,-0.326167,3.28131,-175.127,0.697977
-0.310276,-0.00768188,2.84414,0.433141,-0.310276,3.43911,-177.598,1.20919
-0.305547,-0.0146882,1.75734,0.424643,-0.305547,2.57622,-178.621,1.46598
-0.313033,-0.010867,2.03386,0.42368,-0.313033,3.05151,-177.102,1.50035
-0.339431,0.0646622,3.23378,0.426696,-0.339431,2.6955,-178.02,0.833543
-0.329174,0.0632201,2.98974,0.427321,-0.329174,2.97412,-177.138,0.994777
-0.327032,0.0155235,1.46149,0.411045,-0.327032,3.07088,-176.391,2.1012
-0.324164,0.0351499,3.3631,0.412316,-0.324164,2.48401,-174.881,0.738609
-0.321881,0.0115666,1.62215,0.400115,-0.321881,2.89833,-177.073,1.78672
-0.316681,0.0414117,1.64632,0.432838,-0.316681,2.87545,-176.047,1.7466
-0.294458,0.0516317,2.34401,0.416127,-0.294458,2.81696,-176.417,1.20177
-0.327097,0.0332513,2.70404,0.412502,-0.327097,2.43687,-175.172,0.901197
-0.320333,0.0278653,3.42847,0.42214,-0.320333,3.07552,-173.849,0.897054
-0.310383,0.0232931,3.81083,0.420791,-0.310383,2.74389,-173.867,0.720025
-0.321601,0.0262963,3.17574,0.403516,-0.321601,2.84981,-174.844,0.897372
-0.339028,0.0422733,2.84812,0.404434,-0.339028,2.64001,-176.677,0.92693
-0.313763,0.00189815,4.98432,0.434762,-0.313763,3.0798,-175.84,0.617897
-0.309936,0.0168007,3.10623,0.41879,-0.309936,2.92977,-173.934,0.943191
-0.324884,0.0258243,2.69764,0.413822,-0.324884,3.10775,-174.276,1.15203
-0.333928,0.0190802,2.23714,0.410021,-0.333928,2.77184,-175.231,1.23901
-0.331769,0.00906894,3.44535,0.408391,-0.331769,3.02599,-175.293,0.878283
-0.305892,0.0236152,3.84393,0.407167,-0.305892,2.88191,-174.544,0.74973
-0.32805,0.0277579,2.9235,0.432605,-0.32805,2.88736,-174.682,0.98764
-0.322726,0.0243568,5.25316,0.423217,-0.322726,2.98337,-174.016,0.56792
-0.316653,0.0445521,2.82336,0.423782,-0.316653,3.17158,-174.933,1.12333
-0.288059,0.0372063,1.51246,0.420313,-0.288059,1.90867,-180.127,1.26196
-0.314575,0.0404056,2.19172,0.425011,-0.314575,3.57729,-176.84,1.63218
-0.314053,0.0237849,1.78427,0.422881,-0.314053,2.47698,-175.161,1.38823
-0.308136,0.021158,5.45567,0.433078,-0.308136,3.00022,-174.816,0.549927
-0.31127,0.0553866,5.68002,0.428521,-0.31127,2.83916,-176.081,0.49985
-0.312222,-0.00966337,2.51978,0.407323,-0.312222,3.21361,-177.535,1.27536
-0.328639,0.0624926,2.38631,0.409051,-0.328639,2.53194,-177.981,1.06103
-0.32977,0.0598852,2.63147,0.409388,-0.32977,2.88989,-177.152,1.0982
-0.332486,0.0332235,2.01459,0.419311,-0.332486,2.77442,-174.937,1.37717
-0.305309,0.0116186,4.41438,0.42632,-0.305309,3.04678,-174.571,0.690195
-0.318847,0.0396721,4.77094,0.417675,-0.318847,2.98228,-174.231,0.625094
-0.313246,0.000136446,3.39221,0.426875,-0.313246,3.01445,-175.189,0.888637
-0.313315,0.0181539,4.98398,0.423221,-0.313315,3.56546,-175.553,0.715384
-0.346578,0.0474803,2.13099,0.420282,-0.346578,3.15697,-177.427,1.48146
-0.320084,0.0459423,2.34202,0.429481,-0.320084,3.21893,-175.779,1.37442
-0.313214,0.0102431,2.49227,0.410052,-0.313214,2.45348,-175.657,0.984435
-0.310862,0.00771241,2.46112,0.410687,-0.310862,2.17448,-177.262,0.883535
-0.311362,0.0128202,4.53541,0.416503,-0.311362,2.54369,-174.79,0.560851
-0.322179,0.0385869,2.41975,0.424169,-0.322179,2.83196,-174.429,1.17035
-0.319152,0.0280026,1.93675,0.422686,-0.319152,1.95899,-177.569,1.01148
-0.313973,0.0252808,2.19889,0.424783,-0.313973,2.24876,-175.724,1.02268
-0.301947,0.0181115,3.54115,0.430063,-0.301947,3.60406,-176.406,1.01776
-0.324026,0.0488624,2.29748,0.418901,-0.324026,3.65978,-178.028,1.59295
-0.276181,0.0326255,1.14691,0.431488,-0.276181,2.0545,-181.81,1.79133
-0.294789,0.04624,1.30842,0.423259,-0.294789,2.41896,-177.948,1.84877
-0.284535,0.0566554,1.63728,0.419583,-0.284535,3.40489,-180.605,2.07961
-0.315959,0.0257894,1.86557,0.428571,-0.315959,2.46243,-175.339,1.31994
-0.27862,0.0323447,3.0566,0.429099,-0.27862,2.3729,-177.964,0.776321
-0.316678,0.00406216,3.71517,0.428281,-0.316678,3.41164,-175.703,0.918302
-0.317686,0.0021247,3.12237,0.434194,-0.317686,2.62028,-175.962,0.839196
-0.313758,0.0394667,2.49041,0.40516,-0.313758,2.83258,-175.199,1.13739
-0.301128,0.0277161,2.06204,0.420884,-0.301128,2.57335,-175.024,1.24796
-0.292194,0.0228841,2.22963,0.419099,-0.292194,3.32572,-176.128,1.4916
-0.321808,0.0460258,3.80343,0.427223,-0.321808,2.61357,-175.055,0.68716
-0.355828,0.0228517,10.3519,0.438426,-0.355828,3.40265,-180.154,0.328699
-0.33399,0.00195346,6.79461,0.430891,-0.33399,3.11277,-176.479,0.458124
-0.301586,0.0445317,2.81355,0.412218,-0.301586,3.11327,-175.452,1.10653
-0.300756,0.0418483,2.96574,0.417605,-0.300756,2.7609,-174.826,0.930931
-0.311269,0.0232673,4.80589,0.436958,-0.311269,3.05298,-175.077,0.635257
-0.304995,0.0235714,3.63182,0.418433,-0.304995,3.22697,-174.324,0.888525
-0.315301,0.0343457,7.13928,0.412805,-0.315301,2.94607,-174.647,0.412657
-0.295362,0.0371031,4.05881,0.398788,-0.295362,2.89869,-176.847,0.714172
-0.33079,0.0104486,2.8835,0.433641,-0.33079,2.78799,-175.425,0.966876
-0.326482,0.0215619,3.55186,0.412096,-0.326482,3.0638,-174.212,0.862589
-0.303601,0.0196806,1.85083,0.426132,-0.303601,3.03356,-175.216,1.63903
-0.320269,0.0314457,2.78798,0.435087,-0.320269,3.2337,-175.288,1.15987
-0.307836,-0.0168203,3.13764,0.421233,-0.307836,2.30848,-179.218,0.735737
-0.292983,-0.0122139,2.95827,0.409617,-0.292983,3.70788,-180.701,1.2534
-0.294438,0.0143728,2.44948,0.421629,-0.294438,2.34938,-176.366,0.959136
-0.338384,0.0347205,3.19743,0.420615,-0.338384,2.3899,-175.83,0.747442
-0.341983,0.0399809,4.69456,0.418108,-0.341983,3.24594,-176.026,0.691426
-0.306473,0.0064185,1.77267,0.425648,-0.306473,2.47908,-176.267,1.3985
-0.291367,0.0172941,2.51649,0.424318,-0.291367,2.79446,-175.405,1.11046
-0.331946,0.0348048,5.02629,0.413099,-0.331946,2.73146,-174.799,0.543435
-0.328061,0.01577,4.52138,0.436273,-0.328061,2.88228,-175.271,0.637479
-0.34741,0.0169652,7.22622,0.438637,-0.34741,3.12864,-177.788,0.432956
-0.28712,0.0340102,2.31372,0.405412,-0.28712,3.04487,-177.012,1.31601
-0.343139,0.0281369,4.43732,0.436819,-0.343139,2.72516,-176.376,0.614146
-0.292095,0.0326761,2.86083,0.441259,-0.292095,2.81601,-176.742,0.98433
-0.348009,0.0207137,5.27045,0.405029,-0.348009,3.63829,-179.116,0.690319
-0.326603,0.0250064,2.79017,0.416971,-0.326603,3.25911,-174.554,1.16807
-0.342941,0.0261997,3.12455,0.425987,-0.342941,2.4271,-176.133,0.776782
-0.318999,0.0273275,3.94229,0.406412,-0.318999,2.42659,-175.415,0.615528
-0.322365,0.00950669,2.35959,0.443142,-0.322365,2.98707,-176.657,1.26592
-0.333167,0.0230115,2.13111,0.432763,-0.333167,2.62269,-175.621,1.23067
-0.296845,0.0293977,2.43352,0.41385,-0.296845,2.48209,-175.518,1.01996
-0.335224,0.0282135,2.14358,0.417904,-0.335224,3.23489,-175.485,1.5091
-0.295104,0.0256846,3.06195,0.422964,-0.295104,2.59765,-175.02,0.848365
-0.325033,0.0399373,3.34868,0.421925,-0.325033,3.13741,-174.516,0.936908
-0.307088,0.00770598,1.99342,0.406396,-0.307088,2.74706,-175.992,1.37807
-0.339354,0.0118431,2.46802,0.413724,-0.339354,2.55185,-176.057,1.03397
-0.304769,0.00939021,4.15945,0.418557,-0.304769,2.70651,-174.718,0.650689
-0.29156,0.0274376,4.8818,0.416021,-0.29156,2.81186,-175.167,0.575988
-0.338771,0.0355219,2.2558,0.424138,-0.338771,2.93812,-175.365,1.30247
-0.336954,0.0370384,2.15201,0.420159,-0.336954,3.26382,-175.985,1.51664
-0.300367,0.0115963,1.01428,0.418083,-0.300367,3.37455,-180.789,3.32704
-0.30928,0.0136001,1.12533,0.419753,-0.30928,2.61918,-177.118,2.32748
-0.315943,0.0148748,8.2261,0.420801,-0.315943,2.64146,-175.178,0.321107
-0.296425,0.0188107,7.90345,0.409905,-0.296425,2.70873,-176.039,0.342727
-0.324549,0.0117983,2.27803,0.412529,-0.324549,2.7106,-174.91,1.18989
-0.292093,-0.00542197,1.6305,0.435326,-0.292093,2.89755,-178.837,1.77709
-0.286196,-0.00263959,1.84251,0.435817,-0.286196,3.3549,-179.686,1.82083
-0.291228,0.0000627392,1.97247,0.43677,-0.291228,3.11225,-178.118,1.57785
-0.279988,-0.00575342,1.62827,0.432669,-0.279988,2.77769,-180.044,1.70591
-0.280237,0.00288156,2.13987,0.43769,-0.280237,2.90754,-178.851,1.35875
-0.356143,0.0347641,1.93709,0.410815,-0.356143,2.95323,-178.281,1.52457
-0.27064,0.025973,5.5252,0.431105,-0.27064,2.58603,-178.938,0.468043
-0.354798,0.036695,3.17809,0.417091,-0.354798,3.19134,-177.39,1.00417
-0.295547,0.0417358,2.6764,0.42269,-0.295547,2.50535,-175.749,0.936088
-0.317155,0.0334535,1.85382,0.406354,-0.317155,3.22474,-176.029,1.73951
-0.325121,0.00202046,1.80929,0.432581,-0.325121,2.52192,-176.904,1.39387
-0.302073,0.0455093,3.47346,0.409647,-0.302073,2.91452,-175.347,0.839082
-0.323731,0.0380766,7.5278,0.409406,-0.323731,3.47425,-176.593,0.461523
-0.336564,0.0480889,7.07416,0.421374,-0.336564,2.83201,-176.169,0.400332
-0.324442,0.040482,10.0556,0.423402,-0.324442,2.81692,-175.678,0.280134
-0.324442,0.040482,10.0556,0.423402,-0.324442,2.81692,-175.678,0.280134
-0.324442,0.040482,10.0556,0.423402,-0.324442,2.81692,-175.678,0.280134
-0.3268,0.0417074,10.7116,0.423559,-0.3268,2.33221,-177.257,0.217727
-0.327997,0.0436466,11.0793,0.423243,-0.327997,3.42673,-177.281,0.30929
-0.327997,0.0436466,11.0793,0.423243,-0.327997,3.42673,-177.281,0.30929
-0.326941,0.0435348,10.0756,0.419819,-0.326941,2.32132,-177.249,0.230391
