b_Intercept,bs_sage_centered_1,sds_sage_centered_1,sigma,Intercept,s_sage_centered_1.1.,s_sage_centered_1.2.,s_sage_centered_1.3.,s_sage_centered_1.4.,s_sage_centered_1.5.,s_sage_centered_1.6.,s_sage_centered_1.7.,s_sage_centered_1.8.,lp__,zs_1_1.1.,zs_1_1.2.,zs_1_1.3.,zs_1_1.4.,zs_1_1.5.,zs_1_1.6.,zs_1_1.7.,zs_1_1.8.
-0.313306,-12.7211,3.67166,0.362306,-0.313306,-6.40265,3.35596,6.71912,1.64738,-3.0616,3.65244,0.871347,-1.81445,-86.5092,-1.7438,0.914017,1.83,0.448675,-0.833848,0.994766,0.237317,-0.494177
-0.305906,-11.4155,5.82248,0.360048,-0.305906,1.45757,5.36626,7.92467,2.53234,-4.79601,6.26817,5.22157,-2.5029,-83.8438,0.250335,0.921645,1.36105,0.434925,-0.823706,1.07655,0.896795,-0.429869
-0.305229,-10.2217,5.8222,0.359125,-0.305229,1.26563,5.11796,7.38881,2.33629,-4.21331,4.853,4.66047,-3.47071,-82.7533,0.21738,0.879042,1.26907,0.401273,-0.723662,0.833533,0.800464,-0.596117
-0.322507,-11.0992,5.69642,0.360629,-0.322507,0.701528,4.61681,7.43145,2.0981,-3.58984,5.0386,3.73541,-2.75799,-80.8456,0.123153,0.810476,1.30458,0.368319,-0.630193,0.884521,0.655747,-0.484163
-0.331536,-11.9123,4.6645,0.37232,-0.331536,-3.82917,3.23932,6.65441,1.6354,-3.19978,4.36284,-0.299909,-0.753792,-82.1877,-0.820918,0.694461,1.42661,0.350605,-0.685984,0.935327,-0.0642961,-0.161602
-0.300991,-11.4016,2.78193,0.35027,-0.300991,0.137684,3.56419,6.79998,1.71168,-2.2892,4.5619,2.08005,-2.58301,-85.5249,0.0494921,1.28119,2.44433,0.615286,-0.82288,1.63983,0.747701,-0.928494
-0.337182,-7.72245,2.34507,0.380729,-0.337182,0.00643769,3.02504,5.80455,0.912674,-0.432299,3.02756,-0.559049,2.81976,-88.4683,0.00274521,1.28996,2.47522,0.389189,-0.184344,1.29103,-0.238394,1.20242
-0.29687,-10.1449,2.51388,0.352603,-0.29687,2.03334,3.28174,6.70796,1.56003,-2.14817,3.20412,-4.05947,-1.52695,-91.0292,0.808845,1.30545,2.66837,0.620568,-0.854525,1.27457,-1.61482,-0.60741
-0.317041,-9.20328,2.41733,0.376571,-0.317041,1.12432,2.33473,5.95681,0.570149,-0.273535,3.82737,-3.13247,3.34247,-90.6749,0.465109,0.965833,2.46421,0.235859,-0.113156,1.58331,-1.29584,1.38271
-0.318721,-6.77524,1.77554,0.358559,-0.318721,-1.905,1.78933,4.6843,0.165166,1.51946,0.487668,-0.408171,1.68786,-94.4853,-1.07292,1.00777,2.63824,0.0930228,0.855772,0.274659,-0.229885,0.95062
-0.311625,-13.163,4.585,0.378233,-0.311625,-1.28674,4.97271,8.16787,2.72695,-4.88179,4.75987,1.76071,-4.98708,-83.8326,-0.280642,1.08456,1.78143,0.594754,-1.06473,1.03814,0.384016,-1.08769
-0.318436,-9.85713,2.52324,0.35122,-0.318436,-0.82115,3.21498,6.57796,1.4341,0.0672365,3.86142,0.0805505,1.20984,-87.493,-0.325435,1.27415,2.60695,0.568355,0.0266469,1.53034,0.0319234,0.479479
-0.30873,-11.4823,4.14008,0.356254,-0.30873,-3.08643,4.36236,6.98248,1.99561,-5.59773,4.39051,2.79339,-2.41163,-85.5586,-0.7455,1.05369,1.68656,0.482022,-1.35208,1.06049,0.674719,-0.582508
-0.322435,-13.4026,4.1117,0.374417,-0.322435,-0.262718,4.16736,7.97598,2.36127,-2.19952,5.23322,3.55779,-3.44626,-88.4443,-0.0638953,1.01354,1.93983,0.574281,-0.534941,1.27276,0.865285,-0.838161
-0.310442,-9.9056,2.84192,0.357979,-0.310442,-2.86483,3.00184,6.51284,1.43919,-0.638097,2.86755,-2.47341,1.37235,-86.8822,-1.00806,1.05627,2.2917,0.506414,-0.22453,1.00902,-0.870331,0.482897
-0.31126,-11.5753,2.07106,0.365263,-0.31126,0.379021,1.89878,5.71707,0.501681,-1.38469,4.00176,-1.24985,-0.872686,-89.1776,0.183009,0.916818,2.76046,0.242234,-0.668593,1.93223,-0.603482,-0.421372
-0.304082,-10.8963,3.09247,0.366942,-0.304082,0.591185,3.08616,6.62298,1.17242,-2.00318,4.13724,-1.36577,-0.458126,-83.068,0.191169,0.99796,2.14165,0.379121,-0.647761,1.33784,-0.441645,-0.148143
-0.337529,-11.3441,3.13614,0.36564,-0.337529,-4.10895,3.65121,6.81808,1.65667,-2.47726,3.81743,1.1713,-0.422378,-84.0952,-1.31019,1.16424,2.17403,0.52825,-0.789905,1.21724,0.373484,-0.134681
-0.312754,-12.9326,3.9133,0.363278,-0.312754,0.328369,4.29401,7.66459,2.12865,-3.77936,5.66268,0.714495,-2.87767,-82.1686,0.0839111,1.09729,1.9586,0.543952,-0.965773,1.44703,0.182581,-0.735357
-0.318868,-13.6545,4.01995,0.366391,-0.318868,-2.18023,4.38691,7.85408,2.54591,-3.90994,5.83848,1.54497,-3.08722,-82.1326,-0.542354,1.09129,1.95378,0.63332,-0.972636,1.45238,0.384325,-0.767976
-0.307823,-11.2698,3.58307,0.360554,-0.307823,-2.40932,3.82559,7.00284,1.73312,-2.25699,4.1645,2.3622,-0.843108,-81.1614,-0.672419,1.06768,1.95443,0.483698,-0.629905,1.16227,0.659266,-0.235303
-0.292992,-10.0035,3.4532,0.361089,-0.292992,-2.97571,4.46987,7.131,2.0708,-3.47432,3.74824,-0.163835,0.369915,-84.2085,-0.861725,1.29442,2.06504,0.599677,-1.00612,1.08544,-0.0474446,0.107122
-0.331058,-8.75173,3.0824,0.369024,-0.331058,1.34215,4.42411,6.52647,1.82165,-2.83189,4.60499,3.11125,-0.789812,-85.0351,0.435424,1.43528,2.11733,0.590983,-0.918727,1.49396,1.00936,-0.256233
-0.324683,-7.12852,2.40536,0.370631,-0.324683,-0.767041,4.44882,6.18317,1.4378,-2.04056,3.12614,3.65806,1.01729,-88.5758,-0.318888,1.84955,2.57058,0.597748,-0.848339,1.29966,1.52079,0.422925
-0.311932,-9.26428,2.69059,0.386654,-0.311932,-2.46202,3.79147,6.51027,1.59908,-1.0638,4.02314,1.88527,1.15231,-88.5025,-0.91505,1.40916,2.41965,0.594323,-0.395377,1.49526,0.70069,0.428275
-0.336373,-8.45931,3.37592,0.344517,-0.336373,-0.336154,4.10523,6.31483,1.43198,-2.85182,3.31939,1.55284,0.0251974,-85.4863,-0.0995741,1.21603,1.87055,0.424174,-0.844754,0.983256,0.459976,0.00746387
-0.308876,-13.1186,4.47858,0.385117,-0.308876,-1.36675,4.42041,7.57557,2.10848,-4.52093,6.64713,2.31313,-1.71989,-84.5269,-0.305176,0.987012,1.69151,0.470792,-1.00946,1.48421,0.516487,-0.384026
-0.302543,-10.2592,5.30273,0.386784,-0.302543,0.586883,5.12917,7.49951,2.52004,-3.69272,4.42732,3.72734,-3.33234,-84.468,0.110676,0.967271,1.41427,0.475234,-0.696381,0.834915,0.70291,-0.628419
-0.295953,-11.7853,5.08693,0.381162,-0.295953,-0.127767,4.20759,7.30727,2.2471,-3.42665,4.8941,2.00505,-3.61155,-83.8733,-0.0251167,0.827137,1.43648,0.44174,-0.673617,0.962092,0.394157,-0.709965
-0.295487,-11.8304,5.10312,0.381708,-0.295487,-0.275805,4.25335,7.29732,2.26458,-3.42737,4.88444,1.95298,-3.39509,-82.6934,-0.0540464,0.833481,1.42997,0.443764,-0.671623,0.957148,0.382704,-0.665298
-0.337126,-10.3403,2.54265,0.349304,-0.337126,-1.53238,3.53667,6.65884,1.55812,-1.42375,3.7584,0.877005,-0.424265,-85.7875,-0.602671,1.39094,2.61886,0.612794,-0.559948,1.47814,0.344918,-0.16686
-0.292944,-13.2639,3.58842,0.374823,-0.292944,-4.65301,2.85209,6.90774,1.15969,-2.91649,4.24393,0.117495,-0.506733,-84.6435,-1.29668,0.794803,1.92501,0.323175,-0.812751,1.18267,0.0327427,-0.141214
-0.323243,-8.08687,3.86997,0.363474,-0.323243,1.45469,3.94875,6.29154,1.74251,-1.62943,3.98532,0.81142,-0.318896,-83.7732,0.375893,1.02036,1.62574,0.450264,-0.421044,1.02981,0.209671,-0.0824027
-0.315583,-11.7226,3.51499,0.366929,-0.315583,-0.507571,2.9656,6.75148,1.22991,-2.71184,3.25671,-2.75312,-1.11244,-85.4518,-0.144402,0.843699,1.92077,0.349903,-0.771506,0.926519,-0.783249,-0.316485
-0.315651,-11.2618,3.4511,0.358582,-0.315651,0.0465866,3.43084,7.02854,1.68774,-1.1324,4.04923,-0.0858893,-0.977276,-83.6617,0.0134991,0.994131,2.03661,0.489044,-0.328127,1.17332,-0.0248875,-0.283178
-0.3076,-6.78191,3.47725,0.371881,-0.3076,4.05152,4.90283,6.56474,1.83084,-3.21194,3.13855,1.85262,-1.02412,-86.5785,1.16515,1.40997,1.88791,0.52652,-0.9237,0.902596,0.532782,-0.294521
-0.323262,-12.0912,2.82579,0.356217,-0.323262,-3.36387,4.13633,7.41414,2.12458,-3.00899,5.00977,0.304829,-0.858769,-86.1422,-1.19042,1.46378,2.62374,0.751854,-1.06483,1.77287,0.107874,-0.303904
-0.317865,-10.9089,3.38727,0.380746,-0.317865,-0.499661,4.74568,7.36404,1.88596,-3.81036,4.34046,3.78686,-2.82078,-86.1002,-0.147511,1.40103,2.17403,0.55678,-1.12491,1.2814,1.11797,-0.832758
-0.300058,-13.7246,3.09201,0.377671,-0.300058,-2.42829,3.4748,7.64464,2.0446,-3.22792,4.65602,0.750474,-2.14909,-88.9142,-0.785342,1.1238,2.47238,0.661252,-1.04395,1.50582,0.242714,-0.695044
-0.332867,-10.8199,2.3088,0.366563,-0.332867,-0.814402,3.61798,6.83944,1.40092,-3.27463,3.91983,1.8202,-0.524495,-88.5938,-0.352738,1.56704,2.96234,0.606774,-1.41832,1.69778,0.788373,-0.227172
-0.300835,-8.66172,1.86355,0.368078,-0.300835,-1.89646,3.34139,6.11198,1.60749,-0.855689,2.78022,-0.631585,0.42637,-90.6241,-1.01766,1.79302,3.27975,0.862596,-0.459171,1.49189,-0.338915,0.228795
-0.331324,-8.66246,1.76223,0.358588,-0.331324,0.856229,3.80276,6.24291,1.57009,-2.4845,4.08185,1.38625,-0.0388376,-93.0176,0.485879,2.15793,3.54262,0.890971,-1.40986,2.3163,0.786646,-0.0220389
-0.318282,-6.39538,2.41211,0.370621,-0.318282,-1.49648,5.6363,6.78106,2.40311,-4.41606,3.78177,-0.373637,2.15052,-93.9817,-0.620402,2.33666,2.81125,0.996267,-1.83078,1.56782,-0.1549,0.891552
-0.312729,-12.3866,2.5527,0.359069,-0.312729,0.710173,3.76287,7.11574,1.9765,-2.73183,5.23326,3.55125,-4.41187,-91.5264,0.278204,1.47407,2.78753,0.774277,-1.07017,2.05008,1.39117,-1.72831
-0.314655,-10.6682,4.25388,0.378326,-0.314655,-5.27567,3.90657,7.04224,1.78829,-3.51872,3.58348,-1.27693,2.40145,-88.641,-1.2402,0.918354,1.65548,0.420389,-0.827178,0.842403,-0.300179,0.564531
-0.325956,-9.85334,3.77977,0.373047,-0.325956,-4.74507,3.43322,6.38225,1.37687,-2.76627,3.45252,-0.61428,1.93773,-85.6806,-1.25538,0.908313,1.68853,0.364273,-0.731861,0.91342,-0.162518,0.512657
-0.299763,-11.4909,2.73496,0.363334,-0.299763,1.84937,3.15058,6.82544,1.36437,-1.33185,4.31948,0.0351575,-2.30998,-85.7041,0.676199,1.15197,2.49563,0.498865,-0.486972,1.57936,0.0128549,-0.844614
-0.321366,-12.731,3.09232,0.356229,-0.321366,-0.587201,2.36499,6.50288,1.06606,-2.61801,5.126,-4.05652,0.251003,-88.0608,-0.18989,0.764797,2.10292,0.344744,-0.846619,1.65766,-1.31181,0.0811698
-0.269071,-11.5632,2.33799,0.357447,-0.269071,-0.298814,1.86386,5.88123,0.884477,-0.847239,3.08038,-2.60672,-1.74617,-93.7752,-0.127808,0.797205,2.5155,0.378306,-0.362379,1.31753,-1.11494,-0.746866
-0.285994,-12.5182,2.94597,0.364362,-0.285994,-0.736428,1.91541,6.36988,1.00069,0.453844,4.81427,-1.45549,0.37173,-88.7654,-0.249978,0.65018,2.16224,0.339683,0.154056,1.63419,-0.494063,0.126183
-0.313994,-8.90017,2.58686,0.357498,-0.313994,0.184637,3.10954,5.84637,1.02307,-2.40771,3.05749,-1.14037,-0.349941,-84.8481,0.0713751,1.20206,2.26003,0.395488,-0.930747,1.18193,-0.440833,-0.135276
-0.311769,-9.4258,4.7562,0.37409,-0.311769,2.48237,4.49701,7.39662,1.98225,-2.08241,4.78092,-0.168118,0.545306,-83.2802,0.521923,0.945505,1.55515,0.416772,-0.437831,1.0052,-0.0353471,0.114652
-0.322164,-15.9953,4.69743,0.356587,-0.322164,-3.48137,2.45668,7.45112,1.16584,-2.39483,5.19777,1.23534,-2.2071,-83.1357,-0.741121,0.522983,1.58621,0.248186,-0.509818,1.10651,0.262982,-0.469853
-0.325627,-9.67689,3.38217,0.361024,-0.325627,-1.91266,3.97657,6.59578,1.60377,-3.09879,3.19308,1.20818,-1.04389,-81.5699,-0.565512,1.17574,1.95016,0.474182,-0.916214,0.944091,0.35722,-0.308645
-0.29642,-13.1163,5.10326,0.377188,-0.29642,0.0195118,3.35318,7.16764,1.5413,-3.02247,5.7473,0.796249,-1.76691,-81.7531,0.0038234,0.657065,1.40452,0.302022,-0.592262,1.1262,0.156027,-0.346232
-0.310013,-14.5819,4.03303,0.37636,-0.310013,-3.58154,2.18282,7.00064,1.24982,-1.62113,3.73374,-1.25919,-2.99097,-82.7384,-0.888052,0.541236,1.73583,0.309897,-0.401964,0.925792,-0.31222,-0.741619
-0.357391,-12.1177,4.87681,0.370201,-0.357391,-1.592,3.74188,7.16457,1.96724,-2.2011,4.9286,1.98833,-1.78267,-84.197,-0.326444,0.76728,1.46911,0.403388,-0.45134,1.01062,0.407711,-0.36554
-0.283564,-8.69966,4.5332,0.346402,-0.283564,-0.943401,3.53679,6.18163,1.59856,-1.37156,3.64538,0.165112,0.719103,-86.1022,-0.208109,0.780198,1.36363,0.352634,-0.302559,0.804152,0.0364229,0.15863
-0.301887,-10.1622,4.05412,0.372846,-0.301887,-1.71863,3.27576,6.40741,1.28056,-1.49914,3.58788,0.774794,0.349412,-81.199,-0.423921,0.808007,1.58047,0.315866,-0.369781,0.884995,0.191113,0.0861868
-0.316019,-10.4921,4.32702,0.380649,-0.316019,-2.33283,3.64024,6.65043,1.7284,-1.76086,4.17127,0.594936,0.0165957,-81.8744,-0.539132,0.841282,1.53695,0.399443,-0.406946,0.964004,0.137493,0.00383535
-0.326962,-11.7098,5.48921,0.362798,-0.326962,-1.31757,2.90981,6.65111,1.14406,-1.87422,3.74946,0.291336,-1.04559,-79.1308,-0.24003,0.530097,1.21167,0.20842,-0.341438,0.683061,0.0530743,-0.190481
-0.322992,-10.2933,7.4964,0.36765,-0.322992,1.13504,6.05615,8.17216,2.82206,-4.61235,5.79016,3.92291,-1.46662,-81.5525,0.151411,0.807874,1.09014,0.376455,-0.615276,0.772392,0.523305,-0.195643
-0.31887,-11.3862,6.82525,0.374761,-0.31887,-4.88189,4.58248,7.64062,2.07023,-4.35622,3.98134,1.92147,0.398654,-82.0731,-0.715269,0.671401,1.11946,0.303319,-0.638251,0.583326,0.281524,0.0584087
-0.322107,-11.5202,5.19711,0.376478,-0.322107,-2.98476,2.98217,6.85041,1.09629,-0.642008,3.42271,2.23674,0.0131505,-83.3767,-0.574312,0.573813,1.31812,0.210942,-0.123532,0.65858,0.430381,0.00253035
-0.312277,-11.261,4.23875,0.354552,-0.312277,-1.44686,3.53807,6.59656,1.75202,-2.70363,4.51517,1.49999,-2.00144,-80.7008,-0.341341,0.834697,1.55625,0.413334,-0.637838,1.06521,0.353877,-0.472177
-0.314177,-11.856,4.27205,0.355495,-0.314177,3.23561,3.59417,7.36303,1.66078,-2.80928,4.65916,-0.805179,-2.78059,-86.0114,0.757392,0.841322,1.72354,0.388755,-0.657595,1.09062,-0.188476,-0.650881
-0.335551,-11.3616,4.2192,0.363166,-0.335551,-5.84199,4.30629,7.13594,2.11138,-3.16167,4.10353,3.57558,-0.197835,-86.2747,-1.38462,1.02064,1.6913,0.500423,-0.749354,0.972585,0.847454,-0.0468894
-0.33915,-11.5623,3.88091,0.360756,-0.33915,-4.05062,3.53458,6.70302,1.32222,-2.54394,3.89568,5.27128,-1.82174,-88.0297,-1.04373,0.910761,1.72718,0.340699,-0.655501,1.00381,1.35826,-0.469411
-0.333331,-11.4575,3.41322,0.361725,-0.333331,-1.25493,2.75459,6.43245,1.15187,-0.443218,5.36898,2.22782,0.89775,-86.3584,-0.367668,0.807036,1.88457,0.337474,-0.129853,1.573,0.652704,0.263022
-0.309136,-10.0946,2.21066,0.366942,-0.309136,1.01736,2.44111,6.07142,0.697499,-0.622907,2.59871,-0.973357,-1.0103,-86.601,0.460204,1.10425,2.74643,0.315516,-0.281774,1.17554,-0.440302,-0.457012
-0.311206,-11.9603,2.27648,0.360976,-0.311206,-1.3034,2.00095,6.25599,0.820295,-0.0497216,3.33985,-1.97593,-0.669527,-85.991,-0.572552,0.878966,2.7481,0.360335,-0.0218414,1.46711,-0.867976,-0.294107
-0.300209,-11.1644,2.45216,0.367875,-0.300209,0.501568,2.10553,6.09386,0.945462,-0.233751,4.36973,-3.55983,0.512528,-87.8523,0.204541,0.858646,2.4851,0.385563,-0.0953245,1.782,-1.45171,0.209011
-0.322907,-11.9938,2.89044,0.372984,-0.322907,-3.30228,2.96391,6.62286,1.55439,-2.60513,3.07165,-0.348383,-2.38909,-84.6989,-1.14249,1.02542,2.2913,0.53777,-0.901295,1.06269,-0.12053,-0.82655
-0.330991,-9.38092,3.02448,0.379392,-0.330991,-0.774133,3.35725,6.26231,1.05881,-1.61901,3.60091,0.122304,0.858336,-84.4208,-0.255956,1.11003,2.07054,0.35008,-0.535303,1.19059,0.0404381,0.283796
-0.314781,-11.8625,3.76535,0.372945,-0.314781,-0.499879,3.13288,6.81712,1.45383,-0.342805,4.71576,1.34823,-1.04003,-84.7144,-0.132758,0.832028,1.81048,0.386106,-0.091042,1.25241,0.358061,-0.276211
-0.320383,-12.2605,4.08885,0.35892,-0.320383,-1.50899,3.33351,6.8492,1.38827,-3.09336,4.83945,-0.397453,-1.22752,-80.9927,-0.369051,0.815269,1.67509,0.339526,-0.756534,1.18357,-0.097204,-0.300211
-0.313398,-12.8029,4.21375,0.36335,-0.313398,-1.84053,4.48418,7.71828,2.04557,-3.42843,6.43991,3.63299,-0.861527,-82.5439,-0.436791,1.06418,1.83169,0.485452,-0.813629,1.52831,0.862176,-0.204456
-0.326784,-14.8189,3.0929,0.355309,-0.326784,-4.44862,3.0231,7.37194,1.72871,-3.01411,4.8201,-0.471586,-2.98473,-84.9055,-1.43834,0.977433,2.38351,0.55893,-0.974526,1.55844,-0.152474,-0.965029
-0.314443,-14.8562,3.41289,0.360373,-0.314443,-3.96036,3.33483,7.63344,1.86731,-3.59789,4.88001,-0.021267,-2.72164,-82.4996,-1.16041,0.977128,2.23665,0.547136,-1.05421,1.42988,-0.00623139,-0.79746
-0.316,-14.6324,3.22252,0.357875,-0.316,-3.98277,3.05171,7.43984,1.63169,-3.06782,4.70982,0.133931,-2.67129,-83.079,-1.23592,0.946994,2.3087,0.506339,-0.951992,1.46153,0.041561,-0.828945
-0.314793,-12.5001,2.78069,0.357154,-0.314793,-4.40312,3.29343,6.92735,1.58564,-2.42808,4.50876,0.7556,-0.322647,-83.9749,-1.58346,1.18439,2.49123,0.570232,-0.873191,1.62145,0.271731,-0.116031
-0.320559,-9.65081,3.67674,0.379185,-0.320559,0.58955,4.32975,7.04548,1.84286,-2.43987,4.23926,1.73534,-0.557857,-81.9002,0.160346,1.17761,1.91623,0.501221,-0.663595,1.15299,0.471977,-0.151726
-0.326364,-9.47975,3.26781,0.384346,-0.326364,-0.858968,3.42064,6.10754,1.29878,-2.70813,4.32125,-0.107649,0.728202,-85.0918,-0.262858,1.04677,1.869,0.397447,-0.828731,1.32237,-0.0329424,0.222841
-0.309844,-9.4347,3.99241,0.347257,-0.309844,-0.668844,4.48859,6.60807,1.9416,-3.61803,4.3533,1.88258,-1.35528,-83.1093,-0.167529,1.12428,1.65516,0.486321,-0.906226,1.09039,0.47154,-0.339463
-0.321643,-10.8727,4.12341,0.343238,-0.321643,-2.47298,4.76294,7.56261,1.9013,-4.50472,3.56325,0.528725,-0.948961,-86.812,-0.599741,1.1551,1.83407,0.461097,-1.09247,0.86415,0.128225,-0.23014
-0.324582,-12.4908,2.86278,0.36094,-0.324582,-0.0122172,1.77867,6.03362,0.925531,-0.602609,4.55743,-2.1028,-1.63495,-85.2391,-0.00426759,0.621308,2.10761,0.323298,-0.210497,1.59196,-0.734528,-0.571106
-0.31146,-12.9355,3.98675,0.366484,-0.31146,-4.47861,5.02044,8.29712,2.46859,-4.38821,4.4144,3.13576,-2.27907,-83.6174,-1.12337,1.25928,2.08117,0.6192,-1.1007,1.10727,0.786545,-0.571662
-0.301697,-14.0676,4.56329,0.364585,-0.301697,-2.97201,4.32342,7.81348,2.16611,-5.04847,6.61897,2.43808,-1.5447,-83.1666,-0.651286,0.947435,1.71225,0.474681,-1.10632,1.45048,0.534282,-0.338506
-0.335413,-11.643,3.64922,0.361546,-0.335413,0.665789,3.80556,7.34359,1.89631,-2.24167,3.41263,0.841033,-3.94344,-86.3982,0.182447,1.04284,2.01237,0.519649,-0.614288,0.935169,0.230469,-1.08063
-0.315724,-13.6738,4.26082,0.363402,-0.315724,-1.52049,3.96811,7.33116,2.33599,-5.06477,5.48407,-0.722719,-4.50513,-84.6842,-0.356855,0.931303,1.7206,0.548248,-1.18869,1.28709,-0.16962,-1.05734
-0.316461,-14.5339,4.61411,0.373127,-0.316461,-3.34685,2.35405,7.11248,0.963523,-0.268558,4.99976,2.35464,-0.906906,-84.296,-0.725352,0.510185,1.54146,0.208821,-0.0582036,1.08358,0.510312,-0.196551
-0.329336,-9.28197,2.87765,0.363672,-0.329336,-0.349798,3.16332,5.91848,1.23779,-3.27542,3.00024,-1.69762,-0.995632,-86.2025,-0.121557,1.09927,2.05671,0.430139,-1.13823,1.0426,-0.589933,-0.345988
-0.310495,-9.01028,3.33918,0.368404,-0.310495,1.71292,3.40082,6.21006,1.54749,-1.42026,3.81014,-0.69593,-0.911294,-82.7951,0.512974,1.01846,1.85975,0.463434,-0.425332,1.14104,-0.208413,-0.272909
-0.328046,-8.9336,2.73798,0.355869,-0.328046,0.758729,3.78935,6.47885,1.20163,-2.85193,3.12839,-0.372084,0.296639,-85.2951,0.277113,1.38399,2.36629,0.438875,-1.04162,1.14259,-0.135897,0.108342
-0.337827,-8.87793,2.4249,0.363147,-0.337827,-1.23513,3.13627,5.73033,0.881304,-2.22897,2.72896,1.3216,-0.0923465,-87.0613,-0.50935,1.29336,2.36312,0.363438,-0.919201,1.12539,0.545012,-0.0380825
-0.303667,-11.1928,2.76204,0.384906,-0.303667,-1.54771,1.61863,5.97943,0.644969,1.18317,3.59321,-3.73027,1.92629,-90.5301,-0.560352,0.586029,2.16486,0.233512,0.428369,1.30093,-1.35055,0.697415
-0.311708,-8.61198,2.32371,0.359276,-0.311708,-0.525552,2.00733,5.4203,0.280344,-0.540501,2.01123,0.314376,1.44906,-90.8909,-0.22617,0.863848,2.33261,0.120645,-0.232603,0.865527,0.135291,0.623601
-0.3092,-9.27728,2.46948,0.368646,-0.3092,-0.0202893,2.32838,5.71382,0.074078,-0.295749,2.0028,-0.135535,0.844595,-91.5644,-0.00821602,0.942864,2.31377,0.0299974,-0.119762,0.811021,-0.054884,0.342013
-0.32327,-12.3016,3.05207,0.359363,-0.32327,-1.1211,4.06139,7.24854,1.35395,-4.88301,4.05436,2.03183,-3.08123,-89.4458,-0.367324,1.3307,2.37495,0.443617,-1.5999,1.3284,0.665721,-1.00955
-0.326545,-11.932,3.10472,0.364097,-0.326545,-0.881689,3.66293,6.74553,1.4269,-4.17517,4.702,1.01068,-2.63138,-85.1491,-0.283983,1.17979,2.17267,0.459589,-1.34478,1.51447,0.325529,-0.847541
-0.292775,-9.28126,2.61239,0.366811,-0.292775,-0.843179,2.78399,6.06324,0.900052,-1.13215,2.2963,-0.0132249,0.41297,-85.8924,-0.322762,1.06569,2.32096,0.344532,-0.433379,0.879004,-0.00506237,0.158082
-0.312542,-7.95127,4.40546,0.358633,-0.312542,3.51493,3.55181,6.27388,1.22224,-0.442327,4.47338,-1.76335,2.08554,-85.5759,0.797858,0.806229,1.42411,0.277437,-0.100404,1.01542,-0.400265,0.473398
-0.286834,-6.94652,4.6548,0.362258,-0.286834,0.556471,4.30807,6.36478,1.78562,-1.87999,2.58624,-1.42944,1.21316,-85.6882,0.119548,0.925512,1.36736,0.383609,-0.403882,0.555607,-0.307089,0.260626
-0.307035,-12.5501,7.59272,0.369382,-0.307035,-2.02914,4.35035,7.70185,2.23566,-2.95513,5.10729,3.66049,-2.94383,-81.6217,-0.267248,0.572964,1.01437,0.294448,-0.389206,0.672656,0.482105,-0.387717
-0.316502,-9.56683,4.34387,0.365896,-0.316502,-0.202909,3.24282,6.28435,1.34295,-0.994003,3.54474,0.248546,-0.120926,-80.0017,-0.0467114,0.746526,1.44672,0.309159,-0.228829,0.816033,0.0572177,-0.0278382
-0.310494,-10.7201,4.85593,0.355049,-0.310494,-0.801599,3.75607,7.01145,1.7837,-1.58396,4.49095,0.490202,-0.0687306,-80.0555,-0.165076,0.773502,1.44389,0.367325,-0.326192,0.924839,0.100949,-0.014154
-0.345408,-10.0143,4.89386,0.366388,-0.345408,-0.938818,5.00927,7.39379,2.24175,-4.405,3.94235,2.3373,-1.78152,-82.1166,-0.191836,1.02358,1.51083,0.458073,-0.900106,0.80557,0.477599,-0.364031
-0.30722,-13.9422,3.90578,0.378656,-0.30722,-3.97356,3.13051,7.31983,1.92141,-1.92156,5.27578,1.18079,-1.73418,-83.4311,-1.01735,0.801508,1.8741,0.491941,-0.491979,1.35076,0.302319,-0.444005
-0.324766,-10.2633,3.76427,0.351917,-0.324766,0.877298,2.99108,6.19223,0.732344,-2.69463,3.3099,-0.656861,-0.748891,-85.15,0.233059,0.794597,1.645,0.194551,-0.715844,0.879295,-0.174499,-0.198947
-0.32052,-10.3439,4.64468,0.370421,-0.32052,-0.659823,5.06813,7.63355,2.6287,-2.6773,4.93984,-0.410573,-0.927147,-85.3438,-0.14206,1.09117,1.6435,0.565959,-0.576423,1.06355,-0.0883963,-0.199615
-0.310536,-11.5336,2.39359,0.365055,-0.310536,-1.39553,2.68201,6.23358,0.871638,-2.20057,3.87441,1.59126,-1.62104,-86.891,-0.583031,1.1205,2.60429,0.364156,-0.91936,1.61866,0.664804,-0.677245
-0.323519,-9.81337,2.56994,0.365628,-0.323519,-1.97894,3.17262,6.07558,1.23295,-2.28606,3.10865,-0.743523,-0.243919,-84.0996,-0.770032,1.23451,2.36409,0.479759,-0.889537,1.20962,-0.289315,-0.0949125
-0.32229,-8.54246,4.46006,0.369272,-0.32229,-0.18898,5.13313,6.92452,2.40575,-4.34976,3.98874,1.35266,-1.74225,-82.6722,-0.0423716,1.15091,1.55256,0.539398,-0.975269,0.894325,0.303284,-0.390634
-0.304314,-9.70052,2.49791,0.36599,-0.304314,-0.455154,2.8507,6.14687,1.07881,-0.577567,3.33962,-0.880392,0.838715,-84.7629,-0.182214,1.14123,2.46081,0.431886,-0.23122,1.33697,-0.352452,0.335767
