b_Intercept,b_age_centered,b_Iage_centeredE2,sigma,Intercept,lp__
-0.0304728,-0.0295667,0.000411938,0.426901,-0.283223,-173.674
-0.158663,-0.0234,0.000341501,0.422495,-0.34565,-173.939
-0.0794772,-0.0326849,0.00047464,0.431538,-0.342653,-174.538
-0.120906,-0.0251885,0.000344839,0.431867,-0.34137,-173.514
-0.0448403,-0.0280755,0.000388886,0.426841,-0.286761,-173.169
-0.0992081,-0.0270742,0.00036762,0.400327,-0.338734,-174.672
-0.0663438,-0.0287502,0.000395517,0.40355,-0.316365,-172.605
-0.107749,-0.0263901,0.000386228,0.426098,-0.317711,-171.785
-0.0699741,-0.030417,0.000422505,0.420735,-0.331071,-172.018
-0.0878878,-0.029986,0.000433975,0.421073,-0.330574,-171.934
-0.0725922,-0.0300491,0.000419615,0.420135,-0.32866,-171.647
-0.0966326,-0.024669,0.000350866,0.419238,-0.301476,-171.761
-0.0761507,-0.0270065,0.000379167,0.409979,-0.304572,-171.588
-0.0952942,-0.0262183,0.000375493,0.411999,-0.310818,-171.328
-0.11423,-0.0248348,0.000347629,0.416266,-0.325166,-171.506
-0.0652779,-0.0305076,0.000419788,0.40165,-0.330503,-173.807
-0.0800342,-0.0250299,0.000342253,0.426963,-0.299459,-172.568
-0.144589,-0.0201426,0.000290793,0.442596,-0.308218,-175.641
-0.0525527,-0.0270014,0.000382186,0.4217,-0.278326,-173.854
-0.067847,-0.0294389,0.000426538,0.43436,-0.305699,-172.512
-0.0655471,-0.0294944,0.000426123,0.434515,-0.304875,-172.492
-0.10793,-0.024639,0.000352433,0.425693,-0.310843,-171.584
-0.0968508,-0.0253444,0.000355179,0.426096,-0.311764,-171.407
-0.147336,-0.0217153,0.000308617,0.42196,-0.327854,-172.849
-0.123576,-0.0241039,0.000341277,0.424641,-0.325036,-171.731
-0.116021,-0.0251543,0.00036481,0.421736,-0.318959,-171.522
-0.0566151,-0.0309798,0.000431302,0.435404,-0.321719,-172.718
-0.0351146,-0.0334639,0.000463907,0.433763,-0.323142,-173.817
-0.114894,-0.0248302,0.000330134,0.409527,-0.34048,-174.838
-0.133401,-0.0263297,0.000395276,0.432772,-0.334512,-174.274
-0.130039,-0.0233045,0.000316871,0.416759,-0.335845,-173.267
-0.0657723,-0.0301309,0.000444912,0.413966,-0.302179,-173.112
-0.0530275,-0.0301264,0.000429667,0.413983,-0.302192,-171.774
-0.119953,-0.0266795,0.000391312,0.428313,-0.331502,-172.435
-0.0633875,-0.0292594,0.000392731,0.409425,-0.326089,-173.656
-0.11058,-0.0265292,0.000384678,0.421537,-0.324671,-171.435
-0.077362,-0.0302648,0.000446965,0.421881,-0.314755,-172.613
-0.0680429,-0.0289498,0.000418557,0.429364,-0.302696,-172.039
-0.0650363,-0.0294385,0.000406208,0.40356,-0.320015,-172.655
-0.0523303,-0.0322933,0.000468927,0.401525,-0.312375,-174.022
-0.14218,-0.023063,0.000318798,0.428692,-0.341464,-173.648
-0.0415677,-0.0305181,0.000436996,0.436484,-0.292503,-173.597
-0.0379892,-0.0299892,0.000418764,0.435672,-0.29356,-173.338
-0.0753225,-0.0275786,0.000396217,0.443731,-0.300981,-173.703
-0.0957514,-0.0236427,0.00032961,0.449375,-0.297685,-175.599
-0.0937091,-0.0282997,0.000399682,0.440974,-0.331081,-173.121
-0.0852169,-0.0267739,0.000382615,0.411992,-0.306013,-171.403
-0.088405,-0.0262876,0.00037693,0.411551,-0.304125,-171.617
-0.0982988,-0.0261512,0.000378615,0.413827,-0.309831,-171.484
-0.0957603,-0.025206,0.000355259,0.410594,-0.307798,-171.634
-0.0722156,-0.0297952,0.000420388,0.428157,-0.32248,-171.529
-0.132869,-0.0217533,0.000296985,0.414366,-0.323962,-173.257
-0.109753,-0.0252161,0.000366359,0.41805,-0.31264,-171.558
-0.0663146,-0.0280141,0.000396197,0.416159,-0.300828,-171.429
-0.0881741,-0.027397,0.000387195,0.435924,-0.317752,-171.983
-0.084203,-0.0281469,0.000396561,0.398238,-0.321105,-172.894
-0.0936199,-0.028148,0.000407776,0.398234,-0.321092,-173.255
-0.120427,-0.0237406,0.000327961,0.411002,-0.325737,-172.353
-0.125591,-0.0252355,0.000367175,0.408067,-0.328185,-172.412
-0.0361287,-0.0311787,0.000446591,0.409931,-0.292382,-173.232
-0.042242,-0.0321731,0.000446075,0.403471,-0.319107,-173.507
-0.0920078,-0.0284426,0.000415266,0.42319,-0.319143,-171.627
-0.0892436,-0.0288313,0.000426293,0.422487,-0.314973,-172.311
-0.0818725,-0.0294125,0.000433822,0.416774,-0.313049,-172.321
-0.036466,-0.0316098,0.000438055,0.41568,-0.30866,-172.275
-0.10837,-0.022199,0.000309959,0.426725,-0.297573,-173.24
-0.129594,-0.0205338,0.000293617,0.420532,-0.298781,-173.976
-0.142824,-0.0205429,0.000309451,0.420544,-0.298851,-175.41
-0.109626,-0.0277032,0.000411332,0.442425,-0.325075,-174.403
-0.0777603,-0.0277305,0.000374115,0.442422,-0.325129,-174.341
-0.122525,-0.0222138,0.000294261,0.436805,-0.325258,-175.022
-0.164959,-0.0235762,0.000352081,0.41789,-0.346604,-174.977
-0.0511227,-0.0326113,0.000453171,0.427523,-0.330898,-173.103
-0.0849898,-0.0273603,0.000385303,0.406805,-0.315419,-171.547
-0.0656389,-0.0322479,0.000463413,0.415205,-0.329411,-172.562
-0.0904339,-0.0292483,0.000414307,0.424846,-0.334727,-171.823
-0.0976023,-0.0239361,0.000324484,0.424311,-0.309809,-172.515
-0.10328,-0.0239807,0.000326702,0.421032,-0.314523,-172.174
-0.0945754,-0.0272844,0.000392691,0.415754,-0.317237,-171.101
-0.109703,-0.0253938,0.000354324,0.417845,-0.326338,-171.432
-0.10833,-0.0254008,0.000355608,0.423415,-0.324025,-171.364
-0.0835717,-0.0279864,0.000385892,0.421379,-0.326207,-171.552
-0.114991,-0.0240214,0.000349042,0.427246,-0.308232,-172.207
-0.107345,-0.0258627,0.000384037,0.425948,-0.308454,-172.617
-0.0597895,-0.028143,0.000378152,0.412897,-0.312127,-172.858
-0.0718477,-0.0302013,0.000443552,0.423338,-0.310831,-172.341
-0.0573436,-0.0261232,0.000350362,0.407876,-0.292118,-174.432
-0.0547586,-0.0272677,0.0003668,0.406816,-0.298903,-173.814
-0.102831,-0.0248271,0.000362096,0.421268,-0.301418,-172.191
-0.108125,-0.0295461,0.000433316,0.412313,-0.34244,-173.632
-0.0733106,-0.0298897,0.000417788,0.421598,-0.327684,-171.559
-0.0994613,-0.0258743,0.000348501,0.445151,-0.330755,-175.054
-0.043229,-0.0319963,0.000463522,0.395008,-0.301803,-175.526
-0.025091,-0.0319985,0.000442066,0.395011,-0.301792,-175.66
-0.0927953,-0.0255727,0.000349075,0.428482,-0.317485,-172.076
-0.118952,-0.0254201,0.000377562,0.432129,-0.316535,-172.984
-0.0913375,-0.025246,0.000347244,0.434874,-0.310941,-172.536
-0.0865959,-0.0254661,0.000346735,0.437121,-0.311096,-173.091
-0.0576321,-0.0304867,0.000420673,0.395351,-0.321687,-174.528
-0.117409,-0.0242985,0.000345462,0.419539,-0.319288,-171.434
-0.109376,-0.0258549,0.000357033,0.410531,-0.333084,-172.275
-0.0829602,-0.0281229,0.000410497,0.41585,-0.307629,-171.721
-0.0811372,-0.0281216,0.00040822,0.415849,-0.307699,-171.51
-0.0579977,-0.028176,0.000383996,0.421356,-0.306078,-172.056
-0.058175,-0.0281002,0.000382611,0.421514,-0.305886,-172.1
-0.0813073,-0.0280869,0.000409713,0.421482,-0.305906,-171.722
-0.042005,-0.0313126,0.000432651,0.424683,-0.312725,-172.196
-0.0583718,-0.0331339,0.000480455,0.404258,-0.325756,-174.17
-0.0925287,-0.0257519,0.000375631,0.407862,-0.298474,-172.815
-0.0698262,-0.0278464,0.000388313,0.419513,-0.30758,-171.194
-0.0824502,-0.0272844,0.000388074,0.420383,-0.309004,-171.017
-0.0792161,-0.0281943,0.000400285,0.401778,-0.31394,-172.226
-0.0642857,-0.0299996,0.000430125,0.419476,-0.310491,-171.351
-0.0629342,-0.0275445,0.000388366,0.420781,-0.294519,-171.876
-0.0613064,-0.0322844,0.000451164,0.418998,-0.336141,-172.941
-0.0790238,-0.0272458,0.000389134,0.433515,-0.303901,-172.039
-0.118996,-0.0242938,0.000338585,0.406184,-0.326577,-172.494
-0.118716,-0.0239381,0.000330355,0.402837,-0.326014,-173.239
-0.112135,-0.0246291,0.00034829,0.396457,-0.31834,-173.648
-0.12226,-0.0241893,0.000347307,0.393674,-0.320369,-174.588
-0.112752,-0.024505,0.000344257,0.394854,-0.319837,-174.094
-0.0707627,-0.0301795,0.000442378,0.445781,-0.310293,-174.683
-0.0883722,-0.0250767,0.000356926,0.409754,-0.29638,-172.439
-0.120914,-0.0266296,0.000378654,0.420432,-0.342119,-172.292
-0.130967,-0.0240771,0.000343166,0.426671,-0.33029,-172.098
-0.116204,-0.0256188,0.000360523,0.414146,-0.332181,-171.714
-0.0923491,-0.0246662,0.00034665,0.426026,-0.300689,-171.987
-0.0989204,-0.0280587,0.000398913,0.418739,-0.33205,-171.408
-0.0805239,-0.0278029,0.000391526,0.413267,-0.314687,-171.05
-0.0608344,-0.0301881,0.000446825,0.422776,-0.29679,-173.52
-0.0364397,-0.0326933,0.00047043,0.423054,-0.303333,-172.754
-0.0791749,-0.0311998,0.000444611,0.412841,-0.337525,-172.679
-0.0751846,-0.0312018,0.000440477,0.412158,-0.337059,-172.667
-0.0936717,-0.0249767,0.000355187,0.41804,-0.301117,-171.708
-0.0906927,-0.0268952,0.000383259,0.41487,-0.313406,-171.021
-0.0804402,-0.0265978,0.000371207,0.424002,-0.307277,-171.307
-0.101744,-0.0261513,0.000368272,0.433185,-0.321994,-171.825
-0.0877056,-0.0269025,0.000377904,0.42424,-0.315081,-171.052
-0.098807,-0.0261606,0.000369088,0.421832,-0.318558,-171.026
-0.0956927,-0.0267088,0.000378705,0.416887,-0.318462,-170.948
-0.0920623,-0.0244328,0.000359831,0.429024,-0.284558,-174.493
-0.0171587,-0.0287102,0.000385604,0.405152,-0.274723,-177.529
-0.0973496,-0.0323858,0.000474099,0.438396,-0.354912,-176.981
-0.061055,-0.0272664,0.000391455,0.407365,-0.284393,-173.812
-0.0683425,-0.0283432,0.000403237,0.422635,-0.303599,-171.306
-0.0758974,-0.0278907,0.00039056,0.425556,-0.312658,-171.162
-0.0788664,-0.0269344,0.000386091,0.431533,-0.299989,-172.116
-0.0721023,-0.0287435,0.000404623,0.400432,-0.314314,-172.519
-0.0439927,-0.0308481,0.000445492,0.409029,-0.294464,-173.198
-0.0614074,-0.0288216,0.000410919,0.411913,-0.299897,-171.781
-0.0785648,-0.0269708,0.00039019,0.395364,-0.296972,-174.61
-0.0643564,-0.0282063,0.000414017,0.431335,-0.28775,-173.897
-0.0595019,-0.0285739,0.000436643,0.431209,-0.271285,-179.399
-0.0287809,-0.0307885,0.000437626,0.4143,-0.284672,-173.609
-0.0868681,-0.0251125,0.00035666,0.425081,-0.295828,-172.162
-0.0722721,-0.0319706,0.000455331,0.411836,-0.337227,-173.027
-0.121694,-0.0215169,0.000296582,0.420596,-0.308329,-173.041
-0.0876137,-0.0298492,0.000422548,0.413543,-0.337154,-172.178
-0.0806391,-0.026752,0.000372899,0.433301,-0.309179,-171.932
-0.0926422,-0.0263239,0.000359631,0.410343,-0.323678,-172.121
-0.0871098,-0.024287,0.000331555,0.450075,-0.300478,-175.81
-0.0773397,-0.0270628,0.00036613,0.416732,-0.317891,-172.129
-0.091145,-0.0263773,0.000362066,0.411662,-0.321211,-171.781
-0.0855049,-0.0269769,0.00037392,0.430904,-0.317748,-171.704
-0.0971174,-0.0270591,0.000388071,0.436064,-0.319103,-172.112
-0.0917816,-0.0274199,0.000392926,0.430691,-0.316995,-171.5
-0.105104,-0.0263602,0.000376312,0.417265,-0.322817,-171.094
-0.119655,-0.0268147,0.000385085,0.41561,-0.339198,-172.166
-0.0275951,-0.0331948,0.00045716,0.423978,-0.315849,-173.214
-0.136355,-0.0238187,0.000356678,0.435914,-0.319047,-174.099
-0.0632858,-0.0281515,0.000389126,0.443885,-0.306547,-173.705
-0.0873187,-0.0281783,0.000418338,0.443889,-0.306503,-174.734
-0.0854899,-0.0281532,0.000412354,0.436619,-0.309208,-172.882
-0.111238,-0.0242582,0.000354123,0.446651,-0.305002,-174.823
-0.0513859,-0.0333564,0.000475861,0.403175,-0.327158,-174.051
-0.0598797,-0.033174,0.000472571,0.414124,-0.334723,-173.289
-0.118226,-0.0212054,0.00029485,0.413704,-0.300001,-173.701
-0.117437,-0.0213874,0.000297317,0.413793,-0.300826,-173.531
-0.0165964,-0.0310851,0.000426735,0.417668,-0.287685,-173.977
-0.00251262,-0.0356147,0.000513519,0.419833,-0.292369,-175.522
0.00392123,-0.0345003,0.00048055,0.423122,-0.291111,-174.838
0.00790746,-0.034823,0.000483616,0.423234,-0.291086,-175.177
0.000560153,-0.0348354,0.000492628,0.423306,-0.291091,-174.783
-0.0335046,-0.0306805,0.000429428,0.430097,-0.294114,-172.885
-0.0943885,-0.0275837,0.000382233,0.424346,-0.331938,-171.76
-0.104094,-0.0280363,0.000411491,0.425215,-0.326169,-172.069
-0.0824078,-0.0283357,0.000413362,0.424377,-0.30898,-171.717
-0.0803038,-0.027756,0.000405063,0.422948,-0.302107,-171.937
-0.0621306,-0.0276204,0.000379655,0.423032,-0.302597,-171.859
-0.0778681,-0.0323561,0.000446948,0.420456,-0.35771,-176.033
-0.0998991,-0.0288416,0.000422127,0.427274,-0.329348,-172.292
-0.0872109,-0.0253422,0.000355594,0.412388,-0.301728,-171.812
-0.0419772,-0.0294985,0.000406947,0.419414,-0.297551,-172.279
-0.109443,-0.021912,0.000298999,0.423221,-0.302059,-173.373
-0.0803105,-0.0299521,0.000427999,0.407918,-0.327345,-172.022
-0.134992,-0.0249081,0.000350746,0.410506,-0.344787,-173.286
-0.0498038,-0.0288721,0.000400997,0.438126,-0.297681,-173.237
-0.0462534,-0.0314688,0.000438809,0.418825,-0.314952,-171.842
-0.0550373,-0.0311442,0.000441289,0.418442,-0.315058,-171.516
-0.0886902,-0.0258447,0.000364638,0.411055,-0.305781,-171.546
-0.0887584,-0.0299441,0.00042268,0.412409,-0.340112,-172.553
-0.0941034,-0.0252949,0.000359357,0.410642,-0.304492,-171.752
-0.0845247,-0.0269765,0.000383397,0.408149,-0.308773,-171.539
-0.0667931,-0.0326877,0.000465983,0.424124,-0.337322,-173.147
-0.0626357,-0.0300638,0.000425706,0.429617,-0.31387,-171.626
-0.0982243,-0.0255123,0.000350398,0.407776,-0.320572,-172.177
-0.0162498,-0.0343495,0.000475887,0.430009,-0.31215,-174.009
-0.118113,-0.0237549,0.000325745,0.406392,-0.32558,-172.976
-0.101824,-0.0239223,0.000328558,0.440168,-0.310318,-173.59
-0.0783291,-0.0277885,0.000377925,0.410983,-0.323664,-172.309
-0.065273,-0.0301794,0.000436721,0.428859,-0.309568,-172.002
-0.0774682,-0.0270611,0.00038445,0.421604,-0.302544,-171.316
-0.0761278,-0.0260673,0.000364391,0.425377,-0.297945,-171.91
-0.11226,-0.0229836,0.000326832,0.413275,-0.30316,-172.46
-0.111058,-0.0246945,0.000351669,0.404769,-0.315743,-172.219
-0.156102,-0.0215369,0.000317964,0.4068,-0.325123,-174.375
-0.15095,-0.0215115,0.000315536,0.408108,-0.321501,-173.908
-0.1806,-0.0180814,0.000245567,0.405039,-0.340522,-178.14
-0.154676,-0.0186376,0.000256488,0.423238,-0.316679,-174.966
-0.0426935,-0.0347414,0.000488643,0.417111,-0.335796,-174.286
-0.105417,-0.0279088,0.000411652,0.423284,-0.324767,-172.189
-0.106398,-0.0261709,0.000364328,0.429693,-0.330371,-171.949
-0.0862411,-0.0276044,0.000397611,0.433532,-0.311251,-171.919
-0.0711415,-0.0289918,0.000417339,0.408145,-0.307673,-171.85
-0.0456016,-0.0318445,0.000443205,0.421232,-0.318219,-172.062
-0.0944907,-0.0267519,0.000376697,0.422057,-0.319827,-170.993
-0.0701108,-0.0295847,0.000417111,0.420543,-0.318866,-171.119
-0.084481,-0.0297406,0.000438296,0.420844,-0.318545,-172.309
-0.101949,-0.0277116,0.000411862,0.420014,-0.317123,-172.435
-0.0795899,-0.0274261,0.000381294,0.42013,-0.314733,-171.098
-0.130123,-0.0242258,0.000330395,0.414617,-0.343227,-173.673
-0.0763491,-0.0288982,0.000399818,0.423013,-0.325749,-171.572
-0.103507,-0.0249699,0.000341299,0.41579,-0.322519,-171.948
-0.0902561,-0.0265729,0.00038609,0.411226,-0.304045,-171.93
-0.104313,-0.0265895,0.000403186,0.411222,-0.30403,-174.565
-0.0734663,-0.0265713,0.000366259,0.411126,-0.303935,-171.945
-0.0972786,-0.0249784,0.00035569,0.416755,-0.304334,-171.556
-0.102817,-0.0261178,0.000371809,0.419496,-0.319407,-171.023
-0.0792194,-0.028903,0.00041213,0.420272,-0.318341,-171.014
-0.138448,-0.0235539,0.000334294,0.418337,-0.334632,-172.366
-0.147876,-0.0237457,0.000352094,0.418984,-0.332951,-173.234
-0.0794711,-0.0302366,0.000436877,0.41839,-0.324796,-171.677
-0.101868,-0.0276303,0.000387811,0.416542,-0.335661,-171.728
-0.122361,-0.0257829,0.000370037,0.417641,-0.333651,-171.769
-0.153434,-0.0221249,0.000316499,0.418992,-0.33562,-173.147
-0.101705,-0.0294294,0.000423387,0.424385,-0.342019,-172.645
-0.129107,-0.0261368,0.000373747,0.42233,-0.344449,-172.671
-0.12573,-0.0276341,0.000395284,0.430972,-0.353302,-174.14
-0.115835,-0.0288622,0.000420612,0.438223,-0.34698,-174.634
-0.109124,-0.0279019,0.000410047,0.434716,-0.329688,-173.021
-0.123393,-0.0254039,0.000361668,0.426921,-0.334045,-171.984
-0.112847,-0.0237394,0.000332423,0.438335,-0.314372,-173.005
-0.0567253,-0.0289387,0.000408858,0.412146,-0.299329,-171.796
-0.103429,-0.0272375,0.000385434,0.41401,-0.331256,-171.457
-0.0264084,-0.0348428,0.000494555,0.418916,-0.316584,-173.48
-0.0377838,-0.0329319,0.000468488,0.416271,-0.311155,-172.412
-0.0341769,-0.0347849,0.000493404,0.412681,-0.32415,-173.812
-0.0398459,-0.0342636,0.00048547,0.424596,-0.325927,-173.33
-0.136352,-0.0202874,0.000288789,0.418681,-0.304607,-173.787
-0.13947,-0.0202629,0.00029179,0.418676,-0.304698,-173.905
-0.0472947,-0.0328646,0.000463407,0.446627,-0.323584,-175.01
-0.0700646,-0.0308921,0.000433839,0.438531,-0.33125,-173.29
-0.0701473,-0.0276206,0.000391553,0.406063,-0.300589,-172.151
-0.0646661,-0.0276095,0.000384726,0.406013,-0.300637,-172.323
-0.0921348,-0.0291722,0.000423817,0.413508,-0.326868,-171.844
-0.0738782,-0.0302586,0.000422174,0.41126,-0.33204,-172.208
-0.0960935,-0.0254209,0.000371503,0.4158,-0.298801,-172.369
-0.0989509,-0.0250712,0.000347382,0.402484,-0.314891,-172.661
-0.0922377,-0.0250867,0.000339696,0.402791,-0.314971,-173.411
-0.0426447,-0.0309899,0.000438387,0.436833,-0.301982,-173.014
-0.106971,-0.024825,0.000352007,0.42023,-0.314019,-171.268
-0.127363,-0.024678,0.000355672,0.412308,-0.328338,-171.974
-0.119004,-0.0246747,0.000345659,0.412307,-0.328352,-171.851
-0.0513416,-0.0317365,0.000459172,0.431885,-0.308309,-172.797
-0.0673741,-0.0286579,0.000406983,0.436211,-0.305861,-172.28
-0.0915725,-0.0286545,0.00043553,0.436175,-0.30593,-175.609
-0.0482489,-0.0286395,0.000383566,0.436248,-0.306097,-174.115
-0.112581,-0.0209747,0.000279278,0.443907,-0.302799,-176.5
-0.0589648,-0.0312505,0.000451369,0.439479,-0.312647,-173.366
-0.0474056,-0.0320345,0.000458402,0.440981,-0.31107,-173.701
-0.0639351,-0.0304498,0.000441236,0.433999,-0.309912,-172.576
-0.111301,-0.028302,0.000388611,0.4126,-0.358048,-175.383
-0.158449,-0.0242677,0.00035676,0.409014,-0.350182,-175.098
-0.131198,-0.0240591,0.000329843,0.4101,-0.341383,-173.664
-0.10223,-0.027662,0.000379284,0.403899,-0.343854,-174.225
-0.0489475,-0.0281676,0.000396993,0.433585,-0.285904,-173.508
-0.117486,-0.0232413,0.000326051,0.421629,-0.314275,-171.854
-0.105646,-0.0237131,0.000323775,0.420729,-0.313925,-172.186
-0.0288109,-0.0291351,0.000403074,0.403983,-0.280275,-175.276
-0.115848,-0.0281167,0.000388749,0.431428,-0.35872,-175.304
-0.109902,-0.02707,0.000382637,0.410273,-0.336688,-172.102
-0.0832556,-0.0277249,0.000394654,0.430373,-0.313201,-171.423
-0.0889183,-0.0285746,0.000391616,0.446787,-0.338666,-175.274
-0.171633,-0.0200882,0.00029686,0.422883,-0.329044,-174.641
-0.15228,-0.0200924,0.000274085,0.422866,-0.32897,-174.339
-0.15398,-0.0238284,0.000347341,0.423836,-0.344738,-173.675
-0.150686,-0.0241764,0.000355092,0.425213,-0.341973,-173.562
-0.0414998,-0.0302871,0.000424522,0.416012,-0.298262,-172.057
-0.142415,-0.0235955,0.000336825,0.423625,-0.33731,-172.639
-0.131091,-0.0220936,0.000300404,0.424171,-0.326205,-173.192
-0.0879085,-0.0269218,0.000368468,0.435298,-0.323628,-172.632
-0.116329,-0.0260144,0.000379089,0.430531,-0.324685,-172.104
-0.0950941,-0.025061,0.000346122,0.424012,-0.31189,-171.616
-0.0764059,-0.0255332,0.000355787,0.409196,-0.294638,-172.656
-0.0613211,-0.028798,0.000411179,0.40988,-0.299114,-171.999
-0.0932364,-0.0273015,0.000408128,0.412543,-0.303235,-173.396
-0.130627,-0.0260795,0.000394937,0.404732,-0.326949,-175.052
-0.0864651,-0.0260493,0.000341677,0.404667,-0.327061,-175.376
-0.10071,-0.0234986,0.000317365,0.401272,-0.310039,-174.257
-0.11355,-0.0232195,0.000326513,0.400844,-0.309506,-173.472
-0.0444156,-0.031137,0.000441228,0.414962,-0.304343,-171.89
-0.0977801,-0.0269901,0.000385718,0.411179,-0.320347,-171.247
-0.0911375,-0.0260829,0.000368673,0.415713,-0.309663,-171.133
-0.0842362,-0.0276252,0.000375501,0.410846,-0.328301,-172.52
-0.0954091,-0.0257456,0.000348994,0.417692,-0.323675,-172.147
-0.0722064,-0.0290024,0.000425438,0.416045,-0.302129,-172.336
-0.0610763,-0.0300982,0.000434308,0.420319,-0.305758,-171.685
-0.0554469,-0.0286156,0.000397688,0.40984,-0.300907,-172.057
-0.149779,-0.0215124,0.000298675,0.42376,-0.33456,-173.511
-0.13881,-0.023239,0.000341639,0.416161,-0.322414,-172.618
-0.109113,-0.0232349,0.000306333,0.416209,-0.322389,-173.999
-0.137915,-0.0232952,0.000341831,0.416165,-0.322498,-172.532
-0.120976,-0.024712,0.000359008,0.419522,-0.31983,-171.662
-0.125811,-0.0224086,0.000313018,0.433057,-0.316687,-172.924
-0.120184,-0.0227222,0.000316686,0.43188,-0.314333,-172.701
-0.077274,-0.0295857,0.00042165,0.422511,-0.322224,-171.223
-0.0971924,-0.0265411,0.000378119,0.413995,-0.317054,-171.065
-0.111348,-0.0242293,0.000337728,0.443911,-0.318342,-173.772
-0.105932,-0.0268737,0.000392434,0.441904,-0.320476,-173.422
-0.0898864,-0.0265372,0.000364713,0.437528,-0.320966,-172.727
-0.103321,-0.025425,0.000360364,0.426969,-0.315499,-171.352
-0.0559661,-0.0304398,0.000428498,0.445103,-0.312477,-173.812
-0.0599783,-0.0316634,0.000465881,0.421079,-0.309808,-173.002
-0.0327602,-0.0325592,0.00044451,0.432214,-0.318778,-173.827
-0.0728611,-0.0312657,0.000458443,0.435192,-0.320891,-173.451
-0.0703335,-0.0317971,0.000465829,0.436009,-0.322922,-173.757
-0.0634303,-0.0317954,0.000457687,0.436003,-0.322845,-173.066
-0.0443015,-0.0336396,0.000480239,0.415069,-0.322131,-172.907
-0.0705408,-0.0301557,0.000425099,0.429983,-0.324151,-171.8
-0.0122919,-0.0309095,0.000428791,0.428139,-0.278085,-174.942
-0.0308207,-0.0293313,0.000406092,0.425411,-0.283721,-173.664
-0.0443026,-0.0293253,0.000421974,0.425395,-0.283695,-173.485
-0.0376012,-0.0293518,0.000410617,0.424023,-0.287105,-172.955
-0.127056,-0.0240199,0.000334988,0.422633,-0.332111,-172.135
