b_Intercept,b_age_centered,sigma,Intercept,lp__
-0.251349,-0.00168291,0.437631,-0.285497,-205.874
-0.256173,-0.00141715,0.440162,-0.284929,-205.976
-0.260577,-0.00122772,0.442558,-0.285488,-206.043
-0.269442,-0.00218421,0.433223,-0.313761,-204.421
-0.278281,-0.00164218,0.430461,-0.311602,-204.395
-0.234932,-0.00185,0.428346,-0.27247,-208.308
-0.267196,-0.00174038,0.429757,-0.30251,-204.775
-0.242687,-0.00183925,0.44155,-0.280007,-206.564
-0.290141,-0.00109059,0.443331,-0.31227,-204.458
-0.286904,-0.00167616,0.466689,-0.320915,-206.721
-0.327697,-0.00171986,0.425491,-0.362594,-209.022
-0.270804,0.000279479,0.448352,-0.265134,-212.062
-0.260334,-0.00231415,0.437098,-0.30729,-204.57
-0.296102,-0.00117137,0.434795,-0.31987,-204.377
-0.274825,-0.00231261,0.431473,-0.321749,-204.675
-0.309233,-0.000710141,0.436402,-0.323642,-204.967
-0.233751,-0.00287068,0.441635,-0.291999,-206.327
-0.274492,-0.000829538,0.424223,-0.291324,-206.8
-0.318659,-0.000847655,0.428504,-0.335858,-205.823
-0.277194,-0.00254923,0.426432,-0.32892,-205.635
-0.270718,-0.00125583,0.448541,-0.2962,-205.283
-0.24954,-0.00234036,0.432781,-0.297028,-205.297
-0.250392,-0.00222743,0.433585,-0.295588,-205.256
-0.267589,-0.0019428,0.428707,-0.30701,-204.707
-0.297263,-0.00132532,0.442546,-0.324154,-204.34
-0.283658,-0.00116819,0.440009,-0.307361,-204.445
-0.279278,-0.000964397,0.439272,-0.298846,-205.064
-0.290492,-0.000713518,0.437321,-0.30497,-205.09
-0.26148,-0.00310387,0.431137,-0.32446,-206.121
-0.282196,-0.00225451,0.43176,-0.327942,-204.802
-0.291558,-0.00170296,0.438836,-0.326113,-204.256
-0.258444,-0.00200294,0.445271,-0.299085,-204.852
-0.309404,-0.000305964,0.4318,-0.315612,-205.841
-0.284538,-0.0028284,0.428488,-0.341928,-206.885
-0.31937,-0.000629643,0.429187,-0.332146,-205.855
-0.266058,-0.00289372,0.439482,-0.324773,-205.391
-0.292626,-0.00133858,0.446048,-0.319787,-204.379
-0.274513,-0.00293151,0.441571,-0.333996,-205.921
-0.274906,-0.00201025,0.438369,-0.315695,-204.168
-0.270558,-0.00132894,0.431139,-0.297523,-205.097
-0.257957,-0.00176542,0.432506,-0.293779,-205.219
-0.291947,-0.00181226,0.45443,-0.328719,-205.211
-0.281215,-0.00152851,0.461377,-0.31223,-205.865
-0.301787,-0.00230011,0.456631,-0.348458,-207.241
-0.276999,-0.0010014,0.442695,-0.297318,-205.164
-0.314948,-0.000875931,0.421081,-0.332721,-206.447
-0.28178,-0.00185117,0.443849,-0.319342,-204.209
-0.276357,-0.00157748,0.4486,-0.308366,-204.543
-0.302385,-0.00164578,0.456335,-0.335779,-205.797
-0.299636,-0.00194233,0.45152,-0.339047,-205.608
-0.315045,-0.00127196,0.456879,-0.340854,-206.368
-0.259673,-0.00212764,0.440075,-0.302845,-204.584
-0.280007,-0.00203887,0.428822,-0.321377,-204.625
-0.261921,-0.00167082,0.431954,-0.295823,-205.074
-0.282213,-0.001599,0.440251,-0.314657,-204.096
-0.262334,-0.00266717,0.438451,-0.316453,-204.863
-0.288253,-0.00179193,0.437743,-0.324613,-204.22
-0.285364,-0.00208658,0.430725,-0.327702,-204.718
-0.288671,-0.00151487,0.440452,-0.319409,-204.127
-0.272118,-0.00205965,0.440022,-0.31391,-204.21
-0.259918,-0.00130652,0.442032,-0.286429,-205.877
-0.242699,-0.00227169,0.446014,-0.288793,-205.912
-0.304481,-0.000796262,0.445664,-0.320638,-204.891
-0.27949,-0.00140135,0.435157,-0.307924,-204.329
-0.263617,-0.00283185,0.444845,-0.321077,-205.287
-0.290192,-0.00074301,0.446032,-0.305269,-205.174
-0.280959,-0.00105342,0.453757,-0.302334,-205.503
-0.279983,-0.00207088,0.4451,-0.322003,-204.397
-0.28788,-0.00233517,0.43651,-0.335262,-205.12
-0.303457,-0.00172971,0.443995,-0.338554,-205.074
-0.330816,-0.0018343,0.448597,-0.368036,-209.206
-0.319204,-0.00166341,0.451977,-0.352956,-207.045
-0.256807,-0.00209642,0.454394,-0.299345,-205.563
-0.286928,-0.00169896,0.444435,-0.321401,-204.238
-0.314839,0.00024127,0.445042,-0.309944,-207.184
-0.282095,-0.00147911,0.444951,-0.312108,-204.279
-0.258109,-0.00284593,0.456174,-0.315855,-206.139
-0.308677,-0.000298996,0.443693,-0.314744,-205.673
-0.254978,-0.00314435,0.428593,-0.318779,-206.304
-0.305393,-0.000951188,0.438795,-0.324694,-204.636
-0.28622,-0.00158988,0.440645,-0.31848,-204.105
-0.26423,-0.00238766,0.436399,-0.312677,-204.533
-0.25671,-0.00106389,0.435474,-0.278297,-207.182
-0.296538,-0.00120469,0.410415,-0.320982,-207.703
-0.304223,-0.00078451,0.410064,-0.320141,-208.309
-0.251884,-0.00226695,0.462279,-0.297882,-206.78
-0.258203,-0.00195479,0.457366,-0.297867,-205.916
-0.29548,-0.00104931,0.454193,-0.316772,-205.207
-0.31458,-0.00134494,0.426173,-0.34187,-206.09
-0.245287,-0.00217194,0.455138,-0.289357,-206.457
-0.28416,-0.00114134,0.438368,-0.307318,-204.468
-0.293567,-0.00214016,0.45353,-0.336992,-205.741
-0.308015,-0.00158454,0.45294,-0.340166,-205.779
-0.291129,-0.00247463,0.452465,-0.341341,-206.307
-0.311411,-0.000844059,0.459048,-0.328537,-206.257
-0.287434,-0.00182215,0.46011,-0.324407,-205.76
-0.275864,-0.00154125,0.480422,-0.307137,-209.768
-0.296791,-0.00171522,0.444962,-0.331594,-204.636
-0.288424,-0.00144061,0.429287,-0.317655,-204.484
-0.285913,-0.000999132,0.418353,-0.306186,-206.4
-0.267556,-0.00176429,0.429781,-0.303355,-204.732
-0.245366,-0.00287862,0.426379,-0.303775,-206.223
-0.315605,-0.000270095,0.437465,-0.321086,-205.739
-0.275733,-0.00194776,0.435556,-0.315255,-204.18
-0.284851,-0.00112247,0.430319,-0.307626,-204.768
-0.287077,-0.00239639,0.452466,-0.335701,-205.779
-0.290357,-0.00210131,0.450178,-0.332994,-205.162
-0.26694,-0.00108687,0.444214,-0.288994,-205.827
-0.291387,-0.00230548,0.449533,-0.338167,-205.631
-0.245202,-0.00213731,0.441319,-0.28857,-205.694
-0.280045,-0.00225702,0.435395,-0.325841,-204.565
-0.310252,-0.00163222,0.442282,-0.343372,-205.463
-0.308891,-0.00115729,0.435128,-0.332373,-204.841
-0.257932,-0.00221711,0.445009,-0.302919,-204.77
-0.295685,-0.00114572,0.435866,-0.318932,-204.358
-0.280588,-0.00196087,0.426003,-0.320375,-204.823
-0.271646,-0.0019202,0.437574,-0.310608,-204.193
-0.31638,-0.000603117,0.446031,-0.328618,-205.441
-0.306427,-0.000544007,0.429599,-0.317466,-205.497
-0.271146,-0.00218113,0.458646,-0.315403,-205.622
-0.304681,-0.000359937,0.418709,-0.311984,-207.296
-0.248521,-0.00264843,0.417413,-0.30226,-207.185
-0.318854,-0.000889499,0.464589,-0.336902,-207.477
-0.297196,-0.00206458,0.47053,-0.339087,-208.351
-0.317291,-0.00179326,0.446252,-0.353677,-206.799
-0.31542,-0.00155094,0.442405,-0.34689,-205.848
-0.289768,-0.00172537,0.43942,-0.324777,-204.213
-0.277736,-0.00218905,0.434138,-0.322153,-204.439
-0.264317,-0.00311187,0.433591,-0.32746,-206.106
-0.286015,-0.00213573,0.430486,-0.32935,-204.847
-0.252787,-0.00237245,0.4421,-0.300926,-204.936
-0.274652,-0.00179278,0.444166,-0.311029,-204.244
-0.266611,-0.0024616,0.446948,-0.316559,-204.788
-0.287729,-0.00245142,0.439481,-0.33747,-205.384
-0.282346,-0.000989973,0.437031,-0.302434,-204.844
-0.29072,-0.000797006,0.428701,-0.306891,-205.312
-0.271292,-0.00284597,0.45079,-0.329039,-205.906
-0.300319,-0.000868349,0.450429,-0.317939,-205.066
-0.272367,-0.00145385,0.447364,-0.301867,-204.758
-0.29781,-0.00151065,0.430156,-0.328463,-204.678
-0.288031,-0.00146805,0.423469,-0.317819,-205.058
-0.262087,-0.00261247,0.422423,-0.315096,-205.907
-0.270619,-0.0018961,0.42876,-0.309092,-204.616
-0.268812,-0.00199216,0.451487,-0.309234,-204.81
-0.247402,-0.003232,0.447388,-0.312982,-206.225
-0.234748,-0.00399604,0.449166,-0.31583,-208.578
-0.275911,-0.00167337,0.44771,-0.309865,-204.438
-0.305817,-0.00166214,0.442221,-0.339543,-205.107
-0.256892,-0.00155661,0.442066,-0.288477,-205.561
-0.316244,-0.00119661,0.457226,-0.340524,-206.431
-0.302761,-0.00189229,0.457328,-0.341157,-206.356
-0.278312,-0.00305912,0.456914,-0.340383,-207.619
-0.324689,-0.000694801,0.433089,-0.338787,-205.971
-0.280631,-0.0036425,0.436781,-0.35454,-209.965
-0.283662,-0.00113759,0.443819,-0.306745,-204.57
-0.308979,-0.000123089,0.448239,-0.311477,-206.311
-0.289416,-0.00127705,0.448404,-0.315328,-204.534
-0.31859,-0.000996713,0.42992,-0.338814,-205.758
-0.249756,-0.00221266,0.44822,-0.294652,-205.457
-0.246011,-0.00220487,0.447091,-0.290749,-205.718
-0.226103,-0.00315341,0.440728,-0.290089,-207.1
-0.269406,-0.00183564,0.436297,-0.306652,-204.301
-0.268129,-0.0015065,0.428085,-0.298697,-205.168
-0.273246,-0.00172881,0.463568,-0.308325,-206.268
-0.279427,-0.00200513,0.434668,-0.320112,-204.257
-0.263666,-0.00281716,0.439136,-0.320828,-205.153
-0.27555,-0.00114947,0.433063,-0.298874,-205.027
-0.275137,-0.00124536,0.463768,-0.300406,-206.753
-0.29022,-0.00127017,0.441171,-0.315993,-204.233
-0.260701,-0.00187714,0.429166,-0.29879,-205.077
-0.267022,-0.00137746,0.434809,-0.294972,-205.087
-0.257132,-0.00147965,0.4407,-0.287155,-205.704
-0.248503,-0.00165453,0.444774,-0.282074,-206.345
-0.280174,-0.00149249,0.449816,-0.310458,-204.598
-0.275792,-0.00170033,0.442673,-0.310293,-204.2
-0.269446,-0.0017374,0.457599,-0.304699,-205.537
-0.276447,-0.00178814,0.448561,-0.312729,-204.45
-0.278764,-0.00146593,0.448375,-0.308509,-204.551
-0.291249,-0.00169503,0.430809,-0.325643,-204.493
-0.318958,-0.00051282,0.428898,-0.329363,-205.941
-0.287517,-0.00101269,0.428275,-0.308065,-205.025
-0.27437,-0.00183918,0.447181,-0.311688,-204.388
-0.258543,-0.00199697,0.433137,-0.299063,-204.86
-0.275086,-0.00256571,0.434429,-0.327146,-205.016
-0.276139,-0.00116204,0.437536,-0.299718,-204.824
-0.265177,-0.00189739,0.444297,-0.303676,-204.517
-0.251727,-0.00114813,0.445032,-0.275023,-207.544
-0.24983,-0.00270584,0.441156,-0.304734,-205.185
-0.289588,-0.00185391,0.441783,-0.327205,-204.35
-0.280039,-0.00206266,0.452637,-0.321892,-204.915
-0.334518,0.000232367,0.450642,-0.329803,-207.687
-0.249386,-0.0034115,0.454743,-0.318607,-207.219
-0.273514,-0.0023684,0.455618,-0.32157,-205.463
-0.279803,-0.00131362,0.426235,-0.306458,-205.011
-0.285037,-0.00220842,0.427931,-0.329848,-205.134
-0.292417,-0.000999747,0.43914,-0.312703,-204.477
-0.323779,0.000182409,0.433917,-0.320078,-207.055
-0.335095,0.000150078,0.431861,-0.33205,-207.525
-0.259027,-0.00317349,0.440831,-0.32342,-205.961
-0.295578,-0.000254561,0.456976,-0.300743,-207.154
-0.247123,-0.00317439,0.46661,-0.311534,-208.299
-0.272057,-0.00159269,0.464676,-0.304374,-206.585
-0.302208,-0.0016176,0.438024,-0.335031,-204.736
-0.310799,-0.00121798,0.437139,-0.335512,-204.952
-0.291427,-0.00182435,0.434333,-0.328445,-204.45
-0.27417,-0.00187366,0.447855,-0.312188,-204.431
-0.290108,-0.00208896,0.438951,-0.332494,-204.697
-0.305627,-0.000889668,0.436434,-0.323679,-204.71
-0.292297,-0.00135068,0.438555,-0.319703,-204.187
-0.27734,-0.00183181,0.422211,-0.314509,-205.206
-0.27206,-0.00202732,0.46776,-0.313196,-206.982
-0.284419,-0.0010578,0.448629,-0.305883,-204.918
-0.2783,-0.00227522,0.430176,-0.324466,-204.791
-0.284129,-0.00137625,0.430342,-0.312054,-204.471
-0.300813,-0.000599079,0.430616,-0.312969,-205.34
-0.245099,-0.00241967,0.433582,-0.294196,-205.575
-0.298807,-0.000751906,0.434281,-0.314064,-204.877
-0.258247,-0.00269353,0.450926,-0.3129,-205.401
-0.259372,-0.00251161,0.445931,-0.310335,-204.864
-0.283922,-0.0017203,0.419127,-0.318828,-205.658
-0.269963,-0.00161136,0.427009,-0.302658,-205.001
-0.273635,-0.00253561,0.435812,-0.325084,-204.853
-0.272836,-0.00309948,0.433051,-0.335727,-206.587
-0.31753,-0.000791455,0.432532,-0.333589,-205.455
-0.24848,-0.00285761,0.433739,-0.306464,-205.506
-0.2946,-0.000709225,0.436332,-0.308991,-204.974
-0.300981,-0.000631044,0.442324,-0.313786,-205.008
-0.286451,-0.00187912,0.43878,-0.32458,-204.236
-0.308983,-0.00168787,0.447241,-0.343231,-205.629
-0.272153,-0.00114663,0.447515,-0.295419,-205.359
-0.292953,-0.001916,0.446405,-0.33183,-204.759
-0.26621,-0.00157306,0.4483,-0.298129,-205.004
-0.272865,-0.0011788,0.447916,-0.296784,-205.257
-0.304721,-0.00126355,0.427087,-0.33036,-205.151
-0.276707,-0.00195627,0.445531,-0.316402,-204.3
-0.300192,-0.000578696,0.433054,-0.311934,-205.248
-0.326724,-0.000423289,0.446061,-0.335313,-206.147
-0.310272,-0.001264,0.445576,-0.335919,-205.07
-0.296268,-0.0014932,0.44292,-0.326566,-204.357
-0.313748,-0.000913217,0.449468,-0.332278,-205.384
-0.292797,-0.000784162,0.416161,-0.308708,-207.017
-0.261535,-0.00213232,0.42274,-0.304801,-205.554
-0.280291,-0.00135785,0.443212,-0.307843,-204.364
-0.292988,-0.00165361,0.437088,-0.326541,-204.285
-0.272686,-0.00163828,0.445101,-0.305928,-204.42
-0.269135,-0.00198668,0.450484,-0.309446,-204.718
-0.254368,-0.00337083,0.440395,-0.322765,-206.445
-0.285411,-0.00218971,0.443118,-0.329842,-204.681
-0.307732,-0.000393697,0.452837,-0.31572,-206.024
-0.236226,-0.00296284,0.431546,-0.296344,-206.425
-0.28548,-0.0021039,0.454102,-0.32817,-205.275
-0.27376,-0.00208955,0.447502,-0.316159,-204.478
-0.248983,-0.00260048,0.430546,-0.301749,-205.466
-0.289931,-0.000601359,0.427453,-0.302133,-205.972
-0.307112,-0.000594657,0.451567,-0.319178,-205.564
-0.240068,-0.00288053,0.438731,-0.298516,-205.833
-0.269707,-0.00155629,0.425111,-0.301286,-205.287
-0.279086,-0.0014859,0.426186,-0.309236,-204.84
-0.288662,-0.00185505,0.451668,-0.326302,-204.859
-0.258448,-0.00192488,0.443835,-0.297505,-204.866
-0.234665,-0.00263137,0.441652,-0.288058,-206.303
-0.31044,-0.0021117,0.448258,-0.353288,-206.978
-0.315575,-0.00179207,0.451604,-0.351938,-206.895
-0.296539,-0.000637119,0.423473,-0.309467,-206.051
-0.259099,-0.00264767,0.454362,-0.312822,-205.649
-0.244375,-0.00316647,0.428648,-0.308625,-206.461
-0.296813,-0.00116615,0.458106,-0.320475,-205.59
-0.3276,0.000153228,0.462786,-0.324491,-208.579
-0.274485,-0.00337606,0.442045,-0.342988,-207.698
-0.233175,-0.00296285,0.45353,-0.293293,-207.009
-0.272684,-0.00272393,0.422636,-0.327954,-206.335
-0.306651,-0.000959288,0.457041,-0.326116,-205.781
-0.289451,-0.00142546,0.450775,-0.318375,-204.642
-0.266113,-0.00247263,0.437137,-0.316285,-204.598
-0.289789,-0.00256761,0.438093,-0.341887,-205.934
-0.27627,-0.00318641,0.435994,-0.340925,-207.097
-0.239172,-0.00326128,0.441991,-0.305346,-206.32
-0.29423,-0.000430984,0.446695,-0.302975,-205.838
-0.284599,-0.000550933,0.442846,-0.295778,-205.924
-0.267006,-0.00131617,0.442875,-0.293712,-205.185
-0.272257,-0.00172198,0.447671,-0.307198,-204.512
-0.256576,-0.00175222,0.450971,-0.29213,-205.645
-0.281938,-0.00162405,0.427397,-0.314892,-204.596
-0.281955,-0.00184406,0.450741,-0.319372,-204.619
-0.279807,-0.00222874,0.419437,-0.32503,-206.011
-0.294848,-0.000625511,0.449291,-0.30754,-205.464
-0.253011,-0.00278883,0.43909,-0.309599,-205.151
-0.274744,-0.00274239,0.430813,-0.330389,-205.648
-0.30035,-0.000637802,0.424033,-0.313292,-205.902
-0.28699,-0.000582649,0.436568,-0.298813,-205.661
-0.289652,-0.000395998,0.432035,-0.297687,-206.3
-0.256905,-0.00162787,0.4368,-0.289936,-205.414
-0.299247,-0.00147452,0.45493,-0.329166,-205.303
-0.302434,-0.00127647,0.458295,-0.328334,-205.756
-0.271782,-0.00217577,0.465433,-0.31593,-206.643
-0.285701,-0.00145621,0.463079,-0.315248,-206.119
-0.314869,-0.00124446,0.423732,-0.34012,-206.275
-0.276249,-0.00133631,0.437835,-0.303364,-204.496
-0.290976,-0.000799864,0.43894,-0.307206,-204.86
-0.251746,-0.00244586,0.439094,-0.301375,-204.969
-0.277417,-0.00135623,0.442732,-0.304935,-204.457
-0.253428,-0.00155329,0.46174,-0.284946,-207.551
-0.316859,-0.00147576,0.418604,-0.346804,-207.668
-0.238717,-0.00213776,0.433835,-0.282094,-206.591
-0.258878,-0.00207356,0.43194,-0.300952,-204.848
-0.234661,-0.00314558,0.429428,-0.298487,-206.848
-0.283821,-0.0009863,0.43331,-0.303834,-204.895
-0.27017,-0.00177197,0.41571,-0.306125,-206.489
-0.309226,-0.0016079,0.435953,-0.341851,-205.342
-0.265316,-0.00248505,0.446379,-0.31574,-204.787
-0.306092,0.000253345,0.453382,-0.300952,-208.061
-0.233888,-0.00310906,0.415635,-0.296973,-208.891
-0.282462,-0.000717734,0.432542,-0.297026,-205.718
-0.280985,-0.00125566,0.435863,-0.306464,-204.445
-0.28513,-0.00161087,0.446572,-0.317816,-204.302
-0.265508,-0.00243961,0.4477,-0.315009,-204.809
-0.338525,-0.0000883527,0.430634,-0.340318,-207.569
-0.320746,-0.000153186,0.433925,-0.323854,-206.198
-0.310945,-0.000704163,0.434064,-0.325233,-205.1
-0.274294,-0.00140833,0.434478,-0.30287,-204.559
-0.309095,-0.000139026,0.429239,-0.311916,-206.474
-0.309868,-0.000462762,0.428861,-0.319258,-205.731
-0.26037,-0.00286948,0.444551,-0.318594,-205.314
-0.270924,-0.00234326,0.441454,-0.31847,-204.46
-0.300143,-0.000991793,0.44191,-0.320267,-204.518
-0.268446,-0.00255192,0.423077,-0.320226,-205.751
-0.304932,-0.000855101,0.424158,-0.322283,-205.587
-0.302526,-0.000901588,0.424725,-0.32082,-205.425
-0.295448,-0.0013033,0.426988,-0.321893,-204.809
-0.297613,-0.00126591,0.443409,-0.323299,-204.378
-0.30307,-0.00110949,0.432165,-0.325583,-204.683
-0.265483,-0.00261099,0.435013,-0.318462,-204.851
-0.271948,-0.00248727,0.435689,-0.322416,-204.716
-0.291689,-0.000758418,0.445128,-0.307078,-205.044
-0.304068,-0.000172311,0.447664,-0.307564,-206.258
-0.267929,-0.00347009,0.441179,-0.33834,-207.538
-0.290818,-0.00176703,0.441559,-0.326672,-204.307
-0.308796,-0.000956071,0.451237,-0.328196,-205.271
-0.267545,-0.00139229,0.434755,-0.295795,-205.016
-0.264136,-0.00145593,0.434947,-0.293678,-205.157
-0.268421,-0.0021513,0.443967,-0.312072,-204.382
-0.286833,-0.00167016,0.436333,-0.320722,-204.138
-0.265755,-0.00254275,0.434331,-0.317349,-204.768
-0.278872,-0.00176677,0.43274,-0.314721,-204.232
-0.277275,-0.00200404,0.433177,-0.317939,-204.292
-0.301774,-0.00162248,0.423196,-0.334695,-205.725
-0.264397,-0.00178694,0.458207,-0.300656,-205.81
-0.230399,-0.00247406,0.461269,-0.2806,-208.424
-0.318422,-0.00219957,0.445494,-0.363053,-208.396
-0.306983,-0.000737777,0.459222,-0.321953,-206.22
-0.263457,-0.00272364,0.466033,-0.318722,-207.356
-0.266962,-0.0022126,0.453777,-0.311857,-205.113
-0.293664,-0.00166352,0.437849,-0.327418,-204.311
-0.274106,-0.00161958,0.444478,-0.306968,-204.358
-0.288245,-0.00178194,0.436502,-0.324402,-204.229
-0.284317,-0.00181726,0.4267,-0.321191,-204.717
-0.291493,-0.00157674,0.458822,-0.323486,-205.554
-0.290599,-0.00183528,0.452304,-0.327838,-204.969
-0.291512,-0.000888896,0.42379,-0.309549,-205.609
-0.252725,-0.00289589,0.414205,-0.311485,-207.955
-0.270725,-0.00286367,0.41307,-0.328831,-208.417
-0.302442,-0.00112346,0.42217,-0.325238,-205.613
-0.265275,-0.00111247,0.442245,-0.287848,-205.873
-0.263672,-0.00164279,0.44475,-0.297005,-204.889
-0.289516,-0.00236309,0.446226,-0.337465,-205.441
-0.243732,-0.00185338,0.435937,-0.281339,-206.457
-0.257957,-0.00189508,0.451187,-0.29641,-205.359
-0.263323,-0.00167513,0.453473,-0.297312,-205.469
-0.26472,-0.00160076,0.454435,-0.297201,-205.578
-0.274424,-0.0011342,0.456841,-0.297438,-206.047
-0.2848,-0.00211837,0.434146,-0.327783,-204.568
-0.260414,-0.00284013,0.423442,-0.318042,-206.185
-0.230285,-0.00451404,0.421182,-0.321878,-212.398
-0.360106,0.00111465,0.43656,-0.337489,-211.294
-0.323397,-0.000429444,0.436944,-0.332111,-205.83
-0.303369,-0.00117172,0.439262,-0.327144,-204.503
-0.287664,-0.00161969,0.435857,-0.320529,-204.148
-0.275848,-0.00200817,0.435202,-0.316595,-204.216
-0.260819,-0.00145082,0.426431,-0.290257,-206.075
-0.263828,-0.00129923,0.426329,-0.29019,-206.172
-0.239338,-0.00193711,0.425921,-0.278644,-207.611
-0.276505,-0.000625814,0.441701,-0.289203,-206.353
-0.290155,-0.00269932,0.443218,-0.344927,-206.458
-0.295828,-0.00247031,0.443916,-0.345952,-206.258
-0.278305,-0.00201499,0.447122,-0.319191,-204.426
-0.262759,-0.00132462,0.44447,-0.289637,-205.595
-0.321171,-0.00049335,0.421474,-0.331181,-206.956
-0.252833,-0.00285092,0.441393,-0.31068,-205.251
-0.271403,-0.00227379,0.445225,-0.31754,-204.504
-0.324367,-0.00145065,0.452395,-0.353802,-207.229
-0.303587,-0.00222498,0.443455,-0.348733,-206.303
-0.328459,-0.00132752,0.456497,-0.355395,-207.885
-0.303648,-0.00185725,0.436341,-0.341333,-205.303
-0.249735,-0.00134587,0.439409,-0.277044,-207.05
-0.22093,-0.0026146,0.441009,-0.273982,-208.113
-0.275251,-0.00103218,0.435322,-0.296194,-205.242
-0.265753,-0.00127011,0.437497,-0.291525,-205.382
-0.233768,-0.00246502,0.429289,-0.283785,-207.021
-0.248828,-0.0019903,0.438728,-0.289212,-205.534
-0.297848,-0.00220623,0.430642,-0.342614,-205.903
-0.31106,-0.00123125,0.438379,-0.336043,-204.966
-0.288391,-0.00228381,0.438695,-0.334731,-205
-0.314041,-0.00113252,0.455346,-0.33702,-205.996
-0.268094,-0.00148679,0.425635,-0.298262,-205.447
-0.275642,-0.00150757,0.438608,-0.306232,-204.295
-0.266585,-0.00215861,0.426845,-0.310385,-204.906
-0.26821,-0.0017678,0.416652,-0.30408,-206.402
-0.266821,-0.00172837,0.415072,-0.301891,-206.831
-0.296176,0.0000508641,0.41261,-0.295144,-210.606
-0.244975,-0.00330808,0.453708,-0.312099,-206.882
-0.301409,-0.00107342,0.456265,-0.323189,-205.493
-0.283382,-0.00220754,0.437835,-0.328175,-204.567
-0.257417,-0.00215912,0.447429,-0.301228,-204.933
-0.238791,-0.00291725,0.446567,-0.297984,-206.092
-0.275172,-0.000867526,0.453905,-0.292775,-206.347
-0.302595,-0.00197882,0.43078,-0.342747,-205.75
-0.242816,-0.0018413,0.446957,-0.280177,-206.694
-0.291336,-0.00197895,0.444437,-0.33149,-204.678
-0.309911,-0.00099949,0.438994,-0.330191,-204.808
-0.286383,-0.00140402,0.438419,-0.314872,-204.145
-0.315012,-0.000708902,0.443754,-0.329397,-205.219
-0.292026,-0.0016831,0.441429,-0.326178,-204.28
-0.321565,-0.000615694,0.440661,-0.334058,-205.575
-0.295097,-0.00114469,0.443418,-0.318324,-204.388
-0.300053,-0.000740296,0.440168,-0.315074,-204.796
-0.300504,-0.000735769,0.440721,-0.315433,-204.806
-0.293913,-0.00171215,0.431549,-0.328654,-204.574
-0.286799,-0.00171424,0.430276,-0.321582,-204.415
-0.270029,-0.00273863,0.428937,-0.325598,-205.567
-0.279892,-0.00239617,0.451477,-0.328512,-205.294
-0.325317,-0.000379431,0.452368,-0.333016,-206.495
-0.294096,-0.00182724,0.438854,-0.331172,-204.504
-0.304595,-0.00143341,0.417235,-0.33368,-206.646
-0.258708,-0.00333497,0.472592,-0.326377,-209.891
-0.293671,-0.000972618,0.412298,-0.313406,-207.471
-0.325358,-0.00126289,0.461906,-0.350983,-208.044
-0.27479,-0.00092215,0.443285,-0.293501,-205.562
-0.272213,-0.00044542,0.440809,-0.281251,-207.593
-0.261399,-0.0013354,0.441452,-0.288495,-205.632
-0.283942,-0.000587761,0.442165,-0.295868,-205.84
-0.27818,-0.0011611,0.439383,-0.30174,-204.695
-0.281797,-0.00100297,0.456968,-0.302148,-205.912
-0.259182,-0.00256215,0.462738,-0.31117,-206.634
-0.286466,-0.00214582,0.424614,-0.330007,-205.433
-0.318926,-0.000782137,0.423499,-0.334797,-206.389
-0.231967,-0.00270825,0.461542,-0.286919,-208.076
-0.268672,-0.00227639,0.445556,-0.314862,-204.523
-0.313438,-0.00124629,0.44885,-0.338726,-205.474
-0.267075,-0.00143928,0.428799,-0.29628,-205.309
-0.304258,-0.00118008,0.450307,-0.328203,-204.987
-0.284519,-0.00215979,0.441125,-0.328343,-204.545
-0.297925,-0.0016545,0.460447,-0.331497,-206.072
-0.268776,-0.00132383,0.425389,-0.295638,-205.754
-0.289493,-0.000796045,0.452521,-0.305645,-205.535
-0.320179,0.000528021,0.456567,-0.309465,-208.884
-0.2781,-0.00161158,0.458065,-0.3108,-205.417
-0.286145,-0.00147956,0.454802,-0.316166,-205.003
-0.323276,-0.000999625,0.423938,-0.343559,-206.835
-0.262868,-0.00267328,0.452442,-0.317111,-205.48
-0.290779,-0.00116719,0.460279,-0.314462,-205.859
-0.289091,-0.0011529,0.462244,-0.312484,-206.178
-0.249183,-0.0028041,0.41965,-0.306081,-206.886
-0.332842,-0.000624671,0.455097,-0.345517,-207.314
-0.236641,-0.00261181,0.424289,-0.289637,-207.088
-0.267535,-0.00290778,0.46156,-0.326537,-207.116
-0.321363,-0.000268016,0.434432,-0.326802,-205.999
-0.298409,-0.000699144,0.411772,-0.312596,-208.03
-0.299457,-0.000651325,0.452361,-0.312673,-205.553
-0.241413,-0.00307215,0.43936,-0.303749,-205.93
-0.288726,-0.00154752,0.447987,-0.320127,-204.418
-0.291298,-0.00122973,0.437125,-0.31625,-204.255
-0.304663,-0.00073893,0.438496,-0.319657,-204.814
-0.281657,-0.000843214,0.452227,-0.298766,-205.79
-0.278084,-0.00204042,0.450717,-0.319485,-204.696
-0.255431,-0.00224719,0.425661,-0.301029,-205.502
-0.29236,-0.00056884,0.419023,-0.303903,-207.072
-0.250436,-0.00168762,0.450966,-0.284679,-206.378
-0.260064,-0.00146324,0.45802,-0.289754,-206.604
-0.261348,-0.00200218,0.454578,-0.301974,-205.387
-0.278111,-0.00129371,0.459342,-0.304362,-205.886
-0.290334,-0.00210832,0.443302,-0.333113,-204.808
-0.280074,-0.0019268,0.433784,-0.319171,-204.241
