b_Intercept,b_age_centered,sigma,Intercept,lp__
-0.297483,-0.00174617,0.438235,-0.332914,-204.595
-0.274883,-0.000886829,0.441272,-0.292878,-205.621
-0.262405,-0.00152286,0.440683,-0.293305,-205.096
-0.281915,-0.00173508,0.454324,-0.317121,-204.924
-0.268275,-0.00167296,0.450711,-0.302221,-204.935
-0.281406,-0.00152297,0.449711,-0.312308,-204.549
-0.288419,-0.00166087,0.448912,-0.32212,-204.501
-0.300608,-0.00161746,0.445308,-0.333428,-204.76
-0.318824,-0.00143557,0.439235,-0.347953,-205.985
-0.33931,0.0000458886,0.437606,-0.338379,-207.406
-0.333352,-0.000232005,0.436979,-0.33806,-206.681
-0.287809,-0.00237295,0.433922,-0.335958,-205.297
-0.264449,-0.00246881,0.432388,-0.314543,-204.759
-0.289419,-0.00119454,0.436851,-0.313657,-204.299
-0.24899,-0.00287369,0.428321,-0.307299,-205.872
-0.280054,-0.00126127,0.443984,-0.305646,-204.523
-0.251397,-0.00269024,0.456417,-0.305984,-206.101
-0.254153,-0.0028108,0.453303,-0.311186,-205.826
-0.275579,-0.00188206,0.445619,-0.313767,-204.289
-0.304348,-0.00091212,0.436176,-0.322855,-204.666
-0.280657,-0.00191719,0.43567,-0.319559,-204.181
-0.290008,-0.00114434,0.436585,-0.313228,-204.35
-0.285721,-0.00093471,0.437188,-0.304687,-204.797
-0.271397,-0.00213597,0.425423,-0.314738,-204.969
-0.25792,-0.00272645,0.422794,-0.313242,-206.068
-0.290316,-0.00093116,0.442543,-0.309209,-204.668
-0.313329,-0.000212535,0.440518,-0.317642,-205.814
-0.244557,-0.00281154,0.421275,-0.301606,-206.869
-0.315355,-0.0011413,0.429406,-0.338512,-205.623
-0.262339,-0.00200607,0.45548,-0.303043,-205.435
-0.286169,-0.00151845,0.444174,-0.31698,-204.203
-0.286248,-0.00169079,0.461578,-0.320555,-205.879
-0.282771,-0.00197726,0.447356,-0.322891,-204.484
-0.300143,-0.0014991,0.424355,-0.330561,-205.337
-0.303222,-0.0015241,0.421732,-0.334147,-205.905
-0.254418,-0.00202905,0.446389,-0.295589,-205.158
-0.317875,0.000522763,0.430464,-0.307268,-208.572
-0.245284,-0.00445426,0.452445,-0.335665,-211.21
-0.245284,-0.00445426,0.452445,-0.335665,-211.21
-0.306467,-0.000597105,0.425494,-0.318583,-205.794
-0.285652,-0.00148992,0.438307,-0.315884,-204.109
-0.267746,-0.00216594,0.443595,-0.311694,-204.386
-0.338405,0.00069491,0.441967,-0.324304,-208.708
-0.261696,-0.0025382,0.451284,-0.313198,-205.206
-0.254941,-0.00238313,0.437347,-0.303296,-204.808
-0.284048,-0.00118441,0.45569,-0.308081,-205.375
-0.290486,-0.000996001,0.48041,-0.310695,-209.984
-0.268413,-0.00253256,0.470273,-0.319801,-207.887
-0.250975,-0.00287102,0.414505,-0.30923,-207.893
-0.311318,-0.000792943,0.429646,-0.327408,-205.304
-0.245765,-0.00249521,0.455522,-0.296394,-206.24
-0.297177,-0.0017741,0.455983,-0.333175,-205.6
-0.322302,-0.000869625,0.459996,-0.339948,-207.046
-0.281508,-0.00141634,0.448647,-0.310246,-204.544
-0.301467,-0.00174755,0.431087,-0.336926,-205.13
-0.315776,-0.00158612,0.444846,-0.34796,-206.029
-0.305936,-0.000842517,0.438102,-0.323032,-204.731
-0.328828,0.0000318893,0.448861,-0.328181,-206.944
-0.330906,-0.000706088,0.457172,-0.345233,-207.385
-0.283905,-0.00266288,0.462863,-0.337937,-207.524
-0.214892,-0.00321983,0.436157,-0.280224,-208.505
-0.266381,-0.000643216,0.425348,-0.279433,-208.429
-0.295425,-0.00193055,0.440082,-0.334597,-204.75
-0.29648,-0.00161901,0.437782,-0.329331,-204.4
-0.299216,-0.001479,0.437825,-0.329226,-204.425
-0.287175,-0.0012627,0.43205,-0.312796,-204.425
-0.299235,-0.000788691,0.427117,-0.315238,-205.294
-0.30092,-0.00121955,0.445357,-0.325665,-204.555
-0.284419,-0.00201962,0.447717,-0.325399,-204.597
-0.268409,-0.00216969,0.435177,-0.312434,-204.354
-0.25846,-0.00247534,0.428734,-0.308687,-205.123
-0.274632,-0.00268812,0.454348,-0.329176,-205.971
-0.335852,0.000310767,0.441925,-0.329546,-207.58
-0.292988,-0.00184214,0.439903,-0.330367,-204.467
-0.290166,-0.00218078,0.43772,-0.334416,-204.896
-0.260534,-0.00184346,0.433259,-0.297939,-204.87
-0.257536,-0.00260326,0.430905,-0.310358,-205.101
-0.28652,-0.00153241,0.425486,-0.317614,-204.801
-0.284218,-0.00213473,0.444834,-0.327533,-204.596
-0.318774,-0.000800894,0.433324,-0.335025,-205.5
-0.279601,-0.00296449,0.424326,-0.339753,-207.419
-0.222378,-0.00312081,0.435896,-0.285702,-207.583
-0.285933,0.0000847809,0.448056,-0.284213,-208.643
-0.314279,0.0000659649,0.43777,-0.31294,-206.573
-0.285888,-0.00107218,0.434645,-0.307644,-204.594
-0.288998,-0.00114715,0.442817,-0.312274,-204.392
-0.268366,-0.00240847,0.436178,-0.317236,-204.538
-0.279712,-0.00103418,0.454203,-0.300696,-205.651
-0.270841,-0.00166171,0.447909,-0.304559,-204.625
-0.267889,-0.00177499,0.428017,-0.303905,-204.847
-0.271311,-0.00131105,0.426503,-0.297913,-205.465
-0.283392,-0.00208928,0.468223,-0.325785,-207.23
-0.269205,-0.0014438,0.477666,-0.298501,-209.499
-0.282627,-0.00109631,0.469881,-0.304872,-207.738
-0.315374,-0.000394629,0.433332,-0.323381,-205.654
-0.289691,-0.00134535,0.428727,-0.316989,-204.571
-0.266018,-0.00232817,0.426989,-0.313258,-205.003
-0.288874,-0.00204454,0.440983,-0.33036,-204.562
-0.307154,-0.000756802,0.444134,-0.32251,-204.92
-0.292397,-0.00149128,0.444814,-0.322656,-204.308
-0.278837,-0.0019361,0.448305,-0.318122,-204.456
-0.301106,-0.00111638,0.434952,-0.323758,-204.5
-0.271524,-0.00232891,0.439968,-0.318779,-204.43
-0.285532,-0.00184654,0.439699,-0.322999,-204.185
-0.267358,-0.0026529,0.439189,-0.321187,-204.881
-0.275849,-0.00237461,0.436136,-0.324032,-204.609
-0.268435,-0.00263909,0.436367,-0.321985,-204.908
-0.304335,-0.00155717,0.470693,-0.335931,-208.074
-0.308792,-0.00180238,0.447187,-0.345364,-205.852
-0.299131,-0.00143023,0.448346,-0.328152,-204.699
-0.287956,-0.00112941,0.437396,-0.310872,-204.39
-0.275547,-0.00202015,0.439992,-0.316537,-204.175
-0.283021,-0.00141299,0.451273,-0.311692,-204.721
-0.304372,-0.00105909,0.43218,-0.325862,-204.742
-0.303405,-0.00136457,0.446372,-0.331093,-204.752
-0.264598,-0.00196638,0.438592,-0.304498,-204.408
-0.25789,-0.00315035,0.422641,-0.321813,-207.054
-0.318036,0.000328923,0.440968,-0.311362,-207.361
-0.230818,-0.00382747,0.413691,-0.308481,-210.986
-0.255617,-0.00257056,0.431272,-0.307775,-205.101
-0.261221,-0.00246142,0.469619,-0.311165,-207.704
-0.264265,-0.00233401,0.469869,-0.311624,-207.617
-0.272194,-0.00167938,0.424952,-0.30627,-205.042
-0.282054,-0.00223659,0.440053,-0.327436,-204.558
-0.323152,-0.0013489,0.438516,-0.350523,-206.347
-0.2643,-0.00285817,0.45213,-0.322294,-205.816
-0.289653,-0.000510775,0.431951,-0.300017,-205.914
-0.253381,-0.00294194,0.443651,-0.313075,-205.435
-0.274611,-0.00198542,0.441629,-0.314896,-204.185
-0.282757,-0.00209472,0.445883,-0.32526,-204.534
-0.276295,-0.00187923,0.421767,-0.314426,-205.283
-0.28284,-0.00129217,0.426978,-0.30906,-204.862
-0.295006,-0.00143381,0.421763,-0.324099,-205.415
-0.287069,-0.00175914,0.459173,-0.322763,-205.581
-0.283558,-0.00196132,0.424577,-0.323355,-205.045
-0.311454,-0.00128406,0.445737,-0.337509,-205.182
-0.238949,-0.00284687,0.42759,-0.296714,-206.484
-0.288069,-0.00134672,0.45338,-0.315395,-204.91
-0.280568,-0.00162168,0.430227,-0.313473,-204.384
-0.277646,-0.00220085,0.440683,-0.322303,-204.372
-0.266063,-0.00142663,0.432548,-0.295011,-205.161
-0.263552,-0.00265177,0.430264,-0.317358,-205.153
-0.283606,-0.00185251,0.425543,-0.321195,-204.845
-0.274704,-0.00137823,0.45561,-0.302669,-205.456
-0.263113,-0.00243566,0.444202,-0.312534,-204.657
-0.295117,-0.000886349,0.431325,-0.313102,-204.842
-0.291008,-0.000740334,0.428931,-0.30603,-205.414
-0.263045,-0.00239097,0.428805,-0.311559,-204.94
-0.290836,-0.000600033,0.447856,-0.303011,-205.594
-0.292511,-0.000794796,0.443419,-0.308638,-204.883
-0.29737,-0.000526575,0.444139,-0.308054,-205.354
-0.264949,-0.00200796,0.435521,-0.305692,-204.424
-0.299114,-0.000590855,0.429854,-0.311103,-205.441
-0.232305,-0.00341836,0.432129,-0.301667,-207.173
-0.246662,-0.00340776,0.433797,-0.315808,-206.632
-0.276786,-0.000724716,0.440656,-0.291491,-205.967
-0.244982,-0.00253526,0.44661,-0.296424,-205.581
-0.267525,-0.00264585,0.425143,-0.321211,-205.662
-0.283859,-0.00174104,0.430126,-0.319186,-204.39
-0.283978,-0.00129855,0.439653,-0.310326,-204.266
-0.270287,-0.00188418,0.450298,-0.308518,-204.688
-0.267032,-0.00196029,0.447311,-0.306808,-204.562
-0.304207,-0.00087626,0.437385,-0.321987,-204.67
-0.263554,-0.00272002,0.445324,-0.318745,-205.085
-0.272766,-0.00197083,0.46575,-0.312756,-206.604
-0.272146,-0.000910028,0.436597,-0.290611,-205.833
-0.259934,-0.00171254,0.445681,-0.294683,-205.101
-0.247596,-0.00222642,0.448839,-0.292771,-205.66
-0.284803,-0.00124077,0.447242,-0.309979,-204.557
-0.28616,-0.00211276,0.442317,-0.329029,-204.565
-0.278965,-0.00146367,0.44371,-0.308664,-204.311
-0.277378,-0.00183797,0.434372,-0.314672,-204.18
-0.262876,-0.0013162,0.417964,-0.289582,-207.438
-0.281125,-0.0015614,0.443171,-0.312806,-204.181
-0.247507,-0.00351544,0.435143,-0.318838,-206.896
-0.278021,-0.00156465,0.438719,-0.309769,-204.171
-0.266331,-0.00171934,0.430001,-0.301218,-204.828
-0.299455,-0.00164398,0.433644,-0.332813,-204.699
-0.30021,-0.00186885,0.43454,-0.33813,-205.079
-0.31538,-0.00104425,0.437279,-0.336568,-205.183
-0.278572,-0.00227016,0.444241,-0.324635,-204.581
-0.235489,-0.0022597,0.44746,-0.28134,-206.81
-0.308755,-0.000592283,0.453923,-0.320773,-205.804
-0.345785,0.00000907897,0.44872,-0.345601,-208.152
-0.337384,-0.000365702,0.448545,-0.344804,-207.193
-0.317534,-0.00106798,0.448461,-0.339204,-205.632
-0.286194,-0.00230485,0.441374,-0.332961,-204.919
-0.303504,-0.000500364,0.441087,-0.313657,-205.221
-0.297406,-0.0008356,0.440965,-0.314361,-204.672
-0.274317,-0.00238832,0.452486,-0.322778,-205.188
-0.271133,-0.00169313,0.432234,-0.305488,-204.474
-0.317427,-0.00116067,0.432727,-0.340978,-205.607
-0.237737,-0.00258373,0.439864,-0.290163,-206.012
-0.266169,-0.0015671,0.441654,-0.297967,-204.742
-0.287175,-0.000467335,0.440577,-0.296658,-205.985
-0.278981,-0.00234695,0.444542,-0.326603,-204.735
-0.277513,-0.002451,0.432278,-0.327245,-204.962
-0.288667,-0.00172236,0.440008,-0.323615,-204.182
-0.266171,-0.00151733,0.459707,-0.296959,-206.241
-0.260243,-0.00180552,0.442541,-0.296878,-204.839
-0.267609,-0.00193283,0.44286,-0.306827,-204.355
-0.269999,-0.0013398,0.448539,-0.297184,-205.164
-0.263637,-0.00177322,0.454335,-0.299617,-205.418
-0.274415,-0.00131047,0.453212,-0.301005,-205.324
-0.306256,-0.000895664,0.432744,-0.32443,-204.855
-0.261637,-0.000832916,0.445152,-0.278538,-207.383
-0.233319,-0.00339469,0.450641,-0.3022,-207.171
-0.318853,0.000103978,0.438542,-0.316743,-206.646
-0.283628,-0.00164436,0.443912,-0.316993,-204.174
-0.313717,-0.000807106,0.444239,-0.330093,-205.127
-0.299538,-0.000789683,0.437735,-0.315561,-204.727
-0.277598,-0.00183659,0.436668,-0.314864,-204.12
-0.29956,-0.0016224,0.445486,-0.332479,-204.711
-0.265372,-0.00237351,0.413187,-0.313532,-207.246
-0.284532,-0.00128482,0.427362,-0.310602,-204.791
-0.270291,-0.00172258,0.44211,-0.305244,-204.347
-0.286664,-0.000674856,0.44117,-0.300357,-205.378
-0.260744,-0.00275473,0.451331,-0.31664,-205.51
-0.301213,-0.000982209,0.441399,-0.321142,-204.533
-0.304162,-0.00216783,0.438143,-0.348149,-206.162
-0.28831,-0.0000339317,0.434335,-0.288998,-207.813
-0.283654,-0.00107598,0.444535,-0.305486,-204.699
-0.257743,-0.00234036,0.45253,-0.305231,-205.289
-0.282457,-0.00101457,0.449583,-0.303043,-205.148
-0.297031,-0.00154211,0.426426,-0.328322,-204.981
-0.282535,-0.00178298,0.425755,-0.318713,-204.77
-0.249297,-0.0024795,0.454563,-0.299608,-205.914
-0.289924,-0.0000898843,0.450538,-0.291747,-207.573
-0.242384,-0.00242479,0.444561,-0.291585,-205.749
-0.266732,-0.00240378,0.44965,-0.315506,-204.898
-0.319726,-0.00101837,0.437386,-0.34039,-205.526
-0.281241,-0.00228829,0.414247,-0.327672,-207.163
-0.29486,-0.00159545,0.417502,-0.327233,-206.174
-0.303886,-0.00124126,0.416657,-0.329072,-206.587
-0.265253,-0.00116495,0.434648,-0.288891,-205.801
-0.302687,-0.00159179,0.453936,-0.334985,-205.491
-0.286176,-0.00172926,0.448576,-0.321264,-204.463
-0.263402,-0.00159873,0.433476,-0.295842,-205.001
-0.317967,-0.00127822,0.446496,-0.343904,-205.783
-0.306003,-0.00185747,0.448561,-0.343692,-205.775
-0.241065,-0.00255562,0.426747,-0.292921,-206.388
-0.26967,-0.00152937,0.427454,-0.300702,-205.087
-0.298242,-0.00122685,0.462434,-0.323136,-206.206
-0.295301,-0.00118278,0.446427,-0.3193,-204.495
-0.293825,-0.00128937,0.447673,-0.319988,-204.501
-0.273654,-0.0023614,0.42704,-0.321568,-205.069
-0.268548,-0.00173899,0.44697,-0.303834,-204.603
-0.279528,-0.00226773,0.429104,-0.325542,-204.9
-0.284752,-0.000885346,0.448949,-0.302716,-205.264
-0.264666,-0.00250805,0.43794,-0.315556,-204.635
-0.280341,-0.00186823,0.422498,-0.318249,-205.178
-0.289047,-0.00176707,0.428288,-0.324902,-204.66
-0.285966,-0.00167444,0.453504,-0.319941,-204.859
-0.286867,-0.00150064,0.451258,-0.317316,-204.653
-0.289889,-0.00186145,0.46672,-0.327659,-206.926
-0.310365,-0.00125625,0.459131,-0.335855,-206.281
-0.250749,-0.00184913,0.428146,-0.288269,-206.097
-0.31606,-0.00132142,0.455703,-0.342873,-206.385
-0.250065,-0.00325534,0.455532,-0.316118,-206.905
-0.239593,-0.0031277,0.423625,-0.303057,-207.158
-0.281943,-0.00151467,0.457523,-0.312677,-205.335
-0.265197,-0.00176141,0.435295,-0.300938,-204.584
-0.284393,-0.00187096,0.452416,-0.322356,-204.821
-0.28133,-0.00153948,0.431657,-0.312567,-204.321
-0.283544,-0.00183256,0.443894,-0.320728,-204.224
-0.288864,-0.00187773,0.432154,-0.326964,-204.498
-0.28818,-0.00125573,0.433655,-0.31366,-204.344
-0.282848,-0.00118253,0.425313,-0.306843,-205.192
-0.30124,-0.0013649,0.451322,-0.328935,-204.986
-0.314466,-0.0007564,0.451197,-0.329814,-205.591
-0.28236,-0.00201347,0.441138,-0.323215,-204.272
-0.297704,-0.000438508,0.441089,-0.306602,-205.503
-0.288108,-0.000801839,0.426437,-0.304378,-205.624
-0.288438,-0.00126472,0.433133,-0.314101,-204.356
-0.280213,-0.00185631,0.449181,-0.317879,-204.489
-0.281945,-0.00151546,0.428377,-0.312695,-204.554
-0.312683,-0.00160171,0.429133,-0.345183,-206.069
-0.266188,-0.00158976,0.445041,-0.298446,-204.808
-0.265669,-0.00176279,0.435801,-0.301437,-204.541
-0.279824,-0.00233613,0.435859,-0.327226,-204.685
-0.249598,-0.00250882,0.454612,-0.300504,-205.904
-0.263804,-0.00180487,0.45479,-0.300426,-205.425
-0.247461,-0.00212039,0.471005,-0.290485,-208.727
-0.282103,-0.00273493,0.443845,-0.337596,-205.865
-0.300734,-0.00179051,0.444322,-0.337065,-204.977
-0.285062,-0.00153644,0.444343,-0.316238,-204.205
-0.259778,-0.00198413,0.445859,-0.300038,-204.811
-0.291309,-0.00137493,0.449249,-0.319207,-204.552
-0.287916,-0.00137913,0.436497,-0.315899,-204.174
-0.257294,-0.00293341,0.432348,-0.316815,-205.541
-0.321898,-0.00126014,0.430935,-0.347468,-206.338
-0.290511,-0.00229007,0.431448,-0.336978,-205.417
-0.301407,0.000102684,0.440512,-0.299323,-207.168
-0.2535,-0.0029078,0.456904,-0.312501,-206.358
-0.277595,-0.00193368,0.451996,-0.316831,-204.741
-0.293987,-0.00137808,0.4275,-0.321949,-204.719
-0.268066,-0.00174247,0.418509,-0.303422,-206.096
-0.255527,-0.00198812,0.418029,-0.295868,-206.78
-0.300547,-0.00131387,0.436707,-0.327206,-204.426
-0.302852,-0.000905372,0.451212,-0.321223,-205.122
-0.292484,-0.00123259,0.453347,-0.317494,-204.974
-0.302497,-0.00202794,0.43762,-0.343646,-205.577
-0.323449,-0.00124639,0.438004,-0.348739,-206.196
-0.252472,-0.00251643,0.43914,-0.303533,-204.947
-0.257756,-0.0022025,0.437431,-0.302446,-204.671
