b_Intercept,b_age_centered,b_Iage_centeredE2,sigma,Intercept,lp__
-0.121253,-0.0252796,0.000367816,0.411502,-0.324201,-171.946
-0.0867612,-0.0247649,0.000325287,0.437506,-0.315109,-174.926
-0.130282,-0.0241952,0.000363779,0.437881,-0.314629,-174.48
-0.088541,-0.0272076,0.000397594,0.399787,-0.305512,-173.48
-0.0761466,-0.0271952,0.000384609,0.397808,-0.30381,-173.257
-0.0493773,-0.0325123,0.000448106,0.416671,-0.331413,-173.255
-0.0697962,-0.0324941,0.00047191,0.416669,-0.331401,-173.114
-0.0450359,-0.0325186,0.000443203,0.416634,-0.331333,-173.884
-0.0942996,-0.0228772,0.000305747,0.424345,-0.300812,-173.803
-0.088442,-0.0235315,0.000312668,0.424214,-0.302397,-173.798
-0.0958958,-0.0262477,0.000390188,0.416355,-0.299631,-173.023
-0.114765,-0.0252592,0.000361113,0.42559,-0.322949,-171.445
-0.080709,-0.0308636,0.000441865,0.409197,-0.334552,-172.65
-0.0889542,-0.0241311,0.000333019,0.436377,-0.297925,-173.478
-0.119827,-0.0256759,0.000373581,0.430137,-0.325956,-172.113
-0.0903376,-0.0257463,0.000356731,0.413522,-0.312097,-171.464
-0.0543185,-0.0306642,0.000436747,0.405782,-0.308428,-172.301
-0.0524061,-0.0271543,0.000365423,0.445399,-0.295409,-175.578
-0.0902928,-0.0289562,0.000407406,0.407638,-0.334476,-172.279
-0.0884031,-0.031215,0.000445873,0.412089,-0.345998,-173.67
-0.111004,-0.026345,0.000366154,0.427695,-0.336971,-172.266
-0.0521817,-0.03229,0.000467483,0.413935,-0.313377,-172.539
-0.062986,-0.0291027,0.000401074,0.426445,-0.315478,-171.708
-0.0766137,-0.0281254,0.000394318,0.426187,-0.314969,-171.169
-0.0935776,-0.0251205,0.000343565,0.426752,-0.313736,-171.982
-0.110816,-0.0251282,0.000364156,0.426819,-0.313777,-171.706
-0.105296,-0.0234147,0.000331347,0.417933,-0.30114,-172.215
-0.114279,-0.0239648,0.000335898,0.43024,-0.31745,-172.019
-0.147177,-0.0226949,0.000314101,0.40839,-0.342951,-174.316
-0.116006,-0.0265908,0.000370467,0.42176,-0.343324,-172.572
-0.113154,-0.0266076,0.000370863,0.421965,-0.34048,-172.273
-0.0548862,-0.0316656,0.000454941,0.422826,-0.313982,-171.916
-0.0415894,-0.0318171,0.000442747,0.422578,-0.314037,-172.083
-0.0809965,-0.0301505,0.000432993,0.421317,-0.327847,-171.632
-0.0817409,-0.0263533,0.000378524,0.415513,-0.29745,-171.877
-0.0836674,-0.0293809,0.000419866,0.407131,-0.325965,-171.918
-0.101415,-0.0273931,0.000389027,0.399221,-0.32937,-173.009
-0.0714259,-0.0291265,0.000426848,0.441032,-0.302678,-173.912
-0.0793213,-0.0291365,0.00043647,0.441059,-0.302666,-175.256
-0.0453324,-0.0324829,0.0004584,0.414001,-0.318097,-172.224
-0.112378,-0.0258418,0.000367892,0.430339,-0.326669,-171.745
-0.114211,-0.025846,0.000370117,0.430359,-0.326713,-171.801
-0.103693,-0.0258838,0.000358584,0.430329,-0.32668,-171.957
-0.043789,-0.0306255,0.000435032,0.420753,-0.298559,-171.999
-0.157808,-0.0215331,0.000305829,0.429342,-0.336979,-173.836
-0.108851,-0.0264504,0.000375331,0.406788,-0.329223,-171.952
-0.0532846,-0.029995,0.000415151,0.412902,-0.312017,-171.783
-0.129985,-0.0226243,0.00032994,0.408877,-0.310977,-173.071
-0.0591844,-0.0291303,0.000402396,0.435943,-0.311121,-172.539
-0.0777551,-0.0293705,0.000406134,0.423719,-0.331416,-171.975
-0.0778327,-0.0268947,0.000390672,0.41606,-0.294289,-172.362
-0.0810998,-0.0298357,0.000420518,0.425544,-0.332076,-171.804
-0.0947761,-0.0302089,0.000429953,0.416625,-0.345374,-173.01
-0.0720022,-0.0322042,0.000460262,0.409283,-0.337541,-173.416
-0.121159,-0.0268916,0.000381744,0.412198,-0.345078,-172.849
-0.121757,-0.0261907,0.000374433,0.413475,-0.337615,-172.112
-0.0307302,-0.0294915,0.000396879,0.428554,-0.294646,-174.053
-0.0501148,-0.0294872,0.000419778,0.428497,-0.294645,-172.35
-0.0543313,-0.0303473,0.000435229,0.428131,-0.30329,-172.018
-0.117322,-0.0242092,0.000340882,0.414483,-0.321249,-171.594
-0.119362,-0.0289186,0.000437723,0.423592,-0.33723,-175.103
-0.0908265,-0.0289282,0.00040414,0.423853,-0.337193,-172.058
-0.0772414,-0.0245015,0.000329544,0.420339,-0.296657,-173.341
-0.11476,-0.0252002,0.000344147,0.428517,-0.336044,-172.872
-0.036659,-0.0303747,0.000422619,0.415477,-0.296802,-172.375
-0.0816855,-0.028501,0.000401232,0.415972,-0.321835,-171.051
-0.0869222,-0.0267777,0.000377409,0.416877,-0.312183,-170.981
-0.0596204,-0.0282442,0.000402917,0.428864,-0.29314,-172.374
-0.0235888,-0.0307137,0.000437483,0.426148,-0.278083,-174.478
-0.0272563,-0.0283286,0.000402067,0.42419,-0.263204,-176.669
-0.0272764,-0.0281659,0.000396248,0.422903,-0.264826,-176.33
-0.074413,-0.0261179,0.000382897,0.419284,-0.281659,-174.163
-0.063291,-0.0261259,0.000369912,0.419294,-0.281643,-173.451
-0.0278272,-0.0320134,0.000453612,0.421558,-0.2951,-172.782
-0.0669217,-0.0296519,0.000420113,0.423355,-0.31451,-171.174
-0.0826857,-0.0296419,0.000438541,0.423337,-0.314541,-172.568
-0.0906459,-0.0271381,0.000383562,0.426992,-0.318033,-171.15
-0.0575752,-0.0300928,0.000432675,0.413418,-0.303523,-171.852
-0.0364224,-0.0322556,0.000463556,0.419615,-0.30023,-172.659
-0.110824,-0.0270567,0.000389886,0.421588,-0.331229,-171.555
-0.0808312,-0.0264058,0.000345226,0.409648,-0.325669,-175.026
-0.0179677,-0.0368143,0.000528201,0.419164,-0.319791,-175.25
-0.09641,-0.0271134,0.000378097,0.407521,-0.327901,-171.894
-0.063765,-0.0301128,0.000423098,0.420116,-0.31819,-171.261
-0.0710845,-0.02924,0.000415178,0.426514,-0.314475,-171.249
-0.0690534,-0.0306407,0.000439045,0.413065,-0.320751,-171.65
-0.0542506,-0.0271302,0.000370567,0.40376,-0.292431,-173.986
-0.173925,-0.0231108,0.000338512,0.426174,-0.357564,-175.921
-0.0994564,-0.0272792,0.000399698,0.403105,-0.316107,-172.794
-0.111836,-0.0245454,0.00033836,0.426155,-0.324712,-171.974
-0.119577,-0.0252393,0.00036517,0.424382,-0.323936,-171.624
-0.117565,-0.0246751,0.00034587,0.429675,-0.326744,-171.969
-0.0909231,-0.0272536,0.000395566,0.416497,-0.310537,-171.373
-0.0913254,-0.0245954,0.000352642,0.410894,-0.293178,-172.848
-0.0910935,-0.024262,0.000345613,0.411202,-0.292106,-172.972
-0.0378238,-0.034206,0.000480246,0.431147,-0.327139,-173.805
-0.0107927,-0.0350652,0.000481822,0.420092,-0.316213,-174.59
-0.0528127,-0.0343938,0.000500311,0.426509,-0.329028,-174.268
-0.0992282,-0.0223357,0.000315077,0.419019,-0.286889,-174.007
-0.107149,-0.0223293,0.000324239,0.419051,-0.28696,-174.294
-0.0835545,-0.032566,0.000472384,0.424102,-0.346219,-174.432
-0.075728,-0.0281154,0.000408921,0.406997,-0.301572,-172.498
-0.100069,-0.0219806,0.000321792,0.409353,-0.274866,-177.1
-0.100152,-0.0225886,0.000330429,0.410729,-0.280007,-175.772
-0.0733646,-0.0263039,0.000362865,0.40626,-0.301268,-172.559
-0.0861869,-0.0263327,0.00037872,0.406262,-0.301312,-172.312
-0.0679328,-0.0261315,0.000352292,0.40313,-0.30125,-173.979
-0.0813938,-0.0276602,0.000375074,0.431977,-0.32653,-172.801
-0.119593,-0.0275538,0.000415971,0.434094,-0.328101,-174.569
-0.0681395,-0.0321861,0.000430311,0.451771,-0.358553,-181.145
-0.0936569,-0.0321802,0.000460282,0.451858,-0.358692,-178.884
-0.0866912,-0.0285591,0.000413574,0.415249,-0.317617,-171.339
-0.0882372,-0.0282103,0.000408791,0.413433,-0.316118,-171.397
-0.0560305,-0.0312941,0.000440173,0.421492,-0.320035,-171.651
-0.0452317,-0.0312975,0.000427383,0.421467,-0.320084,-172.663
-0.104452,-0.0265146,0.000358859,0.418515,-0.340006,-173.207
-0.130489,-0.0260996,0.000386933,0.426154,-0.333963,-173.012
-0.0651017,-0.0309103,0.000444245,0.442926,-0.317887,-173.652
-0.0947659,-0.0298108,0.000446508,0.440761,-0.323334,-175.145
-0.0817272,-0.0291655,0.00041737,0.439159,-0.321759,-172.651
-0.108653,-0.0256215,0.000357746,0.419563,-0.327025,-171.399
-0.119923,-0.0248362,0.000353018,0.416694,-0.326344,-171.49
-0.0402129,-0.0290711,0.00041562,0.40136,-0.279803,-175.426
-0.0190096,-0.0319162,0.000435296,0.422155,-0.299747,-173.565
-0.0479022,-0.0319291,0.00047003,0.422017,-0.299628,-173.651
-0.0600882,-0.0299222,0.000421709,0.416761,-0.311816,-171.241
-0.0953168,-0.025814,0.000365051,0.429593,-0.311438,-171.512
-0.101855,-0.0260367,0.000370233,0.428618,-0.318127,-171.372
-0.0817027,-0.0288492,0.000411142,0.406999,-0.320566,-171.654
-0.0611602,-0.0307869,0.000432125,0.421788,-0.321655,-171.539
-0.0244308,-0.0325043,0.000450014,0.408613,-0.304697,-173.387
-0.121063,-0.0272247,0.000396885,0.43191,-0.338979,-173.021
-0.0410804,-0.029419,0.000418169,0.426082,-0.285583,-173.129
-0.107194,-0.0277263,0.000396868,0.405196,-0.335303,-172.574
-0.0948511,-0.0283915,0.000403117,0.409267,-0.33119,-171.798
-0.0730963,-0.0293068,0.000418654,0.41181,-0.314914,-171.312
-0.0648188,-0.0304416,0.000433728,0.41075,-0.316956,-171.619
-0.0627897,-0.0321868,0.000461485,0.407488,-0.326945,-172.924
-0.0594031,-0.0315356,0.000453519,0.404252,-0.317059,-172.855
-0.0486164,-0.0316142,0.000441043,0.409248,-0.318383,-172.348
-0.130736,-0.0210829,0.000301331,0.426057,-0.304564,-173.393
-0.136427,-0.0210609,0.000307575,0.426086,-0.304545,-173.753
-0.142766,-0.0202021,0.00029609,0.425482,-0.303137,-174.425
-0.151853,-0.01836,0.000275623,0.411273,-0.292096,-177.849
-0.0811579,-0.0292551,0.000425203,0.408788,-0.316406,-171.979
-0.0919312,-0.0284599,0.000402832,0.434624,-0.329897,-172.203
-0.0949944,-0.0277351,0.000391713,0.418321,-0.327625,-171.15
-0.0753061,-0.0277273,0.000368085,0.418267,-0.327693,-173.637
-0.113076,-0.0303284,0.000454794,0.432158,-0.345162,-175.934
-0.108882,-0.0303251,0.000451551,0.43181,-0.343634,-175.16
-0.123629,-0.0217474,0.000307239,0.41656,-0.30596,-172.812
-0.048812,-0.0323134,0.000452829,0.41343,-0.322832,-172.346
-0.0559935,-0.0323755,0.000462043,0.413683,-0.323508,-172.314
-0.147093,-0.0227079,0.00033331,0.428613,-0.32694,-173.15
-0.0248756,-0.0318407,0.000447647,0.415096,-0.293672,-172.988
0.0015979,-0.0361787,0.000511167,0.427726,-0.301683,-175.108
-0.118925,-0.0242488,0.000342266,0.422443,-0.32249,-171.539
-0.131793,-0.0229487,0.00032528,0.415701,-0.323294,-172.092
-0.101882,-0.0275271,0.0003982,0.410175,-0.324826,-171.67
-0.120972,-0.0248923,0.000361001,0.415957,-0.321804,-171.657
-0.0876709,-0.0266523,0.000368365,0.434091,-0.31801,-172.109
-0.112248,-0.026496,0.000391115,0.435196,-0.32024,-172.944
-0.064206,-0.0274187,0.00037783,0.409091,-0.302119,-172.208
-0.0831923,-0.0274358,0.000400958,0.408814,-0.30196,-172.445
-0.126637,-0.0250054,0.000360092,0.42926,-0.330529,-172.143
-0.0491309,-0.0311951,0.000440746,0.419904,-0.310643,-171.602
-0.121321,-0.0261168,0.000370874,0.431648,-0.338679,-172.565
-0.0897106,-0.0288753,0.000412547,0.432011,-0.327918,-171.922
-0.0633892,-0.02743,0.000386592,0.412899,-0.294144,-172.097
-0.0571396,-0.0274542,0.000380614,0.41281,-0.293425,-172.437
-0.0691464,-0.0261237,0.000375749,0.417051,-0.282534,-173.516
-0.0664815,-0.0261253,0.000372471,0.417073,-0.282666,-173.379
-0.0596754,-0.0279924,0.000390926,0.42251,-0.298191,-171.728
-0.0955954,-0.0236974,0.000325633,0.433396,-0.301991,-173.119
-0.0719924,-0.0259167,0.000354686,0.424559,-0.298932,-172.335
-0.133454,-0.0234492,0.000315942,0.437053,-0.34298,-175.157
-0.136751,-0.0234529,0.000319942,0.437117,-0.342982,-174.753
-0.0296067,-0.034579,0.000479445,0.432947,-0.327166,-174.562
-0.0473495,-0.0336381,0.000480168,0.428225,-0.325206,-173.143
-0.0275021,-0.0352941,0.000480015,0.420499,-0.33909,-176.544
-0.0674016,-0.03213,0.000482711,0.437579,-0.312516,-175.978
-0.0270996,-0.0298442,0.000393758,0.448989,-0.300802,-177.827
-0.0422533,-0.0298617,0.000412113,0.449073,-0.300842,-175.256
-0.0910289,-0.0294856,0.000427997,0.399149,-0.328599,-173.652
-0.10093,-0.0296028,0.000442336,0.399037,-0.328793,-175.62
-0.0714714,-0.031011,0.000462853,0.418557,-0.310616,-173.797
-0.0530318,-0.0290155,0.00040768,0.413381,-0.298187,-171.864
-0.0685154,-0.0285204,0.000394011,0.409551,-0.315143,-171.737
-0.0650123,-0.0285165,0.000389822,0.409516,-0.315093,-172.167
-0.0920445,-0.0289598,0.000405579,0.422732,-0.33784,-172.044
-0.109271,-0.0278525,0.000401384,0.412382,-0.336134,-172.102
-0.0559033,-0.0309741,0.000446937,0.415869,-0.307713,-171.928
-0.100086,-0.0247361,0.000362787,0.426349,-0.296245,-172.921
-0.081262,-0.0278077,0.000407753,0.425967,-0.301847,-172.271
-0.0977821,-0.0281106,0.000405648,0.410971,-0.326288,-171.624
-0.0822882,-0.0282673,0.000390693,0.410629,-0.326577,-171.825
-0.0856818,-0.0283435,0.000391895,0.41848,-0.330504,-171.697
-0.0647671,-0.0299849,0.000414739,0.417181,-0.323642,-171.714
-0.0747023,-0.0299465,0.000426513,0.419694,-0.322875,-171.268
-0.132854,-0.0265311,0.000376794,0.413927,-0.353629,-173.962
-0.130806,-0.0250535,0.000343482,0.416847,-0.349675,-174.019
-0.130432,-0.0249921,0.000340284,0.416793,-0.35075,-174.423
-0.142777,-0.0234363,0.000312438,0.414339,-0.354995,-176.484
-0.0864388,-0.0279321,0.000381617,0.426308,-0.331576,-172.329
-0.0923964,-0.0279202,0.0003884,0.426293,-0.331574,-171.749
-0.0741133,-0.0260537,0.000362069,0.435413,-0.297612,-172.858
-0.0998044,-0.0312648,0.000450739,0.409787,-0.354309,-175.281
-0.14467,-0.0268572,0.000401624,0.415574,-0.351135,-175.38
-0.124357,-0.0285283,0.000419186,0.421433,-0.349928,-174.16
-0.0994763,-0.0285457,0.000387377,0.421399,-0.35221,-174.715
-0.11767,-0.0260655,0.00038204,0.418084,-0.324576,-171.84
-0.0762971,-0.0280598,0.000404117,0.405126,-0.305063,-172.211
-0.0689495,-0.0285486,0.000401925,0.409205,-0.309481,-171.469
-0.132187,-0.0248673,0.000350361,0.416825,-0.341479,-172.577
-0.149397,-0.0215185,0.000301325,0.421163,-0.332068,-173.209
-0.0873201,-0.0267837,0.000387723,0.422961,-0.304008,-171.574
-0.0575232,-0.029641,0.00043201,0.411001,-0.294863,-172.985
-0.0865717,-0.0309185,0.000460368,0.402671,-0.325934,-175.058
-0.0920974,-0.0270321,0.00038325,0.438369,-0.317596,-172.319
-0.0808479,-0.0291064,0.000392453,0.428191,-0.340681,-174.031
-0.0947035,-0.0304136,0.000435319,0.430776,-0.344932,-173.453
-0.116374,-0.0226961,0.000326293,0.420533,-0.301895,-172.588
-0.126794,-0.0252282,0.000375346,0.423508,-0.322352,-172.644
-0.0903968,-0.0295235,0.000421093,0.425839,-0.334555,-171.937
-0.121178,-0.0261259,0.000371641,0.403302,-0.338074,-173.125
-0.118091,-0.0260158,0.000367903,0.404975,-0.335904,-172.7
-0.105436,-0.026398,0.000373908,0.403213,-0.325941,-172.247
-0.105394,-0.0259651,0.00036938,0.411346,-0.320931,-171.32
-0.124966,-0.0259761,0.00039301,0.411294,-0.320813,-174.037
-0.0792109,-0.0277943,0.000399295,0.406201,-0.306653,-171.941
-0.00725601,-0.0327881,0.000456447,0.432127,-0.287858,-174.636
-0.0636566,-0.0272661,0.000391297,0.406789,-0.287122,-173.508
-0.0873728,-0.0263868,0.000360785,0.407881,-0.318712,-172.204
-0.114523,-0.024371,0.000327111,0.412468,-0.333339,-173.521
-0.130934,-0.0241481,0.000361392,0.431689,-0.316338,-173.553
-0.132515,-0.024199,0.0003641,0.431427,-0.316668,-173.833
-0.08672,-0.0255943,0.000346029,0.429391,-0.314415,-172.525
-0.0908041,-0.0272943,0.000388914,0.422632,-0.316851,-170.963
-0.091038,-0.0285837,0.000398309,0.413221,-0.335328,-172.012
-0.0695264,-0.0265058,0.000364733,0.430439,-0.299952,-172.398
-0.0389726,-0.0339821,0.00047544,0.436075,-0.327796,-174.254
-0.0469516,-0.0339142,0.000483058,0.436096,-0.327976,-174.095
-0.123592,-0.0240186,0.000340266,0.413587,-0.324173,-171.768
-0.0476575,-0.033121,0.000472954,0.434629,-0.321102,-173.314
-0.0723113,-0.0306945,0.000430678,0.432881,-0.332151,-172.622
-0.0965831,-0.0279655,0.000390152,0.426787,-0.335205,-171.966
-0.121255,-0.0266071,0.000384211,0.421662,-0.337321,-172.072
-0.126052,-0.0263988,0.000383281,0.42484,-0.338673,-172.438
-0.0568242,-0.028811,0.00039855,0.438124,-0.305524,-172.899
-0.128747,-0.0245401,0.000343953,0.412494,-0.336801,-172.452
-0.125202,-0.0244592,0.000337611,0.412523,-0.33696,-172.749
-0.129479,-0.0276614,0.00040163,0.415364,-0.352256,-174.033
-0.143637,-0.0234016,0.000350542,0.430378,-0.323036,-173.761
-0.0337432,-0.0317793,0.000448865,0.412106,-0.300267,-172.542
-0.0507836,-0.0304724,0.000436691,0.418073,-0.301048,-171.886
-0.0924306,-0.0259021,0.000369006,0.408231,-0.307007,-171.736
-0.130835,-0.0244738,0.000338432,0.405639,-0.342198,-173.885
-0.106577,-0.0259314,0.000374533,0.408654,-0.317089,-171.721
-0.122889,-0.026209,0.000379535,0.415905,-0.334817,-172.024
-0.0894877,-0.0288715,0.000403492,0.416506,-0.33525,-171.855
-0.0997338,-0.0288703,0.000415623,0.416509,-0.335248,-171.917
-0.101718,-0.0261065,0.000372297,0.433725,-0.317666,-171.847
-0.075324,-0.0286725,0.00039975,0.404475,-0.320202,-172.075
-0.102232,-0.0256863,0.000374702,0.424827,-0.307627,-171.833
-0.0572176,-0.0284214,0.000388891,0.436957,-0.306152,-173.042
-0.0714124,-0.0296113,0.000415234,0.425982,-0.32229,-171.414
-0.0468886,-0.0307469,0.000440359,0.417322,-0.299633,-172.065
-0.0499021,-0.0300671,0.000430125,0.416974,-0.297478,-172.019
-0.119367,-0.0282521,0.000424001,0.40303,-0.335277,-175.348
-0.0877565,-0.0281417,0.000387072,0.403685,-0.332549,-173.084
-0.113143,-0.0253917,0.000364775,0.40321,-0.320928,-172.398
-0.0661495,-0.0295082,0.000422679,0.407616,-0.30866,-171.858
-0.117853,-0.0245831,0.000361176,0.42478,-0.312264,-172.182
-0.0991236,-0.0240611,0.000326472,0.425438,-0.312192,-172.442
-0.0588426,-0.0311732,0.000456827,0.422026,-0.306357,-172.674
-0.0484783,-0.0311851,0.000444812,0.421923,-0.306361,-171.786
-0.0868165,-0.0261434,0.00036888,0.415879,-0.306394,-171.237
-0.0953545,-0.0268457,0.000392559,0.409527,-0.309225,-172.071
-0.085499,-0.0268317,0.000380408,0.410143,-0.309327,-171.352
-0.071753,-0.0276423,0.000377268,0.408669,-0.314675,-172.213
-0.06777,-0.0283443,0.000384839,0.431177,-0.318556,-172.564
-0.0875855,-0.0281405,0.000404505,0.432237,-0.317661,-171.717
-0.0843925,-0.0282405,0.000403836,0.435296,-0.317062,-171.978
-0.0597004,-0.029308,0.000407284,0.410317,-0.311124,-171.683
-0.100216,-0.0262804,0.000377097,0.428287,-0.315649,-171.4
-0.0453503,-0.030779,0.000435783,0.430238,-0.302602,-172.223
-0.073176,-0.0237426,0.000342437,0.424782,-0.266327,-176.875
-0.128011,-0.0263124,0.000376428,0.435747,-0.344656,-173.598
-0.139292,-0.0242673,0.000347103,0.419435,-0.339157,-172.534
-0.106921,-0.0280669,0.000398311,0.431962,-0.340723,-172.69
-0.0935035,-0.0270223,0.000380878,0.432908,-0.320803,-171.692
-0.119704,-0.0236915,0.000315149,0.435533,-0.334816,-174.778
-0.052796,-0.0282,0.000377661,0.448338,-0.306703,-175.9
-0.107095,-0.0276886,0.000404826,0.39444,-0.327732,-174.667
-0.0749115,-0.0281635,0.000390755,0.396201,-0.317043,-173.543
-0.0888101,-0.0254808,0.00035633,0.41882,-0.30552,-171.414
-0.101357,-0.0292591,0.000434423,0.431335,-0.328915,-173.455
-0.124641,-0.0260426,0.000378628,0.432273,-0.333958,-172.65
-0.117184,-0.0252617,0.000368849,0.431782,-0.318899,-172.269
-0.132576,-0.0252572,0.000387062,0.431867,-0.318848,-175.171
-0.108109,-0.0273317,0.000416335,0.428177,-0.311803,-174.641
-0.0719488,-0.0296645,0.000428802,0.428807,-0.312472,-171.783
-0.0807193,-0.0287674,0.000420489,0.430053,-0.310045,-172.166
-0.0699503,-0.0287774,0.000407767,0.430061,-0.3102,-171.502
-0.0565003,-0.0315216,0.000452993,0.4182,-0.314316,-171.828
-0.0430675,-0.0316066,0.00045533,0.408364,-0.300637,-172.983
-0.0967888,-0.0298809,0.000432861,0.416654,-0.338279,-172.543
-0.0709302,-0.0298007,0.000400958,0.41669,-0.337681,-173.962
-0.105783,-0.0302613,0.000449826,0.416667,-0.340695,-174.339
-0.0228465,-0.0330865,0.000470273,0.428436,-0.297852,-173.339
-0.139482,-0.0276453,0.000415618,0.432595,-0.350144,-176.035
-0.127285,-0.0276558,0.000401428,0.432556,-0.350119,-174.151
-0.106505,-0.0287669,0.000404914,0.433774,-0.348946,-173.84
-0.102533,-0.028722,0.000406602,0.432103,-0.342641,-172.937
-0.087204,-0.0278324,0.000395072,0.425871,-0.318979,-171.089
-0.0845819,-0.0277245,0.000399509,0.418636,-0.310427,-171.153
-0.0956902,-0.0257703,0.000356792,0.419444,-0.317885,-171.307
-0.0826806,-0.028628,0.000397121,0.414674,-0.328871,-171.636
-0.0743151,-0.0285177,0.000403146,0.421837,-0.313189,-170.981
-0.0948581,-0.0275646,0.000394027,0.411381,-0.322079,-171.256
-0.118512,-0.0239425,0.000323062,0.426172,-0.332046,-173.171
-0.135992,-0.0240125,0.000346112,0.426613,-0.33152,-172.323
-0.0334892,-0.0312151,0.000435838,0.414904,-0.299544,-172.386
-0.126161,-0.02532,0.000356185,0.416531,-0.339732,-172.308
-0.100221,-0.0253161,0.000325505,0.416544,-0.339568,-176.747
-0.064767,-0.0299042,0.000446967,0.41509,-0.294842,-174.465
-0.0288772,-0.0298719,0.000401985,0.415426,-0.296208,-173.928
-0.0494573,-0.0305301,0.000445038,0.417097,-0.29386,-173.025
-0.153413,-0.0191805,0.00027734,0.428669,-0.308859,-174.816
-0.0924562,-0.0285709,0.000415787,0.402804,-0.321756,-172.7
-0.0478744,-0.0322507,0.000460828,0.436341,-0.31388,-173.086
-0.0639766,-0.0315332,0.000460669,0.444102,-0.315558,-174.604
-0.0693501,-0.0311034,0.000447146,0.404448,-0.323607,-172.759
-0.0971333,-0.028061,0.000394013,0.44129,-0.334438,-173.398
-0.0838284,-0.0288324,0.000410662,0.436339,-0.322754,-172.198
-0.0160998,-0.0356292,0.000511686,0.42529,-0.307794,-174.447
-0.0673458,-0.0328628,0.000471762,0.440355,-0.336556,-174.728
-0.074385,-0.0271157,0.000378623,0.429284,-0.30548,-171.647
-0.0687491,-0.0264263,0.000349549,0.426154,-0.310359,-173.615
-0.0701297,-0.0276164,0.000377645,0.421672,-0.312209,-171.677
-0.0580366,-0.027716,0.000370788,0.422219,-0.307915,-172.974
-0.0707619,-0.0263959,0.000352582,0.425219,-0.3092,-172.98
-0.0983788,-0.025038,0.000334567,0.43019,-0.324447,-173.319
-0.134498,-0.0250044,0.00037661,0.430284,-0.324449,-173.827
-0.0745569,-0.0267773,0.000363353,0.436415,-0.311655,-173.05
-0.107523,-0.0270037,0.000389916,0.448553,-0.326828,-174.481
-0.0975787,-0.0269136,0.000376854,0.445916,-0.326063,-173.801
-0.0914894,-0.0255257,0.000354123,0.428903,-0.310971,-171.72
-0.0774765,-0.0293026,0.000409345,0.437992,-0.327052,-172.722
-0.0795203,-0.0298927,0.000425993,0.438842,-0.327041,-172.847
-0.093698,-0.0288777,0.000412173,0.434088,-0.332268,-172.356
-0.0667169,-0.0266864,0.000384054,0.407712,-0.284524,-173.833
-0.0648045,-0.0253542,0.00035698,0.420396,-0.278399,-174.077
-0.0813435,-0.0234319,0.00033254,0.413014,-0.27653,-175.248
-0.0960235,-0.0257038,0.000371233,0.428129,-0.304699,-171.856
-0.0729274,-0.028683,0.000410607,0.419254,-0.308869,-171.137
-0.0876086,-0.02863,0.000405434,0.410467,-0.326835,-171.483
-0.0767928,-0.0276601,0.000396339,0.432957,-0.304004,-172.012
-0.126058,-0.0201351,0.000280195,0.440259,-0.298467,-175.698
-0.0989816,-0.0223597,0.000312074,0.433643,-0.289662,-174.379
-0.0892646,-0.025264,0.000353203,0.417765,-0.304212,-171.534
-0.108734,-0.0233487,0.000326628,0.415998,-0.307216,-172.035
-0.0906249,-0.0269661,0.000383446,0.427312,-0.314619,-171.188
-0.0793124,-0.0266298,0.000390246,0.414917,-0.290752,-173.102
-0.0772626,-0.0266039,0.000388541,0.415159,-0.289615,-173.077
-0.0772234,-0.0265675,0.000387678,0.414967,-0.289564,-173.061
-0.110848,-0.0233892,0.000321284,0.407925,-0.314655,-172.716
-0.0328542,-0.0323601,0.000451622,0.432877,-0.308838,-172.979
-0.052009,-0.0306473,0.000428932,0.436963,-0.312362,-172.674
-0.0920702,-0.0281089,0.000402332,0.431721,-0.323337,-171.687
-0.0809707,-0.0281126,0.000389283,0.431739,-0.323309,-171.921
-0.082835,-0.0298373,0.000415516,0.430503,-0.33806,-172.75
-0.11322,-0.0229427,0.000322941,0.416335,-0.306571,-172.184
-0.121586,-0.0218802,0.000308224,0.416625,-0.305781,-172.748
-0.0721328,-0.0304048,0.00041688,0.43453,-0.337724,-173.781
-0.0896865,-0.0259061,0.000353746,0.406466,-0.317203,-172.439
-0.0985233,-0.027566,0.000391771,0.433896,-0.327675,-171.988
-0.0740657,-0.0294131,0.00041667,0.430212,-0.319711,-171.552
-0.0853175,-0.0274569,0.000384682,0.420479,-0.318229,-170.968
-0.105368,-0.0302328,0.000449523,0.431779,-0.339958,-174.655
-0.116205,-0.0258538,0.000358948,0.413947,-0.338277,-172.351
-0.121107,-0.024003,0.000343034,0.405241,-0.319038,-172.437
-0.0735926,-0.0293093,0.000425029,0.409707,-0.310086,-171.909
-0.0962086,-0.0269868,0.000387773,0.416805,-0.316976,-171.054
-0.0887738,-0.0257596,0.000360196,0.424054,-0.307884,-171.363
-0.0833404,-0.0260716,0.000346483,0.427091,-0.320338,-173.293
-0.0856677,-0.0250784,0.000339224,0.421836,-0.30863,-172.334
-0.104793,-0.0252358,0.000364308,0.420825,-0.309809,-171.456
-0.0447051,-0.0312835,0.000441906,0.412771,-0.307034,-171.936
-0.0650706,-0.0275316,0.000375663,0.413004,-0.307099,-172.068
-0.100028,-0.027383,0.000413441,0.412712,-0.307202,-174.027
-0.0356191,-0.0288308,0.000385556,0.417154,-0.295673,-174.018
-0.105791,-0.0241736,0.00035052,0.410189,-0.300875,-172.625
