estimate,est_error,q2_5,q97_5,subj_id,age,age_centered
0.963300401345718,0.0298394833259718,0.896615602773326,1.01718397291406,11QViCtq,7.43,4.39
0.749221747753425,0.0192602369583699,0.71116932055185,0.786646958090814,12gvabGu,9.96,6.92
0.639387403895147,0.0186888620384349,0.607905397072592,0.683363886447138,173Rf4rR,12.99,9.95
0.602195421306247,0.0189747656481931,0.566575896206632,0.641507439896862,1Fxk4qnc,15.69,12.65
0.65950448877296,0.018049056732979,0.628181928872883,0.700899394635638,1PDcJJug,12.18,9.14
1.32457893668613,0.0497763961773831,1.23212355835018,1.42790919967893,1VTSBPTe,5.24,2.2
0.951405224593611,0.0296417929443175,0.884823735668347,1.00462416978601,1aaesBEa,7.53,4.49
0.628781806631395,0.0186746407454302,0.597167145112323,0.672390173866824,1dAUWy4o,13.52,10.48
0.905075187421941,0.0285802345614313,0.840793068970996,0.955703400873707,1feevzd2,7.95,4.91
0.598080843772281,0.0247421794682922,0.546597098355628,0.645673333851776,1g2KmZZw,17.77,14.73
0.606249566901656,0.0183286204880919,0.572600755958539,0.645094709321764,1maq3MMk,15.18,12.14
0.632372055604169,0.0187165167188069,0.600806805495808,0.67641621473075,1sAvevdv,13.33,10.29
0.631983279508595,0.0187138575831714,0.600401839390831,0.675983789213799,22EhSWrP,13.35,10.31
0.92642435615837,0.0291397082715511,0.860649153344446,0.978172830180389,29UVW1xE,7.75,4.71
0.606715580040629,0.0182934535676633,0.573217513935994,0.645625212161882,2A4wucZp,15.13,12.09
1.19895610368538,0.0378752672351234,1.12735174644644,1.2761512219665,2AcAMqCP,5.87,2.83
1.54584142139069,0.0789091832784617,1.40024648092356,1.71043555655535,2KBSeT3M,4.31,1.27
0.603482334291706,0.0186866448341117,0.56858684082676,0.642341593671247,2VmUcTmG,15.51,12.47
0.951405224593611,0.0296417929443175,0.884823735668347,1.00462416978601,2WQeN9gW,7.53,4.49
0.622428609002471,0.0185119329831015,0.590680577972597,0.664571930863323,2fvm2Hbh,13.89,10.85
0.939850864840969,0.029426608514832,0.873411205207475,0.992299124653326,2qBznRbX,7.63,4.59
1.2564035395373,0.0427054868989221,1.17631155567314,1.34454717419285,2tJL6v8M,5.57,2.53
0.716762070909067,0.0174012827923733,0.683487880503343,0.751894162825424,2tQLwxSP,10.6,7.56
0.862356286729387,0.0269624566475884,0.802400086256944,0.910346146137931,2zQakbBr,8.39,5.35
0.915591959539668,0.028873362872259,0.850613459664565,0.966759361478003,34GaP3LK,7.85,4.81
1.11077203912395,0.0329360007608871,1.04559510679751,1.17562945360768,35zXz9Fv,6.38,3.34
1.09168212726066,0.0322628316866143,1.02674638368942,1.15467252046587,3AUUwevx,6.5,3.46
0.873452735069735,0.0274553751337349,0.812064935532644,0.922161078528825,3BzuiMVD,8.27,5.23
1.35955635578595,0.0538422804242097,1.25955914627732,1.47151183237375,3F6fEdLi,5.08,2.04
1.05384529516147,0.0312698404069755,0.988954115116746,1.11355480212732,3G6DyUDJ,6.75,3.71
