b_Intercept,bs_sage_centered_1,sds_sage_centered_1,sigma,Intercept,s_sage_centered_1.1.,s_sage_centered_1.2.,s_sage_centered_1.3.,s_sage_centered_1.4.,s_sage_centered_1.5.,s_sage_centered_1.6.,s_sage_centered_1.7.,s_sage_centered_1.8.,lp__,zs_1_1.1.,zs_1_1.2.,zs_1_1.3.,zs_1_1.4.,zs_1_1.5.,zs_1_1.6.,zs_1_1.7.,zs_1_1.8.
-0.29966,-9.10212,2.61682,0.354813,-0.29966,-2.1568,2.57515,5.76516,0.860441,-0.790139,2.37469,-0.0658764,0.865041,-85.4565,-0.824206,0.984074,2.20311,0.328811,-0.301946,0.907469,-0.0251742,0.330569
-0.333782,-11.6748,3.83558,0.378745,-0.333782,1.8128,2.76544,6.81879,1.16854,-1.32239,5.12356,-2.8961,0.531194,-86.0776,0.472627,0.720996,1.77777,0.304658,-0.34477,1.3358,-0.755062,0.138491
-0.318114,-11.2451,3.74673,0.380031,-0.318114,-0.0180807,3.14572,6.58638,1.65125,-2.04905,4.13389,-2.16343,-1.76353,-82.7048,-0.00482573,0.839592,1.7579,0.440717,-0.546891,1.10333,-0.577418,-0.470686
-0.313409,-11.5302,5.95103,0.352326,-0.313409,-3.77486,5.14813,7.86772,2.12279,-4.55848,4.40632,5.99236,-1.14843,-82.9575,-0.63432,0.865082,1.32208,0.35671,-0.765998,0.740429,1.00694,-0.19298
-0.320967,-10.4436,3.9107,0.379732,-0.320967,1.24342,2.26109,5.83485,1.04033,-1.80731,3.91786,-5.04291,-0.329245,-86.4931,0.317953,0.57818,1.49202,0.266021,-0.462144,1.00183,-1.28952,-0.0841907
-0.32161,-10.6,3.99343,0.379685,-0.32161,1.30062,2.57748,6.09492,1.0075,-1.78735,3.92887,-5.12282,-0.414575,-86.6103,0.325691,0.64543,1.52624,0.25229,-0.447574,0.983834,-1.28281,-0.103814
-0.316771,-9.38058,4.69548,0.383988,-0.316771,4.82219,3.50653,6.51061,1.03719,-2.671,4.36306,-3.09509,0.231737,-88.1896,1.02698,0.746787,1.38657,0.220891,-0.568846,0.929203,-0.659163,0.0493531
-0.30511,-12.7472,3.7937,0.36737,-0.30511,-4.56924,2.55901,6.47732,1.32277,-1.73084,3.73519,1.53952,-1.96899,-82.2929,-1.20443,0.674541,1.70739,0.348676,-0.456241,0.984576,0.40581,-0.519014
-0.320923,-10.5141,5.39886,0.353061,-0.320923,-0.610293,4.41991,6.96983,2.0866,-4.01488,4.65514,1.66619,-1.82212,-79.8646,-0.113041,0.818674,1.29098,0.386489,-0.743653,0.862246,0.308619,-0.337501
-0.323132,-12.8465,4.24683,0.377271,-0.323132,-3.08008,2.35799,6.38537,1.12487,-1.75996,3.90562,0.733127,-2.1252,-81.2877,-0.725266,0.555235,1.50356,0.264874,-0.414419,0.919656,0.172629,-0.50042
-0.310912,-10.3285,4.64228,0.367801,-0.310912,-0.119958,3.04292,6.42528,1.45682,-1.37709,4.4987,-1.79153,0.92088,-81.4427,-0.0258403,0.65548,1.38408,0.313815,-0.29664,0.969071,-0.385916,0.198368
-0.317756,-14.0333,3.53155,0.367147,-0.317756,-2.90491,0.68616,5.81826,0.287485,-0.022311,3.03692,-1.85183,-2.32356,-84.8349,-0.82256,0.194295,1.64751,0.081405,-0.00631762,0.859939,-0.524368,-0.657943
-0.317019,-10.2062,6.2857,0.36454,-0.317019,-2.55015,5.91571,8.1773,2.73382,-6.10184,3.92142,0.155109,-0.849421,-85.4027,-0.405707,0.941139,1.30094,0.434927,-0.970749,0.623864,0.0246765,-0.135136
-0.300476,-13.0888,2.49267,0.352993,-0.300476,-2.53088,2.22882,6.40292,1.12819,-0.277458,4.58137,2.50677,-1.7213,-89.1235,-1.01533,0.894149,2.56869,0.452602,-0.111309,1.83793,1.00566,-0.690544
-0.321314,-12.0515,2.23166,0.35604,-0.321314,-1.47356,2.62382,6.50834,0.928618,-1.37628,3.50054,0.166453,-1.07986,-87.8125,-0.660298,1.17572,2.91637,0.416111,-0.616705,1.56858,0.0745869,-0.483881
-0.33018,-13.9805,2.86714,0.359733,-0.33018,-2.67234,2.91018,6.99293,1.75531,-0.820467,5.89683,2.0007,-2.16535,-89.123,-0.932056,1.01501,2.43899,0.612217,-0.286162,2.0567,0.697803,-0.755231
-0.296055,-14.6529,4.19986,0.36415,-0.296055,-5.05091,2.83334,7.06814,1.93429,-2.59678,3.86876,-1.77683,-4.57292,-87.6424,-1.20264,0.674628,1.68295,0.460561,-0.618302,0.921165,-0.42307,-1.08883
-0.30217,-11.8433,2.99516,0.369381,-0.30217,-0.520828,1.68106,5.89918,0.423196,-0.691413,4.71404,-1.06869,1.41414,-87.1676,-0.17389,0.561259,1.96957,0.141293,-0.230843,1.57389,-0.356804,0.472142
-0.328908,-11.1843,3.22884,0.362027,-0.328908,-2.76214,4.35993,7.06094,2.06455,-5.07847,3.45153,1.66848,-3.26994,-86.4804,-0.855459,1.35031,2.18683,0.639409,-1.57285,1.06897,0.516742,-1.01273
-0.303486,-10.5521,2.01437,0.368106,-0.303486,-0.598608,3.2415,6.34325,1.26121,-1.30423,4.11814,1.02969,-1.15208,-88.7255,-0.297169,1.60919,3.149,0.626104,-0.647463,2.04438,0.511172,-0.57193
-0.338821,-11.8536,2.28225,0.350222,-0.338821,2.47907,3.43832,6.9645,1.63739,-2.85347,5.52795,-0.335651,-1.87244,-92.284,1.08624,1.50655,3.05159,0.717446,-1.25029,2.42215,-0.14707,-0.820438
-0.287151,-11.0483,1.83184,0.376145,-0.287151,-1.72507,4.1329,7.35976,1.85333,-3.185,3.19151,-1.19221,-1.42399,-97.5588,-0.941714,2.25615,4.0177,1.01174,-1.73869,1.74225,-0.650827,-0.777354
-0.347332,-12.9798,3.02675,0.356684,-0.347332,-0.0916279,2.33862,6.32381,1.11568,-1.04132,5.76771,-0.298689,-0.867887,-92.7625,-0.0302727,0.772649,2.0893,0.368606,-0.34404,1.90558,-0.0986828,-0.286739
-0.318058,-12.2479,4.0246,0.376389,-0.318058,-0.561959,3.2445,6.45907,1.69992,-3.73984,3.5584,-0.231787,-5.27524,-88.5867,-0.139631,0.806166,1.6049,0.422382,-0.929245,0.884163,-0.0575926,-1.31075
-0.3249,-10.5428,2.88319,0.360708,-0.3249,-1.63956,4.74351,7.34304,2.06582,-2.82609,5.29881,2.92382,0.593617,-87.8275,-0.568663,1.64523,2.54684,0.716504,-0.980196,1.83783,1.01409,0.205889
-0.314849,-10.1824,1.94405,0.360756,-0.314849,1.02306,3.2221,6.38509,1.26958,-1.81476,3.22372,-1.2855,-1.94883,-88.8507,0.526255,1.65742,3.28443,0.65306,-0.933496,1.65825,-0.661249,-1.00246
-0.319929,-11.5913,2.3321,0.374149,-0.319929,1.92577,2.85189,6.30314,1.02166,-2.84533,4.98203,-1.81345,-1.34326,-90.2387,0.825764,1.22288,2.70277,0.438087,-1.22007,2.13628,-0.777605,-0.575986
-0.306969,-11.2232,2.8011,0.372701,-0.306969,-2.4487,3.40487,6.82465,2.00988,-1.71683,3.22395,-1.25353,-2.42962,-87.4618,-0.874191,1.21555,2.43642,0.717533,-0.612912,1.15096,-0.447515,-0.867381
-0.319856,-9.02035,2.61378,0.372608,-0.319856,-1.39102,3.47136,6.18586,1.10067,-3.08995,3.02859,-0.509173,0.899002,-85.4812,-0.532186,1.3281,2.36664,0.421102,-1.18218,1.1587,-0.194803,0.343948
-0.294145,-9.48036,2.85456,0.369866,-0.294145,-3.52555,3.19511,5.97721,1.39179,-1.51415,3.84962,-0.430326,1.61239,-87.51,-1.23506,1.1193,2.09392,0.487568,-0.530433,1.34859,-0.150751,0.564848
-0.304809,-12.1558,2.75728,0.383634,-0.304809,-3.03141,3.08429,6.96145,1.66981,-1.08047,4.26561,-0.0273197,0.12692,-88.8141,-1.09942,1.1186,2.52475,0.605601,-0.39186,1.54704,-0.00990822,0.0460308
-0.309028,-10.9032,2.59139,0.366778,-0.309028,0.0699889,2.75667,6.45122,1.03132,-2.37376,3.39939,-1.63274,-0.69461,-85.7677,0.0270083,1.06378,2.48949,0.397979,-0.916018,1.3118,-0.630066,-0.268046
-0.325099,-9.10379,3.41399,0.36518,-0.325099,-0.962784,3.98059,6.59405,1.50142,-2.18504,3.19555,2.82697,0.380593,-86.4816,-0.282012,1.16597,1.93148,0.439785,-0.640025,0.936018,0.828056,0.11148
-0.304873,-11.0455,3.78053,0.365358,-0.304873,-0.209797,1.97593,5.72044,0.883031,-1.4713,3.47945,-1.26641,-1.85307,-85.8924,-0.055494,0.52266,1.51313,0.233573,-0.389178,0.920361,-0.334983,-0.49016
-0.305773,-12.7883,3.22297,0.35708,-0.305773,-0.663839,1.13856,6.04221,0.198579,-0.280075,3.55685,-2.72452,0.539324,-88.0659,-0.205971,0.353265,1.87473,0.0616137,-0.0868996,1.10359,-0.845343,0.167337
-0.324231,-14.18,3.22434,0.369068,-0.324231,-0.981097,2.69899,7.15412,1.46635,-2.24757,4.76159,-0.227132,-3.03162,-82.6414,-0.304278,0.837067,2.21878,0.454776,-0.697064,1.47676,-0.0704428,-0.940229
-0.314869,-10.3908,3.662,0.36176,-0.314869,-3.38056,3.9415,6.78303,1.52902,-2.87388,3.197,3.16358,-0.311191,-84.0342,-0.923147,1.07633,1.85228,0.417537,-0.784786,0.87302,0.863895,-0.0849784
-0.323903,-11.2435,3.37611,0.366434,-0.323903,-3.57632,3.91563,7.0866,1.4827,-2.98721,3.99928,4.16013,0.465987,-86.308,-1.0593,1.15981,2.09904,0.439174,-0.88481,1.18458,1.23223,0.138025
-0.316362,-9.07066,2.79474,0.359956,-0.316362,-3.32655,3.35225,6.06268,1.30077,-1.60768,3.90315,2.10322,2.21699,-86.7596,-1.19029,1.19948,2.16931,0.465436,-0.57525,1.39661,0.752562,0.793271
-0.310621,-11.1253,2.51896,0.362958,-0.310621,-3.99082,2.62406,6.13598,1.1066,-1.16531,2.83423,0.602979,-0.774282,-84.9732,-1.58431,1.04172,2.43592,0.439309,-0.462613,1.12516,0.239376,-0.307381
-0.321364,-8.58821,2.96232,0.366526,-0.321364,1.24546,4.70023,6.68832,1.79135,-3.05149,4.36116,1.2161,-0.430233,-85.2647,0.420434,1.58667,2.2578,0.60471,-1.0301,1.47221,0.410524,-0.145235
-0.311879,-9.43626,3.09284,0.368286,-0.311879,0.778567,5.28697,7.52901,2.25069,-3.85542,4.99009,0.0790622,0.0234619,-86.214,0.251732,1.70943,2.43434,0.727711,-1.24656,1.61343,0.025563,0.0075859
-0.318353,-15.1301,4.85348,0.359927,-0.318353,-4.79783,2.55619,6.88492,1.25625,-1.77746,5.76556,2.03598,-2.49046,-85.2735,-0.988533,0.526672,1.41855,0.258835,-0.366224,1.18792,0.419489,-0.513129
-0.300874,-15.7753,4.42009,0.35348,-0.300874,-5.45745,1.83823,7.02944,1.11015,-1.55295,4.25609,0.226374,-2.28683,-82.7417,-1.23469,0.41588,1.59034,0.251161,-0.351338,0.962898,0.0512149,-0.517372
-0.304389,-13.7536,3.82917,0.352498,-0.304389,-4.78641,2.50095,6.99664,0.817676,-1.08252,3.91951,1.46638,-0.402546,-86.2149,-1.24999,0.653132,1.82719,0.213539,-0.282705,1.02359,0.382951,-0.105126
-0.322685,-11.2873,4.40705,0.359511,-0.322685,0.0643161,3.67237,6.50556,1.82499,-3.76579,4.9367,-0.321057,-2.80845,-83.1178,0.0145939,0.833294,1.47617,0.414107,-0.854492,1.12018,-0.0728507,-0.637263
-0.304982,-10.571,3.02982,0.363792,-0.304982,-2.83232,3.06539,6.03942,1.30921,-2.22551,4.00455,0.686618,-0.261519,-84.1117,-0.934815,1.01174,1.99333,0.432107,-0.734536,1.32171,0.22662,-0.086315
-0.315907,-13.6635,5.07999,0.371087,-0.315907,-0.616087,4.21802,7.85047,2.32902,-3.98974,5.15117,0.737188,-4.24044,-80.8103,-0.121277,0.83032,1.54537,0.458469,-0.785384,1.01401,0.145116,-0.834734
-0.311489,-14.2831,5.38185,0.35559,-0.311489,1.25841,4.71699,8.37848,2.36763,-4.94359,6.96633,2.47153,-3.71178,-83.9076,0.233825,0.876463,1.5568,0.439929,-0.918567,1.29441,0.459234,-0.689684
-0.323647,-8.87144,2.16164,0.372986,-0.323647,-2.31498,3.44171,6.31439,1.40656,-1.26423,2.7051,0.231951,0.909399,-86.8792,-1.07094,1.59217,2.92111,0.650689,-0.584846,1.25141,0.107303,0.420699
-0.313269,-8.78085,2.43042,0.362402,-0.313269,-1.15813,4.18669,6.58842,1.56998,-2.6951,4.58264,0.770847,2.12737,-87.9503,-0.476513,1.72262,2.71081,0.645971,-1.1089,1.88553,0.317166,0.87531
-0.306952,-9.26897,2.51208,0.36261,-0.306952,-0.730557,4.20217,6.88814,1.54062,-2.84121,4.67059,0.839901,2.25297,-88.1048,-0.290817,1.67278,2.74201,0.613286,-1.13102,1.85925,0.334345,0.896854
-0.311483,-11.2567,2.75295,0.366474,-0.311483,-0.585018,3.80032,7.16128,1.9502,-1.73271,4.08245,0.00639361,-1.53916,-84.85,-0.212506,1.38046,2.60131,0.708406,-0.629401,1.48294,0.00232246,-0.559094
-0.301068,-11.0586,2.46004,0.366743,-0.301068,-0.434797,3.36273,6.65707,1.71039,-2.21936,4.14229,-0.932821,-1.96875,-85.7435,-0.176743,1.36694,2.70608,0.695269,-0.902162,1.68383,-0.379189,-0.800289
-0.347607,-11.2864,3.84491,0.376423,-0.347607,-0.609773,4.79947,7.62895,2.09453,-4.36066,4.85107,2.73209,-1.82225,-84.6052,-0.158592,1.24827,1.98417,0.544753,-1.13414,1.26168,0.710572,-0.473939
-0.344147,-11.9978,4.76673,0.37171,-0.344147,2.26448,5.20433,7.94561,2.76555,-4.30696,7.18423,1.82804,-2.62668,-86.5952,0.47506,1.0918,1.66689,0.580178,-0.903548,1.50716,0.3835,-0.551045
-0.299424,-10.3956,3.45779,0.359626,-0.299424,-4.39623,2.61983,6.09245,0.98323,-0.956229,2.59379,0.0182197,0.77046,-83.6391,-1.2714,0.75766,1.76195,0.284352,-0.276544,0.750131,0.00526919,0.222819
-0.298667,-9.65161,2.27391,0.348456,-0.298667,-1.87494,1.91418,5.55009,0.478345,-0.028656,2.45341,-0.65125,1.52378,-89.2602,-0.824544,0.841802,2.44077,0.210362,-0.0126021,1.07894,-0.286401,0.670116
-0.31522,-9.04242,3.92775,0.358062,-0.31522,0.72623,4.72865,6.82088,2.1315,-3.01747,4.52414,0.823044,-1.27534,-82.2438,0.184897,1.20391,1.73659,0.542677,-0.768243,1.15184,0.209546,-0.3247
-0.30793,-9.67779,3.9045,0.367908,-0.30793,-2.36474,3.27421,5.93184,1.45603,-2.84284,3.8565,0.663282,0.0383581,-84.3894,-0.605645,0.838575,1.51923,0.372912,-0.728093,0.987706,0.169876,0.00982407
-0.324546,-9.68417,2.77931,0.362422,-0.324546,-0.653659,3.65905,6.38592,1.46217,-2.13696,3.59884,1.43682,-0.959293,-82.4371,-0.235188,1.31653,2.29767,0.52609,-0.768881,1.29487,0.516971,-0.345156
-0.308906,-11.0189,3.11458,0.367284,-0.308906,-1.79262,4.64739,7.35143,2.17626,-4.38529,4.84031,1.14817,-1.12264,-83.0631,-0.575556,1.49214,2.36032,0.698734,-1.40799,1.55408,0.368644,-0.360448
-0.321207,-8.79069,6.60777,0.357791,-0.321207,2.14333,3.17931,6.03397,1.08733,-0.624347,4.55158,0.954995,1.18078,-83.0277,0.324365,0.481148,0.913163,0.164553,-0.0944869,0.688823,0.144526,0.178696
-0.292258,-15.7227,5.15483,0.371339,-0.292258,-4.64786,3.37773,7.68487,1.75645,-4.04053,5.31521,2.93668,-3.68717,-81.7304,-0.901652,0.655255,1.49081,0.340739,-0.783834,1.03111,0.569694,-0.715285
-0.308015,-17.0069,6.6029,0.381033,-0.308015,-5.70927,0.741543,6.8411,0.484749,-1.34969,4.35901,-2.76138,-1.73133,-91.3801,-0.864661,0.112306,1.03608,0.0734145,-0.204408,0.660166,-0.418207,-0.262208
-0.322078,-15.6844,5.19187,0.366285,-0.322078,-4.33284,0.739893,6.5227,0.337811,0.503551,2.9245,0.0989796,-3.47296,-89.726,-0.834543,0.14251,1.25633,0.0650655,0.0969885,0.563285,0.0190643,-0.668923
-0.304893,-16.8287,2.33732,0.364875,-0.304893,-5.24742,0.156162,6.09413,0.209,0.0157976,4.83524,-2.09642,-1.91161,-93.813,-2.24506,0.0668126,2.60732,0.0894189,0.00675885,2.06871,-0.896936,-0.817864
-0.309411,-12.9694,2.87818,0.378052,-0.309411,-2.09037,1.20357,5.75356,0.672172,-1.13981,4.26332,-4.37828,-0.565779,-89.4797,-0.72628,0.418171,1.99903,0.233541,-0.396017,1.48125,-1.5212,-0.196575
-0.31778,-9.24325,3.33916,0.357608,-0.31778,-1.66955,3.89386,6.77247,1.69728,-0.439987,3.52832,3.7645,0.110118,-87.9049,-0.49999,1.16612,2.02819,0.508294,-0.131765,1.05665,1.12738,0.0329777
-0.308538,-9.67516,3.04206,0.358896,-0.308538,-3.19931,3.36749,6.14527,1.07181,-1.87614,2.99185,2.27537,0.224365,-84.2056,-1.05169,1.10698,2.0201,0.35233,-0.616734,0.983496,0.747971,0.0737543
-0.322422,-11.0966,2.7126,0.371275,-0.322422,-0.132211,2.82345,6.09049,0.947151,-3.12403,3.54302,-1.89524,-2.28551,-87.4303,-0.0487395,1.04086,2.24526,0.349167,-1.15167,1.30613,-0.69868,-0.842551
-0.316129,-10.977,2.37306,0.359759,-0.316129,-1.92394,3.13599,6.73559,1.6288,-0.747431,4.60525,0.120224,0.99842,-87.5893,-0.810744,1.3215,2.83836,0.686371,-0.314966,1.94064,0.0506622,0.420732
-0.316298,-10.638,2.43188,0.362311,-0.316298,-2.70824,3.59361,6.76385,1.69929,-1.28565,4.70248,0.451093,1.34638,-87.3635,-1.11364,1.47771,2.78132,0.698756,-0.528665,1.93368,0.185491,0.553638
-0.319145,-9.22001,4.87701,0.367454,-0.319145,1.74397,4.81645,7.01051,2.26508,-4.07809,4.67335,0.579984,-1.59586,-80.6859,0.35759,0.987582,1.43746,0.46444,-0.836187,0.958241,0.118922,-0.327221
-0.313583,-9.27844,3.37779,0.347053,-0.313583,0.183668,3.44084,6.10301,1.37168,-1.79063,4.14321,0.351907,-0.215799,-83.3468,0.0543751,1.01866,1.8068,0.406087,-0.530118,1.2266,0.104183,-0.0638875
-0.315228,-7.72522,3.92877,0.365226,-0.315228,0.783591,4.28247,6.31419,1.82102,-3.49232,2.83642,-1.76411,-0.478729,-83.2666,0.19945,1.09003,1.60717,0.46351,-0.888911,0.721963,-0.449023,-0.121852
-0.306357,-11.2514,3.15792,0.357488,-0.306357,-2.40778,2.93111,6.26332,1.08597,-1.74622,4.55486,3.04186,0.180664,-84.9102,-0.762456,0.928179,1.98337,0.343887,-0.552966,1.44236,0.963248,0.0572099
-0.33412,-13.2967,4.40781,0.366211,-0.33412,-2.66944,4.40898,7.66054,2.10126,-3.9003,6.2256,4.50734,-1.72209,-82.9687,-0.605616,1.00027,1.73795,0.476714,-0.884861,1.4124,1.02258,-0.390691
-0.329636,-6.84653,2.62347,0.368953,-0.329636,0.0822291,4.22812,6.27873,1.67085,-1.80303,2.20623,0.706628,0.162852,-86.6853,0.0313437,1.61165,2.39329,0.636887,-0.68727,0.840958,0.269349,0.0620752
-0.32079,-10.8628,3.60507,0.375508,-0.32079,0.112215,3.04904,6.48192,1.4129,-2.93526,3.81441,-3.27061,-0.781261,-83.6879,0.0311269,0.845766,1.798,0.391921,-0.814203,1.05807,-0.907225,-0.216712
-0.32213,-7.0977,2.58355,0.381687,-0.32213,1.19499,3.56243,6.01898,1.06689,-0.766404,2.88599,-0.700858,2.15925,-86.7501,0.462539,1.37889,2.32973,0.412954,-0.296648,1.11706,-0.271277,0.835768
-0.311979,-10.1817,3.03575,0.378577,-0.311979,-1.76657,2.68842,6.15901,0.897518,-0.579229,3.09721,1.30371,0.598095,-83.8429,-0.581924,0.885587,2.02883,0.29565,-0.190803,1.02025,0.429454,0.197017
-0.30931,-11.3974,3.41806,0.375805,-0.30931,-4.23745,3.19829,6.87817,1.33182,-0.659033,3.73307,1.86602,0.969312,-84.5831,-1.23973,0.935702,2.0123,0.389643,-0.192809,1.09216,0.54593,0.283585
-0.304431,-12.1439,4.06199,0.367705,-0.304431,0.195537,2.61421,6.63255,0.83218,-1.42966,4.65219,0.270804,-0.409673,-82.3982,0.0481383,0.643579,1.63284,0.20487,-0.351962,1.1453,0.0666678,-0.100855
-0.326887,-10.6301,3.7138,0.362608,-0.326887,-0.83823,3.86026,6.68146,1.53756,-3.28177,4.4413,1.29461,-1.49315,-82.6859,-0.225707,1.03944,1.79909,0.414014,-0.883669,1.19589,0.348594,-0.402056
-0.320714,-12.6304,5.20479,0.365726,-0.320714,-4.47446,2.72971,6.51413,1.05715,-3.12803,2.96633,0.360084,-2.38058,-82.3617,-0.85968,0.52446,1.25156,0.203111,-0.600989,0.569922,0.0691832,-0.457382
-0.32118,-13.5944,5.38452,0.362905,-0.32118,-4.04066,2.93435,7.14728,1.4358,-2.16758,4.42698,1.71037,-1.04294,-79.5636,-0.750421,0.544961,1.32738,0.266653,-0.402557,0.822168,0.317645,-0.193693
-0.301766,-11.3868,3.76078,0.367244,-0.301766,-0.485898,1.91391,6.01307,0.698219,-0.0443444,2.82889,-2.57609,-1.20657,-83.9189,-0.129201,0.508912,1.59889,0.185658,-0.0117913,0.752207,-0.684986,-0.320829
-0.297557,-14.6198,3.69091,0.375183,-0.297557,-3.3122,1.33257,6.56941,0.568871,-0.905431,3.02789,-4.19451,-1.60037,-88.7243,-0.897394,0.36104,1.77989,0.154128,-0.245314,0.820364,-1.13644,-0.433597
-0.297417,-14.2481,3.70972,0.37468,-0.297417,-3.1131,1.39376,6.1131,0.430903,-1.70829,4.08403,-3.4718,-1.36439,-87.9977,-0.839174,0.375704,1.64786,0.116155,-0.46049,1.1009,-0.935866,-0.367787
-0.304289,-11.4163,3.07277,0.371329,-0.304289,-0.415199,2.27991,6.49779,1.08996,-0.34689,3.32443,-1.82695,-0.489015,-84.9608,-0.135122,0.741972,2.11464,0.354718,-0.112892,1.0819,-0.594563,-0.159145
-0.309512,-14.2416,3.49495,0.373895,-0.309512,-2.02256,2.82152,6.88317,1.62117,-3.34694,5.56085,-1.83234,-2.6931,-84.8526,-0.578708,0.807312,1.96946,0.463861,-0.95765,1.59111,-0.524281,-0.770569
-0.32194,-9.87081,3.50031,0.366426,-0.32194,-1.87122,3.38456,6.16777,1.49605,-1.32705,3.84151,1.42685,-0.59491,-82.5273,-0.534586,0.966931,1.76206,0.427405,-0.379124,1.09748,0.407636,-0.169959
-0.302007,-11.9745,4.3918,0.371189,-0.302007,-4.36705,4.1873,7.50502,1.67012,-2.7125,3.99256,2.81974,-0.50381,-83.7465,-0.994363,0.953434,1.70887,0.380282,-0.617628,0.909094,0.642046,-0.114716
-0.301968,-12.7757,4.22053,0.367084,-0.301968,-4.82577,3.5162,7.2968,1.47984,-1.88341,4.02015,1.39943,-0.268435,-84.3668,-1.1434,0.833119,1.72888,0.35063,-0.446251,0.952523,0.331578,-0.0636021
-0.323431,-9.12502,2.79802,0.375119,-0.323431,2.95583,2.6891,5.74692,0.832693,-0.579376,3.57572,-1.4076,-1.33575,-89.1167,1.0564,0.961074,2.05392,0.297601,-0.207066,1.27795,-0.50307,-0.47739
-0.314422,-8.51844,2.54984,0.372424,-0.314422,2.61611,2.65409,5.80877,0.448731,-0.193426,2.77705,0.216798,0.05165,-89.7529,1.02599,1.04088,2.27809,0.175984,-0.0758578,1.0891,0.0850238,0.0202561
-0.309941,-8.57991,3.31541,0.36761,-0.309941,-2.1516,4.63311,6.97785,2.09783,-2.95525,4.27562,0.511981,2.56109,-85.2373,-0.648969,1.39745,2.10467,0.632753,-0.891367,1.28962,0.154425,0.77248
-0.323578,-7.3087,2.62568,0.377276,-0.323578,0.57762,3.98499,5.97029,1.04621,-2.55349,2.74052,1.63839,0.633451,-86.7846,0.219989,1.5177,2.27381,0.398453,-0.972507,1.04374,0.623989,0.241252
-0.305444,-13.6444,3.30612,0.360753,-0.305444,-2.08902,2.47983,6.58399,0.790534,-3.42274,4.30416,0.010861,-2.31511,-85.1757,-0.631865,0.750071,1.99145,0.239112,-1.03527,1.30188,0.00328511,-0.700251
-0.304626,-12.8168,3.15895,0.366457,-0.304626,-3.16071,2.47499,6.19277,1.03397,-3.24968,4.12583,0.399873,-2.20188,-84.8714,-1.00056,0.783485,1.96039,0.327315,-1.02872,1.30608,0.126584,-0.697028
-0.328482,-14.5132,3.73539,0.385903,-0.328482,-3.65044,1.29068,6.42899,0.6621,0.513695,4.35498,-1.84038,-0.608769,-87.0039,-0.977257,0.345528,1.7211,0.177251,0.137521,1.16587,-0.492688,-0.162973
-0.309874,-16.4741,6.05489,0.350023,-0.309874,-6.20583,5.29546,9.12952,2.93624,-5.2774,7.48566,5.28566,-2.90522,-85.5818,-1.02493,0.874576,1.50779,0.484937,-0.871593,1.2363,0.872957,-0.479813
-0.298248,-7.75019,3.23139,0.372434,-0.298248,0.24713,4.58033,6.66563,1.82517,-2.58407,3.29288,0.988843,0.24563,-83.5126,0.0764779,1.41745,2.06278,0.564825,-0.799678,1.01903,0.306012,0.0760138
-0.335565,-10.0875,4.12499,0.357335,-0.335565,1.69068,3.95912,6.89297,1.73281,-2.95383,4.57196,-1.28987,-0.292596,-82.4023,0.409863,0.959789,1.67103,0.420075,-0.716081,1.10836,-0.312696,-0.0709325
-0.314492,-7.75239,3.75682,0.365576,-0.314492,1.13154,4.62054,6.61104,1.83718,-2.59997,3.51886,2.60574,-0.500028,-81.7705,0.301195,1.22991,1.75974,0.489026,-0.692066,0.936659,0.693602,-0.133099
-0.30789,-11.1896,5.94388,0.355851,-0.30789,-0.735528,6.10055,8.43311,3.08075,-5.99399,5.58525,3.04342,-2.25959,-82.5609,-0.123745,1.02636,1.41879,0.518306,-1.00843,0.939664,0.512025,-0.380154
-0.304168,-10.7796,5.96936,0.348196,-0.304168,-1.53097,5.61639,7.79601,2.75639,-5.29147,5.43803,3.49326,-1.70534,-81.8663,-0.256471,0.940871,1.30601,0.461756,-0.886439,0.910991,0.585199,-0.285682
-0.327121,-11.252,3.3297,0.351632,-0.327121,0.111098,2.45456,6.28129,0.871615,-1.01538,3.43559,-1.42688,-0.99808,-82.9865,0.0333659,0.737171,1.88644,0.26177,-0.304946,1.0318,-0.428532,-0.299751
-0.320734,-10.2646,3.05562,0.351667,-0.320734,0.89789,2.26915,6.01202,0.633616,-0.953764,3.19137,-1.79466,0.0220798,-84.7433,0.293849,0.742616,1.96753,0.207361,-0.312135,1.04443,-0.587333,0.00722598
-0.335877,-9.41287,3.56178,0.348269,-0.335877,-3.90678,3.45415,6.61533,1.52431,-1.57432,2.41462,-1.88824,1.99904,-88.6169,-1.09686,0.96978,1.85731,0.427963,-0.442003,0.677923,-0.530139,0.561247
-0.281306,-11.0101,4.55268,0.356423,-0.281306,3.31969,2.67324,6.17068,1.08729,-2.0827,4.55192,0.438019,-2.2481,-90.3173,0.729171,0.587179,1.35539,0.238824,-0.457467,0.999831,0.0962111,-0.493797
-0.342231,-10.1187,2.33151,0.379895,-0.342231,-1.68736,3.19297,6.32619,1.2265,-2.12603,4.30565,1.35876,1.44544,-90.1726,-0.723718,1.36949,2.71334,0.526056,-0.911866,1.84672,0.582782,0.619958
-0.304766,-10.1041,3.21711,0.381042,-0.304766,-0.702808,3.67029,6.53016,1.72419,-1.80068,3.83885,1.11315,-1.72201,-83.7051,-0.218459,1.14086,2.02982,0.535943,-0.55972,1.19326,0.346009,-0.535267
