b_Intercept,b_age_centered,b_magnet_scaled,b_perspective_scaled,sigma,lprior,lp__
0.773439712783171,-0.354801497882838,0.132853381125629,-0.0991700240474834,0.35528628684323,-3.15529731015007,-101.424672837753
0.597458451893763,-0.0250074809887702,0.145177012748879,-0.103136329860324,0.390716437059612,-3.1581778437344,-101.326630584304
0.696682808803818,-0.228709532323412,0.131063816847683,-0.0932723059346112,0.311708161038858,-3.15209231817076,-101.374634009386
0.470014147281017,0.0774276124497179,0.133968768562094,-0.0108882150343899,0.365776560568998,-3.15544901253585,-106.591548112755
0.802663226442442,-0.339216214681945,0.18598286298991,-0.107330284749442,0.343955566557231,-3.15524604507314,-103.921654374624
0.829983561971218,-0.430867968344045,0.0947645343172398,-0.0330785132572337,0.365206556935893,-3.15632852249411,-104.377352282688
0.463343390372329,0.111133863835271,0.177021294709087,-0.172864558385912,0.39205015834871,-3.15760283447278,-105.511667298926
0.797278349146503,-0.433470985087254,0.0668413913268602,-0.0431067382167022,0.358026368164774,-3.15521921842684,-104.732846452378
0.587555305264056,0.025885913843187,0.179458209721903,-0.174801799270711,0.368117331323209,-3.15671822844382,-103.508248638661
0.520642992414696,0.0507484748879647,0.147918615029718,-0.128298683324944,0.360882255269389,-3.15530617481014,-101.627107785835
0.79890229371586,-0.362904432547897,0.118713574841223,-0.0752972988018068,0.334454882794591,-3.15417576401549,-102.199945469166
0.63599902098018,-0.088817511187656,0.149170587693656,-0.0397808248646506,0.332554229069565,-3.15378721573428,-101.681403153567
0.614302291671547,-0.0969698921466586,0.0852839876071888,-0.128949241139724,0.375066892332108,-3.15656038668914,-101.65450546622
0.647737219226786,-0.184552527945389,0.109144966243972,-0.134815518337631,0.378209382978386,-3.15664367736262,-101.322460849699
0.661990029163419,-0.164620096111153,0.136904478567055,-0.200545973441225,0.357288288052947,-3.15533199561142,-103.873831496097
0.585383743365814,0.00147536505167283,0.15738065279931,-0.0325200076326387,0.342091280858442,-3.15444828839905,-102.508725842639
0.661528893183333,-0.164997097850215,0.0873035238230808,-0.147272803817148,0.375401915431224,-3.15672739875519,-101.719439488015
0.554113596395243,0.020885708713056,0.0961241589452753,-0.123784171767249,0.318356581537386,-3.15245201445694,-103.384198221957
0.703370446161856,-0.111912152757045,0.130320786962365,-0.0961658840003076,0.367862525227602,-3.15774573861571,-101.613476989022
0.595271295395748,-0.149112301830943,0.152594173926977,-0.0627627443688862,0.33920173945035,-3.15346694626931,-102.200980636639
0.689353186089678,-0.131305615280835,0.126193214825251,-0.131919937063751,0.378459891643294,-3.15790174826296,-101.309752769754
0.634194399933995,-0.134717509408726,0.107516227008135,-0.118503397040408,0.322529945368658,-3.1526661801416,-100.973302720078
0.634116880341168,-0.16823083120883,0.149302331540648,-0.12240126733526,0.326675335112934,-3.15275041429019,-101.128794478887
0.597916375371925,-0.144248159385768,0.151691517305873,-0.105167957745001,0.323664296921734,-3.15239313932287,-102.034667439498
0.729281039531325,-0.181287226344781,0.105848106326155,-0.098368434068934,0.382817593253267,-3.1585835031995,-101.796951428724
0.60689131103126,-0.132420376344768,0.168871527106758,-0.124268653429532,0.32640650828852,-3.15266994039947,-101.82912636065
0.586967040756808,-0.0267116620623201,0.154416471433315,-0.0539570567360333,0.358566741763407,-3.1554372938838,-101.069875963062
0.692778889469693,-0.245295741485523,0.111703321062744,-0.143959921485122,0.353378591369901,-3.15485137617638,-101.11862016325
0.611029192536144,-0.104736523576767,0.136656267944898,-0.0933765616283938,0.346370575547191,-3.15427516978277,-99.9826174322377
0.647154318568752,-0.12194288834038,0.143190862406754,-0.0766213249367651,0.319144160629914,-3.15273520817323,-100.754471549486
0.637884358384558,-0.111813650880134,0.152164506949493,-0.133164546662017,0.368710398525189,-3.15628677036572,-100.531852871437
0.601327235885031,-0.0751349377114229,0.202273868473746,-0.067483335587306,0.365798215539528,-3.15582016770787,-101.764939393201
0.64335276390874,-0.133876808911261,0.125554517541738,-0.106176120454777,0.363792300108822,-3.15580171830203,-99.9501523237463
0.809819404660897,-0.382868944359967,0.0888283392550794,-0.0554295972140074,0.349258817406776,-3.1552482413498,-103.007245698218
0.609854328195253,-0.0767977918676721,0.120634728646639,-0.166524698967987,0.405338067310015,-3.15915075454676,-103.348866410484
0.642498436665656,-0.137445752184162,0.114744584743418,-0.108646598104813,0.394890060344081,-3.15825803427785,-101.366299649114
0.599242408586539,-0.00995789191994972,0.183551490872764,-0.0843374841542778,0.317523118325468,-3.15287540642556,-102.13027843232
0.667251855348539,-0.201577094037652,0.114816149035336,-0.113858875699856,0.398947816836041,-3.1584614276396,-101.7765266894
0.727927444864561,-0.206204973758885,0.118690200228874,-0.0911613778189812,0.330225541856372,-3.15421885183294,-100.886602014208
0.544704626365584,0.0647569001622369,0.109256613824278,-0.123589779557159,0.37019205917264,-3.15646240606499,-102.2905420355
0.723616571045593,-0.267986846686909,0.173030831426137,-0.0744616318296338,0.360988905147208,-3.15569260059543,-101.388890886961
0.696128253918324,-0.240630748816531,0.164412671214163,-0.0754723247059177,0.347608942556388,-3.15450001924081,-100.834515584545
0.61434402947066,-0.0610269919507418,0.152905511457183,-0.0811306528617465,0.359223258785542,-3.15562731906308,-100.153130520547
0.608636293758477,-0.140128673812939,0.134002521713711,-0.127629014862369,0.309412649351085,-3.15150608980434,-102.700978241782
0.65688397391846,-0.0648949961394855,0.122218561545805,-0.0872611345522945,0.418016310192507,-3.16133384920503,-103.59732600724
0.689372780845366,-0.169035383407868,0.155918643930157,-0.0594000629336922,0.367242703245059,-3.15654456450927,-100.828482603169
0.561761060394622,-0.0982073012198029,0.186961650148366,-0.0983726938521625,0.34258467865006,-3.15369855965101,-102.777811737892
0.738927752958146,-0.1749624525513,0.068883798189708,-0.0735566853358665,0.377819678905494,-3.15856256117372,-103.705121483822
0.576630182678244,-0.119579781144422,0.193401974952688,-0.110244946717403,0.319779940757743,-3.15210315517515,-104.242609097164
0.753977654334593,-0.187546235215296,0.0692045502893928,-0.125055844730574,0.402502414090059,-3.1608561247902,-104.743018913047
0.709499859138333,-0.21778965185672,0.163431256773423,-0.0869319046786997,0.351938824161731,-3.15524733130482,-100.463237850607
0.689720977628725,-0.165728876250831,0.131834016409991,-0.0756836676731648,0.35778472847347,-3.1558632688895,-100.176104508041
0.674100690863593,-0.191579582429244,0.101464966662684,-0.121786343810946,0.374436409260426,-3.15662093024305,-100.766173448384
0.616891588630401,-0.147924239682293,0.0612738856286449,-0.0863086065961397,0.379333944064594,-3.15663909776496,-103.070360323895
0.902353555193274,-0.554572571698188,0.152391230798164,-0.101010293586651,0.3803070850316,-3.15761458282469,-106.87560151317
0.666479808011417,-0.179168870025425,0.0787208409926224,-0.0751400226222048,0.389737691655728,-3.15784650129898,-102.191846938118
0.634770087253474,-0.163649521623177,0.155439677344256,-0.0198189416296463,0.379175350016962,-3.15670631864816,-103.0066439524
0.543289588659505,-0.0976578463059282,0.0476812606860031,-0.0373903203678809,0.349564435034681,-3.1542150021004,-108.599027899487
0.753595883253281,-0.360709908315312,0.122109370423303,-0.176313213770679,0.406659779636069,-3.15910820461403,-105.31083848577
0.742122629534822,-0.376216336923835,0.15810224810325,-0.123396743015439,0.391875683490168,-3.15766376688196,-104.101457371838
0.600874673779641,0.0204207071440279,0.1475387345709,-0.0834902932269185,0.32671307428627,-3.15390455726803,-101.894806753153
0.687915585356016,-0.277521299602973,0.130352279732753,-0.141284706358694,0.368591094960643,-3.15578848891501,-101.997685196158
0.64803099440546,-0.0643254296611214,0.12809977428968,-0.0718845347306919,0.343296475991015,-3.15509994552827,-100.939432675941
0.66989276607214,-0.153611143617042,0.0834205244183087,-0.0588025407533217,0.321431955341956,-3.15298604744774,-102.69671682714
