b_Intercept,bs_sage_centered_1,sds_sage_centered_1,sigma,Intercept,s_sage_centered_1.1.,s_sage_centered_1.2.,lp__,zs_1_1.1.,zs_1_1.2.
-0.300016,-8.46106,7.97054,0.372731,-0.300016,6.84308,-0.997991,-112.327,0.858547,-0.12521
-0.300921,-9.03486,4.45299,0.395513,-0.300921,7.34339,-1.16848,-113.055,1.64909,-0.262403
-0.332624,-7.59009,2.86272,0.376802,-0.332624,6.37073,-0.179848,-113.625,2.22541,-0.0628243
-0.319609,-7.58557,4.06339,0.378661,-0.319609,6.50334,-0.162671,-111.71,1.60047,-0.0400333
-0.322137,-7.58441,6.10285,0.384183,-0.322137,6.26273,-0.751856,-111.866,1.0262,-0.123197
-0.308455,-7.39965,9.02529,0.378321,-0.308455,6.30583,-0.0693259,-112.886,0.698684,-0.00768129
-0.331475,-9.26285,2.98195,0.395977,-0.331475,7.59642,-0.79211,-113.313,2.54746,-0.265634
-0.302604,-8.33979,4.03157,0.374467,-0.302604,6.99343,-0.392998,-111.523,1.73467,-0.0974801
-0.34185,-8.80584,5.54122,0.381965,-0.34185,7.06324,-1.28126,-114.914,1.27467,-0.231223
-0.329958,-8.29333,2.52615,0.38312,-0.329958,6.83827,-0.364249,-114.026,2.707,-0.144192
-0.302864,-8.56984,5.66236,0.378929,-0.302864,7.10671,-0.647007,-109.985,1.25508,-0.114265
-0.31361,-7.78166,5.49301,0.396738,-0.31361,6.50073,-0.467279,-110.78,1.18345,-0.0850679
-0.308561,-8.1281,8.15745,0.402567,-0.308561,6.67153,-0.76022,-112.129,0.817845,-0.0931934
-0.31526,-8.09541,5.48536,0.388294,-0.31526,6.98625,-0.393956,-111.805,1.27362,-0.0718197
-0.325754,-9.49477,4.56798,0.393915,-0.325754,7.73176,-0.792595,-112.038,1.6926,-0.173511
-0.367018,-8.89518,4.65174,0.40436,-0.367018,7.05707,-1.07768,-118.924,1.51708,-0.231673
-0.290634,-8.54608,4.86908,0.372324,-0.290634,7.10135,-0.441657,-112.865,1.45846,-0.0907065
-0.327729,-8.49673,4.60776,0.401113,-0.327729,7.05026,-0.438299,-112.354,1.53008,-0.0951219
-0.308477,-7.2065,9.01878,0.391381,-0.308477,6.19737,-0.211336,-112.42,0.687163,-0.0234329
-0.346954,-9.76355,6.75917,0.396936,-0.346954,7.88464,-0.946037,-114.419,1.16651,-0.139964
-0.297679,-7.14377,2.45518,0.382418,-0.297679,6.16249,-0.158373,-114.566,2.50999,-0.0645056
-0.304758,-7.44104,2.4459,0.382275,-0.304758,6.25274,-0.0912289,-114.819,2.55642,-0.0372987
-0.275086,-7.30501,3.87669,0.383128,-0.275086,6.31989,-0.207147,-116.108,1.63023,-0.0534341
-0.284112,-7.06756,3.62714,0.393765,-0.284112,6.12072,-0.16597,-115.24,1.68748,-0.0457578
-0.295057,-7.91389,3.85397,0.389909,-0.295057,6.63146,-0.124133,-114.301,1.72068,-0.0322092
-0.326624,-8.41145,3.70394,0.393831,-0.326624,6.65445,-0.961569,-112.917,1.79658,-0.259607
-0.311196,-8.32745,3.27118,0.392177,-0.311196,6.85208,-0.405994,-112.306,2.09469,-0.124112
-0.308099,-8.33691,2.99713,0.396259,-0.308099,7.1988,-0.228347,-115.053,2.4019,-0.0761885
-0.30705,-8.70908,2.83275,0.389153,-0.30705,7.13239,-0.369176,-115.164,2.51783,-0.130324
-0.313448,-6.7634,2.62967,0.403492,-0.313448,5.68044,-0.302611,-115.426,2.16013,-0.115076
-0.315645,-7.91135,4.92399,0.389257,-0.315645,6.7859,-0.238707,-111.412,1.37813,-0.0484784
-0.32431,-7.7901,5.98609,0.382734,-0.32431,6.44794,-0.690357,-110.651,1.07716,-0.115327
-0.312671,-8.92007,4.92629,0.384126,-0.312671,7.48715,-0.671076,-110.634,1.51983,-0.136223
-0.315858,-8.51654,2.21164,0.382975,-0.315858,6.95467,-0.596867,-113.617,3.14458,-0.269875
-0.318637,-8.63354,4.69741,0.376691,-0.318637,6.95942,-0.644886,-111.192,1.48155,-0.137285
-0.318798,-8.10531,5.17906,0.382684,-0.318798,6.84328,-0.745273,-111.602,1.32134,-0.143901
-0.292642,-8.37378,4.27653,0.392672,-0.292642,6.80018,-0.450902,-113.647,1.59012,-0.105437
-0.309744,-8.75265,4.21059,0.366101,-0.309744,6.97419,-0.844918,-112.831,1.65634,-0.200665
-0.321279,-8.08785,3.96903,0.376079,-0.321279,6.90968,-0.524861,-111.693,1.7409,-0.132239
-0.313346,-8.57151,7.34989,0.379076,-0.313346,7.30191,-0.605052,-111.567,0.993472,-0.0823213
-0.317895,-7.93593,3.94771,0.389716,-0.317895,6.55562,-0.557637,-110.241,1.66061,-0.141256
-0.304178,-8.39212,4.93689,0.393331,-0.304178,6.98217,-0.753857,-110.827,1.41428,-0.152699
-0.292983,-8.36875,5.65154,0.39745,-0.292983,6.9282,-0.690909,-111.724,1.2259,-0.122252
-0.292611,-8.41177,4.21503,0.403454,-0.292611,6.76252,-0.679984,-113.98,1.60438,-0.161324
-0.292086,-8.41633,4.33045,0.403,-0.292086,7.07307,-0.708048,-113.681,1.63333,-0.163504
-0.333402,-8.26904,7.31091,0.369928,-0.333402,6.86892,-0.75332,-111.731,0.939544,-0.10304
-0.315501,-9.42769,11.0547,0.36481,-0.315501,7.85181,-0.638801,-114.357,0.710271,-0.0577857
-0.318143,-7.88553,4.90191,0.405497,-0.318143,6.60141,-0.335305,-112.577,1.3467,-0.0684029
-0.324608,-7.88454,4.58215,0.407884,-0.324608,6.59931,-0.13726,-115.234,1.44022,-0.0299553
-0.308687,-9.11895,5.89876,0.367134,-0.308687,7.50648,-1.02947,-112.399,1.27255,-0.174522
-0.308162,-9.04484,5.89415,0.368286,-0.308162,7.51694,-0.922672,-112.165,1.27532,-0.156541
-0.299895,-8.86957,4.28481,0.394157,-0.299895,7.35214,-0.901322,-111.912,1.71586,-0.210353
-0.312936,-7.65735,2.19536,0.384096,-0.312936,6.34119,-0.618432,-113.458,2.88846,-0.2817
-0.336857,-7.65502,1.97158,0.393036,-0.336857,6.39406,-0.464542,-115.596,3.24311,-0.235619
-0.342743,-8.92594,3.96661,0.385115,-0.342743,7.15367,-1.17452,-113.61,1.80347,-0.296102
-0.299008,-7.55078,2.76847,0.360587,-0.299008,6.39027,-0.267559,-115.637,2.30823,-0.096645
-0.300864,-7.46897,2.57797,0.360889,-0.300864,6.2802,-0.289699,-115.73,2.4361,-0.112375
-0.339691,-7.99142,2.97552,0.401305,-0.339691,6.48951,-0.630232,-114.149,2.18097,-0.211806
-0.336767,-7.92699,2.92225,0.402966,-0.336767,6.50649,-0.572133,-113.892,2.22654,-0.195786
-0.331311,-8.09081,2.42684,0.390691,-0.331311,6.65854,-0.370476,-114.252,2.74371,-0.152658
-0.311017,-8.55781,2.79694,0.367389,-0.311017,7.094,-0.915701,-114.107,2.53634,-0.327393
-0.311814,-8.31585,2.84091,0.363571,-0.311814,6.94816,-0.935481,-116.485,2.44575,-0.329289
-0.305286,-8.53885,3.10623,0.397379,-0.305286,7.30279,-0.474168,-114.004,2.35101,-0.15265
-0.311673,-8.22794,2.77246,0.384385,-0.311673,6.72457,-0.323778,-114.279,2.42549,-0.116784
-0.307184,-8.35083,2.9247,0.389729,-0.307184,6.88628,-0.352166,-113.348,2.35452,-0.120411
-0.327764,-8.66396,3.51697,0.391326,-0.327764,7.27147,-0.746597,-111.903,2.06754,-0.212284
-0.315793,-9.03738,3.55714,0.391693,-0.315793,7.45888,-0.874841,-111.234,2.09687,-0.245939
-0.285819,-9.1578,3.44262,0.378926,-0.285819,7.4254,-0.934196,-113.303,2.1569,-0.271362
-0.315516,-7.88371,3.57811,0.401298,-0.315516,6.57531,-0.499603,-111.828,1.83765,-0.139628
-0.302544,-8.0973,3.64494,0.377777,-0.302544,6.58348,-0.600551,-111.248,1.8062,-0.164763
-0.330805,-8.54707,9.40247,0.385782,-0.330805,6.98964,-0.620353,-110.834,0.743383,-0.0659777
-0.307227,-8.42094,3.48001,0.393753,-0.307227,7.06199,-0.456884,-111.592,2.0293,-0.131288
-0.319145,-9.94062,4.97045,0.395582,-0.319145,8.10642,-0.957364,-112.649,1.63092,-0.192611
-0.316785,-8.50134,3.58473,0.368451,-0.316785,6.99397,-0.776095,-111.188,1.95105,-0.216501
-0.317409,-8.49622,3.65774,0.36956,-0.317409,6.90531,-0.837462,-111.184,1.88786,-0.228956
-0.310189,-8.67831,4.08276,0.386021,-0.310189,7.22128,-0.624139,-110.191,1.76872,-0.152872
-0.297548,-7.70826,4.32874,0.375691,-0.297548,6.32144,-0.829055,-113.256,1.46034,-0.191523
-0.302881,-7.7581,3.65693,0.376893,-0.302881,6.44719,-0.727678,-112.162,1.76301,-0.198986
-0.306145,-7.81188,3.9165,0.381341,-0.306145,6.25505,-0.807871,-112.35,1.5971,-0.206274
-0.305772,-8.29775,3.23477,0.375239,-0.305772,6.8518,-0.315947,-113.408,2.11817,-0.0976721
-0.325153,-8.77794,3.00743,0.392393,-0.325153,7.25708,-0.807852,-111.869,2.41305,-0.268618
-0.326219,-8.16499,2.5274,0.388887,-0.326219,6.67422,-0.801247,-112.693,2.64075,-0.317024
-0.308403,-9.06142,13.5949,0.381361,-0.308403,7.5844,-0.453416,-113.35,0.557886,-0.0333519
-0.332236,-7.7373,4.7826,0.377209,-0.332236,6.53479,-0.209112,-111.897,1.36637,-0.0437236
-0.298429,-9.1693,4.10346,0.390644,-0.298429,7.40455,-1.05113,-111.728,1.80446,-0.256157
-0.312888,-8.40107,4.41986,0.39208,-0.312888,6.96689,-0.721602,-110.202,1.57627,-0.163264
-0.326493,-8.86331,3.2406,0.390109,-0.326493,7.48505,-0.510992,-112.836,2.30977,-0.157684
-0.357796,-6.8298,3.33906,0.387182,-0.357796,5.55766,-0.550306,-118.603,1.66444,-0.164809
-0.344622,-7.31817,3.52105,0.382728,-0.344622,6.03366,-0.450805,-113.477,1.7136,-0.128031
-0.343065,-7.54733,3.96135,0.374365,-0.343065,6.25215,-0.41498,-112.883,1.57828,-0.104757
-0.314529,-8.94845,5.27491,0.392744,-0.314529,7.43535,-0.752156,-110.459,1.40957,-0.142591
-0.293271,-7.90728,4.02326,0.376439,-0.293271,6.80096,-0.467495,-113.425,1.69041,-0.116198
-0.322004,-8.28213,2.76749,0.385145,-0.322004,6.74651,-0.451902,-113.017,2.43777,-0.16329
-0.306802,-8.39387,5.90424,0.386148,-0.306802,6.93265,-0.473993,-110.419,1.17418,-0.08028
-0.308992,-8.20024,3.31315,0.371709,-0.308992,6.8948,-0.509984,-111.43,2.08104,-0.153927
-0.308646,-7.9781,3.24147,0.369012,-0.308646,6.66205,-0.461153,-111.732,2.05526,-0.142267
-0.309626,-8.19156,6.57879,0.398521,-0.309626,6.85772,-0.435246,-111.18,1.0424,-0.066159
-0.296151,-9.27187,7.91428,0.368503,-0.296151,7.68665,-0.908636,-113.071,0.971239,-0.11481
-0.311359,-7.90855,5.40616,0.38853,-0.311359,6.71842,-0.566231,-111.02,1.24274,-0.104738
-0.299188,-8.51271,3.77558,0.392619,-0.299188,6.79788,-0.814061,-112.309,1.80049,-0.215612
-0.301078,-8.81046,5.20362,0.378738,-0.301078,7.05879,-0.987742,-111.081,1.35651,-0.189818
-0.291633,-8.93549,3.91658,0.374622,-0.291633,7.27711,-0.671611,-112.73,1.85803,-0.171479
-0.328884,-8.51662,3.90685,0.383796,-0.328884,6.89376,-0.779705,-110.571,1.76453,-0.199574
-0.319655,-8.18126,3.33124,0.380524,-0.319655,6.83055,-1.04771,-116.033,2.05045,-0.314511
-0.340521,-8.31407,3.37985,0.383618,-0.340521,6.99784,-0.197875,-114.687,2.07046,-0.0585455
-0.333918,-8.56944,3.79076,0.381474,-0.333918,7.29089,-0.28345,-113.534,1.92333,-0.0747739
-0.321025,-7.70783,3.96871,0.380598,-0.321025,6.44618,-0.374225,-110.467,1.62425,-0.0942939
-0.340155,-7.7723,4.72848,0.377497,-0.340155,6.6049,-0.369068,-111.958,1.39683,-0.0780521
-0.295198,-9.21581,5.31904,0.39359,-0.295198,7.54474,-1.01251,-111.998,1.41844,-0.190356
-0.317556,-7.7351,2.87196,0.379053,-0.317556,6.30057,-0.664877,-111.956,2.19382,-0.231506
-0.337331,-7.68935,2.36472,0.375292,-0.337331,6.3349,-0.484694,-114.049,2.67892,-0.204969
-0.311821,-8.64867,9.31508,0.38645,-0.311821,7.17214,-0.683858,-110.084,0.769949,-0.073414
-0.322,-8.18642,2.7925,0.377468,-0.322,6.75525,-0.638958,-111.318,2.41907,-0.228812
-0.306079,-8.4959,2.88169,0.374744,-0.306079,6.97373,-0.735982,-111.577,2.42002,-0.2554
-0.30056,-8.00932,4.04777,0.406986,-0.30056,6.6517,-0.518663,-113.048,1.6433,-0.128135
-0.315187,-8.71709,4.25819,0.389914,-0.315187,7.36548,-0.728985,-111.632,1.72972,-0.171196
-0.313457,-8.62941,3.92301,0.38731,-0.313457,7.00679,-0.754437,-110.208,1.78608,-0.192311
-0.320242,-8.54009,4.25342,0.378176,-0.320242,7.06733,-0.748887,-109.914,1.66157,-0.176067
-0.311272,-8.74799,3.60134,0.381725,-0.311272,7.28191,-0.512706,-111.157,2.022,-0.142365
-0.317272,-9.21117,3.64142,0.389475,-0.317272,7.59503,-0.728085,-111.33,2.08573,-0.199945
-0.316171,-8.03172,2.64273,0.38263,-0.316171,6.68303,-0.74049,-112.359,2.52883,-0.280199
-0.323218,-7.61936,3.41137,0.383804,-0.323218,6.30443,-0.820191,-113.253,1.84806,-0.240428
-0.32274,-7.98156,3.35677,0.383435,-0.32274,6.39865,-0.911275,-112.546,1.90619,-0.271474
-0.315651,-8.18683,3.4035,0.380262,-0.315651,6.63531,-0.997652,-112.498,1.94955,-0.293125
-0.317971,-8.51156,3.32411,0.381972,-0.317971,6.94469,-0.777674,-110.427,2.08919,-0.23395
-0.318747,-9.18583,4.44409,0.376279,-0.318747,7.40593,-0.800219,-111.182,1.66647,-0.180064
-0.343166,-7.91006,3.32485,0.370715,-0.343166,6.30787,-0.760967,-115.163,1.89719,-0.228873
-0.282489,-8.75182,3.25076,0.391226,-0.282489,7.02549,-1.04023,-114.693,2.16118,-0.319995
-0.30067,-8.17849,4.03193,0.378683,-0.30067,6.88321,-0.409556,-111.055,1.70718,-0.101578
-0.309863,-7.75614,3.41499,0.371525,-0.309863,6.42546,-0.669276,-111.867,1.88154,-0.195982
-0.320741,-10.0108,9.28262,0.40358,-0.320741,8.00312,-1.4819,-115.854,0.862163,-0.159643
-0.316717,-7.13564,2.64921,0.358968,-0.316717,5.8573,-0.5507,-116.932,2.21096,-0.207873
-0.315235,-8.29121,3.68965,0.369328,-0.315235,6.9684,-0.463234,-111.401,1.88863,-0.125549
-0.318487,-9.33378,5.09055,0.363042,-0.318487,7.47182,-1.19751,-113.477,1.46778,-0.235242
-0.319753,-9.46444,5.26677,0.363669,-0.319753,7.58706,-1.19794,-113.301,1.44055,-0.227452
-0.321197,-9.7345,5.62208,0.363475,-0.321197,7.6908,-1.43478,-115.714,1.36796,-0.255204
-0.31457,-7.94218,2.54715,0.392462,-0.31457,6.63657,-0.302893,-113.16,2.60549,-0.118914
-0.332875,-7.89851,2.60823,0.3955,-0.332875,6.35758,-0.926062,-115.144,2.43751,-0.355054
-0.329184,-9.01766,3.41826,0.386392,-0.329184,7.52342,-0.541319,-112.436,2.20095,-0.158361
-0.328122,-8.16374,3.50063,0.389836,-0.328122,7.09958,-0.517461,-114.855,2.02808,-0.147819
-0.318034,-8.32994,3.14582,0.391389,-0.318034,6.63791,-0.5191,-114.69,2.11007,-0.165013
-0.320246,-8.32971,3.18256,0.391646,-0.320246,7.08887,-0.539559,-112.258,2.22741,-0.169536
-0.332272,-8.47745,3.32824,0.397065,-0.332272,6.84145,-0.753555,-112.406,2.05558,-0.226413
-0.335023,-7.50401,3.00018,0.39829,-0.335023,6.26035,-0.304729,-113.543,2.08666,-0.10157
-0.306438,-8.33233,3.78493,0.376645,-0.306438,6.67009,-0.908102,-111.707,1.76227,-0.239925
-0.326227,-8.19901,5.44692,0.390656,-0.326227,6.86718,-0.529492,-110.171,1.26075,-0.0972094
-0.32024,-7.43657,7.43751,0.382164,-0.32024,6.20903,-0.415846,-110.752,0.834827,-0.055912
-0.28981,-8.4189,6.25008,0.379559,-0.28981,6.9523,-0.783811,-111.528,1.11235,-0.125408
-0.319007,-8.71748,7.47,0.373285,-0.319007,7.28589,-0.62198,-110.497,0.975354,-0.0832638
-0.322829,-8.78076,7.66647,0.370658,-0.322829,7.24169,-0.616393,-110.874,0.944592,-0.0804012
-0.304096,-8.26693,4.81233,0.403099,-0.304096,6.81847,-0.493107,-112.168,1.41688,-0.102467
-0.318161,-8.51923,4.08512,0.389408,-0.318161,6.80499,-0.768311,-111.359,1.6658,-0.188075
-0.323533,-8.3825,4.96244,0.389478,-0.323533,7.01233,-0.930402,-112.699,1.41308,-0.187489
-0.330777,-7.37464,5.10438,0.373328,-0.330777,6.35388,-0.112222,-112.814,1.24479,-0.0219854
-0.317782,-8.98999,5.79296,0.407984,-0.317782,7.2538,-1.04341,-113.079,1.25217,-0.180116
-0.317429,-9.01006,5.79057,0.408903,-0.317429,7.27164,-1.04481,-113.268,1.25577,-0.180432
-0.313476,-8.65754,6.34171,0.375605,-0.313476,7.10944,-0.570009,-110.386,1.12106,-0.0898827
-0.299782,-9.89986,7.08852,0.382125,-0.299782,8.0448,-1.37761,-114.499,1.13491,-0.194344
-0.303215,-10.019,5.07034,0.376496,-0.303215,8.04921,-0.971814,-113.481,1.58751,-0.191666
-0.303182,-10.0173,5.11137,0.376397,-0.303182,8.18657,-0.974984,-112.933,1.60164,-0.190748
-0.298934,-9.7271,5.50374,0.377228,-0.298934,7.82074,-1.11424,-112.069,1.42099,-0.202451
-0.325888,-7.234,2.89239,0.391419,-0.325888,6.06525,-0.307448,-112.569,2.09697,-0.106296
-0.32225,-7.77828,4.22523,0.392318,-0.32225,6.5723,-0.466285,-110.819,1.55549,-0.110357
-0.322717,-7.78691,4.14594,0.392707,-0.322717,6.4314,-0.426132,-110.958,1.55125,-0.102783
-0.322522,-7.558,4.75897,0.386485,-0.322522,6.1771,-0.7051,-111.507,1.29799,-0.148162
-0.313229,-8.58124,3.40172,0.386881,-0.313229,6.79583,-1.10696,-112.873,1.99776,-0.325413
-0.319421,-8.88035,3.17256,0.395309,-0.319421,7.37226,-0.436136,-113.579,2.32376,-0.137472
-0.314964,-8.72014,3.09964,0.393266,-0.314964,7.31498,-0.369405,-113.426,2.35995,-0.119177
-0.319155,-8.45226,2.76396,0.376379,-0.319155,7.22691,-0.194085,-115.247,2.61469,-0.07022
-0.320854,-8.5541,2.85209,0.377336,-0.320854,7.11176,-0.360842,-113.383,2.49352,-0.126518
-0.317371,-8.77984,3.27036,0.376994,-0.317371,7.21395,-0.56244,-111.65,2.20586,-0.171981
-0.304105,-8.28313,3.53982,0.381411,-0.304105,6.8918,-0.686738,-110.699,1.94693,-0.194003
-0.323115,-8.17981,2.86077,0.375284,-0.323115,6.81827,-0.724633,-112.054,2.38337,-0.2533
-0.295158,-8.99117,3.501,0.39268,-0.295158,7.28251,-0.741721,-112.653,2.08013,-0.21186
-0.33586,-8.68829,4.70477,0.370847,-0.33586,7.06273,-1.05797,-112.879,1.50119,-0.224872
-0.336704,-8.66418,3.67201,0.372221,-0.336704,7.32185,-0.545582,-112.912,1.99397,-0.148579
-0.309075,-7.18124,7.30623,0.381322,-0.309075,6.27939,-0.119888,-112.905,0.859457,-0.0164091
-0.334277,-8.73119,2.93167,0.403349,-0.334277,7.3908,-0.51704,-115.177,2.52102,-0.176363
-0.318414,-9.06035,3.0966,0.40094,-0.318414,7.3832,-0.847141,-112.735,2.38429,-0.273571
-0.309023,-8.06547,7.09187,0.377391,-0.309023,6.47707,-0.685209,-111.362,0.91331,-0.0966189
-0.285912,-6.86053,3.29211,0.39972,-0.285912,5.84212,-0.0861434,-116.099,1.77458,-0.0261666
-0.303226,-8.81914,3.97164,0.376706,-0.303226,7.21172,-0.945518,-111.034,1.8158,-0.238068
-0.336244,-8.5655,6.80472,0.38238,-0.336244,7.05437,-0.560841,-110.905,1.03669,-0.0824194
-0.300203,-8.08354,3.13959,0.391418,-0.300203,6.68116,-0.724866,-111.916,2.12803,-0.230879
-0.30582,-7.5298,5.08869,0.382628,-0.30582,6.41832,-0.048326,-112.668,1.26129,-0.00949674
-0.328347,-9.39905,5.23581,0.367034,-0.328347,7.7738,-0.627696,-113.577,1.48474,-0.119885
-0.333627,-9.09763,5.82325,0.369413,-0.333627,7.21649,-1.13513,-113.096,1.23925,-0.19493
-0.341853,-9.11884,5.03797,0.373925,-0.341853,7.48158,-0.609638,-113.192,1.48504,-0.121009
-0.339729,-9.1864,4.76468,0.378251,-0.339729,7.58829,-0.522223,-113.645,1.59261,-0.109603
-0.340667,-9.11773,5.01433,0.373592,-0.340667,7.54249,-0.649677,-112.511,1.50419,-0.129564
-0.333215,-8.86271,6.84849,0.370487,-0.333215,7.29904,-0.82875,-111.195,1.06579,-0.121012
-0.30492,-9.28945,6.17211,0.38773,-0.30492,7.58565,-1.07571,-111.139,1.22902,-0.174286
-0.309181,-8.92588,7.29499,0.383652,-0.309181,7.14912,-0.924359,-110.565,0.980004,-0.126711
-0.309305,-8.87729,7.6477,0.384741,-0.309305,7.24236,-1.09541,-111.5,0.946998,-0.143234
-0.32363,-8.06333,3.44083,0.380924,-0.32363,6.80361,-0.304645,-111.44,1.97732,-0.0885385
-0.321524,-8.27315,5.92416,0.398681,-0.321524,6.65638,-0.861424,-111.68,1.1236,-0.145409
-0.335366,-8.82758,3.78029,0.397921,-0.335366,7.21882,-0.552359,-113.282,1.90959,-0.146115
-0.30296,-7.35443,5.91466,0.378257,-0.30296,6.44256,-0.0443204,-113.542,1.08925,-0.00749331
-0.333121,-7.11406,11.4669,0.402619,-0.333121,6.0362,-0.199315,-114.695,0.5264,-0.0173817
-0.338468,-6.87025,12.6609,0.402728,-0.338468,5.98727,0.199771,-118.456,0.472894,0.0157785
-0.32025,-6.7629,9.65201,0.394262,-0.32025,5.91828,0.149437,-115.293,0.613166,0.0154825
-0.319902,-6.7812,9.29267,0.394137,-0.319902,5.92948,0.0564745,-114.488,0.638082,0.00607732
-0.30228,-9.29294,4.1276,0.373559,-0.30228,7.51622,-1.14371,-112.274,1.82097,-0.277089
-0.300686,-8.92076,3.77179,0.365034,-0.300686,7.32834,-0.877769,-112.656,1.94293,-0.232719
-0.352974,-8.38486,4.27225,0.373328,-0.352974,6.91839,-0.682724,-113.48,1.61938,-0.159804
-0.336679,-7.98775,2.94678,0.375168,-0.336679,6.70393,-0.371736,-112.733,2.27501,-0.12615
-0.309158,-8.29923,5.16969,0.38029,-0.309158,6.77542,-0.803461,-109.978,1.3106,-0.155417
-0.314786,-8.60435,4.368,0.388053,-0.314786,7.02457,-0.752725,-109.82,1.60819,-0.172327
-0.319243,-8.44777,7.13983,0.377703,-0.319243,7.03859,-0.6278,-109.77,0.98582,-0.0879292
-0.320361,-8.56033,7.18042,0.375748,-0.320361,7.13903,-0.627936,-110,0.994236,-0.0874512
-0.327292,-9.15835,2.89752,0.384555,-0.327292,7.38052,-0.982138,-112.279,2.54718,-0.338958
-0.32642,-9.38711,2.77462,0.384199,-0.32642,7.68286,-0.948113,-112.919,2.76898,-0.341709
-0.302042,-7.66899,3.56721,0.383286,-0.302042,6.42126,-0.327969,-111.336,1.80008,-0.09194
-0.321874,-7.73274,3.81924,0.392064,-0.321874,6.4406,-0.671431,-111.485,1.68635,-0.175802
-0.297629,-8.81407,4.54475,0.374845,-0.297629,7.21653,-0.627695,-111.481,1.58788,-0.138114
-0.335486,-8.56309,8.26125,0.40249,-0.335486,7.09159,-0.78386,-112.569,0.858417,-0.0948839
-0.303525,-8.2663,4.27019,0.363207,-0.303525,6.80296,-0.571719,-112.244,1.59313,-0.133886
-0.310236,-8.51047,4.12342,0.369038,-0.310236,6.90976,-0.712122,-111.102,1.67574,-0.172702
-0.322595,-8.53553,3.70848,0.394343,-0.322595,6.98938,-0.720556,-110.719,1.8847,-0.1943
-0.328529,-9.04208,5.24719,0.39186,-0.328529,7.2684,-1.04391,-111.091,1.3852,-0.198946
-0.319082,-9.32334,6.34829,0.388707,-0.319082,7.50903,-0.893076,-110.736,1.18284,-0.14068
-0.305021,-7.96692,6.05114,0.373736,-0.305021,6.72269,-0.544016,-110.883,1.11098,-0.0899031
-0.314728,-8.32486,2.49484,0.375397,-0.314728,6.918,-0.744664,-112.663,2.77292,-0.298482
-0.313686,-8.38209,2.8955,0.380595,-0.313686,6.7769,-0.855048,-111.585,2.3405,-0.295303
-0.319509,-8.85769,2.78261,0.385524,-0.319509,7.24737,-0.98347,-112.335,2.60452,-0.353435
-0.322389,-8.84674,2.7598,0.385684,-0.322389,7.24626,-1.0042,-112.704,2.62564,-0.363867
-0.338395,-8.81986,2.85348,0.390324,-0.338395,6.87955,-1.11742,-116.002,2.41093,-0.391599
-0.309472,-9.29618,2.54709,0.387553,-0.309472,7.54802,-0.812169,-113.607,2.96339,-0.318862
-0.318611,-8.76056,5.69805,0.372273,-0.318611,7.14245,-0.825325,-110.071,1.25349,-0.144844
-0.314132,-8.38501,4.52128,0.400292,-0.314132,6.90638,-0.62246,-111.02,1.52753,-0.137673
-0.318482,-8.66449,4.89716,0.365967,-0.318482,7.20187,-0.622986,-111.179,1.47062,-0.127214
-0.301425,-8.54222,4.11343,0.363705,-0.301425,7.03894,-0.647339,-112.229,1.71121,-0.157372
-0.316026,-8.37651,3.33097,0.379337,-0.316026,6.82018,-0.937505,-111.472,2.0475,-0.281451
-0.312125,-8.43334,3.63548,0.374069,-0.312125,6.70011,-0.937348,-112.287,1.84298,-0.257833
-0.315853,-6.79315,2.09429,0.378086,-0.315853,5.89938,-0.0570268,-115.8,2.81689,-0.0272297
-0.342764,-8.11479,2.47217,0.376345,-0.342764,6.84093,-0.477144,-114.366,2.76717,-0.193006
-0.313526,-7.78162,3.59001,0.398718,-0.313526,6.35321,-0.489832,-112.201,1.76969,-0.136443
-0.315904,-7.82707,2.22774,0.39498,-0.315904,6.50483,-0.601734,-113.699,2.91992,-0.27011
-0.295887,-8.36621,4.06308,0.374166,-0.295887,6.74211,-0.809078,-111.889,1.65936,-0.199129
-0.337043,-7.80338,3.16408,0.392944,-0.337043,6.41398,-0.776145,-113.3,2.02713,-0.245299
-0.296153,-9.02019,5.51868,0.37366,-0.296153,7.33496,-1.12355,-112.666,1.32912,-0.203591
-0.336264,-8.76497,4.48907,0.395938,-0.336264,7.24278,-0.84273,-111.74,1.61343,-0.187729
-0.310148,-8.64839,2.6962,0.389319,-0.310148,6.9578,-0.877067,-112.368,2.58059,-0.325297
-0.323251,-9.54117,2.95555,0.39961,-0.323251,7.69516,-0.989828,-113.953,2.60363,-0.334905
-0.312827,-8.35014,3.71384,0.39923,-0.312827,6.77366,-0.837247,-111.718,1.8239,-0.22544
-0.320774,-8.61825,4.27117,0.386813,-0.320774,7.2443,-0.630352,-110.502,1.69609,-0.147583
-0.315176,-8.00078,4.87332,0.386575,-0.315176,6.71344,-0.574547,-109.997,1.37759,-0.117896
-0.328214,-9.48377,6.03507,0.381733,-0.328214,7.67906,-0.947158,-110.832,1.27241,-0.156942
-0.302083,-7.61659,4.19347,0.385011,-0.302083,6.41973,-0.575387,-111.563,1.53089,-0.13721
-0.325276,-9.36673,7.54157,0.379524,-0.325276,7.51885,-0.773387,-112.372,0.996988,-0.10255
-0.319626,-8.34482,3.46864,0.373332,-0.319626,6.8595,-0.684775,-110.587,1.97757,-0.197419
-0.316736,-8.00657,3.3622,0.373148,-0.316736,6.61083,-0.766379,-111.609,1.96622,-0.22794
