b_Intercept,bs_sage_centered_1,sds_sage_centered_1,sigma,Intercept,s_sage_centered_1.1.,s_sage_centered_1.2.,lp__,zs_1_1.1.,zs_1_1.2.
-0.331176,-8.92154,4.78374,0.38758,-0.331176,7.46812,-0.59312,-111.212,1.56115,-0.123987
-0.329772,-8.93259,4.83763,0.386246,-0.329772,7.48622,-0.560753,-111.278,1.5475,-0.115915
-0.307906,-6.70359,3.74928,0.393377,-0.307906,5.65642,-0.41024,-114.035,1.50867,-0.109418
-0.307762,-8.7864,3.85622,0.37761,-0.307762,7.39551,-0.467107,-111.855,1.91781,-0.121131
-0.330526,-7.66322,4.33366,0.378041,-0.330526,6.19103,-0.869217,-113.312,1.42859,-0.200574
-0.33463,-7.67641,6.16723,0.395518,-0.33463,6.67199,0.170996,-117.033,1.08185,0.0277265
-0.325663,-7.24327,4.18415,0.387471,-0.325663,6.1565,-0.195186,-111.619,1.47139,-0.046649
-0.330032,-7.40936,4.25189,0.392651,-0.330032,6.24379,-0.329189,-111.543,1.46847,-0.0774217
-0.323764,-9.29955,9.53646,0.377546,-0.323764,7.36595,-1.39733,-114.242,0.772399,-0.146525
-0.324611,-9.45804,8.00736,0.390873,-0.324611,8.04287,-0.234237,-118.389,1.00444,-0.0292527
-0.324359,-9.5153,7.90378,0.391654,-0.324359,7.93619,-0.51959,-114.023,1.0041,-0.0657395
-0.327889,-9.67089,8.28321,0.391982,-0.327889,8.116,-0.718319,-113.749,0.979813,-0.0867199
-0.333409,-8.72857,6.96689,0.3763,-0.333409,6.9276,-1.09515,-112.586,0.99436,-0.157193
-0.310467,-8.26102,6.42452,0.380429,-0.310467,6.95045,-0.288935,-111.26,1.08186,-0.0449737
-0.318061,-9.09936,4.91656,0.387834,-0.318061,7.27924,-1.18464,-111.482,1.48056,-0.24095
-0.325651,-7.71692,6.73587,0.393018,-0.325651,6.52645,-0.280651,-111.252,0.96891,-0.0416651
-0.31825,-9.60424,8.21724,0.381654,-0.31825,7.61346,-1.31849,-112.459,0.926523,-0.160455
-0.325666,-9.71813,8.30828,0.384362,-0.325666,7.77184,-1.17052,-111.736,0.935433,-0.140886
-0.307194,-7.8309,3.94,0.377766,-0.307194,6.36916,-0.852872,-112.187,1.61654,-0.216465
-0.309728,-7.92212,3.94818,0.379888,-0.309728,6.63781,-0.54428,-110.282,1.68123,-0.137856
-0.316839,-6.92153,3.05528,0.3796,-0.316839,5.84758,-0.117033,-113.155,1.91393,-0.038305
-0.314874,-8.8862,5.48193,0.387617,-0.314874,7.27519,-1.04278,-110.919,1.32712,-0.190221
-0.319247,-7.89329,5.68279,0.379236,-0.319247,6.68215,-0.360006,-110.282,1.17586,-0.0633501
-0.31079,-7.46343,3.81563,0.379399,-0.31079,6.29888,-0.380055,-110.907,1.65081,-0.0996048
-0.299073,-9.29155,5.75928,0.383016,-0.299073,7.63263,-0.910456,-110.922,1.32527,-0.158085
-0.31234,-9.36483,6.21785,0.387116,-0.31234,7.60531,-0.99508,-110.35,1.22314,-0.160036
-0.308436,-7.75732,7.38497,0.384149,-0.308436,6.39085,-0.483354,-110.515,0.865386,-0.065451
-0.306955,-8.03894,9.15934,0.382826,-0.306955,7.0758,-0.419527,-115.732,0.772523,-0.0458032
-0.325885,-7.69817,3.47682,0.392579,-0.325885,6.38333,-0.290613,-112.196,1.83597,-0.0835858
-0.334074,-6.93047,3.11434,0.380953,-0.334074,5.9069,-0.300674,-113.477,1.89668,-0.0965451
-0.303473,-9.91388,5.75824,0.403647,-0.303473,7.97902,-1.17341,-113.766,1.38567,-0.203779
-0.325865,-7.07252,5.38495,0.365716,-0.325865,6.04245,-0.219913,-113.44,1.1221,-0.0408385
-0.325323,-8.11068,4.6557,0.375881,-0.325323,6.56203,-0.834617,-111.067,1.40946,-0.179268
-0.333331,-9.08632,4.31066,0.397694,-0.333331,7.49338,-0.81405,-111.876,1.73834,-0.188846
-0.29635,-7.84279,9.72371,0.385402,-0.29635,6.54281,-0.623154,-111.756,0.672872,-0.0640861
-0.313698,-8.33922,6.11982,0.390393,-0.313698,7.00424,-0.632122,-110.236,1.14452,-0.103291
-0.315435,-8.28486,4.87765,0.373111,-0.315435,6.75965,-0.650454,-110.201,1.38584,-0.133354
-0.308031,-8.44492,7.16416,0.384717,-0.308031,6.7172,-0.708333,-112.078,0.937611,-0.0988718
-0.308914,-8.56387,6.02651,0.386785,-0.308914,7.0108,-0.574958,-110.271,1.16333,-0.0954049
-0.32683,-8.229,4.3735,0.382961,-0.32683,6.76579,-0.687954,-109.931,1.547,-0.157301
-0.313054,-8.24973,3.87376,0.38185,-0.313054,6.86109,-0.538504,-109.951,1.77117,-0.139013
-0.326263,-9.17557,5.652,0.383642,-0.326263,7.54285,-0.771515,-110.29,1.33455,-0.136503
-0.340571,-8.47908,3.88235,0.401145,-0.340571,7.00963,-0.585623,-112.848,1.80551,-0.150842
-0.342909,-8.09294,4.33334,0.400574,-0.342909,6.70324,-0.609044,-112.742,1.5469,-0.140548
-0.336668,-8.06677,7.88109,0.395638,-0.336668,6.84593,-0.25193,-112.927,0.868653,-0.0319664
-0.334417,-8.39666,6.79767,0.400827,-0.334417,6.8994,-0.94399,-113.087,1.01497,-0.13887
-0.298961,-8.1925,5.35919,0.367345,-0.298961,7.01757,-0.309517,-113.431,1.30945,-0.0577544
-0.305479,-7.29838,6.73293,0.395405,-0.305479,6.14077,-0.518216,-112.43,0.91205,-0.0769673
-0.322567,-7.52644,5.13488,0.384655,-0.322567,6.15977,-0.500444,-110.965,1.19959,-0.0974596
-0.306297,-9.15557,3.48539,0.380916,-0.306297,7.20342,-1.24569,-113.54,2.06675,-0.357404
-0.348225,-10.0365,3.787,0.377632,-0.348225,8.25467,-0.964749,-116.102,2.17974,-0.254753
-0.319915,-8.51462,3.90119,0.383983,-0.319915,6.84881,-1.12414,-112.462,1.75557,-0.288152
-0.333917,-8.95325,3.20422,0.392782,-0.333917,7.33045,-0.989982,-112.7,2.28775,-0.308962
-0.330101,-9.01664,3.23563,0.395869,-0.330101,7.17399,-0.974863,-113.148,2.21719,-0.30129
-0.30515,-7.52658,6.57407,0.373215,-0.30515,6.44567,-0.438782,-112.263,0.980469,-0.0667444
-0.318982,-8.84276,6.52984,0.392136,-0.318982,7.27787,-0.731998,-110.033,1.11456,-0.1121
-0.30646,-7.95828,4.5535,0.378753,-0.30646,6.50464,-0.632474,-110.369,1.42849,-0.138898
-0.322766,-8.08437,3.42,0.373191,-0.322766,6.83993,-0.320405,-111.864,1.99998,-0.0936856
-0.291894,-7.17864,3.11285,0.381316,-0.291894,5.97734,-0.43935,-113.532,1.92022,-0.141141
-0.301044,-7.99739,3.43492,0.374956,-0.301044,6.70105,-0.240524,-112.902,1.95086,-0.0700231
-0.299773,-8.47514,3.73644,0.375453,-0.299773,7.13361,-0.245901,-113.886,1.9092,-0.0658115
-0.29964,-8.48097,3.71333,0.375496,-0.29964,7.07456,-0.24276,-114.396,1.90518,-0.0653751
-0.296606,-8.30652,3.5628,0.379165,-0.296606,6.81593,-0.6454,-111.133,1.91308,-0.18115
-0.320375,-7.78967,4.47051,0.390094,-0.320375,6.43101,-0.37476,-110.942,1.43854,-0.0838294
-0.30693,-6.68597,5.32952,0.376477,-0.30693,5.656,-0.181474,-113.201,1.06126,-0.0340506
-0.30236,-5.93319,6.53958,0.393922,-0.30236,5.31564,0.155446,-117.486,0.812842,0.02377
-0.30535,-7.53292,4.8194,0.395067,-0.30535,6.17643,-0.234912,-113.528,1.28158,-0.0487431
-0.308803,-7.46147,5.06272,0.39855,-0.308803,6.46934,-0.303084,-112.996,1.27784,-0.0598658
-0.316755,-8.47741,3.41501,0.369928,-0.316755,6.9266,-0.700261,-111.119,2.02828,-0.205054
-0.322933,-8.60685,4.86519,0.387475,-0.322933,7.09933,-0.602866,-109.928,1.45921,-0.123914
-0.300537,-8.77121,2.44402,0.379329,-0.300537,7.01141,-0.842618,-114.091,2.86881,-0.344767
-0.333947,-8.61678,3.15778,0.387308,-0.333947,7.16141,-0.834807,-112.283,2.26786,-0.264365
-0.320959,-9.13145,5.28318,0.367383,-0.320959,7.73556,-0.886685,-115.006,1.46419,-0.167832
-0.326332,-8.49163,4.70323,0.357155,-0.326332,6.75222,-0.762016,-115.646,1.43565,-0.16202
-0.300709,-8.3071,3.32476,0.383361,-0.300709,6.76072,-0.656532,-111.235,2.03345,-0.197467
-0.301113,-8.57139,3.33671,0.371504,-0.301113,7.06938,-0.538616,-112.174,2.11867,-0.161421
-0.328524,-8.48074,3.41716,0.397494,-0.328524,6.82939,-0.903951,-112.327,1.99856,-0.264533
-0.30746,-8.57326,3.20631,0.382296,-0.30746,7.08344,-0.735027,-110.763,2.20922,-0.229244
-0.320337,-7.23001,4.13573,0.37064,-0.320337,6.15328,-0.239476,-112.132,1.48783,-0.0579043
-0.313146,-7.94052,3.84043,0.379624,-0.313146,6.52278,-0.550191,-110.292,1.69845,-0.143263
-0.319711,-8.98922,3.98127,0.387712,-0.319711,7.25151,-0.987051,-110.636,1.82141,-0.247924
-0.310936,-9.33364,3.92924,0.382033,-0.310936,7.60704,-0.848817,-110.879,1.93601,-0.216026
-0.298879,-9.09543,5.11914,0.370804,-0.298879,7.38572,-0.986622,-111.58,1.44277,-0.192732
-0.334252,-8.20789,4.12575,0.399668,-0.334252,6.68744,-0.779112,-112.158,1.6209,-0.188842
-0.32212,-7.93611,3.80596,0.365764,-0.32212,6.57664,-0.465698,-111.82,1.72799,-0.12236
-0.332321,-8.584,4.4872,0.40766,-0.332321,7.1157,-0.845574,-113.576,1.58578,-0.188441
-0.324969,-8.34252,3.90548,0.39845,-0.324969,6.58923,-0.621797,-115.005,1.68718,-0.159211
-0.287284,-7.81045,4.26308,0.390153,-0.287284,6.39148,-0.410965,-113.304,1.49926,-0.096401
-0.345584,-7.61552,3.12974,0.381266,-0.345584,6.25247,-0.369211,-114.094,1.99776,-0.117969
-0.310763,-8.69113,4.25755,0.383131,-0.310763,7.02232,-0.891243,-110.179,1.64938,-0.209332
-0.314072,-9.48657,5.02055,0.379818,-0.314072,7.69269,-0.892417,-110.777,1.53224,-0.177753
-0.321845,-7.16644,4.08713,0.378342,-0.321845,5.9114,-0.286264,-112.377,1.44635,-0.0700404
-0.320277,-7.64198,4.16284,0.379757,-0.320277,6.2591,-0.36816,-111.575,1.50357,-0.0884396
-0.320661,-9.19489,5.22127,0.373842,-0.320661,7.39083,-1.00144,-110.762,1.41552,-0.191799
-0.30123,-8.60936,5.98872,0.401957,-0.30123,7.06617,-0.718728,-111.633,1.17991,-0.120014
-0.313722,-8.19418,6.80337,0.383614,-0.313722,6.75791,-0.429714,-110.461,0.993318,-0.063162
-0.319097,-8.65845,4.50901,0.381943,-0.319097,6.9823,-0.792723,-110.156,1.54852,-0.175809
-0.318206,-7.18388,6.62217,0.373755,-0.318206,5.94741,-0.17639,-113.334,0.898107,-0.0266363
-0.311377,-9.57879,3.04201,0.395005,-0.311377,7.92841,-0.917572,-113.845,2.60631,-0.301634
-0.32417,-9.12085,2.9033,0.381174,-0.32417,7.375,-1.17962,-113.399,2.54021,-0.406303
-0.32528,-9.08742,2.73749,0.38248,-0.32528,7.37077,-1.12928,-113.435,2.69253,-0.412522
-0.326078,-9.10087,2.66157,0.382316,-0.326078,7.06323,-1.10039,-116.272,2.65378,-0.413438
-0.298518,-9.24779,3.70221,0.381479,-0.298518,7.5099,-0.978454,-111.582,2.02849,-0.264289
-0.300521,-8.95739,3.81751,0.377928,-0.300521,7.22822,-0.794699,-111.498,1.89344,-0.208172
-0.341065,-8.59648,3.07633,0.379822,-0.341065,6.8525,-0.822684,-113.68,2.22749,-0.267424
-0.338787,-8.44831,3.07406,0.379751,-0.338787,7.01321,-0.852174,-113.066,2.28142,-0.277215
-0.337771,-9.24608,3.91627,0.380855,-0.337771,7.69183,-1.16822,-115.913,1.96407,-0.2983
-0.305143,-8.00309,4.23488,0.375916,-0.305143,6.93555,-0.371792,-112.944,1.63772,-0.0877928
-0.308955,-8.20354,4.64542,0.376984,-0.308955,6.92856,-0.266538,-111.605,1.49148,-0.0573764
-0.30944,-8.42483,3.7316,0.377328,-0.30944,7.15853,-0.132233,-114.582,1.91835,-0.0354361
-0.314582,-8.55333,3.52977,0.380168,-0.314582,7.39241,-0.0993653,-116.073,2.09431,-0.0281507
-0.304609,-7.99476,3.28058,0.379939,-0.304609,6.8885,-0.28388,-112.782,2.09978,-0.0865333
-0.335664,-7.53764,3.59157,0.387945,-0.335664,6.24355,-0.841802,-114.738,1.73839,-0.234382
-0.313134,-7.97424,3.59128,0.409609,-0.313134,6.63277,-0.527232,-113.372,1.84691,-0.146809
-0.297954,-8.30865,4.2101,0.39562,-0.297954,6.84732,-0.677573,-111.225,1.6264,-0.16094
-0.309357,-8.96421,3.34994,0.366107,-0.309357,7.25296,-0.847008,-112.454,2.1651,-0.252843
-0.302829,-9.86057,3.17169,0.367141,-0.302829,8.06784,-1.01284,-115.113,2.54371,-0.31934
-0.330449,-6.48805,5.6078,0.39107,-0.330449,5.52049,-0.340075,-114.787,0.984432,-0.0606432
-0.317624,-8.48973,4.88013,0.393673,-0.317624,6.76438,-0.603627,-113.103,1.38611,-0.123691
-0.314657,-8.47817,5.23378,0.38905,-0.314657,7.25073,-0.63298,-112.125,1.38537,-0.120941
-0.282556,-7.94103,3.55578,0.391257,-0.282556,6.73298,-0.43126,-113.769,1.89353,-0.121284
-0.290594,-7.98342,3.60429,0.390459,-0.290594,6.85705,-0.459968,-113.687,1.90247,-0.127617
-0.336056,-8.86642,5.35769,0.383726,-0.336056,7.50976,-0.660036,-112.261,1.40168,-0.123194
-0.333443,-8.83603,5.40756,0.383972,-0.333443,7.57215,-0.65699,-113.713,1.40029,-0.121495
-0.301972,-8.71138,6.3674,0.396264,-0.301972,7.56433,-0.561606,-115.7,1.18798,-0.0882003
-0.302229,-8.74122,6.15285,0.396169,-0.302229,7.07167,-0.528537,-113.237,1.14933,-0.0859012
-0.32125,-8.19212,4.30423,0.399227,-0.32125,6.82192,-0.818796,-112.283,1.58493,-0.190231
-0.290018,-8.75446,3.90894,0.380336,-0.290018,7.38292,-0.624692,-112.827,1.88873,-0.159811
-0.304216,-8.70415,4.30164,0.386382,-0.304216,7.11255,-0.874337,-110.321,1.65345,-0.203257
-0.308436,-9.22333,3.89848,0.38684,-0.308436,7.57876,-0.802659,-110.877,1.94403,-0.20589
-0.298412,-6.99726,4.76866,0.389832,-0.298412,5.85279,-0.0800846,-113.973,1.22735,-0.0167939
-0.299494,-7.56765,6.76956,0.397133,-0.299494,6.10562,-0.558231,-113.31,0.901924,-0.0824619
-0.294084,-8.14457,5.30323,0.392061,-0.294084,6.97245,-0.501047,-112.66,1.31475,-0.0944796
-0.311754,-8.01573,4.69877,0.385063,-0.311754,6.76471,-0.398394,-110.178,1.43968,-0.0847868
-0.312896,-7.78974,4.91487,0.389909,-0.312896,6.49296,-0.24593,-111.461,1.32108,-0.0500379
-0.304141,-8.08537,15.5479,0.384329,-0.304141,6.81644,-0.356846,-112.241,0.438416,-0.0229515
-0.333893,-9.38261,6.42613,0.390589,-0.333893,7.6804,-0.868884,-111.293,1.19518,-0.135211
-0.330316,-9.44188,7.11304,0.379534,-0.330316,7.7149,-0.954536,-110.956,1.08461,-0.134195
-0.310538,-8.53203,4.96202,0.379954,-0.310538,6.88172,-0.884163,-110.21,1.38688,-0.178186
-0.293239,-8.00964,5.2103,0.383477,-0.293239,6.74847,-0.30023,-111.858,1.29522,-0.0576225
-0.300081,-7.96911,4.54752,0.390862,-0.300081,6.58793,-0.541416,-110.705,1.44868,-0.119057
-0.294592,-8.40438,4.39366,0.389132,-0.294592,6.81133,-0.951914,-112.022,1.55026,-0.216656
-0.329001,-8.14172,3.86633,0.377555,-0.329001,6.87351,-0.413002,-111.015,1.77779,-0.10682
-0.316795,-7.21126,3.89526,0.394299,-0.316795,5.92523,-0.53892,-112.457,1.52114,-0.138353
-0.314834,-7.76707,3.42084,0.385903,-0.314834,6.61517,-0.630817,-112.68,1.93379,-0.184404
-0.316848,-7.50429,3.71995,0.386974,-0.316848,6.40921,-0.597105,-113.042,1.72293,-0.160514
-0.316877,-8.1029,3.77264,0.382745,-0.316877,6.66914,-0.630236,-109.989,1.76777,-0.167054
-0.313244,-8.95227,4.02041,0.379053,-0.313244,7.32614,-0.914142,-110.308,1.82224,-0.227376
-0.308393,-9.32173,3.64559,0.380456,-0.308393,7.52788,-0.965302,-111.204,2.06493,-0.264786
-0.322408,-8.10024,3.05381,0.385375,-0.322408,6.78644,-0.509502,-110.974,2.22229,-0.166842
-0.312436,-8.7022,7.97371,0.381376,-0.312436,6.99112,-0.92014,-110.442,0.876772,-0.115397
-0.288483,-8.69108,5.85048,0.37606,-0.288483,7.35333,-0.625701,-112.997,1.25688,-0.106949
-0.335379,-9.08888,5.66694,0.391833,-0.335379,7.61997,-0.869245,-112.647,1.34464,-0.153389
-0.337327,-8.91009,5.65595,0.389103,-0.337327,7.24934,-0.613932,-112.087,1.28172,-0.108546
-0.317191,-8.68908,4.24667,0.392988,-0.317191,7.11808,-0.924087,-110.769,1.67616,-0.217603
-0.297666,-8.32866,3.79265,0.388651,-0.297666,6.78884,-0.658534,-111.148,1.79,-0.173634
-0.332434,-8.45415,5.24511,0.398989,-0.332434,6.81869,-0.584722,-112.827,1.30001,-0.11148
-0.329402,-8.50853,5.33913,0.397467,-0.329402,6.9094,-0.568512,-111.986,1.2941,-0.10648
-0.308604,-8.48394,5.93486,0.393903,-0.308604,7.02966,-0.776824,-110.474,1.18447,-0.130892
-0.324339,-8.17121,2.70134,0.373517,-0.324339,6.7065,-0.756802,-112.224,2.48266,-0.280158
-0.307569,-7.81111,2.57263,0.407917,-0.307569,6.70846,-0.315089,-115.914,2.60763,-0.122477
-0.316268,-7.22833,2.64738,0.406048,-0.316268,6.2091,-0.23294,-115.167,2.34538,-0.0879889
-0.315876,-7.94297,8.77393,0.373863,-0.315876,6.88298,-0.577335,-114.607,0.78448,-0.0658011
-0.32245,-8.03706,4.85851,0.373265,-0.32245,6.65878,-0.445809,-110.518,1.37054,-0.0917583
-0.3208,-7.59137,5.70316,0.376964,-0.3208,6.29516,-0.621787,-110.926,1.1038,-0.109025
-0.309307,-9.01977,6.05288,0.390523,-0.309307,7.38177,-0.577461,-111.534,1.21955,-0.0954028
-0.323643,-8.25421,3.35975,0.367359,-0.323643,6.74982,-0.483441,-112.743,2.00903,-0.143892
-0.30099,-9.14347,4.27069,0.398559,-0.30099,7.48772,-0.738798,-112.136,1.75328,-0.172993
-0.329375,-7.59519,3.10393,0.394116,-0.329375,6.22074,-0.530573,-112.433,2.00415,-0.170936
-0.334575,-7.33942,2.66309,0.393643,-0.334575,6.04235,-0.432523,-113.81,2.26893,-0.162414
-0.314262,-7.57415,3.6585,0.377037,-0.314262,6.35614,-0.119882,-112.846,1.73736,-0.032768
-0.344354,-7.25127,4.72921,0.391165,-0.344354,5.88008,-0.536816,-114.349,1.24335,-0.113511
-0.345309,-7.21056,4.27239,0.383151,-0.345309,6.13917,-0.097166,-113.989,1.43694,-0.0227428
-0.341058,-7.65278,5.88071,0.380043,-0.341058,6.53834,-0.469135,-112.66,1.11183,-0.0797753
-0.331428,-8.10625,6.36864,0.376455,-0.331428,6.73925,-0.669184,-110.569,1.05819,-0.105075
-0.304125,-8.67767,4.65435,0.382931,-0.304125,7.24301,-0.675094,-110.282,1.55618,-0.145046
-0.308333,-8.55815,4.66415,0.380212,-0.308333,6.94627,-0.860372,-110.047,1.48929,-0.184465
-0.315236,-8.03977,3.75546,0.380891,-0.315236,6.80234,-0.624919,-111.201,1.81132,-0.166403
-0.316463,-8.97008,4.3563,0.389012,-0.316463,7.5964,-0.686386,-112.012,1.74378,-0.157562
-0.316501,-9.00252,4.21809,0.388582,-0.316501,7.2724,-0.671989,-111.622,1.7241,-0.159311
-0.333735,-8.35686,5.11472,0.371905,-0.333735,6.67266,-0.780386,-112.386,1.3046,-0.152576
-0.333726,-8.35376,5.16295,0.371972,-0.333726,6.78816,-0.791593,-111.155,1.31478,-0.153322
-0.338812,-8.28446,2.9918,0.372347,-0.338812,6.80768,-0.551192,-112.898,2.27545,-0.184235
-0.321373,-7.45695,6.43084,0.375542,-0.321373,6.1466,-0.449977,-111.2,0.955801,-0.0699717
-0.290557,-9.50198,6.85249,0.388636,-0.290557,7.63334,-0.899313,-112.951,1.11395,-0.131239
-0.307266,-7.97524,10.043,0.378708,-0.307266,6.59306,-0.454576,-110.927,0.656482,-0.0452628
-0.304704,-9.22758,7.80232,0.397286,-0.304704,7.44235,-1.1736,-112.48,0.953863,-0.150416
-0.293555,-9.24299,7.08647,0.396208,-0.293555,7.51647,-0.749991,-112.693,1.06068,-0.105834
-0.328178,-6.92978,2.62061,0.376646,-0.328178,6.10614,0.0146311,-115.683,2.33005,0.0055831
-0.308986,-7.32502,3.36332,0.370478,-0.308986,6.32946,-0.253482,-113.259,1.88191,-0.0753665
-0.319211,-7.24674,3.23986,0.377433,-0.319211,6.16881,-0.484606,-112.861,1.90404,-0.149576
-0.31507,-7.69468,3.47633,0.37764,-0.31507,6.49244,-0.427214,-110.856,1.86761,-0.122892
-0.320537,-8.39717,7.84243,0.388944,-0.320537,7.01909,-0.733203,-110.515,0.895015,-0.0934918
-0.320916,-8.37911,8.19764,0.389276,-0.320916,6.74234,-0.911398,-111.023,0.822473,-0.111178
-0.333069,-7.95997,6.23523,0.392387,-0.333069,6.71748,-0.145756,-113.123,1.07734,-0.0233763
-0.327786,-7.27348,5.99631,0.395008,-0.327786,6.14452,-0.498232,-112.435,1.02472,-0.0830897
-0.307781,-9.03633,4.44066,0.383476,-0.307781,7.09731,-1.00229,-112.631,1.59826,-0.225707
-0.342925,-8.09878,3.2093,0.385878,-0.342925,6.79936,-0.573872,-112.548,2.11864,-0.178815
-0.293183,-7.03879,8.09582,0.384788,-0.293183,5.83185,-0.373954,-113.545,0.720353,-0.0461909
-0.345369,-9.36162,3.19967,0.380625,-0.345369,7.45539,-1.0353,-114.46,2.33005,-0.323566
-0.338776,-8.71335,2.57278,0.38401,-0.338776,7.01121,-0.9338,-113.731,2.72515,-0.362954
-0.299406,-9.14913,2.12481,0.379756,-0.299406,7.52789,-0.947782,-115.914,3.54285,-0.446055
-0.31177,-9.63984,2.58887,0.351834,-0.31177,7.75918,-1.16008,-119.726,2.99713,-0.448102
-0.307754,-9.55996,2.53813,0.366074,-0.307754,7.83159,-0.982314,-115.72,3.08557,-0.387022
-0.300996,-9.41079,2.67043,0.364656,-0.300996,7.54785,-0.965747,-115.747,2.82646,-0.361645
-0.304299,-9.19271,2.9308,0.365156,-0.304299,7.45523,-1.15511,-115.129,2.54375,-0.394126
-0.297291,-8.99362,2.77759,0.357596,-0.297291,7.41041,-0.925561,-116.809,2.66793,-0.333225
-0.329784,-9.31322,3.30107,0.410162,-0.329784,7.58654,-0.770213,-115.436,2.29821,-0.233323
-0.327026,-9.252,2.86441,0.404585,-0.327026,7.61208,-0.717342,-114.898,2.65747,-0.250432
-0.330055,-9.22449,3.05679,0.399635,-0.330055,7.70154,-0.591866,-114.69,2.51949,-0.193624
-0.324951,-8.41932,3.02896,0.398263,-0.324951,7.01622,-0.528227,-112.315,2.31638,-0.174392
-0.303887,-8.82605,8.24699,0.376094,-0.303887,7.27459,-0.454616,-112.492,0.88209,-0.0551251
-0.313519,-8.26657,3.00682,0.407616,-0.313519,6.73389,-0.7169,-113.714,2.23954,-0.238424
-0.314115,-8.21134,3.06116,0.403865,-0.314115,6.65676,-0.711822,-113.103,2.17459,-0.232533
-0.322482,-9.21832,7.09124,0.373714,-0.322482,7.58508,-0.912821,-110.741,1.06964,-0.128725
-0.298958,-8.42056,6.64839,0.390585,-0.298958,6.86339,-0.705564,-110.668,1.03234,-0.106126
-0.315143,-8.48308,5.58262,0.391172,-0.315143,6.98189,-0.847485,-110.234,1.25065,-0.151808
-0.311671,-8.51085,6.13531,0.389846,-0.311671,7.12007,-0.747896,-110.467,1.16051,-0.1219
-0.306525,-9.0601,6.36703,0.390995,-0.306525,7.66289,-0.593104,-112.104,1.20353,-0.0931524
-0.329953,-8.34425,5.82851,0.397126,-0.329953,6.69011,-0.915213,-112.057,1.14782,-0.157023
-0.310487,-8.21175,3.25169,0.370445,-0.310487,6.97713,-0.458014,-112.284,2.14569,-0.140854
-0.321188,-8.27009,4.4568,0.37479,-0.321188,6.79083,-0.754665,-110.148,1.5237,-0.169329
-0.335822,-7.5258,4.89354,0.364371,-0.335822,6.34064,-0.214671,-113.954,1.29572,-0.0438683
-0.295617,-9.98895,3.31013,0.401443,-0.295617,8.08778,-1.16104,-115.664,2.44334,-0.350753
-0.324258,-8.92936,5.78967,0.365716,-0.324258,7.43827,-0.612857,-111.946,1.28475,-0.105853
-0.324923,-8.93908,5.82249,0.365767,-0.324923,7.45366,-0.571937,-112.25,1.28015,-0.0982289
-0.32715,-9.01263,5.22864,0.375254,-0.32715,7.47962,-0.569059,-111.349,1.43051,-0.108835
-0.320812,-8.22894,4.36142,0.381252,-0.320812,6.89055,-0.481632,-109.957,1.57989,-0.11043
-0.305808,-8.90976,4.04963,0.379999,-0.305808,7.35097,-0.687109,-110.492,1.81522,-0.169672
-0.323339,-8.36864,5.77524,0.392474,-0.323339,6.98303,-0.527919,-110.207,1.20913,-0.0914108
-0.318313,-8.96437,4.59563,0.403383,-0.318313,7.32444,-0.881077,-111.786,1.59378,-0.191721
-0.318813,-7.37747,5.69689,0.360912,-0.318813,6.14651,-0.351897,-113.471,1.07892,-0.0617701
-0.287219,-9.11719,6.80928,0.398175,-0.287219,7.57164,-0.7412,-113.274,1.11196,-0.108851
-0.338638,-8.79109,2.42038,0.372377,-0.338638,7.27421,-0.828648,-114.793,3.0054,-0.342363
-0.338614,-8.78956,2.405,0.372394,-0.338614,7.22272,-0.824757,-114.502,3.00321,-0.342934
-0.300079,-8.82041,4.63278,0.397917,-0.300079,7.27137,-0.632191,-111.665,1.56955,-0.13646
-0.318068,-8.29814,3.93814,0.380818,-0.318068,6.78853,-0.739162,-109.949,1.72379,-0.187693
-0.316299,-8.2934,6.931,0.384814,-0.316299,6.84666,-0.697101,-109.595,0.987832,-0.100577
-0.324781,-8.58843,4.46867,0.389606,-0.324781,7.05678,-0.718179,-109.962,1.57917,-0.160714
-0.305735,-7.33678,4.51391,0.377028,-0.305735,6.17178,-0.362358,-111.211,1.36728,-0.0802758
-0.326706,-9.20655,3.10922,0.39057,-0.326706,7.46248,-0.869497,-112.089,2.40012,-0.279651
-0.31107,-7.8988,3.14848,0.379301,-0.31107,6.61334,-0.57884,-111.054,2.10049,-0.183847
-0.31076,-8.25978,3.79959,0.375763,-0.31076,6.9879,-0.422101,-111.056,1.83912,-0.111091
-0.294395,-8.01041,3.65771,0.372508,-0.294395,6.89456,-0.212114,-114.17,1.88494,-0.0579909
-0.328397,-8.43327,5.36286,0.405541,-0.328397,6.91029,-1.08945,-115.009,1.28855,-0.203148
-0.348441,-7.43929,2.83389,0.383298,-0.348441,6.46966,-0.221763,-115.866,2.28296,-0.0782539
-0.314427,-9.92945,5.54557,0.388339,-0.314427,8.29592,-0.9366,-113.648,1.49595,-0.168892
-0.317976,-8.10628,5.11929,0.392057,-0.317976,6.76918,-0.842337,-111.993,1.32229,-0.164542
-0.311159,-8.59244,3.99206,0.386636,-0.311159,7.13287,-0.668408,-110.037,1.78676,-0.167434
-0.319291,-8.49563,3.54347,0.388648,-0.319291,7.00437,-0.693826,-110.271,1.9767,-0.195804
-0.295254,-8.82664,5.14871,0.379718,-0.295254,7.37443,-0.482758,-112.033,1.43229,-0.0937628
